epoch,gamma_context_28_1,gamma_context_28_2,gamma_context_56,gamma_veto_28_1,gamma_veto_28_2,gamma_veto_56,loss_cls,lr_backbone_weight,lr_scratch_weight,optimizer_global_step,optimizer_momentum,train_accuracy,train_exact_match,val_mean_dice,val_mean_iou,variant
11,1.5526922941207886,1.201193928718567,1.4636543989181519,0.7440037727355957,0.5588665008544922,0.6434062123298645,0.21723935239646905,0.0059346220455006315,0.059346220455006315,12881,0.0005,0.8270022971819029,0.6291204099060632,,,GS
12,1.5578222274780273,1.2110264301300049,1.4846887588500977,0.7414554953575134,0.5630179047584534,0.6594851016998291,0.21291176974773407,0.005551734444467287,0.05551734444467287,14052,0.0005,0.8312577754056479,0.6388983774551665,,,GS
13,1.5617295503616333,1.2222706079483032,1.4984124898910522,0.7384384274482727,0.5668585300445557,0.6743730306625366,0.20834900108567678,0.005165887311612215,0.051658873116122155,15223,0.0005,0.8356415841161505,0.6466268146883006,,,GS
14,1.5636550188064575,1.2253974676132202,1.5112301111221313,0.7362759709358215,0.5682296752929688,0.6891800165176392,0.20521278185634712,0.004776807631040712,0.04776807631040712,16394,0.0005,0.839199739538865,0.6540136635354398,,,GS
15,1.5613131523132324,1.2251713275909424,1.5192649364471436,0.7332301139831543,0.568601131439209,0.7036805152893066,0.20018172704389622,0.004384169834043774,0.043841698340437746,17565,0.0005,0.8430604995730241,0.660802732707088,,,GS
16,1.5605568885803223,1.2301429510116577,1.5254234075546265,0.7306722402572632,0.5705041289329529,0.7166418433189392,0.198314218109841,0.003987579332698093,0.039875793326980935,18736,0.0005,0.8460564560205075,0.6674637062339881,,,GS
17,1.5622951984405518,1.2360975742340088,1.5292903184890747,0.7292603254318237,0.5724794864654541,0.729958176612854,0.1946451206883236,0.003586548447294412,0.035865484472944124,19907,0.0005,0.8490736763450114,0.6745516652433817,,,GS
18,1.5640677213668823,1.2407591342926025,1.533469557762146,0.7281626462936401,0.5738769173622131,0.7425467371940613,0.19084615586126696,0.0031804597898155928,0.03180459789815593,21078,0.0005,0.8522440563620948,0.6807856532877882,,,GS
19,1.5630470514297485,1.2446057796478271,1.5371181964874268,0.7266312837600708,0.5749203562736511,0.7543085813522339,0.18845092645829606,0.0027685077578096895,0.027685077578096896,22249,0.0005,0.8543682322801166,0.685866780529462,,,GS
20,1.5611903667449951,1.2474790811538696,1.5390377044677734,0.7248669862747192,0.5757797956466675,0.7653451561927795,0.18541327256305312,0.002349598995662471,0.02349598995662471,23420,0.0005,0.8579585695986471,0.6921007685738685,,,GS
21,1.5590322017669678,1.2506248950958252,1.5395472049713135,0.7236407995223999,0.5763444900512695,0.775044322013855,0.18222154191767528,0.0019221683515699744,0.019221683515699747,24591,0.0005,0.8606698676345125,0.6981212638770282,,,GS
22,1.5577635765075684,1.2531920671463013,1.5411040782928467,0.7227590084075928,0.5769919157028198,0.783436119556427,0.17897100921602557,0.0014837965879669016,0.014837965879669016,25762,0.0005,0.8651567549103427,0.7069171648163962,,,GS
23,1.5559484958648682,1.2547193765640259,1.5420019626617432,0.7219225764274597,0.5772473812103271,0.7902249097824097,0.17617461971626844,0.0010302623906800023,0.010302623906800023,26933,0.0005,0.8670532835183735,0.7108881298035867,,,GS
24,1.554406762123108,1.2562668323516846,1.5425795316696167,0.7212826609611511,0.5776879191398621,0.794594943523407,0.17338364232843703,0.0005523160161440768,0.005523160161440769,28104,0.0005,0.8700991502989032,0.7163535439795047,,,GS
25,1.553347110748291,1.2568347454071045,1.5428398847579956,0.7209362983703613,0.5777565836906433,0.7962378859519958,0.17020343945232036,9.55328615544644e-07,9.55328615544644e-06,29275,0.0005,0.8727997480785782,0.7226729291204099,,,GS
1,0.20304356515407562,0.80356764793396,0.10017605125904083,0.16493089497089386,0.392905056476593,0.059129007160663605,0.41668975348150905,0.0096395778991375,0.09639577899137501,1171,0.0005,0.7038844192997329,0.3977796754910333,,,RCS
2,0.5754270553588867,0.9650708436965942,0.23366962373256683,0.40805375576019287,0.44929859042167664,0.1365138292312622,0.33225534525465295,0.00927734178871898,0.0927734178871898,2342,0.0005,0.7542900256191276,0.48928266438941076,,,RCS
3,1.0137659311294556,1.0117509365081787,0.48160219192504883,0.5850868225097656,0.47121673822402954,0.258681058883667,0.2976903285382651,0.008913526845035089,0.08913526845035089,3513,0.0005,0.77244061912895,0.5231426131511528,,,RCS
4,1.204841136932373,1.0580363273620605,0.8082554936408997,0.6552596688270569,0.4926244020462036,0.3834737539291382,0.27418373508599964,0.008548053896321633,0.08548053896321633,4684,0.0005,0.783780636208374,0.5444918872758326,,,RCS
5,1.339128017425537,1.087156891822815,1.0204360485076904,0.7110074758529663,0.5071606636047363,0.45762839913368225,0.2601158520179768,0.008180835826588701,0.08180835826588702,5855,0.0005,0.7928006831767754,0.5627668659265584,,,RCS
6,1.4226222038269043,1.1105763912200928,1.1442692279815674,0.7389392852783203,0.5190701484680176,0.5056726336479187,0.2493271557542628,0.00781177633935498,0.07811776339354981,7026,0.0005,0.7998245175064086,0.5772843723313408,,,RCS
7,1.4647115468978882,1.1430212259292603,1.240952491760254,0.7502906918525696,0.5324298739433289,0.5439603328704834,0.2400209932221397,0.007440768453370394,0.07440768453370393,8197,0.0005,0.806197450896676,0.5878736122971819,,,RCS
8,1.4912861585617065,1.165768027305603,1.3202409744262695,0.7562533020973206,0.5420125126838684,0.5757496953010559,0.23427236295224865,0.007067692653980677,0.07067692653980677,9368,0.0005,0.8112998548249434,0.5985909479077711,,,RCS
9,1.5153560638427734,1.1779799461364746,1.385276436805725,0.7602738738059998,0.5479902029037476,0.6022769808769226,0.22670142709521734,0.006692414596220688,0.06692414596220689,10539,0.0005,0.8180888855678994,0.612467976088813,,,RCS
10,1.5299431085586548,1.1912293434143066,1.429968237876892,0.7613276839256287,0.5541789531707764,0.6242871880531311,0.22135073177510098,0.006314782215834666,0.06314782215834666,11710,0.0005,0.823248151152869,0.6240392826643895,,,RCS
11,1.5352567434310913,1.2000291347503662,1.4635539054870605,0.7603042721748352,0.5585204362869263,0.6431180238723755,0.21747392211761565,0.0059346220455006315,0.059346220455006315,12881,0.0005,0.8270983902647379,0.6291204099060632,,,RCS
12,1.5399612188339233,1.20986807346344,1.4845503568649292,0.759115993976593,0.5626876354217529,0.6591328978538513,0.2131609790898815,0.005551734444467287,0.05551734444467287,14052,0.0005,0.830919748078577,0.638129803586678,,,RCS
13,1.5433119535446167,1.221154808998108,1.498262643814087,0.7572755217552185,0.5665500164031982,0.673943281173706,0.20857763808319246,0.005165887311612215,0.051658873116122155,15223,0.0005,0.8356914005123931,0.646797608881298,,,RCS
14,1.544677972793579,1.2242956161499023,1.510774850845337,0.7561056017875671,0.5679535269737244,0.6886160373687744,0.2054531943787885,0.004776807631040712,0.04776807631040712,16394,0.0005,0.8389613535439887,0.6533731853116994,,,RCS
15,1.5419695377349854,1.224084734916687,1.5187366008758545,0.7539592385292053,0.5683286190032959,0.7030424475669861,0.20040393932495842,0.004384169834043774,0.043841698340437746,17565,0.0005,0.8430782920580796,0.6608454312553373,,,RCS
16,1.5410451889038086,1.229013204574585,1.5249321460723877,0.7521610260009766,0.5702477097511292,0.7159611582756042,0.1985312818424708,0.003987579332698093,0.039875793326980935,18736,0.0005,0.8463268659265707,0.6681895815542271,,,RCS
17,1.5424342155456543,1.2350499629974365,1.5287232398986816,0.7514108419418335,0.5722272396087646,0.7291022539138794,0.19487710535704428,0.003586548447294412,0.035865484472944124,19907,0.0005,0.8488779803586753,0.6740819812126387,,,RCS
18,1.5439679622650146,1.2397161722183228,1.532834529876709,0.7508860230445862,0.5736145377159119,0.7416133880615234,0.19105812396940058,0.0031804597898155928,0.03180459789815593,21078,0.0005,0.8523472502135035,0.6809564474807857,,,RCS
19,1.5426597595214844,1.2436597347259521,1.536661982536316,0.7498147487640381,0.5746882557868958,0.7533035278320312,0.18867277081047337,0.0027685077578096895,0.027685077578096896,22249,0.0005,0.8545283432963416,0.6862510674637062,,,RCS
20,1.5406074523925781,1.2462924718856812,1.5386013984680176,0.7484757900238037,0.5754889845848083,0.7642718553543091,0.18563217331872447,0.002349598995662471,0.02349598995662471,23420,0.0005,0.8578482578992453,0.6919726729291205,,,RCS
21,1.5382006168365479,1.2495155334472656,1.5390381813049316,0.7475253343582153,0.5760703086853027,0.7738904356956482,0.1824445520821135,0.0019221683515699744,0.019221683515699747,24591,0.0005,0.8601468104184582,0.6970538001707942,,,RCS
22,1.5368634462356567,1.2521554231643677,1.5406113862991333,0.7469229102134705,0.5767335295677185,0.7822248935699463,0.17919745993578567,0.0014837965879669016,0.014837965879669016,25762,0.0005,0.8650499914603003,0.7068744662681469,,,RCS
23,1.5349795818328857,1.2535961866378784,1.541563868522644,0.7462505102157593,0.5769737958908081,0.7889560461044312,0.1763858432180855,0.0010302623906800023,0.010302623906800023,26933,0.0005,0.8670497224594493,0.7109308283518361,,,RCS
24,1.5334117412567139,1.2551147937774658,1.5421735048294067,0.7457229495048523,0.5774078369140625,0.7932794690132141,0.17359561527213105,0.0005523160161440768,0.005523160161440769,28104,0.0005,0.869750435525205,0.7157557643040137,,,RCS
25,1.5323489904403687,1.2556976079940796,1.5424180030822754,0.7454093098640442,0.5774834752082825,0.7949058413505554,0.1704014907793852,9.55328615544644e-07,9.55328615544644e-06,29275,0.0005,0.8728744748078694,0.7228437233134073,,,RCS
