context_after_rms,context_before_rms,context_rms_ratio,mean_reliability,mean_suppression,pixels,q_max,q_mean,q_min,q_std,reliability_max,reliability_min,reliability_p05,reliability_p25,reliability_p50,reliability_p75,reliability_p95,reliability_std,variant
0.3720750083624438,0.44717884058415536,0.8320496736303479,0.818565845489502,0.18143415451049805,2679712,0.9993621110916138,0.18143430352210999,3.4729838362806964e-12,0.19624194502830505,0.9694322943687439,0.5844235420227051,0.7212955355644226,0.778045654296875,0.8171912133693695,0.8618839383125305,0.9167215824127197,0.05974462255835533,GS
0.37938588118038435,0.440834497805006,0.8606084212315839,0.8192467093467712,0.18075329065322876,2679712,0.9993872046470642,0.1807534247636795,1.730389269372079e-12,0.1971874237060547,1.0,0.000612795352935791,0.3967796117067337,0.7266643643379211,0.8917751312255859,0.9733215868473053,0.9986336827278137,0.1971874237060547,RCS
