GS_minus_C0,RCS_minus_C0,RCS_minus_GS,replicate
-0.0031308979657237446,-0.002739541364094489,0.0003913566016292558,241
-0.001547834863345865,-0.0021091035122060564,-0.0005612686488601915,242
-0.0026270097244234236,-0.0025774341419378954,4.957558248552818e-05,243
-0.002182951983346282,-0.0031493033153330297,-0.0009663513319867478,244
-0.0015923713584442556,-0.002019950876577137,-0.0004275795181328812,245
-0.0030794592745196914,-0.003476418910913659,-0.0003969596363939676,246
-0.002846717284951561,-0.0029568291663387702,-0.00011011188138720929,247
-0.0008297857541785802,-0.0018655918790146941,-0.001035806124836114,248
-0.001962949776199596,-0.0015086678568018153,0.00045428191939778095,249
-0.0027011003005971146,-0.0019769532577817994,0.0007241470428153152,250
-0.0022360899989563032,-0.0023215437270656114,-8.545372810930818e-05,251
-0.0019218764211944572,-0.0027347798251857736,-0.0008129034039913163,252
-0.002296995889844111,-0.0020680988167237624,0.0002288970731203488,253
-0.0027006410271901427,-0.002821257143742595,-0.00012061611655245219,254
-0.0017549215565981768,-0.0025737857682694987,-0.0008188642116713218,255
-0.0026572316738394663,-0.0029419884735203405,-0.0002847567996808742,256
-0.0035597568944509828,-0.003624579757877777,-6.482286342679444e-05,257
-0.0033106327621448273,-0.0036781994951370356,-0.0003675667329922083,258
-0.002031763139986431,-0.0017402496640281928,0.0002915134759582383,259
-0.0018545906210963858,-0.0020977381593116906,-0.00024314753821530477,260
-0.0030845303252520218,-0.0030986216361963415,-1.4091310944319702e-05,261
-0.0024396746952700665,-0.0030126948413087273,-0.0005730201460386608,262
-0.002042928949321565,-0.00272219532844975,-0.000679266379128185,263
-0.0027058638260474277,-0.0029825218793662067,-0.000276658053318779,264
-0.002364944323312912,-0.0026541467029013166,-0.00028920237958840467,265
-0.0021473860335611272,-0.002412565816966805,-0.00026517978340567794,266
-0.0028878164562202713,-0.003449613190907419,-0.0005617967346871477,267
-0.0016778321936748997,-0.0024876549631049905,-0.0008098227694300908,268
-0.0017711089903570398,-0.002207682573171832,-0.0004365735828147921,269
