analysis,group,harm,harm_rate,net_repair,pixels,repair,repair_rate,variant
fixed_phase0_strata,Top20,256678,0.008089984475164786,-0.0014931981100655565,31727873,209302,0.00659678636509923,GS
fixed_phase0_strata,Bottom80,387750,0.003055279352523781,-0.0002526012778419275,126911472,355692,0.002802678074681854,GS
fixed_phase0_strata,Top20,398836,0.012570524346211295,-0.0028198549584461585,31727873,309368,0.009750669387765136,RCS
fixed_phase0_strata,Bottom80,486782,0.0038356028208387655,-0.0005233569428617138,126911472,420362,0.0033122458779770514,RCS
