group,score,targets,winner_targets,mean_score,auroc,auprc,positive,negative,prevalence,image_auroc,image_auprc,auc_images,accuracy,balanced_accuracy,macro_f1,deep_win_recall,shallow_win_recall,zero_ties
Q4,ctx_S,495828,83990,-0.1332175296672006,0.714205994013615,0.7074858987965291,43330,40660,0.5158947493749256,0.7231286449707136,0.7961307246185627,2879,0.5877128229551137,0.5977542031213797,0.5478657771975879,0.28188322178629127,0.9136251844564682,0
Q4,ctx_D,495828,83990,0.01125985879716826,0.7657678897657836,0.766447163448625,43330,40660,0.5158947493749256,0.7506525392349377,0.7957159332611599,2879,0.6947136563876652,0.6921046842038285,0.6913709060462836,0.7741749365335795,0.6100344318740777,0
Q4,ctx_sym,495828,83990,-0.07560752583089565,0.7551645710989082,0.7477107932931727,43330,40660,0.5158947493749256,0.7478033572010294,0.7988554913439483,2879,0.6829027265150613,0.6868969526468929,0.6794482974370526,0.5612508654511885,0.8125430398425971,0
Q5,ctx_S,495828,372795,-0.20597182906800393,0.6701264874850827,0.8068451230879993,252252,120543,0.6766507061521748,0.7550692865519927,0.8449015322529717,3033,0.4351640982309312,0.5690249649588107,0.4167147514991066,0.19013922585351156,0.9479107040641099,0
Q5,ctx_D,495828,372795,0.08995141047928823,0.8183570405880524,0.889695947676021,252252,120543,0.6766507061521748,0.7799189783203287,0.8299141717032409,3033,0.7681996807897101,0.737610387343559,0.7364306041112496,0.8241916813345385,0.6510290933525795,0
Q5,ctx_sym,495828,372795,-0.07570276011461448,0.7814461474702455,0.8582592836958105,252252,120543,0.6766507061521748,0.7779699286321209,0.8398552614111423,3033,0.5934307058839309,0.6627133097888643,0.5928416239859531,0.466612752327038,0.8588138672506906,0
Corrected_by_CH,ctx_S,305318,194430,-0.14669962223901026,0.6678798242248506,0.979815534916214,186024,8406,0.9567659311834593,0.816034747913307,0.9837460927255476,2229,0.2768194208712647,0.6153118442838365,0.24926666361002156,0.24478024340945254,0.9858434451582203,0
Corrected_by_CH,ctx_D,305318,194430,0.12665219981047693,0.9458772749591565,0.9972047388997962,186024,8406,0.9567659311834593,0.903243114647081,0.9849111630543388,2229,0.9028184950882066,0.8612404144977203,0.6837601469201857,0.9067539672300349,0.8157268617654057,0
Corrected_by_CH,ctx_sym,305318,194430,-0.029003441342867618,0.8750331453679533,0.9931703790343984,186024,8406,0.9567659311834593,0.8833784548281994,0.9870043621884368,2229,0.5664300776629121,0.75320053604252,0.43406154205364156,0.5487517739646497,0.9576492981203902,0
Still_Wrong,ctx_S,378130,82721,-0.14949276984066293,0.46718269319441275,0.8475369690929235,69480,13241,0.8399318190060565,0.5771888579163065,0.8749400400490319,1921,0.24628570737781216,0.5247629781182879,0.2441753738485905,0.11515544041450777,0.9343705158220679,0
Still_Wrong,ctx_D,378130,82721,-0.014721894190969182,0.5936613542303769,0.894392593033414,69480,13241,0.8399318190060565,0.576030134182581,0.85126229688218,1921,0.5755370462155922,0.5519808867904192,0.4898070354310697,0.5866292458261371,0.5173325277547013,0
Still_Wrong,ctx_sym,378130,82721,-0.09153264957487109,0.5535219836486842,0.8785519893155623,69480,13241,0.8399318190060565,0.5874685385199445,0.8665349879103648,1921,0.3782473616131333,0.5514182774217501,0.36913640321694663,0.2967040875071963,0.806132467336304,0
Harmed_by_CH,ctx_S,69617,37080,-0.1645316305334427,0.41802737025799935,0.07383582653412005,3493,33587,0.0942017259978425,0.40095760867926905,0.3544707732210397,1138,0.7828748651564186,0.447665428982665,0.4534750371951154,0.034640709991411396,0.8606901479739185,0
Harmed_by_CH,ctx_D,69617,37080,-0.005597959893261786,0.25470696059102454,0.05830499824229222,3493,33587,0.0942017259978425,0.30653959573740636,0.32154765455674145,1138,0.3453074433656958,0.3187379228724431,0.2845453716449598,0.28600057257371886,0.3514752731711674,0
Harmed_by_CH,ctx_sym,69617,37080,-0.09660268166888589,0.3130731517349932,0.06260989154719215,3493,33587,0.0942017259978425,0.34325560689221307,0.3255752794735872,1138,0.6053398058252427,0.37467626302287915,0.39645943358075286,0.09046664758087604,0.6588858784648822,0
Stable_Correct,ctx_S,1726078,183398,-0.08270884793842335,0.7658868208709447,0.5615547731833944,55733,127665,0.30389099117765733,0.7481172362200699,0.7107527829191898,3055,0.7389884295357637,0.6015671919918798,0.6022588163252418,0.2511976746272406,0.951936709356519,0
Stable_Correct,ctx_D,1726078,183398,0.0015898633509698566,0.8454623198923856,0.6592443138022809,55733,127665,0.30389099117765733,0.8116799683093273,0.7495847723044846,3055,0.7459514280417453,0.7698855597906223,0.7302943948446061,0.8309080795937774,0.7088630399874672,0
Stable_Correct,ctx_sym,1726078,183398,-0.050407396205830214,0.8232360266406032,0.6286298724941793,55733,127665,0.30389099117765733,0.7910805934769831,0.7349245632558933,3055,0.7855047492339066,0.7207140865814454,0.7316846373022167,0.5555236574381426,0.8859045157247484,0
pair0_1,ctx_S,201473,172710,-0.11573106305102591,0.7012988602517195,0.7635681075305342,101044,71666,0.585050083955764,0.5371929646103715,0.7967633765714466,1073,0.533837067917318,0.5931840736839067,0.5032888882901374,0.24428961640473457,0.9420785309630787,0
pair0_1,ctx_D,201473,172710,0.0751720308204877,0.7762994619569678,0.8180223666880463,101044,71666,0.585050083955764,0.5820608976646894,0.8093392986633379,1073,0.7143535406172196,0.6974323282467942,0.7000858656970979,0.7969102569177784,0.59795439957581,0
pair0_1,ctx_sym,201473,172710,-0.032717684105018144,0.7554956230028025,0.8050624832565362,101044,71666,0.585050083955764,0.5630608318903139,0.8024227966265126,1073,0.6709918360257079,0.6934119017561036,0.6709286617187471,0.561606824749614,0.8252169787625931,0
pair0_2,ctx_S,44977,34259,-0.13654708236952234,0.7587469354045094,0.9606572482845135,30821,3438,0.8996468081380076,0.533859098929962,0.9751430734389778,103,0.30339472839253917,0.5943680099274273,0.29469899623291723,0.23032996982576814,0.9584060500290866,0
pair0_2,ctx_D,44977,34259,0.16749937982990099,0.864511693078722,0.9780200243662778,30821,3438,0.8996468081380076,0.6709605725821386,0.9808232777574679,103,0.8645903266294989,0.7863582251918738,0.7133166957715316,0.8842347749910775,0.6884816753926701,0
