group,field,targets,mean,std,median,p05,p25,p50,p75,p95,ci95_low,ci95_high
Deep_Win,B_family,314730,0.23588480076418844,0.16038888450423613,0.19781607389450073,0.032245431840419767,0.1209784671664238,0.19781607389450073,0.3158651664853096,0.5644710332155227,0.22690676534764812,0.24480142468825042
Shallow_Win,B_S,182899,0.22457648428508248,0.10064942880398513,0.21773868799209595,0.07487469315528869,0.15984132885932922,0.21773868799209595,0.28103339672088623,0.39926847815513616,0.2214093628925387,0.22771069492818524
Shallow_Win,B_D,182899,0.034654667479972756,0.16093450240050164,0.013963758945465088,-0.19221675097942353,-0.07876189053058624,0.013963758945465088,0.12997444719076157,0.32918556630611423,0.03025837914058462,0.03903679032557894
Shallow_Win,B_family,182899,0.1296155758875178,0.11252844931357556,0.1099274605512619,-0.013042645901441574,0.048305705189704895,0.1099274605512619,0.19082050770521164,0.34058891534805297,0.1261669757201922,0.1330768848063433
Both_Wrong,B_S,393677,0.18957500386140047,0.13660978085500983,0.19329911470413208,-0.04593412876129149,0.11328628659248352,0.19329911470413208,0.26837611198425293,0.41000069379806514,0.1860455512200802,0.1931831674416804
Both_Wrong,B_D,393677,-0.008146176328419583,0.17346327300104658,-0.014157623052597046,-0.2814935207366943,-0.1247217059135437,-0.014157623052597046,0.10205715894699097,0.27975432872772216,-0.012374319491206286,-0.00383382019954476
Both_Wrong,B_family,393677,0.09071441376264382,0.08849525307096039,0.06872600317001343,0.001267105340957643,0.028355881571769714,0.06872600317001343,0.12736335396766663,0.2576004028320305,0.08829276260196076,0.09334896943847816
Both_Correct,B_S,1587837,0.05428850704339441,0.11130963659057386,0.050447821617126465,-0.12081390619277954,-0.022645950317382812,0.050447821617126465,0.13244807720184326,0.23474239110946654,0.05268966126577455,0.05586810666355307
Both_Correct,B_D,1587837,0.06672559100511251,0.11820241664708654,0.07004159688949585,-0.1352408766746521,0.00865703821182251,0.07004159688949585,0.12944531440734863,0.24654421806335447,0.06436103605057011,0.069033053589994
Both_Correct,B_family,1587837,0.06050704902393908,0.06015492118789751,0.04410192370414734,0.001417812705039978,0.016482651233673096,0.04410192370414734,0.0878799557685852,0.1715247094631195,0.05942904749057999,0.0615645802743011
Top20,B_S,485451,0.2879795158095512,0.13151579304110056,0.2678442597389221,0.10737183690071106,0.20061662793159485,0.2678442597389221,0.35649529099464417,0.5499856472015381,0.28290745255594796,0.2930529025302638
Top20,B_D,485451,0.16621861590916864,0.20127733879595505,0.1418468952178955,-0.12762346863746643,0.029321864247322083,0.1418468952178955,0.2745303511619568,0.5638442933559418,0.15792556591212187,0.17470107119340325
Top20,B_family,485451,0.22709906586638154,0.1461737765084909,0.19496384263038635,0.04030139744281769,0.12585727870464325,0.19496384263038635,0.29581379890441895,0.5373010039329529,0.2205370769806635,0.2338370455682929
Bottom80,B_S,1993692,0.07922554405567533,0.12413648006561175,0.0764651894569397,-0.11275302171707154,-0.009716182947158813,0.0764651894569397,0.165201336145401,0.2779587209224701,0.07738993636246792,0.08102060194261151
Bottom80,B_D,1993692,0.04064113886568303,0.12819235581325078,0.05468565225601196,-0.18662178218364717,-0.032107651233673096,0.05468565225601196,0.11764132976531982,0.2296659380197525,0.03867592803436025,0.04258654651303823
Bottom80,B_family,1993692,0.059933341460327895,0.05625043536400653,0.04581311345100403,0.0010380148887634277,0.017276212573051453,0.04581311345100403,0.0890803337097168,0.16756875365972518,0.05912748012711243,0.06072306601320735
Top20_Both_Wrong,B_S,93112,0.2771501898048128,0.1154433707241026,0.2669099271297455,0.10541141629219056,0.20202766358852386,0.2669099271297455,0.3445482924580574,0.47936503142118453,0.2722232584809585,0.28242948360701225
Top20_Both_Wrong,B_D,93112,0.08167804046607217,0.1835790105322987,0.06584909558296204,-0.194985269010067,-0.03972865641117096,0.06584909558296204,0.19089073687791824,0.4126328989863395,0.07283971850999543,0.09148649688004751
Top20_Both_Wrong,B_family,93112,0.17941411512001912,0.11381624893502978,0.1605997160077095,0.03087469190359116,0.10210845246911049,0.1605997160077095,0.23307634890079498,0.3992950767278671,0.17303057784805215,0.1865748877857738
Deep_Correct,B_S,1902567,0.09568395967884866,0.14840319138673289,0.08041572570800781,-0.11033874154090881,-0.008715391159057617,0.08041572570800781,0.18096208572387695,0.35751120746135706,0.09275195298513089,0.09868451718869248
Deep_Correct,B_D,1902567,0.08335347189883292,0.14333491905674128,0.07563632726669312,-0.13558948040008545,0.009933680295944214,0.07563632726669312,0.1447218656539917,0.3337273836135862,0.07982912377902737,0.08691346940543067
Deep_Correct,B_family,1902567,0.0895187157905805,0.10733962636838622,0.05584856867790222,0.0017699778079986574,0.020479708909988403,0.05584856867790222,0.11715273559093475,0.303935694694519,0.08666271327386313,0.09246258991544828
Top20_Deep_Correct,B_S,288998,0.3036904750011872,0.14227998365478314,0.27847820520401,0.11073574125766754,0.205933079123497,0.27847820520401,0.3819281682372093,0.5856373339891431,0.2965014152067283,0.3107016898569413
Top20_Deep_Correct,B_D,288998,0.21738250634934556,0.2031346106419674,0.1824227273464203,-0.08199363946914673,0.07938219606876373,0.1824227273464203,0.3468824699521065,0.5917349398136139,0.20557733630880268,0.22905299933934647
Top20_Deep_Correct,B_family,288998,0.2605364906894651,0.1552258169963429,0.22087839245796204,0.06166176795959473,0.14844424277544022,0.22087839245796204,0.3524025082588196,0.5700923025608062,0.2511155788488364,0.26976607757600035
Deep_Wrong,B_S,576576,0.20067802543706617,0.12736214610765575,0.20220118761062622,-0.015452846884727478,0.13084247708320618,0.20220118761062622,0.2730574756860733,0.4064994603395462,0.1978817493676917,0.2035260813630026
Deep_Wrong,B_D,576576,0.005430926311494584,0.1707550170190995,-0.004559844732284546,-0.25756772607564926,-0.10860511660575867,-0.004559844732284546,0.11091648787260056,0.2964112013578415,0.001717127965568592,0.009229806591578653
Deep_Wrong,B_family,576576,0.1030544758732369,0.09844654194487727,0.07947905361652374,-0.0005841031670570374,0.03265588730573654,0.07947905361652374,0.14747919142246246,0.2941393256187439,0.10070502925671136,0.10553663862658273
Top20_Deep_Wrong,B_S,196453,0.26486744429898945,0.10983429420969854,0.2551400661468506,0.1031534194946289,0.19356316328048706,0.2551400661468506,0.3270869851112366,0.45928355455398556,0.2613998492773591,0.26853479475945463
Top20_Deep_Wrong,B_D,196453,0.09095246059756616,0.17289225390683802,0.07754004001617432,-0.16891654431819916,-0.025173425674438477,0.07754004001617432,0.19482529163360596,0.3976691901683807,0.08496123268540466,0.09720242573223835
Top20_Deep_Wrong,B_family,196453,0.17790995244474125,0.11527761182723407,0.16164842247962952,0.02206479609012604,0.0991438776254654,0.16164842247962952,0.23741957545280457,0.3937932848930358,0.17351176405680185,0.1826393726516223
Shallow_Correct,B_S,1770736,0.07187752130047594,0.12182886862756506,0.06673812866210938,-0.11460791528224945,-0.01462465524673462,0.06673812866210938,0.15519802272319794,0.2713811993598938,0.06986437419703383,0.0738846996950846
Shallow_Correct,B_D,1770736,0.06341299113600467,0.12368964261144777,0.06706884503364563,-0.14511176943778992,-0.0018654465675354004,0.06706884503364563,0.12947985529899597,0.2553670406341553,0.06122200959781624,0.0655635208018776
Shallow_Correct,B_family,1770736,0.06764525621847382,0.07067622303275585,0.0480758398771286,0.0012276917695999146,0.017741098999977112,0.0480758398771286,0.09653955698013306,0.19845985248684883,0.066540468378985,0.06875923729668436
