group,field,targets,mean,std,median,p05,p25,p50,p75,p95
pair2_0,T_DD,5604,0.7708420490634645,0.17275370136326104,0.7851472795009613,0.44527323096990584,0.6650940179824829,0.7851472795009613,0.9145333170890808,0.9990972876548767
pair2_1,T_SS,35079,0.7052218357261494,0.13315404618718737,0.7367260456085205,0.4390210747718811,0.6300609111785889,0.7367260456085205,0.8073526620864868,0.8667482376098633
pair2_1,T_SD,35079,0.5431018628064485,0.15045357950773627,0.566154420375824,0.25115942060947416,0.4544897526502609,0.566154420375824,0.6499314904212952,0.7551802277565003
pair2_1,T_DS,35079,0.7269427680359921,0.11262161329981779,0.744420051574707,0.5135072648525238,0.6618184447288513,0.744420051574707,0.8077406883239746,0.883367395401001
pair2_1,T_DD,35079,0.7715398731383067,0.1723906549467898,0.7973694205284119,0.4355751365423203,0.6749779880046844,0.7973694205284119,0.9072249829769135,0.9926441609859467
pair2_3,T_SS,3995,0.7328104740612498,0.12534197997065014,0.763136625289917,0.48058173060417175,0.667425125837326,0.763136625289917,0.8263849914073944,0.8815228819847106
pair2_3,T_SD,3995,0.41445030688234746,0.15504910938861674,0.42434045672416687,0.13991521149873737,0.31103214621543884,0.42434045672416687,0.5309036672115326,0.6474597632884976
pair2_3,T_DS,3995,0.37750111494740196,0.16312000301450616,0.34663400053977966,0.16167470961809158,0.25023123621940613,0.34663400053977966,0.4734935164451599,0.7033284187316893
pair2_3,T_DD,3995,0.5569547390376447,0.2338488762396156,0.5475457906723022,0.20052744448184967,0.37125663459300995,0.5475457906723022,0.7225795090198517,0.9774071395397186
pair3_0,T_SS,1273,0.7539702249575299,0.08515360983665017,0.7622356414794922,0.5982243418693542,0.7056704759597778,0.7622356414794922,0.8110390901565552,0.8746170282363892
pair3_0,T_SD,1273,0.5455842947313754,0.08516575565175993,0.5563063621520996,0.39104840755462644,0.4959433376789093,0.5563063621520996,0.6017397046089172,0.6680550575256348
pair3_0,T_DS,1273,0.7511202727868065,0.12516194074029857,0.7726941108703613,0.5159944653511047,0.6695288419723511,0.7726941108703613,0.8479143977165222,0.9134087324142456
pair3_0,T_DD,1273,0.6935141137497498,0.1873643306673983,0.6946418881416321,0.3531829655170441,0.5712105631828308,0.6946418881416321,0.8305394053459167,0.9881283402442932
pair3_1,T_SS,1888,0.7384784651793919,0.0867373532328032,0.7509458065032959,0.5709720015525818,0.6938865035772324,0.7509458065032959,0.798228845000267,0.8554939031600952
pair3_1,T_SD,1888,0.5345763227570866,0.09465175556418773,0.5492874085903168,0.35002926588058475,0.4847163036465645,0.5492874085903168,0.597101166844368,0.6651878476142883
pair3_1,T_DS,1888,0.7260887960398222,0.1315110699292515,0.7533028423786163,0.4807804524898529,0.643011599779129,0.7533028423786163,0.8270553946495056,0.8912766307592391
pair3_1,T_DD,1888,0.7051263186425539,0.19189194232250192,0.7296497821807861,0.3479940667748451,0.5850950181484222,0.7296497821807861,0.8500570952892303,0.9771684408187866
pair3_2,T_SS,713,0.7212679570052266,0.09091991444190947,0.7352904081344604,0.5430749297142029,0.6697641611099243,0.7352904081344604,0.7895122170448303,0.838421356678009
pair3_2,T_SD,713,0.4400519141391818,0.11465577623010993,0.45865312218666077,0.22689359486103058,0.3627224564552307,0.45865312218666077,0.5232663750648499,0.6033420324325561
pair3_2,T_DS,713,0.6073189952931932,0.15576838830195808,0.623019814491272,0.3343212425708771,0.4970929026603699,0.623019814491272,0.736016035079956,0.832810890674591
pair3_2,T_DD,713,0.6842755985983123,0.18653755405630865,0.6977910399436951,0.348738431930542,0.5700433254241943,0.6977910399436951,0.8218258023262024,0.9661914229393005
