group,estimator,targets,accuracy,miou,dice,nll,brier,iou_class0,iou_class1,iou_class2,iou_class3
Stable_Correct,ctx_S,1726078,0.9446322819710349,0.734937656357054,0.8257772064414048,0.4177537923939886,0.19195727651833114,0.9333873072098177,0.8998463375065047,0.7318201851035698,0.37469679560832375
Stable_Correct,ctx_D,1726078,0.9360324388584988,0.8027118766299606,0.8860673824877929,0.24257418513167672,0.12360674968913395,0.9105287908225772,0.8757579569757202,0.803152966654989,0.621407792066556
Stable_Correct,ctx_sym,1726078,0.9540026580490569,0.8776364277820152,0.9341309973132691,0.31712647629557883,0.13986505598651028,0.9368529140210026,0.9075912390916424,0.8124392484787153,0.8536623095367004
pair0_1,shallow,201473,0.35571019441811064,0.08892754860452766,0.13118961407927832,1.2847721285891835,0.7408209049376189,0.35571019441811064,0.0,0.0,0.0
pair0_1,deep,201473,0.5015262591017159,0.12538156477542897,0.16700549060052824,2.457002448774055,0.7999627992008884,0.0,0.5015262591017159,0.0,0.0
pair0_1,fixed_average,201473,0.5340070381639227,0.1731405663580703,0.24684264452389137,1.045247539244506,0.5856390426683721,0.1852191497366441,0.5058570720149871,0.0010449320794148381,0.0004411116012351125
pair0_1,anchor_old,201473,0.5694758106545293,0.2026704586263148,0.28380740242509767,1.007497391867637,0.5534789308753133,0.28555095202517605,0.5230676596789469,0.0011813885859687386,0.0008818342151675485
pair0_1,anchor_sym,201473,0.5646513428598373,0.19426512813762617,0.27317904300685786,1.0007871852278323,0.5475920570092917,0.25069250416701644,0.5244969799017973,0.0011359505634314794,0.0007350779182593355
pair0_1,ctx_S,201473,0.6724871322708253,0.3167039454976623,0.42617692461064,0.8358905364406838,0.4670745029390331,0.5243067726878586,0.5794958554466306,0.15770106886280008,0.005312084993359893
pair0_1,ctx_D,201473,0.6517647525971222,0.38398706068234845,0.5446959596565748,0.8179685090889666,0.46145510515979016,0.38715847668879727,0.577603281495585,0.27361885553841897,0.2975676290065924
pair0_1,ctx_sym,201473,0.6770187568557573,0.3810525154873233,0.5328212186109438,0.7668719373215298,0.43560100963153897,0.47691084611016465,0.590192989365892,0.24970915738740235,0.2073970690858339
pair0_2,shallow,44977,0.07643906885741601,0.019109767214354003,0.03550552514716514,1.9143438943396034,1.0223647100158917,0.07643906885741601,0.0,0.0,0.0
pair0_2,deep,44977,0.6852613558040777,0.1713153389510194,0.20331011372331723,2.022700739568701,0.5388667849792006,0.0,0.0,0.6852613558040777,0.0
pair0_2,fixed_average,44977,0.649709851701981,0.20335033196294933,0.2692044314831122,1.0433603726857035,0.5512524724140654,0.09215423552181033,0.05883544303797468,0.6624116492920124,0.0
pair0_2,anchor_old,44977,0.6374146786135135,0.22442298315657938,0.30064667022181335,1.0426311611015107,0.5559250093921797,0.16039661708953049,0.06502919267163278,0.6722661228651542,0.0
pair0_2,anchor_sym,44977,0.6817039820352625,0.2395330201774953,0.317506046325127,0.9745853102543567,0.5002492476343722,0.19961856325492688,0.061396387253907045,0.6971171302011473,0.0
pair0_2,ctx_S,44977,0.6142472819441047,0.2868981193013371,0.40157706120102316,0.9966775133853687,0.5479669835429986,0.22279331817732528,0.32734039507586604,0.5969084062196307,0.000550357732526142
pair0_2,ctx_D,44977,0.7236809925072815,0.3474324922931575,0.4738716790700056,0.7616286715155999,0.3871141332140122,0.2825142857142857,0.29219309136054916,0.7280240420736288,0.08699855002416626
pair0_2,ctx_sym,44977,0.7190119394357116,0.3528973660269269,0.4758574153392758,0.7996454853466974,0.4263805667831599,0.3102398172820708,0.33337870023817623,0.7190750475338329,0.04889589905362776
pair0_3,shallow,63094,0.2110977272006847,0.052774431800171176,0.0871514009396307,1.5845663118408608,0.8615145600778727,0.2110977272006847,0.0,0.0,0.0
pair0_3,deep,63094,0.5210321108187783,0.13025802770469458,0.17127584194731577,3.0475159645887477,0.797562521492878,0.0,0.0,0.0,0.5210321108187783
pair0_3,fixed_average,63094,0.548499064887311,0.18705330557450767,0.2641354955792548,1.115536491293067,0.6018730008177469,0.17193231570228376,0.024732884843688168,0.0033500837520938024,0.548197937999965
pair0_3,anchor_old,63094,0.5203030399087076,0.2151994782403392,0.30391063345060626,1.144456759585017,0.6337842581569326,0.2902897204661893,0.031333813043762676,0.0037656903765690376,0.5354086890748357
pair0_3,anchor_sym,63094,0.6112150125210004,0.25291513035761337,0.33902772263936426,1.0432129443874298,0.5520391671430591,0.35741407847337164,0.028181041844577284,0.0037641154328732747,0.6223012856796313
pair0_3,ctx_S,63094,0.3308238501283799,0.16544250925790932,0.2732939074870493,1.2863051947352653,0.7164734831735277,0.30022030843180453,0.2027523864134651,0.07830151928320997,0.08049582290315771
pair0_3,ctx_D,63094,0.7186261768155451,0.42931827966469926,0.5746533260441977,0.8089334037491834,0.40027012317219,0.5048037006286324,0.30236763293213537,0.19935228499460236,0.7107495001034269
pair0_3,ctx_sym,63094,0.7196405363426,0.4376097476109505,0.5799520434390191,0.8670262124573458,0.46370715737735313,0.4917193338561609,0.33123297912105515,0.18299445471349354,0.7444922227530923
pair1_0,shallow,66979,0.3404947819465803,0.08512369548664507,0.12700339700395388,1.1260831785430876,0.675543597377964,0.0,0.3404947819465803,0.0,0.0
pair1_0,deep,66979,0.5847205840636618,0.14618014601591545,0.18448696569721978,2.7348336585471076,0.6897170193679181,0.5847205840636618,0.0,0.0,0.0
pair1_0,fixed_average,66979,0.6043983935263292,0.18594196400324942,0.2537266510034262,0.8894131062745995,0.5140437072918739,0.5855125942563774,0.15202082057562769,0.005478297513695744,0.0007561436672967864
pair1_0,anchor_old,66979,0.6274056047417848,0.20483312213264437,0.2783937343986335,0.8564026216923478,0.48633550895832994,0.6007252946509519,0.21195383033027312,0.005897219882055603,0.0007561436672967864
pair1_0,anchor_sym,66979,0.6298392033323877,0.20501632870602954,0.27812986456186634,0.8471018262679184,0.479614270521457,0.6042362150339587,0.20917325110811333,0.0058997050147492625,0.0007561436672967864
pair1_0,ctx_S,66979,0.6998312904044551,0.2841834102502268,0.37849495078766976,0.7463284056531493,0.4131984275129072,0.6561155048740114,0.39872385164775404,0.08151735270379339,0.0003769317753486619
pair1_0,ctx_D,66979,0.7000253810895952,0.3611581086261372,0.5043747665004172,0.7527182639374062,0.4116079048728437,0.6579260125639043,0.3868471257334149,0.1848622253226369,0.21499707088459286
pair1_0,ctx_sym,66979,0.7089087624479314,0.3382618591828243,0.4681294280642562,0.7039742365611704,0.39780009146421647,0.6635434095556795,0.4043092056966672,0.15217391304347827,0.13302090843547223
pair1_2,shallow,76360,0.3543085385018334,0.08857713462545835,0.13080790987767732,1.358185903184355,0.7620841291818211,0.0,0.3543085385018334,0.0,0.0
pair1_2,deep,76360,0.5716998428496595,0.14292496071241487,0.18187309919593384,2.390001040141531,0.6871609012093727,0.0,0.0,0.5716998428496595,0.0
pair1_2,fixed_average,76360,0.604413305395495,0.20182981083628776,0.2787134622232707,0.9157767490397544,0.5258509111421763,0.0039360393603936035,0.23140098071658494,0.569059955588453,0.0029222676797194622
pair1_2,anchor_old,76360,0.6349135673127292,0.23561664789327283,0.31845686214772906,0.8978759344908938,0.5096936068820602,0.004915212582944212,0.3586979330605393,0.576516997331477,0.002336448598130841
pair1_2,anchor_sym,76360,0.6388947092718701,0.22949437959719768,0.310246603696258,0.8689539940012292,0.48940339919751646,0.004920049200492005,0.3133675273117158,0.5961852689793866,0.0035046728971962616
