group,targets,deep_win_count,shallow_win_count,both_wrong_count,T_SS_mean,T_SD_mean,T_DS_mean,T_DD_mean,B_S_mean,B_D_mean,B_family_mean,old_mean,old_median,dsrc_mean,sym_mean,sym_median,wD_sym_mean,bias_shrink,old_auroc,old_image_auroc,old_balanced_accuracy,old_deep_win_recall,old_shallow_win_recall,dsrc_auroc,dsrc_image_auroc,dsrc_balanced_accuracy,dsrc_deep_win_recall,dsrc_shallow_win_recall,sym_auroc,sym_image_auroc,sym_balanced_accuracy,sym_deep_win_recall,sym_shallow_win_recall,ctx_S_auroc,ctx_S_image_auroc,ctx_S_balanced_accuracy,ctx_S_deep_win_recall,ctx_S_shallow_win_recall,ctx_D_auroc,ctx_D_image_auroc,ctx_D_balanced_accuracy,ctx_D_deep_win_recall,ctx_D_shallow_win_recall,ctx_sym_auroc,ctx_sym_image_auroc,ctx_sym_balanced_accuracy,ctx_sym_deep_win_recall,ctx_sym_shallow_win_recall,shallow_accuracy,shallow_miou,deep_accuracy,deep_miou,fixed_average_accuracy,fixed_average_miou,anchor_old_accuracy,anchor_old_miou,anchor_sym_accuracy,anchor_sym_miou,ctx_S_accuracy,ctx_S_miou,ctx_D_accuracy,ctx_D_miou,ctx_sym_accuracy,ctx_sym_miou,anchor_sym_minus_fixed_average_accuracy,anchor_sym_minus_fixed_average_miou,anchor_sym_minus_anchor_old_accuracy,anchor_sym_minus_anchor_old_miou,pair_support,ctx_sym_Both_Wrong_rescue
boundary,201144,25404,26392,74877,0.8153854833341472,0.6565664479026139,0.6490370012332196,0.6822034192891885,0.15881903544048334,0.033166418054380725,0.09599272675053422,-0.16634848209109315,-0.14181196689605713,0.02563697137661057,-0.07035575542280854,-0.05728733539581299,0.47049750194073675,0.5770580512128632,0.5285647821773048,0.5305319167922461,0.5046105794262863,0.13903322311447017,0.8701879357381025,0.5731548269387731,0.5654364227689838,0.5536046491426645,0.6836718626987875,0.4235374355865414,0.5610801104649024,0.5528591669053194,0.5352945595896592,0.403834041883168,0.6667550772961504,0.5262474977566526,0.5275294502984588,0.5028040231483953,0.11336797354747284,0.8922400727493179,0.5706961318968464,0.5548945217589248,0.5496947622867925,0.5749881908360888,0.5244013337374962,0.552167305980699,0.5433223147936795,0.5216407582177677,0.2867264997638167,0.7565550166717186,0.5014467247345186,0.26198740425988953,0.49653482082488165,0.29635887387275106,0.5023018335123096,0.2990309764111648,0.5100624428270294,0.2956484525482613,0.5087201209084039,0.303558029717926,0.48893827307799387,0.23875970192102672,0.49784234180487613,0.29992323058355663,0.502495724456111,0.29284140173894735,0.006418287396094291,0.004527053306761231,-0.0013423219186254887,0.007909577169664728,DEFINED,0.19154079356811837
interior,2277999,289326,156507,318800,0.8656834681971339,0.7489995797324215,0.745111973785738,0.8131741989009911,0.11668388846705786,0.0680622251133529,0.09237305679112036,-0.12057149440875001,-0.07607108354568481,0.06417461916714479,-0.028198437589757014,-0.015062689781188965,0.4875381698186792,0.7661268495567464,0.6521162559651945,0.7464410084439812,0.6040865096969221,0.27241934703414145,0.9357536723597027,0.8497719140907457,0.8101258253172925,0.7458341490448022,0.8972923276857248,0.5943759704038797,0.8129784207610078,0.8015919659265556,0.7364792170472999,0.6610778153363334,0.8118806187582664,0.6389744127719942,0.7336381116980955,0.5833229345934611,0.22388931516697427,0.942756554019948,0.8322419567077431,0.7947977924556506,0.7448557809766971,0.8369037003242018,0.6528078616291924,0.7701866169096923,0.7788802673980878,0.681552382297349,0.5070024816297187,0.8561022829649793,0.7330437809674192,0.45491176524487736,0.7913488987484191,0.596283976749892,0.7980850737862484,0.6041148803822768,0.8030644438386496,0.5995718273221403,0.8098124713838768,0.6256143775788428,0.8072180892089944,0.5196634690573525,0.8424033548741681,0.683879217039796,0.8493458513370726,0.6881421011357002,0.01172739759762842,0.021499497196565964,0.0067480275452271865,0.026042550256702435,DEFINED,0.37
