group,targets,deep_win_count,shallow_win_count,both_wrong_count,T_SS_mean,T_SD_mean,T_DS_mean,T_DD_mean,B_S_mean,B_D_mean,B_family_mean,old_mean,old_median,dsrc_mean,sym_mean,sym_median,wD_sym_mean,bias_shrink,old_auroc,old_image_auroc,old_balanced_accuracy,old_deep_win_recall,old_shallow_win_recall,dsrc_auroc,dsrc_image_auroc,dsrc_balanced_accuracy,dsrc_deep_win_recall,dsrc_shallow_win_recall,sym_auroc,sym_image_auroc,sym_balanced_accuracy,sym_deep_win_recall,sym_shallow_win_recall,ctx_S_auroc,ctx_S_image_auroc,ctx_S_balanced_accuracy,ctx_S_deep_win_recall,ctx_S_shallow_win_recall,ctx_D_auroc,ctx_D_image_auroc,ctx_D_balanced_accuracy,ctx_D_deep_win_recall,ctx_D_shallow_win_recall,ctx_sym_auroc,ctx_sym_image_auroc,ctx_sym_balanced_accuracy,ctx_sym_deep_win_recall,ctx_sym_shallow_win_recall,shallow_accuracy,shallow_miou,deep_accuracy,deep_miou,fixed_average_accuracy,fixed_average_miou,anchor_old_accuracy,anchor_old_miou,anchor_sym_accuracy,anchor_sym_miou,ctx_S_accuracy,ctx_S_miou,ctx_D_accuracy,ctx_D_miou,ctx_sym_accuracy,ctx_sym_miou,anchor_sym_minus_fixed_average_accuracy,anchor_sym_minus_fixed_average_miou,anchor_sym_minus_anchor_old_accuracy,anchor_sym_minus_anchor_old_miou,pair_support,hard_pair_prevalence
class2,323515,74850,11749,101570,0.7900357550580858,0.6615687921182231,0.653672252298705,0.7569303347648987,0.1284669629372178,0.10325808246465079,0.11586252270267881,-0.13636350276212136,-0.12026351690292358,0.09536154264119234,-0.020500980067094297,-0.027459383010864258,0.4903607547758053,0.8496593432375336,0.31992072379218106,0.27545820587409536,0.4122524914782611,0.20692050768203074,0.6175844752744915,0.6785158099556562,0.5674210666753466,0.5774646077697427,0.8582231128924516,0.2967061026470338,0.5371673713131145,0.45143658967003714,0.5278452771858582,0.6308884435537743,0.42480211081794195,0.33593609439209227,0.2918171553699121,0.42612037306945727,0.17243820975283902,0.6798025363860755,0.6695748833042144,0.5609007463454062,0.5890230280403631,0.7995457581830328,0.3785002978976934,0.5219134555319395,0.4432162775782328,0.5284635853259558,0.5080293921175685,0.5488977785343433,0.4546775265443643,0.11366938163609107,0.6497256695980094,0.16243141739950234,0.6335007650340788,0.1583751912585197,0.6174891426981748,0.1543722856745437,0.6341035191567624,0.1585258797891906,0.49427383583450535,0.12356845895862634,0.661459283186251,0.16536482079656276,0.6201752623525957,0.15504381558814892,0.0006027541226836242,0.00015068853067090604,0.016614376458587654,0.0041535941146469135,DEFINED,
class3,145803,74336,418,46691,0.8657083726515565,0.5165318165161932,0.5080334841998091,0.7666701112307271,0.3491765561731999,0.2586366270179832,0.3039065916190977,-0.35767488845312706,-0.3889440894126892,0.2501382947117905,-0.053768296773986486,-0.05248147249221802,0.4772640930692251,0.8496727139463136,0.05169245113870655,0.07167241339580452,0.40857627310213857,0.006147761515281963,0.8110047846889952,0.9052716252031382,0.584859582748404,0.7419090056888984,0.9264017434352131,0.5574162679425837,0.5847058944309763,0.3408509823356585,0.5678179910382343,0.4538178002582867,0.6818181818181818,0.0625787836220693,0.08243900630793483,0.4218955970253776,0.006470619888075764,0.8373205741626795,0.8953585987174232,0.588905955748074,0.7799190459663815,0.8851969436074042,0.6746411483253588,0.5358167949947169,0.34432748431976185,0.5194433988593368,0.2254896685320706,0.8133971291866029,0.16992791643518995,0.04248197910879749,0.6768996522705294,0.16922491306763235,0.6544035445086864,0.1636008861271716,0.4946811793996008,0.1236702948499002,0.6446369416267155,0.16115923540667887,0.09895543987435101,0.024738859968587754,0.7324883575783763,0.18312208939459407,0.641461423976187,0.16036535599404675,-0.009766602881970954,-0.0024416507204927385,0.14995576222711465,0.03748894055677866,DEFINED,
boundary,201144,25404,26392,74877,0.8153854833341472,0.6565664479026139,0.6490370012332196,0.6822034192891885,0.15881903544048334,0.033166418054380725,0.09599272675053422,-0.16634848209109315,-0.14181196689605713,0.02563697137661057,-0.07035575542280854,-0.05728733539581299,0.47049750194073675,0.5770580512128632,0.5285647821773048,0.5305319167922461,0.5046105794262863,0.13903322311447017,0.8701879357381025,0.5731548269387731,0.5654364227689838,0.5536046491426645,0.6836718626987875,0.4235374355865414,0.5610801104649024,0.5528591669053194,0.5352945595896592,0.403834041883168,0.6667550772961504,0.5262474977566526,0.5275294502984588,0.5028040231483953,0.11336797354747284,0.8922400727493179,0.5706961318968464,0.5548945217589248,0.5496947622867925,0.5749881908360888,0.5244013337374962,0.552167305980699,0.5433223147936795,0.5216407582177677,0.2867264997638167,0.7565550166717186,0.5014467247345186,0.26198740425988953,0.49653482082488165,0.29635887387275106,0.5023018335123096,0.2990309764111648,0.5100624428270294,0.2956484525482613,0.5087201209084039,0.303558029717926,0.48893827307799387,0.23875970192102672,0.49784234180487613,0.29992323058355663,0.502495724456111,0.29284140173894735,0.006418287396094291,0.004527053306761231,-0.0013423219186254887,0.007909577169664728,DEFINED,
interior,2277999,289326,156507,318800,0.8656834681971339,0.7489995797324215,0.745111973785738,0.8131741989009911,0.11668388846705786,0.0680622251133529,0.09237305679112036,-0.12057149440875001,-0.07607108354568481,0.06417461916714479,-0.028198437589757014,-0.015062689781188965,0.4875381698186792,0.7661268495567464,0.6521162559651945,0.7464410084439812,0.6040865096969221,0.27241934703414145,0.9357536723597027,0.8497719140907457,0.8101258253172925,0.7458341490448022,0.8972923276857248,0.5943759704038797,0.8129784207610078,0.8015919659265556,0.7364792170472999,0.6610778153363334,0.8118806187582664,0.6389744127719942,0.7336381116980955,0.5833229345934611,0.22388931516697427,0.942756554019948,0.8322419567077431,0.7947977924556506,0.7448557809766971,0.8369037003242018,0.6528078616291924,0.7701866169096923,0.7788802673980878,0.681552382297349,0.5070024816297187,0.8561022829649793,0.7330437809674192,0.45491176524487736,0.7913488987484191,0.596283976749892,0.7980850737862484,0.6041148803822768,0.8030644438386496,0.5995718273221403,0.8098124713838768,0.6256143775788428,0.8072180892089944,0.5196634690573525,0.8424033548741681,0.683879217039796,0.8493458513370726,0.6881421011357002,0.01172739759762842,0.021499497196565964,0.0067480275452271865,0.026042550256702435,DEFINED,
Q1,495830,348,378,39647,0.8496234097165074,0.8748175060304736,0.8272469961913755,0.8739161506899095,-0.02519409631212549,0.046669154497965264,0.010737529092919886,-0.022376413525131776,-0.018938720226287842,-0.0009013553405241768,-0.011638884413053127,-0.008269697427749634,0.4959771135764425,0.47985948692913005,0.7730417198808004,0.7865079365079365,0.6825852946542601,0.5344827586206896,0.8306878306878307,0.8013592410144135,0.751984126984127,0.7317779602262361,0.8074712643678161,0.656084656084656,0.8157574651827525,0.8273148148148147,0.7400337529647875,0.7155172413793104,0.7645502645502645,0.7622848628595755,0.771626984126984,0.6766101076445904,0.5172413793103449,0.8359788359788359,0.7830763850878794,0.789616402116402,0.7218345192483124,0.7902298850574713,0.6534391534391535,0.7960682357234081,0.797883597883598,0.7364760080277322,0.6925287356321839,0.7804232804232805,0.9193372728556158,0.6184273779591921,0.9192767682471815,0.6183702855045948,0.9193453401367404,0.6184324293143267,0.9193473569570215,0.6184344457688115,0.9193473569570215,0.6184344457688115,0.9165782627110098,0.602528060422696,0.9194219793074239,0.6633999995830077,0.9230099025875804,0.649701602793762,2.0168202811143843e-06,2.0164544847212085e-06,0.0,0.0,DEFINED,
Q2,495828,4105,4422,70207,0.8722849440406036,0.8248521354455364,0.8032083761693538,0.8319665700742078,0.04743280859546921,0.028758193902263876,0.03809550124885903,-0.0690765678712799,-0.06662169098854065,0.007114434628722197,-0.030981066573501956,-0.025747865438461304,0.48872429108013365,0.5514967948870696,0.7819226037898207,0.7583519541170921,0.6813001485761316,0.4650426309378806,0.8975576662143826,0.8052216219313134,0.7638829669089968,0.7120716591992975,0.8314250913520097,0.5927182270465853,0.8179720377186154,0.7716208632966258,0.7440282531534554,0.7135200974421437,0.774536408864767,0.7744761410531221,0.7530731907451934,0.6706500439888918,0.43605359317904996,0.9052464947987336,0.7852057396551734,0.7486959671042768,0.7000978663321638,0.7907429963459196,0.6094527363184079,0.8000494427430999,0.7672915275052093,0.7332170120497061,0.6516443361753959,0.8147896879240163,0.8501254467274942,0.5557961388278252,0.8494861121195253,0.5571823764640829,0.8504925094992618,0.5570761233015896,0.8506397379736521,0.5571908628757073,0.8506921755124761,0.557278894655523,0.8605585001250433,0.5438729719295947,0.8661491484950427,0.6260671545549926,0.8711892027073904,0.6126281680633492,0.00019966601321430577,0.0002027713539334286,5.2437538824001706e-05,8.803177981575594e-05,DEFINED,
Q3,495829,14695,16896,91056,0.8858193967124043,0.7756291123315189,0.7752305556724209,0.8069571765299085,0.11019028437919487,0.03172662085693719,0.07095845261808857,-0.11058884103990815,-0.1084136962890625,0.03132806419874837,-0.03963038840622958,-0.030810832977294922,0.4846069963039481,0.6416421001432759,0.7541399254055956,0.7355757423206786,0.6531673663416231,0.4056481796529432,0.900686553030303,0.7932318349527514,0.7542931818759764,0.7007388655341695,0.8406941136440966,0.5607836174242424,0.7971601924581387,0.7593542291132652,0.725816410962294,0.6959510037427696,0.7556818181818182,0.743754398140988,0.7316487215290691,0.642172152823961,0.37495746852670975,0.9093868371212122,0.7701734853156866,0.7407778760327293,0.690241648848557,0.8012929567880231,0.5791903409090909,0.775319038408498,0.7470723355173937,0.7066791550510636,0.6147669275263695,0.7985913825757576,0.7867188082988288,0.5092735320981052,0.7822797779073027,0.5100238087866876,0.7892660574512584,0.5144566742828823,0.7901393423942529,0.5152057756168787,0.7904216978030733,0.5159677028947847,0.8106161600067765,0.498445328164184,0.8208313753330281,0.5953331709882841,0.826383692765046,0.582745500500244,0.0011556403518148128,0.001511028611902332,0.00028235540882037835,0.0007619272779059161,DEFINED,
Q4,495828,43330,40660,112621,0.8759189049739767,0.6996884882469567,0.7188996180556418,0.7738248650873305,0.17623041673364867,0.05492524703233114,0.11557783188114164,-0.1570192869172531,-0.15472117066383362,0.07413637683826076,-0.041441454993045364,-0.028559058904647827,0.4816145127873904,0.7360741271508532,0.7297372470893084,0.733233109102806,0.615808542274261,0.3226402030925456,0.9089768814559764,0.7960835990940618,0.7740111618612456,0.7093727412986893,0.8328871451650127,0.5858583374323659,0.7878534525925733,0.7685353801851111,0.7190749301650847,0.6553657973690283,0.7827840629611412,0.714205994013615,0.7231286449707136,0.5977542031213797,0.28188322178629127,0.9136251844564682,0.7657678897657836,0.7506525392349377,0.6921046842038285,0.7741749365335795,0.6100344318740777,0.7551645710989082,0.7478033572010294,0.6868969526468929,0.5612508654511885,0.8125430398425971,0.6854735916487169,0.454545838081258,0.690858523520253,0.4659874010107603,0.707327944367805,0.480795488188081,0.7114947118758924,0.4854552515070234,0.7124103519768952,0.48784618909220956,0.7373907887412571,0.45114462465766314,0.7614253329783716,0.5688905621544871,0.768270448623313,0.5655359779157945,0.005082407609090178,0.007050700904128571,0.0009156401010027571,0.002390937585186159,DEFINED,
Q5,495828,252252,120543,80146,0.824366178569816,0.5325124755162755,0.5619989146989084,0.7260746990897289,0.29185370306076586,0.1640757843845131,0.2279647437299349,-0.26236726385588854,-0.26996856927871704,0.19356222356452898,-0.034402520157997794,-0.024952054023742676,0.4798549694654688,0.8688764812302994,0.6739647181584913,0.7600184541442949,0.5880892818242383,0.23910216767359624,0.9370763959748803,0.8279470467018242,0.7891929664121253,0.7278779253091028,0.8913348556205699,0.5644209949976356,0.8040803717318381,0.7907389523142158,0.7162543155620907,0.6331922046207761,0.7993164265034054,0.6701264874850827,0.7550692865519927,0.5690249649588107,0.19013922585351156,0.9479107040641099,0.8183570405880524,0.7799189783203287,0.737610387343559,0.8241916813345385,0.6510290933525795,0.7814461474702455,0.7779699286321209,0.6627133097888643,0.466612752327038,0.8588138672506906,0.3296102680768331,0.16821280476871564,0.5952447219600345,0.42907081440531103,0.6040017909436337,0.4390382603266616,0.6248376453124874,0.46015103240547617,0.6540453544374258,0.495335031193935,0.5818287793347693,0.36179179857583765,0.7044095936494107,0.5552204216902181,0.7171680502109603,0.573780916479171,0.05004356349379213,0.056296770867273416,0.02920770912493842,0.03518399878845885,DEFINED,
Corrected_by_CH,305318,186024,8406,75933,0.8089768565040707,0.5243454099446486,0.6277975009151175,0.756415875259622,0.2846314465682261,0.12861837433409662,0.20662491046276482,-0.18117935559690845,-0.16089600324630737,0.23207046528913766,0.025445554882547818,0.02070370316505432,0.5044559546936831,0.8595559996652179,0.6750528684286644,0.8283100480721328,0.6388700721937961,0.293919064206769,0.9838210801808233,0.9627881177896258,0.9250513416233496,0.8559372489924243,0.9575323614157313,0.7543421365691173,0.9194487544294311,0.9124236067408663,0.8300915513560867,0.7262073710919021,0.9339757316202713,0.6678798242248506,0.816034747913307,0.6153118442838365,0.24478024340945254,0.9858434451582203,0.9458772749591565,0.903243114647081,0.8612404144977203,0.9067539672300349,0.8157268617654057,0.8750331453679533,0.8833784548281994,0.75320053604252,0.5487517739646497,0.9576492981203902,0.14201914069920543,0.0768438050878706,0.7237666957074264,0.5774616598137197,0.6902671968242947,0.5436879833665569,0.6530895656332086,0.5011683772423328,0.70402662142422,0.5628608485244806,0.6931134096253742,0.48566617232365394,0.9150492273629461,0.8506998164310224,0.9184882646945153,0.8548803756973967,0.013759424599925296,0.019172865157923713,0.050937055791011376,0.06169247128214783,DEFINED,
Still_Wrong,378130,69480,13241,287511,0.81500795395805,0.6125630843397163,0.6253258571257667,0.6495208457490544,0.2024448696254653,0.024194988626034558,0.113319929125745,-0.18968209683104204,-0.16230720281600952,0.03695776140790654,-0.07636216766843622,-0.06836184859275818,0.467670659557258,0.5974202894295387,0.4436232889225938,0.5573477582350755,0.5116526011063576,0.12246689694876223,0.9008383052639529,0.5615266348783112,0.5386733604799903,0.5161808444462358,0.6703799654576856,0.3619817234347859,0.5143738409861347,0.5557629387279646,0.5083108155670593,0.3604778353483017,0.6561437957858168,0.46718269319441275,0.5771888579163065,0.5247629781182879,0.11515544041450777,0.9343705158220679,0.5936613542303769,0.576030134182581,0.5519808867904192,0.5866292458261371,0.5173325277547013,0.5535219836486842,0.5874685385199445,0.5514182774217501,0.2967040875071963,0.806132467336304,0.055904054161267286,0.0237367058428822,0.20463332716261604,0.1220852912509072,0.17164731706027028,0.10375818918628374,0.1267553486896041,0.06153488120367962,0.16541136646126994,0.09906245069408691,0.2018432814111549,0.07849746906222277,0.29073070108163857,0.17977367117726295,0.25078941104911007,0.1430405530525705,-0.0062359505990003394,-0.00469573849219683,0.03865601777166583,0.03752756949040729,DEFINED,
Harmed_by_CH,69617,3493,33587,10166,0.8186606471010401,0.5903354405262694,0.6144007311313233,0.6506132850464418,0.22832520658556651,0.03621255389542633,0.13226888022117889,-0.20425991594264006,-0.19971024990081787,0.06027784451421924,-0.07199103575346089,-0.0791887640953064,0.4671970334125618,0.6475518366060835,0.4113214455741592,0.39765556942399105,0.4331165680871971,0.04008016032064128,0.8261529758537529,0.22338148260588908,0.2827385410312707,0.3152414931986819,0.4028056112224449,0.22767737517491887,0.2826580390278364,0.3200289395133262,0.332664086195265,0.1508731749212711,0.5144549974692589,0.41802737025799935,0.40095760867926905,0.447665428982665,0.034640709991411396,0.8606901479739185,0.25470696059102454,0.30653959573740636,0.3187379228724431,0.28600057257371886,0.3514752731711674,0.3130731517349932,0.34325560689221307,0.37467626302287915,0.09046664758087604,0.6588858784648822,0.8037979229211256,0.5260944689760352,0.3715184509530718,0.16551338611852054,0.4158179754944913,0.1912017238484743,0.45898271973799504,0.2132674459939002,0.4205869256072511,0.19186987790057236,0.2691440309119899,0.08493666007780426,0.20328368071017136,0.06745161777402235,0.20020971889050088,0.06316828689507431,0.0047689501127597955,0.0006681540520980522,-0.038395794130743954,-0.02139756809332785,DEFINED,
Stable_Correct,1726078,55733,127665,20067,0.8828506711491985,0.8142544785982008,0.7861806652477203,0.850359422819292,0.06859619255158092,0.06417875757091228,0.06638747506154336,-0.09667000589679688,-0.06257006525993347,0.03610494422317333,-0.03028253081779013,-0.013816535472869873,0.48773263276081075,0.6867432932863153,0.7983815226770559,0.773586282910251,0.6464249627296689,0.3413596971273752,0.9514902283319625,0.8780530527968115,0.8454278334494281,0.7909147402793644,0.9127267507580787,0.6691027298006501,0.8803363946987934,0.8343354762331749,0.8006986992674758,0.7331562987816913,0.8682410997532605,0.7658868208709447,0.7481172362200699,0.6015671919918798,0.2511976746272406,0.951936709356519,0.8454623198923856,0.8116799683093273,0.7698855597906223,0.8309080795937774,0.7088630399874672,0.8232360266406032,0.7910805934769831,0.7207140865814454,0.5555236574381426,0.8859045157247484,0.9560854144482462,0.8656358358105926,0.9144117473254395,0.7261129819595641,0.9353389591895616,0.7710622443811356,0.9574845400961023,0.8725838484500094,0.9503040998147245,0.8317156381337243,0.9446322819710349,0.734937656357054,0.9360324388584988,0.8027118766299606,0.9540026580490569,0.8776364277820152,0.014965140625162965,0.06065339375258871,-0.007180440281377765,-0.04086821031628507,DEFINED,
pair0_1,201473,101044,71666,28763,0.8374747881161513,0.5779410145422408,0.6969355481328905,0.7318199268267174,0.25953377357648766,0.034884378696286106,0.1472090761331141,-0.14053923998340878,-0.13678312301635742,0.15387891227782705,0.006669836031903812,0.0044838786125183105,0.5009798065716488,0.9525411155055175,0.7275982993540516,0.5525290276403323,0.6215009134347457,0.30556985075808557,0.9374319761114057,0.7906115949310591,0.6128405727814864,0.6934856497297508,0.8727386089228455,0.5142326905366561,0.7898405096968543,0.596759127959692,0.7287213209826304,0.695449507145402,0.7619931348198588,0.7012988602517195,0.5371929646103715,0.5931840736839067,0.24428961640473457,0.9420785309630787,0.7762994619569678,0.5820608976646894,0.6974323282467942,0.7969102569177784,0.59795439957581,0.7554956230028025,0.5630608318903139,0.6934119017561036,0.561606824749614,0.8252169787625931,0.35571019441811064,0.08892754860452766,0.5015262591017159,0.12538156477542897,0.5340070381639227,0.1731405663580703,0.5694758106545293,0.2026704586263148,0.5646513428598373,0.19426512813762617,0.6724871322708253,0.3167039454976623,0.6517647525971222,0.38398706068234845,0.6770187568557573,0.3810525154873233,0.030644304695914615,0.021124561779555878,-0.004824467794692033,-0.008405330488688634,DEFINED,0.34281547929984807
pair0_2,44977,30821,3438,10718,0.7738609144541454,0.4565422798103167,0.6054733146702536,0.7378291508670856,0.31731863463097504,0.13235583619761893,0.22483723541371717,-0.16838759980907111,-0.16617614030838013,0.2812868710195228,0.056449635617981136,0.06059008836746216,0.5181796126657198,0.6647637217370836,0.778376111540791,0.5532313793199317,0.6150345945651502,0.27108140553518706,0.9589877835951134,0.8752098263955362,0.6855652103411525,0.7816545088862392,0.9248564290581097,0.6384525887143688,0.8603328978400473,0.636399719114982,0.7815899059024581,0.7347912137828104,0.8283885980221058,0.7587469354045094,0.533859098929962,0.5943680099274273,0.23032996982576814,0.9584060500290866,0.864511693078722,0.6709605725821386,0.7863582251918738,0.8842347749910775,0.6884816753926701,0.8335174407482911,0.6034583434052172,0.736274888239339,0.6168197008533143,0.8557300756253636,0.07643906885741601,0.019109767214354003,0.6852613558040777,0.1713153389510194,0.649709851701981,0.20335033196294933,0.6374146786135135,0.22442298315657938,0.6817039820352625,0.2395330201774953,0.6142472819441047,0.2868981193013371,0.7236809925072815,0.3474324922931575,0.7190119394357116,0.3528973660269269,0.03199413033328147,0.03618268821454598,0.04428930342174897,0.015110037020915928,DEFINED,0.07653041257374073
pair0_3,63094,32874,13319,16901,0.8929906827777442,0.5049525572290192,0.41617427582113287,0.6925884261440086,0.38803812557628353,0.2764141502999964,0.33222613795546924,-0.47681640692974653,-0.5157522559165955,0.1876358688817037,-0.14459026895006943,-0.12172675132751465,0.43449063219979556,0.6967590380358628,0.5302749597997076,0.4455922408127411,0.5018794843990051,0.005110421609782807,0.9986485471882274,0.9288866885707575,0.651765382810159,0.8485452510289591,0.9241345744357243,0.7729559276221939,0.8785564873734062,0.595886881133587,0.6940044881611485,0.4267506235931131,0.9612583527291839,0.5443252584774663,0.45438020414012453,0.5019959743820792,0.005718805134756951,0.9982731436294016,0.9130895174806072,0.6169654780965529,0.842436327210174,0.8785058100626635,0.8063668443576845,0.8153857772538953,0.5489924722375419,0.5839641698143628,0.20329135487011013,0.9646369847586155,0.2110977272006847,0.052774431800171176,0.5210321108187783,0.13025802770469458,0.548499064887311,0.18705330557450767,0.5203030399087076,0.2151994782403392,0.6112150125210004,0.25291513035761337,0.3308238501283799,0.16544250925790932,0.7186261768155451,0.42931827966469926,0.7196405363426,0.4376097476109505,0.06271594763368937,0.0658618247831057,0.09091197261229278,0.03771565211727418,DEFINED,0.10735731264707735
pair1_0,66979,39164,22806,5009,0.8223021284363579,0.6080544071256471,0.7549691881388406,0.7192614572175113,0.21424772131977676,-0.035707730924888804,0.08926999519811141,-0.06733294031242316,-0.05664104223251343,0.11120705011839452,0.02193705480075836,0.021421611309051514,0.5039702300207287,0.6742003031358199,0.7462331513155334,0.5772073798686972,0.6727429484235966,0.4919824328464917,0.8535034640007015,0.7740903061076383,0.6347148401749055,0.6983520775383271,0.8197068736594832,0.5769972814171709,0.7787520558252051,0.618997069331785,0.7174538600412571,0.7225513226432438,0.7123563974392704,0.7220370013515751,0.5588273084508159,0.6391361049459083,0.39850372791338984,0.8797684819784267,0.7550319076396413,0.6047280912478233,0.6938819640134157,0.7245174139515882,0.6632465140752434,0.7515647087936881,0.5882373354573047,0.6938515791226675,0.5976917577366969,0.790011400508638,0.3404947819465803,0.08512369548664507,0.5847205840636618,0.14618014601591545,0.6043983935263292,0.18594196400324942,0.6274056047417848,0.20483312213264437,0.6298392033323877,0.20501632870602954,0.6998312904044551,0.2841834102502268,0.7000253810895952,0.3611581086261372,0.7089087624479314,0.3382618591828243,0.025440809806058562,0.019074364702780122,0.0024335985906029922,0.000183206573385164,DEFINED,0.11396781696815217
pair1_2,76360,43655,27055,5650,0.8214951617074394,0.5866717811772183,0.5931394181850929,0.7032862476079059,0.23482338052092733,0.11014682942398396,0.17248510498067607,-0.22835574351727275,-0.22496247291564941,0.11661446640788026,-0.055870638580503985,-0.053753674030303955,0.473561291223428,0.7553350957006741,0.6738840581066058,0.5146483730772059,0.5638156479753454,0.1599358607261482,0.9676954352245426,0.7502797660314371,0.5876078260065155,0.6754237990412256,0.8106517008361013,0.54019589724635,0.7418573422710678,0.5607928717860189,0.6821361001202262,0.5563623868972626,0.8079098133431898,0.6539779140981707,0.4999063431367719,0.5491794321247684,0.12981330889932424,0.9685455553502126,0.7274813356630818,0.565691799597,0.6641119219067891,0.7390905967243157,0.5891332470892626,0.7072664736677415,0.5329021155184231,0.6414771989195283,0.429618600389417,0.8533357974496396,0.3543085385018334,0.08857713462545835,0.5716998428496595,0.14292496071241487,0.604413305395495,0.20182981083628776,0.6349135673127292,0.23561664789327283,0.6388947092718701,0.22949437959719768,0.6264143530644316,0.29811991525456705,0.687847040335254,0.3447104873009754,0.6944473546359351,0.3507146046013142,0.034481403876375105,0.02766456876090992,0.003981141959140899,-0.006122268296075151,DEFINED,0.1299300154330178
pair1_3,86266,39959,32448,13859,0.8788027248982471,0.5130293203159078,0.3860497468554726,0.6608131297357496,0.36577340463647545,0.27476338288388286,0.3202683937786186,-0.49275297798603096,-0.5250758528709412,0.1477838094222223,-0.17248458417731327,-0.1542583853006363,0.4197190636285063,0.6499573044046096,0.5892478920423759,0.47368727804647137,0.5015790512660833,0.004729848094296654,0.9984282544378699,0.9209862731649546,0.5991941325997787,0.8255926860596707,0.9310793563402487,0.7201060157790927,0.8887439703821417,0.5628376754077219,0.7146939649444921,0.4733351685477615,0.9560527613412229,0.5988425252963923,0.47738094160343225,0.5014817298030038,0.004905027653344678,0.9980584319526628,0.9052430418478004,0.5827078672788127,0.8206098785926432,0.8937160589604345,0.7475036982248521,0.8291971777081123,0.5280348279840917,0.5982996561552021,0.23721814860231738,0.9593811637080868,0.37613891915702596,0.09403472978925649,0.4632068254005054,0.11580170635012635,0.5339299376347576,0.1827768178234192,0.579753321123038,0.23588204918112365,0.6655692856977257,0.28211566300862156,0.43976769526812415,0.2126028392634356,0.743004196323001,0.4553452215221643,0.7740129367305775,0.48806906366522396,0.13163934806296806,0.09933884518520236,0.08581596457468765,0.04623361382749791,DEFINED,0.1467855252926233
pair2_0,5604,3972,644,988,0.6773621198361597,0.47111194742262513,0.7924661364334553,0.7708420490634645,0.20625017240888133,-0.02162408736999081,0.09231304252542805,0.11510401667440728,0.10800331830978394,0.29973010168404857,0.20741705916061476,0.21147367358207703,0.5786930674169848,-0.8019965517568879,0.807097665021611,0.4958592132505177,0.7237635498176678,0.831067472306143,0.6164596273291926,0.9093217741582381,0.6756383712905452,0.7635169791021623,0.9587109768378651,0.5683229813664596,0.8871318953169078,0.5920289855072465,0.7455574111951362,0.9290030211480362,0.562111801242236,0.7672906776003453,0.4434092477570738,0.7052621455780526,0.756797583081571,0.6537267080745341,0.885551734814509,0.5420289855072463,0.7608343810399505,0.9191842900302115,0.6024844720496895,0.8464933885021235,0.5364734299516909,0.744135970426526,0.8640483383685801,0.6242236024844721,0.11491791577444682,0.028729478943611705,0.708779443254818,0.1771948608137045,0.69593147751606,0.22802560734005722,0.719129193433262,0.238739233464958,0.7221627408993576,0.2414035548461312,0.7387580299785867,0.2785096799235856,0.7517844396859387,0.34337367124299356,0.7512491077801571,0.32350485383481675,0.02623126338329762,0.01337794750607399,0.003033547466095632,0.0026643213811732014,DEFINED,0.009535461059280144
pair2_1,35079,19452,10522,5105,0.7052218357261494,0.5431018628064485,0.7269427680359921,0.7715398731383067,0.1621199729206567,0.04459710510465091,0.10335853900543239,0.021720932328108695,0.0017047524452209473,0.22843801033005293,0.12507947141945458,0.10913985967636108,0.5465746648893609,-4.7584735289127575,0.6350476981085584,0.5210907186760539,0.60082022946702,0.6038453629446844,0.5977950959893557,0.6990548928885643,0.5780486980018377,0.5939579539249998,0.9280793748714785,0.2598365329785212,0.6873221024167102,0.559131983689188,0.6239326877875573,0.8593460826650215,0.38851929291009313,0.6248361198336023,0.5154093792111603,0.5873893063789302,0.5100760847213655,0.664702528036495,0.6887594177595953,0.5545475101763394,0.6099705344027572,0.8727637260950031,0.3471773427105113,0.6699012332512633,0.5383178180970642,0.6275016911776519,0.7313386798272671,0.5236647025280365,0.2999515379571824,0.0749878844892956,0.5545197981698452,0.1386299495424613,0.5556030673622395,0.17959726537097462,0.5655235325978506,0.18123049332804828,0.5687163260070127,0.18148717247159374,0.6225091935345933,0.2791855480334989,0.6391858376806636,0.3220512707854321,0.6401550785370165,0.308640993361115,0.013113258644773196,0.0018899071006191204,0.00319279340916212,0.00025667914354546295,DEFINED,0.05968851507824557
pair2_3,3995,1503,583,1909,0.7328104740612498,0.41445030688234746,0.37750111494740196,0.5569547390376447,0.3183601671599029,0.1794536240053863,0.24890689568521832,-0.35530935903365385,-0.3875744640827179,0.1425044322099644,-0.1064024631050561,-0.11585044860839844,0.44107089910064085,0.7005357235739595,0.5899099456889537,0.0,0.5212599386704008,0.0665335994677312,0.9759862778730704,0.8557407768796312,0.0,0.7568613487718674,0.8516300731869594,0.6620926243567753,0.8125076319630608,0.0,0.7274524707018211,0.5269461077844312,0.9279588336192109,0.5984543206326056,0.0,0.5228348334776987,0.06453759148369927,0.9811320754716981,0.8397076630044656,0.0,0.750727247620254,0.8050565535595475,0.6963979416809606,0.7704727765737821,0.0,0.6601496834803806,0.3992015968063872,0.9210977701543739,0.14593241551939926,0.036483103879849814,0.37622027534418023,0.09405506883604506,0.3797246558197747,0.1308080706986044,0.323153942428035,0.14527057096819088,0.4085106382978723,0.16823883208587348,0.38848560700876095,0.20533156268210354,0.5909887359198999,0.37495869924874414,0.5992490613266583,0.3907404178281375,0.028785982478097605,0.037430761387269085,0.0853566958698373,0.022968261117682603,DEFINED,0.0067976743275917515
