images,differing_pixels,a0_mIoU,v12_mIoU,mIoU_absolute_difference,a0_mDice,v12_mDice,mDice_absolute_difference
3418,0,0.673277470466486,0.673277470466486,0.0,0.8026783768476796,0.8026783768476796,0.0
