step,equivariance_scheduled,iteration_seconds,peak_memory_allocated_bytes,lr_group0
38,False,0.11344667599769309,4228324864,0.009988624387589717
39,False,0.1236923879769165,4228718080,0.009988316918634164
40,True,0.19469555700197816,6591479808,0.009988009448626966
41,False,0.11267564599984325,4308990464,0.009987701977568084
42,False,0.11239216700778343,4228324864,0.009987394505457478
43,False,0.1133965420012828,4228718080,0.009987087032295108
44,True,0.19592999198357575,6591479808,0.009986779558080933
45,False,0.1249146010086406,4308990464,0.009986472082814918
46,False,0.11330972000723705,4228324864,0.009986164606497016
47,False,0.1121958100120537,4228718080,0.009985857129127196
48,True,0.19426196700078435,6591479808,0.009985549650705413
49,False,0.11313403199892491,4308990464,0.00998524217123163
50,False,0.1133166330109816,4228324864,0.009984934690705804
51,False,0.11154570599319413,4228718080,0.009984627209127898
52,True,0.2075359540176578,6591479808,0.00998431972649787
53,False,0.11293162399670109,4308990464,0.009984012242815685
54,False,0.11282229900825769,4228324864,0.009983704758081299
55,False,0.1122286610188894,4228718080,0.009983397272294676
56,True,0.1960224150097929,6591479808,0.009983089785455774
57,False,0.11345200499636121,4308990464,0.009982782297564552
58,False,0.1267362220096402,4228324864,0.009982474808620974
59,False,0.11311424500308931,4228718080,0.009982167318624998
60,True,0.19489256502129138,6591479808,0.009981859827576585
61,False,0.11210249600117095,4308990464,0.009981552335475695
62,False,0.11303956600022502,4228324864,0.00998124484232229
63,False,0.11292857801890932,4228718080,0.009980937348116328
64,True,0.20898562102229334,6591479808,0.00998062985285777
65,False,0.11302285399870016,4308990464,0.009980322356546579
66,False,0.11257019898039289,4228324864,0.009980014859182712
67,False,0.11367724600131623,4228718080,0.00997970736076613
68,True,0.19554757699370384,6591479808,0.009979399861296794
69,False,0.12605208499007858,4308990464,0.009979092360774664
70,False,0.11441664697485976,4228324864,0.0099787848591997
71,False,0.1131097870238591,4228718080,0.009978477356571865
72,True,0.19448031499632634,6591479808,0.009978169852891116
73,False,0.11389159699319862,4308990464,0.009977862348157415
74,False,0.11381106701446697,4228324864,0.009977554842370721
75,False,0.11403508501825854,4228718080,0.009977247335530997
76,True,0.19813529998646118,6591479808,0.009976939827638202
77,False,0.1129514409985859,4308990464,0.009976632318692294
78,False,0.11236226998153143,4228324864,0.009976324808693237
79,False,0.11194640398025513,4228718080,0.009976017297640988
80,True,0.19584639600361697,6591479808,0.00997570978553551
81,False,0.11402737000025809,4308990464,0.009975402272376761
82,False,0.1261676809808705,4228324864,0.009975094758164705
83,False,0.11319651899975725,4228718080,0.009974787242899298
84,True,0.1948098799912259,6591479808,0.009974479726580502
85,False,0.11271908698836342,4308990464,0.009974172209208279
86,False,0.11409044798347168,4228324864,0.009973864690782586
87,False,0.11383485098485835,4228718080,0.009973557171303386
88,True,0.2056893770059105,6591479808,0.009973249650770639
89,False,0.1143400940054562,4308990464,0.009972942129184304
90,False,0.11244278200319968,4228324864,0.009972634606544344
91,False,0.11279608099721372,4228718080,0.009972327082850714
92,True,0.19487132501672022,6591479808,0.00997201955810338
93,False,0.113095449982211,4308990464,0.009971712032302299
94,False,0.11160666000796482,4228324864,0.009971404505447432
95,False,0.125159116985742,4228718080,0.009971096977538738
96,True,0.19641053001396358,6591479808,0.00997078944857618
97,False,0.11317779301316477,4308990464,0.009970481918559718
98,False,0.1137792470108252,4228324864,0.00997017438748931
99,False,0.11336251901229843,4228718080,0.009969866855364919
100,True,0.20742527800030075,6591479808,0.009969559322186503
101,False,0.11269985101534985,4308990464,0.009969251787954022
102,False,0.11318241199478507,4228324864,0.009968944252667438
103,False,0.11323388898745179,4228718080,0.00996863671632671
104,True,0.1959908659919165,6591479808,0.009968329178931798
105,False,0.1134610720037017,4308990464,0.009968021640482666
106,False,0.1259938259900082,4228324864,0.009967714100979269
107,False,0.11337762701441534,4228718080,0.00996740656042157
108,True,0.19500406298902817,6591479808,0.009967099018809529
109,False,0.11200323098455556,4308990464,0.009966791476143107
110,False,0.1134553219890222,4228324864,0.009966483932422261
111,False,0.1132820589991752,4228718080,0.009966176387646956
112,True,0.20810924598481506,6591479808,0.009965868841817146
113,False,0.11314621500787325,4308990464,0.009965561294932798
114,False,0.1135298419976607,4228324864,0.009965253746993868
115,False,0.11280888499459252,4228718080,0.009964946198000318
116,True,0.19555677499738522,6591479808,0.009964638647952108
117,False,0.11359924101270735,4308990464,0.009964331096849197
118,False,0.11510876001557335,4228324864,0.009964023544691548
119,False,0.11633331698249094,4228718080,0.009963715991479117
120,True,0.19582348299445584,6591479808,0.009963408437211866
121,False,0.11363215200253762,4308990464,0.009963100881889756
122,False,0.11215501400874928,4228324864,0.009962793325512748
123,False,0.11425895299180411,4228718080,0.0099624857680808
124,True,0.19585884900880046,6591479808,0.009962178209593874
125,False,0.12609574702219106,4308990464,0.009961870650051928
126,False,0.11324417701689526,4228324864,0.009961563089454926
127,False,0.11279574999934994,4228718080,0.009961255527802824
128,True,0.19746622000820935,6591479808,0.009960947965095583
