images,differing_pixels,a0_mIoU,v13_mIoU,mIoU_absolute_difference,a0_mDice,v13_mDice,mDice_absolute_difference
3418,0,0.6733598797454392,0.6733598797454392,0.0,0.8027430370812695,0.8027430370812695,0.0
