draw,teacher-fixed_miou,teacher-fixed_accuracy,teacher-vs-rect_NetRepair,fixed-vs-rect_NetRepair,CCA:all:mean_dm,CCA:Top20:mean_dm,CCA:class0:mean_dm,CCA:class1:mean_dm,CCA:class2:mean_dm,CCA:class3:mean_dm,CCA:all:benefit_rate,CCA-U:all:benefit_rate,CCA-U:all:mean_dm,CCA-U:Top20:mean_dm,CCA-FA:all:benefit_rate,CCA-FA:all:mean_dm,CCA-FA:Top20:mean_dm
2727,0.02002298266503988,0.011303932173988744,-0.03236736510004143,-0.04367129727403018,-0.00028773502343198623,-0.0006720324702849663,-0.0003447120768356056,-0.0002664775479639327,-0.0002748571782468958,-9.464360341744453e-05,0.18031639886311793,0.0,-9.411763258287854e-05,-0.00039898834793718945,0.0011337384107188056,4.349781209045364e-05,0.00017450513792616039
2728,0.019089349309595605,0.010960790088265629,-0.031920089489688205,-0.042880879577953834,-0.0002907225226268854,-0.0006874031470217879,-0.00035883701482503625,-0.0002635367196309673,-0.0002603156839772821,-0.00010958210642216814,0.17741274129230833,0.0,-9.613686619993275e-05,-0.00041052725083676065,0.0011028658757542816,4.36170969252812e-05,0.0001771962154097135
2729,0.018769015868563832,0.011152036633523857,-0.03287916904367107,-0.04403120567719493,-0.0002867734992534576,-0.0006797792218640957,-0.0003544172526582525,-0.0002550511462761152,-0.00027952118089850854,-8.928483613097436e-05,0.18456939581090068,0.0,-9.426106522585229e-05,-0.0004046545442899284,0.0011740685877303372,4.328641099274234e-05,0.00017414786304727428
2730,0.01993624534094418,0.011442190869543413,-0.03198563730224597,-0.04342782817178938,-0.0002909547947473836,-0.0007039610911847552,-0.00036821073689685994,-0.00024469250915370246,-0.000287155961066004,-0.0001127774053466447,0.17604618129872568,0.0,-9.526172475537206e-05,-0.0004184996805214237,0.0009496399618849787,4.362583111608916e-05,0.00017822353451062465
2731,0.020053480006234303,0.011394289260876303,-0.031422700133395966,-0.04281698939427227,-0.0002901545363833334,-0.0006866467844146931,-0.00035584427265577173,-0.0002540915455765514,-0.000272108294845059,-0.00015977064609784997,0.17954886512280158,0.0,-9.51078931008766e-05,-0.00040296828699690115,0.0012680101748308477,4.339854581185025e-05,0.00017420113522313054
2732,0.019051434444965265,0.011234305753283626,-0.030711660191910174,-0.0419459659451938,-0.0002806141264093741,-0.0006458480087100815,-0.0003519744602854729,-0.00024549895730738996,-0.00028410671221721777,-6.375755290141156e-05,0.18422934311383507,0.0,-9.13687519677069e-05,-0.0003849209326646997,0.0010608948837358943,4.173400770833079e-05,0.00016529144258713732
2733,0.0190982056004102,0.01099344273379882,-0.03382151936027614,-0.044814962094074956,-0.00029136629950423504,-0.0006787972891252442,-0.00036286202048274076,-0.00026241352342915215,-0.0002624846886002034,-9.161133346470981e-05,0.17803991995402024,0.0,-9.33935259559402e-05,-0.0003973887664790823,0.0010223088725140588,4.282489790053464e-05,0.00017162044726766706
2734,0.020278281442155266,0.011514647974818675,-0.03472974222908689,-0.04624439020390556,-0.00029362203783767316,-0.0006875637056241722,-0.00036466581220486583,-0.0002627987597360511,-0.00024923648700753777,-0.00015030981128799417,0.18341564332864932,0.0,-9.440948115275949e-05,-0.0004016424459999124,0.0011204445587956716,4.255342518051328e-05,0.00016807598972508713
2735,0.020442136275988454,0.011745721823741558,-0.034850697498043454,-0.046596419321785015,-0.0002999643069551024,-0.0007202887452083772,-0.0003692502995977879,-0.000263542506090378,-0.0002872271574173704,-0.00011262990951254313,0.17603293449408194,0.0,-9.85220585587909e-05,-0.00042610535241882494,0.0012429100473604802,4.3792613733759455e-05,0.00017763568947650382
2736,0.019286707573390238,0.011179749376426313,-0.03184612908287973,-0.04302587845930604,-0.0002818205980248869,-0.0006563182131047547,-0.00034972838320803995,-0.0002487680523754948,-0.0002729133981108766,-9.347498805639069e-05,0.18408564915200837,0.0,-9.022106013732264e-05,-0.0003833880932779134,0.0012804288428094077,4.2324792942522864e-05,0.00016955586442722544
2737,0.01971553256606462,0.01143418159857319,-0.030883674439897073,-0.04231785603847026,-0.00028471635828275596,-0.0006776070405031811,-0.0003526911526060154,-0.0002515382877373312,-0.00026239679218848064,-0.00010659793157774662,0.1774175317120511,0.0,-9.32337036320188e-05,-0.00040202275123457306,0.0010835102178566036,4.326772279684469e-05,0.00017810843544617755
2738,0.01773646181162236,0.011047660767549346,-0.03267097748237963,-0.04371863824992898,-0.00028686247851891306,-0.0006687681116518553,-0.00035756588700033213,-0.0002645913493313183,-0.00025036279130677614,-7.145827925592607e-05,0.17931697507951946,0.0,-9.442796849348536e-05,-0.000397447044889537,0.0013323629215966856,4.304478882447361e-05,0.00017232221654121807
2739,0.0178658504830691,0.01091382994104323,-0.031878022136901794,-0.04279185207794503,-0.0002852308353290939,-0.00066329267591186,-0.0003658841676302106,-0.00025545285147656887,-0.0002456347301984206,-9.296210448477606e-05,0.18631584443123583,0.0,-9.496080318907826e-05,-0.00039169375861454914,0.0010706999309225852,4.182803204926123e-05,0.00016480988007915726
2740,0.019103113232337487,0.011103609004888083,-0.03227993568396944,-0.04338354468885752,-0.0002882147555200043,-0.0006687988422925971,-0.0003505656137214496,-0.00026018561589879205,-0.00025874910939711025,-0.00016485431449914619,0.18258847880355444,0.0,-9.316685132399869e-05,-0.0003921423009115688,0.0012638679429010135,4.303853831765716e-05,0.0001708674317348147
2741,0.021027936790364632,0.011708111798164885,-0.033075546955503604,-0.04478365875366849,-0.00029494469903585774,-0.00070501539981003,-0.0003529758244373184,-0.00026722049058876317,-0.0002826497179646322,-0.0001304935017363523,0.175077807965825,0.0,-9.550268644807745e-05,-0.00041280954457646615,0.0012111978916603257,4.380540020265558e-05,0.00017741211720809745
2742,0.02050175506299934,0.011854825907237606,-0.034147782419715576,-0.04600260832695318,-0.0002935803978853259,-0.0007012044215796205,-0.00037028031205985724,-0.0002531041124626818,-0.0002595299297160653,-0.00011376280044848951,0.17756919200139862,0.0,-9.703954184533958e-05,-0.000422606223260431,0.0010774922282708078,4.4307627246029376e-05,0.00018101277204285468
2743,0.019404866739911153,0.010978912141554423,-0.03299873212710497,-0.04397764426865939,-0.0002855846664490185,-0.0006570985995775977,-0.00035867075677824294,-0.00024941051794341557,-0.0002521284117521262,-0.00013926067755027895,0.18584731309410016,0.0,-9.10205979090352e-05,-0.0003844067253864821,0.0009372291486774453,4.1128083704562606e-05,0.0001617441574381542
2744,0.01914446063232278,0.0115145306927688,-0.03225836396717537,-0.043772894659944175,-0.0002858019197186545,-0.000666211272595033,-0.0003569554227409026,-0.00024648336684547184,-0.00027575442121800776,-9.077530998334217e-05,0.18350882206217822,0.0,-9.340599647627497e-05,-0.0003941788195306732,0.0011801495932439261,4.2659791162918246e-05,0.00017066601087460214
2745,0.02060656492735169,0.011433951241142642,-0.03289713772932838,-0.04433108897047103,-0.00028961762120315157,-0.0006701687656701471,-0.00036532592910025404,-0.0002578567120677054,-0.00023748498586571187,-0.0001485200072669729,0.18049103563010332,0.0,-9.215739067955746e-05,-0.0003946839998218124,0.001109774185430603,4.316833760451526e-05,0.00017264331107276306
2746,0.02089282914072721,0.011451351038155961,-0.03203479214471478,-0.04348614318287074,-0.0002875753399462441,-0.0006682252756879251,-0.00036283146322974133,-0.00025128923364313704,-0.00025898527139075654,-9.95200659271841e-05,0.1808692464138064,0.0,-9.430744877980161e-05,-0.0003999094923907924,0.0011140043550746553,4.325489611228152e-05,0.00017440845416611157
2747,0.020034896621258347,0.011674210184070409,-0.033665360768988094,-0.0453395709530585,-0.00029663008919494184,-0.0006957211775253184,-0.00036382616836856115,-0.0002708415380239795,-0.0002601439987599926,-0.00011223494207486364,0.1764120756369068,0.0,-9.8270512723506e-05,-0.0004102951008256809,0.0011238821537332363,4.3599931922042506e-05,0.00017341150885040766
2748,0.01948404634486567,0.0116685085019142,-0.03496708368622249,-0.04663559218813669,-0.00029825680709111833,-0.000711991707899024,-0.0003614228320318197,-0.00026737963077778937,-0.0002910988147844189,-0.00010962209987510938,0.17269319745701295,0.0,-9.767701076038589e-05,-0.0004228495949377933,0.001150422030480721,4.4009377040298734e-05,0.0001788305475285522
2749,0.018938458842818306,0.01101841801429766,-0.03249344251820161,-0.043511860532499266,-0.0002856984375479185,-0.0006639142710091845,-0.0003495153109834048,-0.0002522840839024929,-0.0002727419378307934,-0.0001315243876452454,0.1829102399594274,0.0,-9.167201668413058e-05,-0.0003866810420520603,0.0011240249174261638,4.217347723814997e-05,0.00016710541847062764
2750,0.01980094525439624,0.011511707493086826,-0.034141933229022224,-0.04565364072210905,-0.00029859634111582497,-0.0007071262744788434,-0.00036754603101760337,-0.0002784051402077871,-0.0002571687317730612,-9.498436107999578e-05,0.17738174792847516,0.0,-9.810933879245036e-05,-0.00041701977873812664,0.0010112892238638368,4.227648511102536e-05,0.00016777412145855582
2751,0.020510697230328057,0.011453690868849677,-0.03495963436542578,-0.04641332523427546,-0.0002943707648561734,-0.0006947671162174068,-0.00036316799543600756,-0.00025969613175455997,-0.00026505700547099634,-0.00013547555108713944,0.1765599990648732,0.0,-9.428962959841007e-05,-0.0004091636280165022,0.0012289661971819632,4.339594427848304e-05,0.00017611730859641786
2752,0.021099188134242164,0.011679271789002323,-0.03371641302024453,-0.04539568480924685,-0.0002940559688324969,-0.0006990371535737036,-0.0003642104463475663,-0.00026021777270312895,-0.0002473273093723354,-0.00016725728083147038,0.17973237491894128,0.0,-9.566231039342421e-05,-0.00041236229589144486,0.0012167328437260258,4.377953509345124e-05,0.0001764584624620819
2753,0.0195888524590232,0.011570599505420238,-0.033883193772831534,-0.04545379327825177,-0.0002882261344595337,-0.0006662432925494644,-0.00035948892166515575,-0.00025346061858645767,-0.00026465537425097286,-0.00010140742787984028,0.18167915762419284,0.0,-9.271976360840874e-05,-0.000394133195640314,0.0012568315494585816,4.3028216953056264e-05,0.0001723554471290073
2754,0.020774909421821364,0.011454101210391358,-0.033119079224334325,-0.04457318043472568,-0.0002906651339470267,-0.0006847127519218789,-0.00036226678229064955,-0.0002518175047125862,-0.0002739678315247032,-9.530828063708596e-05,0.17948196297318367,0.0,-9.396301172061659e-05,-0.0004039004266220039,0.001156609615047608,4.270105356326484e-05,0.00017296057390229393
2755,0.020111047152964412,0.01120834881030018,-0.03446513820780152,-0.0456734870181017,-0.0002975378206205358,-0.0007112930219199963,-0.00037053893471228013,-0.0002598134142914133,-0.0002727540296701746,-0.00011284972013875846,0.17486411525591342,0.0,-9.881276739794302e-05,-0.000424048367669648,0.001047392388195803,4.307393872373476e-05,0.00017519824285927216
2756,0.020861280648035163,0.011682265526787064,-0.03286370636632833,-0.04454597189311539,-0.0002910102712782672,-0.0006914434958247552,-0.000355887056442846,-0.00026628555513996964,-0.0002464036524402883,-0.0001303827824820044,0.17868866690030125,0.0,-9.556352802889859e-05,-0.00041444950737939485,0.0011277156002533542,4.356578390720113e-05,0.00017856833473504352
2757,0.019467825404423378,0.01100970364542355,-0.031032298412314148,-0.0420420020577377,-0.00028502922750698207,-0.000673461304775671,-0.00035063092345178894,-0.00025158031303013285,-0.00025666238941705595,-0.0001396504207397779,0.1804684379349997,0.0,-9.316004201628343e-05,-0.000396661261982859,0.0012140652423893966,4.197412202664386e-05,0.0001696118111948275
2758,0.019525891326146017,0.011156911749396984,-0.032190460358283296,-0.043347372107680276,-0.0002889735514971726,-0.0006819274143150534,-0.00035966825564190554,-0.0002552458572327867,-0.00026399273840312256,-0.00010427515726204269,0.17967344718755118,0.0,-9.463161744328489e-05,-0.0004012036652156519,0.0011834372051998609,4.2033749745127075e-05,0.0001689778684983643
2759,0.019856654918414374,0.011179203822755055,-0.03001244344121032,-0.041191647263965375,-0.0002822075246033423,-0.0006591064210198051,-0.00035143191130793485,-0.0002491645089913344,-0.0002494447114659817,-0.00013378838460100114,0.1832372840413374,0.0,-9.239728299032803e-05,-0.0003881513604160903,0.001265861327692848,4.3164958467693785e-05,0.00017186211382801066
2760,0.022251505302723018,0.012001935102689801,-0.03089676113606586,-0.04289869623875566,-0.00028732882350521286,-0.0006746163502418535,-0.0003557358447472868,-0.0002506227070268499,-0.0002662189024760826,-0.00012335707901006083,0.17720666385782105,0.0,-9.49112752094206e-05,-0.0003988648431554596,0.0011204293235372476,4.3996466051856155e-05,0.0001792527313604781
2761,0.019250358147415603,0.01131755817911333,-0.03275020680092059,-0.044067764980033924,-0.00029276460331637005,-0.0006961777382306838,-0.00035902321123433887,-0.0002543892186842797,-0.0002785470114277321,-0.00015833792808804688,0.17808003550606488,0.0,-9.557340543116827e-05,-0.00041292349154208947,0.0011541905229801564,4.3688335408018795e-05,0.00017679253934883165
2762,0.02149331146023048,0.011420502632755682,-0.031611615817259055,-0.043032118450014735,-0.0002951363696518019,-0.0007008965228021399,-0.00036656778344711246,-0.00025796824599521017,-0.00027015259146721,-0.00014056509481295563,0.1704745089010488,0.0,-9.7531198119496e-05,-0.00041760259470349857,0.0010935038532704918,4.438096030656357e-05,0.00018216388166875048
2763,0.01973308148901698,0.011338677618544553,-0.03469156099581598,-0.04603023861436053,-0.00029551578040655724,-0.0006952141544251831,-0.0003728008171803991,-0.0002582689896214953,-0.00026665677225242573,-0.00011827837081847241,0.17822302784315866,0.0,-9.627140685841112e-05,-0.00041119599786589353,0.0012049527491546867,4.3914314087768536e-05,0.00017624028627481644
2764,0.018838083757048207,0.010566816226019453,-0.030440937776690855,-0.04100775400271031,-0.0002856261218615743,-0.0006666089508967561,-0.000358834570490015,-0.0002502758427044028,-0.00026583811054392336,-7.824275613332793e-05,0.17745019463700984,0.0,-9.405608566969293e-05,-0.00039787398902317535,0.0011485318889112193,4.2998350850452895e-05,0.00017696998829594627
2765,0.019168037091400136,0.011584757850591303,-0.03290229670188872,-0.04448705455248002,-0.0002922352943730009,-0.0006965645714930496,-0.00036923693378399473,-0.00025964818129537885,-0.0002645367864986174,-8.694894299505122e-05,0.17743813641494952,0.0,-9.574384213047729e-05,-0.0004085713376105513,0.0012671207822763147,4.4120615162065036e-05,0.00017731513830610918
2766,0.020485500409560653,0.011516385241986497,-0.03158120651149581,-0.04309759175348231,-0.0002845786737390755,-0.000666579106740848,-0.0003554082264920219,-0.0002445755330796457,-0.0002788560267964803,-8.6106370611817e-05,0.18287964899371312,0.0,-9.390268492155205e-05,-0.000400162348148633,0.0011743509804680945,4.3031305848743774e-05,0.00017354022793903223
2767,0.019952934909595488,0.011313574832124544,-0.031099879822876413,-0.04241345465500095,-0.0002842548788843283,-0.0006784640041353634,-0.00034814943449579103,-0.0002521265343964521,-0.00027434395306225983,-9.057464670672024e-05,0.18082324568933403,0.0,-9.43082996496526e-05,-0.00040833947424458503,0.0011114764294113265,4.324232907961566e-05,0.0001784843712747681
2768,0.02040776472467687,0.011322927740730002,-0.031775715988531295,-0.043098643729261296,-0.0002919705877807954,-0.0006945720128128119,-0.0003609038183868867,-0.00025213310945655084,-0.0002855155093102369,-0.00012490637428216582,0.17630069907541637,0.0,-9.686582724215927e-05,-0.00041368791226718447,0.0010844528204632582,4.384850993816901e-05,0.00017804253473698307
2769,0.01917018837217721,0.01127594960915639,-0.03151577094238366,-0.042791720551540055,-0.0002906845166717436,-0.0006734100552309166,-0.00036964697320552827,-0.00025924782727248445,-0.00023089364170182132,-0.00012711201151907695,0.1771284675644198,0.0,-9.536754029106805e-05,-0.00040270434589742863,0.001089147375580681,4.332661423369752e-05,0.00017502319095300556
2770,0.0196463885118362,0.010677251310397253,-0.0314676529776558,-0.04214490428805306,-0.00028590206978401433,-0.0006774332844168632,-0.00035830102158058855,-0.00024924955546309853,-0.00024422799259273925,-0.00016724652248118762,0.18089521734193698,0.0,-9.448731561173963e-05,-0.00039677837674210765,0.001113706807623456,4.180536169405024e-05,0.0001671858907562539
2771,0.020091460266985273,0.011199011561487185,-0.032935506634949714,-0.0441345181964369,-0.0002922118881778237,-0.000688596025009134,-0.0003685069374695774,-0.00024435498564762814,-0.00028458743639844656,-0.00011098276381748336,0.17615030816449248,0.0,-9.649345026652212e-05,-0.0004080156489953874,0.0011376034540755827,4.3121749741604984e-05,0.00017396626484038807
2772,0.02066838160456741,0.011388388355725395,-0.03297194234663644,-0.04436033070236183,-0.0002923891598882465,-0.0006963528726003275,-0.0003628107154222958,-0.00025233801329241893,-0.00026005470205653174,-0.00014807046684123408,0.17873727064603623,0.0,-9.772549107779685e-05,-0.0004164666741440215,0.0011964454692785433,4.295512616625197e-05,0.00017435634190151626
2773,0.020380758451343906,0.011361903063279145,-0.03227955519220852,-0.04364145825548767,-0.000290030304360354,-0.0006834151164035188,-0.0003447024882792761,-0.00026900461343485027,-0.0002774520312135643,-0.00010201703592535797,0.17450126987636966,0.0,-9.342170366587741e-05,-0.0004040640968146021,0.0011112931433132354,4.2516142870816805e-05,0.00017321761083201917
2774,0.018906997315781826,0.010953988250655373,-0.0316606662208156,-0.042614654471470975,-0.00028253105602976317,-0.0006434324644038877,-0.0003473852580693505,-0.0002480721353328064,-0.000279272091935884,-0.00012316565047920108,0.18641129801112533,0.0,-9.042460416025394e-05,-0.000373670636261736,0.0010932622874094643,4.102629755877272e-05,0.00015894676252310976
2775,0.0198334394218338,0.011272442358478506,-0.035156519358203894,-0.0464289617166824,-0.0002950111337834017,-0.0006870731454621436,-0.00035702031181616235,-0.00026183702211861315,-0.00027942267300196306,-0.00017435461018142402,0.18042883993527037,0.0,-9.463617662368137e-05,-0.00040163365316258417,0.001262978087814076,4.255852098879479e-05,0.00016643556149024423
2776,0.01842862561290648,0.011453036032511844,-0.03414862465368833,-0.045601660686200175,-0.00028364960497453913,-0.0006655574202723789,-0.0003612600903537039,-0.0002512694525624688,-0.00026087938576486514,-5.1734192575438414e-05,0.1874373177889499,0.0,-9.242134026385422e-05,-0.0003979025490115058,0.0011687264262567431,4.23496027741024e-05,0.00016850336769152807
2777,0.01914603678009319,0.011160331032588167,-0.03052012192535405,-0.04168045295794222,-0.00029050494482604045,-0.0006827025709545907,-0.0003550983473287371,-0.00026839727006043807,-0.0002591447035607027,-0.0001135416843716802,0.1769299292808707,0.0,-9.58020025091961e-05,-0.0004029475994724791,0.0011481506169996585,4.359899113592657e-05,0.0001731483897803596
2778,0.019647187054416038,0.011050168376045335,-0.030677475675103642,-0.041727644051148975,-0.0002871751161143752,-0.0006662074663875053,-0.00035777621546715846,-0.00025427232262549353,-0.00026185661928006905,-0.00011220747994754008,0.18169040777624113,0.0,-9.589255772066144e-05,-0.00039413131915230743,0.0010530293001278362,4.21117775659126e-05,0.00016669723136309233
2779,0.02025853658363752,0.011134376799455583,-0.03152907920221955,-0.04266345600167513,-0.00029233571469736033,-0.0007017141731907852,-0.00036449078391227816,-0.00024896491242711554,-0.0002728951493822933,-0.0001487263458251379,0.17810935857839486,0.0,-9.739167833062143e-05,-0.0004145450785889045,0.00116856393880945,4.291340526979536e-05,0.0001737677897791332
2780,0.020356374909550334,0.011545248480724512,-0.03142908902920214,-0.04297433750992666,-0.0002902449797729336,-0.000692645442299948,-0.0003642066832601453,-0.0002558377534470843,-0.0002488009449250103,-0.00014295495208792989,0.1796008771207495,0.0,-9.726025096158955e-05,-0.0004153951535262399,0.001063261872120165,4.2989665215818313e-05,0.00017342912743333145
2781,0.018417799983047378,0.010984938893900717,-0.0323957393615515,-0.04338067825545222,-0.0002837756312976751,-0.0006623784207048474,-0.00036101987449252773,-0.00024940552428044573,-0.00025424732035003473,-8.66246228230044e-05,0.18458532401807495,0.0,-9.314527807026514e-05,-0.00039450566231074544,0.0010732504561213304,4.159348320539866e-05,0.000166576919393547
2782,0.018573742513953162,0.010986213815159825,-0.029017072174827616,-0.040003285989987446,-0.0002820006402307673,-0.0006554209844889273,-0.00036109287484718637,-0.00024943391214876664,-0.00025194890172078473,-0.00010510096918596149,0.1804538632032656,0.0,-9.091080838921063e-05,-0.0003922673904353321,0.0010432613531561085,4.380211669521419e-05,0.00017943614332313992
2783,0.01926686438356018,0.011205198889251852,-0.03213449145961949,-0.04333969034887134,-0.00028975478566951434,-0.000668638413903373,-0.0003635609772244573,-0.00025590035704418755,-0.0002574229275282562,-0.00012020772999179003,0.1801973649410122,0.0,-9.386970505085385e-05,-0.00038966256109853036,0.001130210871748322,4.247400402109048e-05,0.00016757907459056585
2784,0.02016363718837555,0.011818445563163759,-0.03217388820058724,-0.043992333763751,-0.00029404284800565956,-0.0006944132776828185,-0.00037247234427665264,-0.0002467981744493096,-0.0002899227783089803,-0.00012860450662719066,0.17562167454066763,0.0,-9.686313180286442e-05,-0.0004117940693236817,0.0012212380335774066,4.426287160412219e-05,0.00017793535938811844
2785,0.02076537870650408,0.01132508208330651,-0.031386805510847875,-0.04271188759415438,-0.00028929808257508507,-0.0006869529674175257,-0.00036151524952352903,-0.00024410634126815375,-0.0002881645815143121,-0.00011777859022516785,0.1772605098821863,0.0,-9.538961436208728e-05,-0.0004086310740299095,0.0010719114144080344,4.349630140512178e-05,0.00017684649263619207
2786,0.019972312879606213,0.01137078525460994,-0.031616408017845966,-0.042987193272455905,-0.00028774100611470536,-0.000667465380187853,-0.00035465065045545455,-0.0002530264077895225,-0.00027073180342195534,-0.0001260684154629406,0.17645279324677826,0.0,-9.244990836290807e-05,-0.0003929683504404911,0.0011506796552775594,4.275401346159674e-05,0.00017254792557859372
2787,0.01944390545076191,0.010921978414523036,-0.0316244496265287,-0.04254642804105174,-0.00028345818611756596,-0.000662878803922567,-0.00035617540033623993,-0.0002424210988516083,-0.0002767811470637115,-0.00010289196076206638,0.1807444541218307,0.0,-9.151884719595238e-05,-0.00039235138327614166,0.001034722194349566,4.2004036344337316e-05,0.00016873016016695337
2788,0.01860662278830638,0.01086539033609211,-0.031209564910852073,-0.042074955246944185,-0.0002812295228590844,-0.0006444969985598077,-0.0003552949601248418,-0.0002424770343311604,-0.0002839656605642946,-5.985442440912518e-05,0.1809306450065789,0.0,-8.980031448842895e-05,-0.000383263075128376,0.0011854551253227218,4.2279953678139944e-05,0.0001693045831862077
2789,0.01915834614970313,0.011380264815597486,-0.03171312302933349,-0.043093387844930976,-0.0002838915498231421,-0.0006718617448127987,-0.0003595550255585571,-0.00025315608459392555,-0.0002555807653856884,-5.1795352944198276e-05,0.18168056704333116,0.0,-9.394144991073414e-05,-0.00040435834343897556,0.001060844776368835,4.30991177849466e-05,0.00017636021973037344
2790,0.02036285970683438,0.011451981515137457,-0.03185633284048435,-0.0433083143556218,-0.0002966801911856579,-0.0007104321684701406,-0.000360060585771943,-0.0002716894712967878,-0.0002633207773321294,-0.00014744153260217005,0.17253896566261293,0.0,-9.883822010496067e-05,-0.0004235346786094146,0.0010622139475589855,4.5823459011758566e-05,0.00018620920371686988
2791,0.018800688095511497,0.010875169811320754,-0.03170898113207547,-0.04258415094339622,-0.00028734787067671185,-0.0006775988933025805,-0.00035985830657132026,-0.00025940199043667964,-0.0002464393834894129,-0.00010380988436502476,0.18190168553459118,0.0,-9.573191724974801e-05,-0.0004054861619222887,0.0011431446540880502,4.2174789711208664e-05,0.00016931673253714266
2792,0.01924421893096595,0.011061217772151308,-0.03371924997153008,-0.044780467743681385,-0.00029366824150368133,-0.0007029642016940386,-0.0003616175056589619,-0.0002614824757900637,-0.0002823714471483798,-0.0001079884484920035,0.17756699082805819,0.0,-9.544106475938801e-05,-0.0004091738626188501,0.001139199196484297,4.288183618065629e-05,0.00017355412555759993
2793,0.019522832751693087,0.011451561366454385,-0.03490692491494326,-0.046358486281397646,-0.0002958338561135697,-0.0007008354112736611,-0.000368111737786694,-0.0002709600779726942,-0.00023987429489502845,-0.00010086794658579236,0.17331760478608707,0.0,-9.558020950217314e-05,-0.000412712077674524,0.0012813273071829489,4.349107008711525e-05,0.00017678813623995531
2794,0.01963839754467589,0.01112892810063438,-0.032556327595167106,-0.043685255695801485,-0.00029203928892353507,-0.0006925447252842801,-0.00036844831402801643,-0.000249314974852318,-0.0002900297541798088,-9.108104262059819e-05,0.17763004224620152,0.0,-9.7433855620989e-05,-0.00041294800514989625,0.0010785834307924457,4.395467619360113e-05,0.00017808681465099644
2795,0.020292033467850246,0.01156048561399082,-0.03107368278033945,-0.04263416839433027,-0.00028611385752541515,-0.0006697897726987165,-0.0003505131016829904,-0.000259158173108686,-0.00028012714404612054,-8.308735567942166e-05,0.18121887122203742,0.0,-9.389861750234e-05,-0.0003981980307684106,0.001049740132705592,4.3532455474725586e-05,0.00017510482048969134
2796,0.018560808609338064,0.010931590666411486,-0.03130779729075231,-0.042239387957163796,-0.00028382490944866293,-0.0006546592284268663,-0.000361397617519497,-0.0002522695486691133,-0.0002406415480688087,-0.00010093471071638188,0.1815039767975299,0.0,-9.250383346605943e-05,-0.0003876611801230459,0.0010944943092365204,4.17770035352787e-05,0.00016558162445148806
2797,0.022967597037151344,0.01202337048185479,-0.0328122856428093,-0.04483565612466409,-0.0002917178619319887,-0.0006929388415429065,-0.0003545192717559215,-0.00026182740907824097,-0.00024794878360785266,-0.0001756560210232076,0.17820315210988,0.0,-9.654175295645279e-05,-0.0004156185292894267,0.0012201715664517379,4.3782959057938285e-05,0.0001782680281100393
2798,0.018705146828811414,0.010953973364112938,-0.03171210881180135,-0.04266608217591429,-0.00028873079893441045,-0.000667945613019594,-0.00035797192150295755,-0.00026097689984542577,-0.0002694204272069712,-8.266465715336839e-05,0.17872105111814018,0.0,-9.392349107364067e-05,-0.00039271600798796314,0.0010553007345681371,4.2779010011983625e-05,0.000169550754013262
2799,0.017646413869240485,0.010919205154592106,-0.03412933429818299,-0.045048539452775094,-0.00029000524792229605,-0.0006807056955569107,-0.00037333995572597155,-0.0002513683288421721,-0.0002563726843896449,-7.235752070652168e-05,0.18067658263828199,0.0,-9.431537405851982e-05,-0.00040707199681773166,0.001099799312888056,4.239498887532119e-05,0.0001706635483698179
2800,0.01838392470739325,0.011112775655595125,-0.03443719408137962,-0.04554996973697475,-0.000287358127769777,-0.000673661546979821,-0.0003635991753186511,-0.00025325078830386647,-0.0002531820878046874,-8.049127675577376e-05,0.18312202766687136,0.0,-9.386015316139375e-05,-0.0004019979310739973,0.001266347957717714,4.283989473872905e-05,0.000173146832842093
2801,0.020933490264987697,0.011624403685655767,-0.032208076545896046,-0.04383248023155181,-0.0002946887290488303,-0.0006939432616110874,-0.0003462380276502404,-0.00027059399880829813,-0.0002907126618245953,-0.00013583067583531754,0.17578884740634518,0.0,-9.645317601787423e-05,-0.0004089628647640007,0.0011699224306218794,4.420812698951172e-05,0.00017791278423296206
2802,0.019379394273255857,0.011356467898786209,-0.030689753184694035,-0.042046221083480245,-0.0002818964803351887,-0.0006635408671020045,-0.0003625554198735863,-0.00024211270180659895,-0.0002638596155087776,-7.382595054667027e-05,0.18340930495080132,0.0,-9.316394213968035e-05,-0.0003973966318845557,0.0010616321602473417,4.3746883610876644e-05,0.00017591599412852357
2803,0.01886380203469895,0.011007515234154485,-0.029781296249958195,-0.04078881148411268,-0.00028465988211167514,-0.0006713119581178513,-0.00035165740037369347,-0.0002465486381272988,-0.0002880698290908097,-0.00010152972933694817,0.18179081852830997,0.0,-9.501898477852754e-05,-0.00040105517859191544,0.001133873192360741,4.289106064521662e-05,0.00017298122432527193
2804,0.020416889394350157,0.011381731682808528,-0.03331016717861588,-0.04469189886142441,-0.00029049428204879196,-0.0007098264344224027,-0.0003643368923243998,-0.00025591432257245864,-0.0002446236736171836,-0.0001138298231447369,0.17900422021073287,0.0,-9.713275603506483e-05,-0.00042326602390214166,0.0011239676339173431,4.2687235950590575e-05,0.0001762011741707147
2805,0.01910256969066204,0.010571676375581339,-0.030891903845790752,-0.041463580221372094,-0.0002894000235524452,-0.0006834610952302922,-0.00035296844265882995,-0.0002481406120860753,-0.00031339435094162563,-9.899784189360842e-05,0.17610381742928616,0.0,-9.68366252893009e-05,-0.00040662178475118983,0.0011722203854668775,4.320422856950616e-05,0.0001750677865589839
