stratum,winner_image_auroc,winner_pooled_auroc,HA_benefit_rate,HA_harm_rate,HA_mean_dm,accepted_accuracy_delta
boundary,0.47857266381087027,0.4948441599215576,0.3807322117487969,0.4270025454400827,1.84266668432488e-06,-0.005724098454493417
interior,0.6370113117150744,0.6441896456929195,0.12109531215773141,0.7198431605984024,-0.0002553811781761078,-0.01345439188748299
