stratum,loss,targets,benefit_rate,harm_rate,zero_rate,mean_dm,median_dm,active_fraction,mean_gradient_norm,accepted_conditional_benefit,accepted_conditional_harm,denominator
Q2,HA,495828,0.1000145211645974,0.8096961042942311,0.09028937454117153,-5.484996731056676e-05,-2.9134655051166192e-05,0.9097106254588284,5.305351830460029e-05,0.10994102780117944,0.8900589721988206,"all valid foreground in stratum, including rejected zero gradients"
Q2,SA,495828,0.1000145211645974,0.8096961042942311,0.09028937454117153,-5.558991854810426e-05,-1.3995517292642035e-05,0.9097106254588284,5.463945986094229e-05,0.10994102780117944,0.8900589721988206,"all valid foreground in stratum, including rejected zero gradients"
Q3,U,495829,0.1682092011560437,0.8317907988439562,0.0,-0.00022567030168066252,-0.00020933894847985357,1.0,0.0002948780054283026,0.15801482895351965,0.8419851710464804,"all valid foreground in stratum, including rejected zero gradients"
Q3,CCA,495829,0.1682092011560437,0.8317907988439562,0.0,-0.00017803144334676787,-0.00014617446868214756,1.0,0.00020700779205792068,0.15801482895351965,0.8419851710464804,"all valid foreground in stratum, including rejected zero gradients"
Q3,HA,495829,0.1315675363885533,0.7010602445601205,0.16737221905132615,-0.00019441782483007754,-0.00015042372979223728,0.8326277809486738,0.00020944461926138372,0.15801482895351965,0.8419851710464804,"all valid foreground in stratum, including rejected zero gradients"
Q3,SA,495829,0.1315675363885533,0.7010602445601205,0.16737221905132615,-0.00019256906693086083,-8.651264943182468e-05,0.8326277809486738,0.00021409995360551542,0.15801482895351965,0.8419851710464804,"all valid foreground in stratum, including rejected zero gradients"
Q4,U,495828,0.22793993078244876,0.7720600692175512,0.0,-0.0002931662229643112,-0.0003706698480527848,1.0,0.0004376543786475548,0.23240599781750576,0.7675940021824943,"all valid foreground in stratum, including rejected zero gradients"
Q4,CCA,495828,0.22793993078244876,0.7720600692175512,0.0,-0.00045027256710532514,-0.00045807473361492157,1.0,0.0005974836953463434,0.23240599781750576,0.7675940021824943,"all valid foreground in stratum, including rejected zero gradients"
Q4,HA,495828,0.17395951822002792,0.5745560960655711,0.25148438571440096,-0.0003872430672728143,-0.0003186551039107144,0.748515614285599,0.0005232248832765251,0.23240599781750576,0.7675940021824943,"all valid foreground in stratum, including rejected zero gradients"
Q4,SA,495828,0.17395951822002792,0.5745560960655711,0.25148438571440096,-0.0003591251672905714,-0.00011912973423022777,0.748515614285599,0.0005180974764215905,0.23240599781750576,0.7675940021824943,"all valid foreground in stratum, including rejected zero gradients"
Q5,U,495828,0.30722952314108926,0.6927704768589108,0.0,-0.0002892379413061357,-0.0005448946612887084,1.0,0.0005797647590840129,0.3327172006023181,0.6672827993976819,"all valid foreground in stratum, including rejected zero gradients"
Q5,CCA,495828,0.30722952314108926,0.6927704768589108,0.0,-0.0007717750463496863,-0.000953356153331697,1.0,0.0014704534032158162,0.3327172006023181,0.6672827993976819,"all valid foreground in stratum, including rejected zero gradients"
Q5,HA,495828,0.2428705115483595,0.4870902813072275,0.270039207144413,-0.0005325178094990216,0.0,0.729960792855587,0.0012965074347905366,0.3327172006023181,0.6672827993976819,"all valid foreground in stratum, including rejected zero gradients"
Q5,SA,495828,0.2428705115483595,0.4870902813072275,0.270039207144413,-0.00028685490340100566,0.0,0.729960792855587,0.0018041067474935737,0.3327172006023181,0.6672827993976819,"all valid foreground in stratum, including rejected zero gradients"
Rect_Correct,U,2027414,0.02610073719526451,0.9738992628047355,0.0,-0.00033599673971437404,-0.00020236271666362882,1.0,0.00027233493788375747,0.012125754212088889,0.9878742457879112,"all valid foreground in stratum, including rejected zero gradients"
Rect_Correct,CCA,2027414,0.02610073719526451,0.9738992628047355,0.0,-0.0005191883939572721,-0.00011968411126872525,1.0,0.0004169018289386873,0.012125754212088889,0.9878742457879112,"all valid foreground in stratum, including rejected zero gradients"
Rect_Correct,HA,2027414,0.010350623996874836,0.8432559901431084,0.14639338586001674,-0.00045783034860944697,-5.356927795219235e-05,0.8536066141399833,0.00036449686708738433,0.012125754212088889,0.9878742457879112,"all valid foreground in stratum, including rejected zero gradients"
Rect_Correct,SA,2027414,0.010350623996874836,0.8432559901431084,0.14639338586001674,-0.0005141575208183848,-2.8192298486828804e-05,0.8536066141399833,0.00039978530002643403,0.012125754212088889,0.9878742457879112,"all valid foreground in stratum, including rejected zero gradients"
Rect_Wrong,U,451729,0.868582712201342,0.13141728779865805,0.0,0.000439076401799178,0.00034743716241791844,1.0,0.0004322255680825956,0.9537802793556519,0.04621972064434814,"all valid foreground in stratum, including rejected zero gradients"
