index,official_local_q,exact_local_q,local_q_gain,class0_choice_index,class0_choice,class1_choice_index,class1_choice,class2_choice_index,class2_choice,class3_choice_index,class3_choice
2344,0.7192053198814392,0.7787507176399231,0.05954539775848389,3,cam28_2,1,cam56,0,official_fusion,0,official_fusion
2345,1.0,1.0,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2346,0.4172845482826233,0.5797488689422607,0.16246432065963745,1,cam56,0,official_fusion,0,official_fusion,0,official_fusion
2347,1.0,1.0,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2348,0.38753995299339294,0.5181324481964111,0.1305924952030182,2,cam28_1,4,camdeep,0,official_fusion,0,official_fusion
2349,0.26935315132141113,0.40910446643829346,0.13975131511688232,1,cam56,1,cam56,0,official_fusion,0,official_fusion
2350,0.6619880795478821,0.7515542507171631,0.089566171169281,3,cam28_2,1,cam56,0,official_fusion,0,official_fusion
2351,0.6013513803482056,0.7182692289352417,0.11691784858703613,1,cam56,1,cam56,0,official_fusion,0,official_fusion
2352,0.7340561151504517,0.7340561151504517,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2353,0.4040178656578064,0.40403395891189575,1.609325408935547e-05,0,official_fusion,1,cam56,0,official_fusion,0,official_fusion
2354,0.2856954336166382,0.392054945230484,0.10635951161384583,0,official_fusion,4,camdeep,2,cam28_1,0,official_fusion
2355,0.8711098432540894,0.88958340883255,0.018473565578460693,2,cam28_1,2,cam28_1,0,official_fusion,0,official_fusion
2356,1.0,1.0,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2357,0.9539022445678711,0.9539022445678711,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2358,0.7069591879844666,0.7945991158485413,0.08763992786407471,3,cam28_2,4,camdeep,0,official_fusion,0,official_fusion
2359,0.9958546161651611,0.9958546161651611,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2360,0.4988241493701935,0.4988241493701935,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2361,0.619652509689331,0.7126575708389282,0.09300506114959717,1,cam56,2,cam28_1,0,official_fusion,0,official_fusion
2362,0.5948718190193176,0.6411726474761963,0.04630082845687866,0,official_fusion,1,cam56,1,cam56,0,official_fusion
2363,0.35833194851875305,0.3950614035129547,0.03672945499420166,0,official_fusion,0,official_fusion,0,official_fusion,2,cam28_1
2364,0.3216305673122406,0.3966398537158966,0.075009286403656,1,cam56,1,cam56,0,official_fusion,0,official_fusion
2365,0.47736966609954834,0.47736966609954834,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2366,0.3453909158706665,0.36107301712036133,0.015682101249694824,4,camdeep,0,official_fusion,0,official_fusion,0,official_fusion
2367,0.2110770046710968,0.2110770046710968,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2368,1.0,1.0,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2369,1.0,1.0,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2370,0.256117582321167,0.2797774374485016,0.023659855127334595,1,cam56,3,cam28_2,0,official_fusion,0,official_fusion
2371,1.0,1.0,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2372,1.0,1.0,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2373,0.959980845451355,0.959980845451355,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2374,0.8027941584587097,0.8030502200126648,0.0002560615539550781,0,official_fusion,3,cam28_2,0,official_fusion,0,official_fusion
2375,0.3967992067337036,0.422272264957428,0.025473058223724365,4,camdeep,0,official_fusion,0,official_fusion,3,cam28_2
2376,0.2589479088783264,0.527922511100769,0.2689746022224426,0,official_fusion,2,cam28_1,4,camdeep,0,official_fusion
2377,0.48962652683258057,0.48962652683258057,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2378,0.46076345443725586,0.5536181330680847,0.09285467863082886,0,official_fusion,4,camdeep,1,cam56,0,official_fusion
2379,0.3287859559059143,0.3864452838897705,0.0576593279838562,0,official_fusion,4,camdeep,2,cam28_1,0,official_fusion
2380,0.18434929847717285,0.2806684970855713,0.09631919860839844,4,camdeep,0,official_fusion,0,official_fusion,3,cam28_2
2381,0.3143634498119354,0.3143634498119354,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2382,0.6052596569061279,0.6410648822784424,0.03580522537231445,0,official_fusion,3,cam28_2,1,cam56,0,official_fusion
2383,0.3149353861808777,0.39381787180900574,0.07888248562812805,1,cam56,4,camdeep,0,official_fusion,0,official_fusion
2384,0.25209927558898926,0.3530433475971222,0.10094407200813293,0,official_fusion,0,official_fusion,0,official_fusion,1,cam56
2385,0.17888998985290527,0.20645137131214142,0.027561381459236145,3,cam28_2,1,cam56,0,official_fusion,0,official_fusion
2386,0.29198139905929565,0.3583815395832062,0.06640014052391052,2,cam28_1,4,camdeep,0,official_fusion,0,official_fusion
2387,0.4473994970321655,0.4940372109413147,0.04663771390914917,4,camdeep,2,cam28_1,0,official_fusion,0,official_fusion
2388,1.0,1.0,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2389,0.43341368436813354,0.5571146607398987,0.12370097637176514,0,official_fusion,2,cam28_1,4,camdeep,0,official_fusion
2390,0.3190569281578064,0.3190569281578064,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2391,0.22161325812339783,0.22161325812339783,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2392,0.36883702874183655,0.4408562481403351,0.07201921939849854,2,cam28_1,1,cam56,0,official_fusion,0,official_fusion
2393,1.0,1.0,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2394,0.5542372465133667,0.5600371360778809,0.00579988956451416,3,cam28_2,0,official_fusion,0,official_fusion,2,cam28_1
2395,1.0,1.0,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2396,0.019896630197763443,0.019896630197763443,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2397,0.45049425959587097,0.45049425959587097,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2398,0.28538668155670166,0.359106183052063,0.07371950149536133,0,official_fusion,2,cam28_1,4,camdeep,0,official_fusion
2399,0.4442776143550873,0.5320963263511658,0.08781871199607849,3,cam28_2,4,camdeep,3,cam28_2,0,official_fusion
2400,0.47212812304496765,0.47212812304496765,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2401,0.5279425382614136,0.5408469438552856,0.01290440559387207,4,camdeep,0,official_fusion,0,official_fusion,2,cam28_1
2402,0.3051159977912903,0.3051159977912903,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
2403,0.49863481521606445,0.49863481521606445,0.0,0,official_fusion,0,official_fusion,0,official_fusion,0,official_fusion
