signal_set,signal,scope,scope_id,branch,samples,spearman_relative_utility,spearman_absolute_utility
A,cam_class0_top20_mass_ratio,fold,4,all,2764,-0.054102482574475884,-0.07774724808818861
A,cam_class0_top20_mass_ratio,branch,0,cam56,3418,-0.16455155904828925,-0.11739042750705854
A,cam_class0_top20_mass_ratio,branch,1,cam28_1,3418,-0.169082915433711,-0.11897532939456555
A,cam_class0_top20_mass_ratio,branch,2,cam28_2,3418,-0.054383057484041465,-0.14690112173487327
A,cam_class0_top20_mass_ratio,branch,3,camdeep,3418,-0.1633575806512368,-0.139593898473923
A,pred_class0_area_fraction,all,-1,all,13672,0.14168701645438694,0.061381349259445224
A,pred_class0_area_fraction,fold,0,all,2748,0.10156786334237755,0.013720025093756272
A,pred_class0_area_fraction,fold,1,all,2744,0.10698865197172333,-0.31217396742125947
A,pred_class0_area_fraction,fold,2,all,2692,0.15970032257146838,0.24546701852756653
A,pred_class0_area_fraction,fold,3,all,2724,0.222829632055627,0.16128374210300958
A,pred_class0_area_fraction,fold,4,all,2764,0.037376342110401174,0.14160498641095648
A,pred_class0_area_fraction,branch,0,cam56,3418,0.16399451176164248,0.025310920816592912
A,pred_class0_area_fraction,branch,1,cam28_1,3418,0.1578229466596526,0.10462513325738439
A,pred_class0_area_fraction,branch,2,cam28_2,3418,0.10165281778339359,0.07397654074148474
A,pred_class0_area_fraction,branch,3,camdeep,3418,0.17762862430825194,0.05315188610084389
A,pred_class0_component_count,all,-1,all,13672,-0.1423819032772503,-0.1564269727783919
A,pred_class0_component_count,fold,0,all,2748,-0.23002032976120249,-0.03503357903074433
A,pred_class0_component_count,fold,1,all,2744,-0.18576332839608964,-0.13288417704526628
A,pred_class0_component_count,fold,2,all,2692,-0.12853178998790835,-0.283543381621411
A,pred_class0_component_count,fold,3,all,2724,-0.15836192987315142,-0.1809700295439602
A,pred_class0_component_count,fold,4,all,2764,-0.03996748767532517,-0.15559936895699952
A,pred_class0_component_count,branch,0,cam56,3418,-0.23534722492422502,-0.2960006465528648
A,pred_class0_component_count,branch,1,cam28_1,3418,0.014005079969262878,-0.06931584289670341
A,pred_class0_component_count,branch,2,cam28_2,3418,-0.11069236730531967,-0.06917345723256152
A,pred_class0_component_count,branch,3,camdeep,3418,-0.13954439355015996,-0.17591892175795493
A,pred_class0_largest_component_ratio,all,-1,all,13672,0.17978425900907677,0.2745263272442154
A,pred_class0_largest_component_ratio,fold,0,all,2748,0.1703525585328589,0.14198171738780166
A,pred_class0_largest_component_ratio,fold,1,all,2744,0.26088583418928135,0.22872361775953812
A,pred_class0_largest_component_ratio,fold,2,all,2692,0.15615929663143813,0.3007300924208736
A,pred_class0_largest_component_ratio,fold,3,all,2724,0.21103265142942956,0.3594740929845203
A,pred_class0_largest_component_ratio,fold,4,all,2764,0.13340446955290677,0.2640504452549954
A,pred_class0_largest_component_ratio,branch,0,cam56,3418,0.24346824533566544,0.32441462444292235
A,pred_class0_largest_component_ratio,branch,1,cam28_1,3418,0.110070591079981,0.26345161852162335
A,pred_class0_largest_component_ratio,branch,2,cam28_2,3418,0.11412718019030772,0.23369227822155222
A,pred_class0_largest_component_ratio,branch,3,camdeep,3418,0.19159020426291942,0.26879440047351033
A,pred_class0_mean_component_size,all,-1,all,13672,0.15366127225283868,0.0699948048638406
A,pred_class0_mean_component_size,fold,0,all,2748,0.1223821871155851,0.020198722938046042
A,pred_class0_mean_component_size,fold,1,all,2744,0.1083166790299054,-0.29803046260300153
A,pred_class0_mean_component_size,fold,2,all,2692,0.17871331092189435,0.25348346482258904
A,pred_class0_mean_component_size,fold,3,all,2724,0.23255634354462668,0.16631909320225619
