signal_set,signal,scope,scope_id,branch,samples,spearman_relative_utility,spearman_absolute_utility
A,pair_cam56_cam28_1_cam_cosine_min,branch,3,camdeep,3418,-0.04139741376634897,-0.28544380006468745
A,pair_cam56_cam28_1_probability_l1,all,-1,all,13672,-0.08129081902120078,-0.25814938502304074
A,pair_cam56_cam28_1_probability_l1,fold,0,all,2748,-0.19015571343422077,-0.20958202993881297
A,pair_cam56_cam28_1_probability_l1,fold,1,all,2744,-0.023830328921950552,-0.26755420447165035
A,pair_cam56_cam28_1_probability_l1,fold,2,all,2692,-0.08067270997543316,-0.36377029959476853
A,pair_cam56_cam28_1_probability_l1,fold,3,all,2724,-0.1857959919395855,-0.12151070785466501
A,pair_cam56_cam28_1_probability_l1,fold,4,all,2764,0.05900684927051485,-0.3100266077894349
A,pair_cam56_cam28_1_probability_l1,branch,0,cam56,3418,-0.1830169732589767,-0.3000439787204846
A,pair_cam56_cam28_1_probability_l1,branch,1,cam28_1,3418,-0.0843895419323523,-0.2455923404811879
A,pair_cam56_cam28_1_probability_l1,branch,2,cam28_2,3418,-0.011031442836118946,-0.2400455743951266
A,pair_cam56_cam28_1_probability_l1,branch,3,camdeep,3418,-0.049706039090905006,-0.2473472816872717
A,pair_cam56_cam28_2_jsd_mean,all,-1,all,13672,-0.025524663375277794,-0.2546167976268743
A,pair_cam56_cam28_2_jsd_mean,fold,0,all,2748,-0.141160608552151,-0.14806692808753003
A,pair_cam56_cam28_2_jsd_mean,fold,1,all,2744,0.028067166732058578,-0.2650257170166358
A,pair_cam56_cam28_2_jsd_mean,fold,2,all,2692,0.027117990063379293,-0.4232294890317556
A,pair_cam56_cam28_2_jsd_mean,fold,3,all,2724,-0.10395388583154386,-0.10058280769836704
A,pair_cam56_cam28_2_jsd_mean,fold,4,all,2764,0.06216685102901226,-0.2872590123609981
A,pair_cam56_cam28_2_jsd_mean,branch,0,cam56,3418,-0.09492538286670293,-0.28819033398010985
A,pair_cam56_cam28_2_jsd_mean,branch,1,cam28_1,3418,-0.007356125794721281,-0.2384159019736757
A,pair_cam56_cam28_2_jsd_mean,branch,2,cam28_2,3418,0.008830951840997109,-0.24169837776243555
A,pair_cam56_cam28_2_jsd_mean,branch,3,camdeep,3418,-0.009491696127612331,-0.2503426538217996
A,pair_cam56_cam28_2_jsd_std,all,-1,all,13672,-0.02390806857457901,-0.18908851934577767
A,pair_cam56_cam28_2_jsd_std,fold,0,all,2748,-0.13682168169387707,-0.07932337401680797
A,pair_cam56_cam28_2_jsd_std,fold,1,all,2744,0.03863033379476291,-0.14753110408726655
A,pair_cam56_cam28_2_jsd_std,fold,2,all,2692,0.016625600986822444,-0.36605429620000113
A,pair_cam56_cam28_2_jsd_std,fold,3,all,2724,-0.05758008927932518,-0.08109290441592339
A,pair_cam56_cam28_2_jsd_std,fold,4,all,2764,0.04323219494177243,-0.23567516744057174
A,pair_cam56_cam28_2_jsd_std,branch,0,cam56,3418,-0.0893789713695382,-0.21855611683189996
A,pair_cam56_cam28_2_jsd_std,branch,1,cam28_1,3418,-0.022102707731372247,-0.1782452856365995
A,pair_cam56_cam28_2_jsd_std,branch,2,cam28_2,3418,0.019273959941996686,-0.17665047753600813
A,pair_cam56_cam28_2_jsd_std,branch,3,camdeep,3418,-0.003166985055082281,-0.18332572218611617
A,pair_cam56_cam28_2_jsd_p90,all,-1,all,13672,-0.024277342647984593,-0.20754472383090009
A,pair_cam56_cam28_2_jsd_p90,fold,0,all,2748,-0.13095908967709724,-0.09193541344729658
A,pair_cam56_cam28_2_jsd_p90,fold,1,all,2744,0.028277833007127075,-0.21233674209149198
A,pair_cam56_cam28_2_jsd_p90,fold,2,all,2692,0.021103342360130534,-0.37214630910010643
A,pair_cam56_cam28_2_jsd_p90,fold,3,all,2724,-0.08679191322267645,-0.07399555854544261
A,pair_cam56_cam28_2_jsd_p90,fold,4,all,2764,0.05724978083034361,-0.2673925313081338
A,pair_cam56_cam28_2_jsd_p90,branch,0,cam56,3418,-0.09133440497418494,-0.2400804183817988
A,pair_cam56_cam28_2_jsd_p90,branch,1,cam28_1,3418,-0.012055075800574733,-0.19317172642104077
A,pair_cam56_cam28_2_jsd_p90,branch,2,cam28_2,3418,0.011503321171963402,-0.19522909085191012
A,pair_cam56_cam28_2_jsd_p90,branch,3,camdeep,3418,-0.00515899943312203,-0.20208609658200882
A,pair_cam56_cam28_2_argmax_agreement,all,-1,all,13672,0.07982182924811689,0.4813714951837485
A,pair_cam56_cam28_2_argmax_agreement,fold,0,all,2748,0.1868413609486354,0.2628083117741426
A,pair_cam56_cam28_2_argmax_agreement,fold,1,all,2744,0.029477349870472666,0.4780156236392829
A,pair_cam56_cam28_2_argmax_agreement,fold,2,all,2692,0.022749930484536975,0.7056928741820381
A,pair_cam56_cam28_2_argmax_agreement,fold,3,all,2724,0.18192677024429688,0.37259457946509555
A,pair_cam56_cam28_2_argmax_agreement,fold,4,all,2764,-0.023009618976864724,0.47626199520430174
A,pair_cam56_cam28_2_argmax_agreement,branch,0,cam56,3418,0.18000058056267765,0.5219852539055371
A,pair_cam56_cam28_2_argmax_agreement,branch,1,cam28_1,3418,0.030014928085158914,0.4614181246367
A,pair_cam56_cam28_2_argmax_agreement,branch,2,cam28_2,3418,0.04318659417852119,0.4665884084167701
A,pair_cam56_cam28_2_argmax_agreement,branch,3,camdeep,3418,0.06956215254172034,0.47614233557804875
A,pair_cam56_cam28_2_cam_cosine_mean,all,-1,all,13672,-0.04583792810080015,-0.4184583390300815
A,pair_cam56_cam28_2_cam_cosine_mean,fold,0,all,2748,-0.019151560832714014,-0.35948030932454994
A,pair_cam56_cam28_2_cam_cosine_mean,fold,1,all,2744,-0.06091943810846325,-0.37082036435678567
A,pair_cam56_cam28_2_cam_cosine_mean,fold,2,all,2692,-0.06249877360716015,-0.4407554769487327
A,pair_cam56_cam28_2_cam_cosine_mean,fold,3,all,2724,-0.0369352551582921,-0.5116687475912173
A,pair_cam56_cam28_2_cam_cosine_mean,fold,4,all,2764,-0.016525860091201848,-0.2927770109800571
A,pair_cam56_cam28_2_cam_cosine_mean,branch,0,cam56,3418,-0.11493689207823339,-0.431559468288487
A,pair_cam56_cam28_2_cam_cosine_mean,branch,1,cam28_1,3418,0.02972336031592996,-0.41299643266572406
A,pair_cam56_cam28_2_cam_cosine_mean,branch,2,cam28_2,3418,-0.034068999265318846,-0.41536567504718314
A,pair_cam56_cam28_2_cam_cosine_mean,branch,3,camdeep,3418,-0.06208648383791352,-0.4144510894169004
A,pair_cam56_cam28_2_cam_cosine_min,all,-1,all,13672,-0.01569563027851919,-0.30922037516509154
A,pair_cam56_cam28_2_cam_cosine_min,fold,0,all,2748,-0.0006144188887573569,-0.31528519286892576
A,pair_cam56_cam28_2_cam_cosine_min,fold,1,all,2744,0.010231139522088976,-0.19340510916981352
A,pair_cam56_cam28_2_cam_cosine_min,fold,2,all,2692,-0.001170520532899812,-0.41821919189880624
A,pair_cam56_cam28_2_cam_cosine_min,fold,3,all,2724,-0.07397193915186093,-0.3350955201892044
A,pair_cam56_cam28_2_cam_cosine_min,fold,4,all,2764,-0.018573469536257357,-0.22930926275800906
A,pair_cam56_cam28_2_cam_cosine_min,branch,0,cam56,3418,-0.06427515041469514,-0.31531999095610125
A,pair_cam56_cam28_2_cam_cosine_min,branch,1,cam28_1,3418,0.012978460934682353,-0.3043777796064793
A,pair_cam56_cam28_2_cam_cosine_min,branch,2,cam28_2,3418,0.015698850720548902,-0.3053234181631659
A,pair_cam56_cam28_2_cam_cosine_min,branch,3,camdeep,3418,-0.022018382734924916,-0.31171259716320937
A,pair_cam56_cam28_2_probability_l1,all,-1,all,13672,-0.01856749852217952,-0.24708249087511103
A,pair_cam56_cam28_2_probability_l1,fold,0,all,2748,-0.12938591394484683,-0.1674259826751628
A,pair_cam56_cam28_2_probability_l1,fold,1,all,2744,0.026034008514498247,-0.2748580988697271
A,pair_cam56_cam28_2_probability_l1,fold,2,all,2692,0.03884515535545317,-0.38910598348958486
A,pair_cam56_cam28_2_probability_l1,fold,3,all,2724,-0.10921200414213049,-0.07880519592016061
A,pair_cam56_cam28_2_probability_l1,fold,4,all,2764,0.06599794605725694,-0.2734284106005542
A,pair_cam56_cam28_2_probability_l1,branch,0,cam56,3418,-0.08352100538726877,-0.2793379801372139
A,pair_cam56_cam28_2_probability_l1,branch,1,cam28_1,3418,0.0016549141923873592,-0.23022281444579232
A,pair_cam56_cam28_2_probability_l1,branch,2,cam28_2,3418,0.011306793057866546,-0.2346900124562208
A,pair_cam56_cam28_2_probability_l1,branch,3,camdeep,3418,-0.004626509922737261,-0.24410559729226322
A,pair_cam56_camdeep_jsd_mean,all,-1,all,13672,0.044107139951854585,0.15439291012730072
A,pair_cam56_camdeep_jsd_mean,fold,0,all,2748,0.00802273385833971,0.11250552395213415
A,pair_cam56_camdeep_jsd_mean,fold,1,all,2744,0.09970854995043622,0.021109226224924622
A,pair_cam56_camdeep_jsd_mean,fold,2,all,2692,0.0691471511235432,0.17749002106990525
A,pair_cam56_camdeep_jsd_mean,fold,3,all,2724,0.01353171344383999,0.33615492174277106
A,pair_cam56_camdeep_jsd_mean,fold,4,all,2764,0.03862458413285068,-0.004596566813304755
A,pair_cam56_camdeep_jsd_mean,branch,0,cam56,3418,0.08489344205204788,0.15143353862083545
A,pair_cam56_camdeep_jsd_mean,branch,1,cam28_1,3418,0.036946840637747905,0.1614338019195483
A,pair_cam56_camdeep_jsd_mean,branch,2,cam28_2,3418,0.013845604523049036,0.15356907791400184
A,pair_cam56_camdeep_jsd_mean,branch,3,camdeep,3418,0.03920567741517506,0.15138747242342104
A,pair_cam56_camdeep_jsd_std,all,-1,all,13672,0.003178914147056562,0.13003433369799222
A,pair_cam56_camdeep_jsd_std,fold,0,all,2748,-0.05743041862552216,0.05620659273640626
A,pair_cam56_camdeep_jsd_std,fold,1,all,2744,0.07186800344148,0.1917425865614329
A,pair_cam56_camdeep_jsd_std,fold,2,all,2692,0.03101652003753868,0.09662525471819777
A,pair_cam56_camdeep_jsd_std,fold,3,all,2724,-0.015626407685153082,0.2130024406602034
A,pair_cam56_camdeep_jsd_std,fold,4,all,2764,0.018461090873712355,0.026153889892863717
A,pair_cam56_camdeep_jsd_std,branch,0,cam56,3418,0.034138771150938496,0.13247934283032523
A,pair_cam56_camdeep_jsd_std,branch,1,cam28_1,3418,-0.0062969397609468295,0.13265679450113946
A,pair_cam56_camdeep_jsd_std,branch,2,cam28_2,3418,-0.008074651022713838,0.12851923082641084
A,pair_cam56_camdeep_jsd_std,branch,3,camdeep,3418,-0.007271854741874871,0.1264063281350567
A,pair_cam56_camdeep_jsd_p90,all,-1,all,13672,0.022417520343440207,0.16281189231765472
A,pair_cam56_camdeep_jsd_p90,fold,0,all,2748,-0.020829296115666505,0.11694246066480073
A,pair_cam56_camdeep_jsd_p90,fold,1,all,2744,0.09605101932660996,0.11828830931947767
A,pair_cam56_camdeep_jsd_p90,fold,2,all,2692,0.046986611990385084,0.17271052289124886
A,pair_cam56_camdeep_jsd_p90,fold,3,all,2724,-0.011844510279402753,0.2782258387370309
A,pair_cam56_camdeep_jsd_p90,fold,4,all,2764,0.02100759888823034,0.028156034360270733
A,pair_cam56_camdeep_jsd_p90,branch,0,cam56,3418,0.06527826732114704,0.16462072043963102
A,pair_cam56_camdeep_jsd_p90,branch,1,cam28_1,3418,0.016702998249982046,0.166732360445912
A,pair_cam56_camdeep_jsd_p90,branch,2,cam28_2,3418,-0.002255817184984914,0.1606159285033845
A,pair_cam56_camdeep_jsd_p90,branch,3,camdeep,3418,0.009590949414381282,0.15923121227045586
A,pair_cam56_camdeep_argmax_agreement,all,-1,all,13672,0.09744041251544078,0.4212737023040553
A,pair_cam56_camdeep_argmax_agreement,fold,0,all,2748,0.20899596320009847,0.23291048633662792
A,pair_cam56_camdeep_argmax_agreement,fold,1,all,2744,0.04324723147710986,0.2939944301272502
A,pair_cam56_camdeep_argmax_agreement,fold,2,all,2692,0.03610220421841404,0.693152007290013
A,pair_cam56_camdeep_argmax_agreement,fold,3,all,2724,0.20177167340975805,0.3464774082790687
A,pair_cam56_camdeep_argmax_agreement,fold,4,all,2764,-0.03434727281152473,0.4367300911927096
A,pair_cam56_camdeep_argmax_agreement,branch,0,cam56,3418,0.18802527501622193,0.45858908122583064
A,pair_cam56_camdeep_argmax_agreement,branch,1,cam28_1,3418,0.06095281448284178,0.4026302589879058
A,pair_cam56_camdeep_argmax_agreement,branch,2,cam28_2,3418,0.04520528321682129,0.40358630898069575
A,pair_cam56_camdeep_argmax_agreement,branch,3,camdeep,3418,0.10019655949746188,0.4209918580740126
A,pair_cam56_camdeep_cam_cosine_mean,all,-1,all,13672,-0.04201918850604098,-0.3665905911196362
A,pair_cam56_camdeep_cam_cosine_mean,fold,0,all,2748,-0.019679563109897397,-0.3157729577890367
A,pair_cam56_camdeep_cam_cosine_mean,fold,1,all,2744,-0.04894376594997114,-0.3077384188245611
A,pair_cam56_camdeep_cam_cosine_mean,fold,2,all,2692,-0.05231473564954818,-0.3945527817275154
A,pair_cam56_camdeep_cam_cosine_mean,fold,3,all,2724,-0.05669108023767804,-0.4557414250008991
A,pair_cam56_camdeep_cam_cosine_mean,fold,4,all,2764,-0.02143765722695487,-0.25646794330603345
A,pair_cam56_camdeep_cam_cosine_mean,branch,0,cam56,3418,-0.08879801442632686,-0.37397389368783185
A,pair_cam56_camdeep_cam_cosine_mean,branch,1,cam28_1,3418,0.026878831994820357,-0.3618433833071655
A,pair_cam56_camdeep_cam_cosine_mean,branch,2,cam28_2,3418,-0.03821615714430822,-0.364632790287892
A,pair_cam56_camdeep_cam_cosine_mean,branch,3,camdeep,3418,-0.06588649282163828,-0.36602844098434434
A,pair_cam56_camdeep_cam_cosine_min,all,-1,all,13672,-0.02976128561267129,-0.30939112510168454
A,pair_cam56_camdeep_cam_cosine_min,fold,0,all,2748,-0.038842185741968786,-0.287621665436706
A,pair_cam56_camdeep_cam_cosine_min,fold,1,all,2744,0.005320150355446183,-0.1567429078342418
A,pair_cam56_camdeep_cam_cosine_min,fold,2,all,2692,-0.02597005913915275,-0.4019717326866946
A,pair_cam56_camdeep_cam_cosine_min,fold,3,all,2724,-0.052847328516731934,-0.38873518217604597
A,pair_cam56_camdeep_cam_cosine_min,fold,4,all,2764,-0.01953847948383528,-0.2481106564809117
A,pair_cam56_camdeep_cam_cosine_min,branch,0,cam56,3418,-0.06810264823220456,-0.3123766309825229
A,pair_cam56_camdeep_cam_cosine_min,branch,1,cam28_1,3418,0.008835264579967998,-0.30431097351330383
A,pair_cam56_camdeep_cam_cosine_min,branch,2,cam28_2,3418,-0.005938660312915608,-0.30719828507466707
A,pair_cam56_camdeep_cam_cosine_min,branch,3,camdeep,3418,-0.04886795603515487,-0.3132648289449632
A,pair_cam56_camdeep_probability_l1,all,-1,all,13672,0.05841109554391243,0.16259218433639583
A,pair_cam56_camdeep_probability_l1,fold,0,all,2748,0.04267009675631814,0.13246509917061733
A,pair_cam56_camdeep_probability_l1,fold,1,all,2744,0.10102844122349415,-0.035071516395495494
A,pair_cam56_camdeep_probability_l1,fold,2,all,2692,0.08074741654429878,0.2029006452859178
A,pair_cam56_camdeep_probability_l1,fold,3,all,2724,0.032818183043821766,0.36098510835401554
A,pair_cam56_camdeep_probability_l1,fold,4,all,2764,0.03733322732150884,0.0023617082469556358
A,pair_cam56_camdeep_probability_l1,branch,0,cam56,3418,0.1055559698322773,0.1603419075163632
A,pair_cam56_camdeep_probability_l1,branch,1,cam28_1,3418,0.05184035298055856,0.17019491184878613
A,pair_cam56_camdeep_probability_l1,branch,2,cam28_2,3418,0.020206700476629945,0.1608731604732874
A,pair_cam56_camdeep_probability_l1,branch,3,camdeep,3418,0.05371757479806791,0.1594321181528671
A,pair_cam28_1_cam28_2_jsd_mean,all,-1,all,13672,0.07772195064820898,-0.033140560262228
A,pair_cam28_1_cam28_2_jsd_mean,fold,0,all,2748,0.05641075521318872,-0.024196896878623635
A,pair_cam28_1_cam28_2_jsd_mean,fold,1,all,2744,0.10332141838177653,-0.1706558120079063
A,pair_cam28_1_cam28_2_jsd_mean,fold,2,all,2692,0.09086392991605162,0.06841644245037055
A,pair_cam28_1_cam28_2_jsd_mean,fold,3,all,2724,0.09918735249362272,0.0034362834497749495
A,pair_cam28_1_cam28_2_jsd_mean,fold,4,all,2764,0.01661516824949997,0.0029300389218852464
A,pair_cam28_1_cam28_2_jsd_mean,branch,0,cam56,3418,0.09952770637382363,-0.02729380495969841
A,pair_cam28_1_cam28_2_jsd_mean,branch,1,cam28_1,3418,0.04836876366453633,-0.032546428016044814
A,pair_cam28_1_cam28_2_jsd_mean,branch,2,cam28_2,3418,0.07371589966495348,-0.0341860907568996
A,pair_cam28_1_cam28_2_jsd_mean,branch,3,camdeep,3418,0.09205101015938075,-0.038589840265813954
A,pair_cam28_1_cam28_2_jsd_std,all,-1,all,13672,0.056458240684776756,0.06084999430983401
A,pair_cam28_1_cam28_2_jsd_std,fold,0,all,2748,0.032194453373946996,0.025724922717277103
A,pair_cam28_1_cam28_2_jsd_std,fold,1,all,2744,0.09519475337486198,0.006401098061146463
A,pair_cam28_1_cam28_2_jsd_std,fold,2,all,2692,0.09216470557611149,0.09935994987947656
A,pair_cam28_1_cam28_2_jsd_std,fold,3,all,2724,0.05507101103870363,0.12760532643993508
A,pair_cam28_1_cam28_2_jsd_std,fold,4,all,2764,0.01589243611508175,0.03704458665995677
A,pair_cam28_1_cam28_2_jsd_std,branch,0,cam56,3418,0.07604089646211883,0.07025873229441106
A,pair_cam28_1_cam28_2_jsd_std,branch,1,cam28_1,3418,0.01406948073849482,0.05879532495720259
A,pair_cam28_1_cam28_2_jsd_std,branch,2,cam28_2,3418,0.07785384342797268,0.05976002598825912
A,pair_cam28_1_cam28_2_jsd_std,branch,3,camdeep,3418,0.0652464939854135,0.05500612437107611
A,pair_cam28_1_cam28_2_jsd_p90,all,-1,all,13672,0.07937111066388002,-0.0166250059501429
A,pair_cam28_1_cam28_2_jsd_p90,fold,0,all,2748,0.04834833201235919,-0.0013577871089390252
A,pair_cam28_1_cam28_2_jsd_p90,fold,1,all,2744,0.09604309365896004,-0.1570246412856829
A,pair_cam28_1_cam28_2_jsd_p90,fold,2,all,2692,0.09278217355411349,0.09844292578253044
A,pair_cam28_1_cam28_2_jsd_p90,fold,3,all,2724,0.09756129708083917,0.030905295961440257
A,pair_cam28_1_cam28_2_jsd_p90,fold,4,all,2764,0.026607590564988848,-0.006571650101756176
A,pair_cam28_1_cam28_2_jsd_p90,branch,0,cam56,3418,0.0970935447759726,-0.0123773136016461
A,pair_cam28_1_cam28_2_jsd_p90,branch,1,cam28_1,3418,0.040838247430696445,-0.016628303580351906
A,pair_cam28_1_cam28_2_jsd_p90,branch,2,cam28_2,3418,0.08606789472901336,-0.016540899090887604
A,pair_cam28_1_cam28_2_jsd_p90,branch,3,camdeep,3418,0.09648630480121938,-0.020940201502062696
A,pair_cam28_1_cam28_2_argmax_agreement,all,-1,all,13672,0.02399995878504369,0.45057074280025516
A,pair_cam28_1_cam28_2_argmax_agreement,fold,0,all,2748,0.09936703704578698,0.3464701321993086
A,pair_cam28_1_cam28_2_argmax_agreement,fold,1,all,2744,-0.025922336582869382,0.45003666637198186
A,pair_cam28_1_cam28_2_argmax_agreement,fold,2,all,2692,-0.031015799139981835,0.6577663649597076
A,pair_cam28_1_cam28_2_argmax_agreement,fold,3,all,2724,0.09608408363265367,0.30060685482455957
A,pair_cam28_1_cam28_2_argmax_agreement,fold,4,all,2764,-0.004653186765960312,0.35584700826684534
A,pair_cam28_1_cam28_2_argmax_agreement,branch,0,cam56,3418,0.044125453103972985,0.46122313926321784
A,pair_cam28_1_cam28_2_argmax_agreement,branch,1,cam28_1,3418,-0.025149880129703758,0.4351907760281997
A,pair_cam28_1_cam28_2_argmax_agreement,branch,2,cam28_2,3418,0.03655773586434866,0.4493056852590538
A,pair_cam28_1_cam28_2_argmax_agreement,branch,3,camdeep,3418,0.04368136719083346,0.45710262665805934
A,pair_cam28_1_cam28_2_cam_cosine_mean,all,-1,all,13672,-0.04351747580345409,-0.46734559316921237
A,pair_cam28_1_cam28_2_cam_cosine_mean,fold,0,all,2748,-0.045834189686088954,-0.3728095913239553
A,pair_cam28_1_cam28_2_cam_cosine_mean,fold,1,all,2744,-0.02920876954579544,-0.4212904527176853
A,pair_cam28_1_cam28_2_cam_cosine_mean,fold,2,all,2692,-0.024148315523201323,-0.5691998532278993
A,pair_cam28_1_cam28_2_cam_cosine_mean,fold,3,all,2724,-0.0958829757871234,-0.49034802847461506
A,pair_cam28_1_cam28_2_cam_cosine_mean,fold,4,all,2764,-0.016192847990999567,-0.36765619783594045
A,pair_cam28_1_cam28_2_cam_cosine_mean,branch,0,cam56,3418,-0.12221728710186373,-0.4887086804172487
A,pair_cam28_1_cam28_2_cam_cosine_mean,branch,1,cam28_1,3418,0.01004541873528589,-0.4583300323280724
A,pair_cam28_1_cam28_2_cam_cosine_mean,branch,2,cam28_2,3418,-0.010983437767224321,-0.45789933175638065
A,pair_cam28_1_cam28_2_cam_cosine_mean,branch,3,camdeep,3418,-0.050766797823527866,-0.4644669786271542
A,pair_cam28_1_cam28_2_cam_cosine_min,all,-1,all,13672,-0.01289876745578703,-0.3057538942663147
A,pair_cam28_1_cam28_2_cam_cosine_min,fold,0,all,2748,0.003228901068575005,-0.3116541691912371
A,pair_cam28_1_cam28_2_cam_cosine_min,fold,1,all,2744,-0.004523735986435771,-0.2101318545929024
A,pair_cam28_1_cam28_2_cam_cosine_min,fold,2,all,2692,0.025986098665837468,-0.4234482018468674
A,pair_cam28_1_cam28_2_cam_cosine_min,fold,3,all,2724,-0.06761276567069915,-0.2757193814291685
A,pair_cam28_1_cam28_2_cam_cosine_min,fold,4,all,2764,-0.03178700402569617,-0.24965390770779766
A,pair_cam28_1_cam28_2_cam_cosine_min,branch,0,cam56,3418,-0.05861296152621934,-0.31271657451554147
A,pair_cam28_1_cam28_2_cam_cosine_min,branch,1,cam28_1,3418,0.006211568821438761,-0.2993864853948274
A,pair_cam28_1_cam28_2_cam_cosine_min,branch,2,cam28_2,3418,0.020270291325753562,-0.30057925948504943
A,pair_cam28_1_cam28_2_cam_cosine_min,branch,3,camdeep,3418,-0.01661061178355924,-0.3098244133451349
A,pair_cam28_1_cam28_2_probability_l1,all,-1,all,13672,0.08088934775204547,-0.04505869629568683
A,pair_cam28_1_cam28_2_probability_l1,fold,0,all,2748,0.06945768017280854,-0.04034881676366811
A,pair_cam28_1_cam28_2_probability_l1,fold,1,all,2744,0.10215083446699932,-0.21114076789944522
A,pair_cam28_1_cam28_2_probability_l1,fold,2,all,2692,0.07919563152899815,0.09152175952522196
A,pair_cam28_1_cam28_2_probability_l1,fold,3,all,2724,0.11610313373699661,-0.030761832463595873
A,pair_cam28_1_cam28_2_probability_l1,fold,4,all,2764,0.01276350975740194,0.01039371884903103
A,pair_cam28_1_cam28_2_probability_l1,branch,0,cam56,3418,0.1040910163929769,-0.03968704688092919
A,pair_cam28_1_cam28_2_probability_l1,branch,1,cam28_1,3418,0.053655443957917055,-0.04490695819047947
A,pair_cam28_1_cam28_2_probability_l1,branch,2,cam28_2,3418,0.06898225761386019,-0.04613884644692707
A,pair_cam28_1_cam28_2_probability_l1,branch,3,camdeep,3418,0.09748242722875092,-0.049740609808335924
A,pair_cam28_1_camdeep_jsd_mean,all,-1,all,13672,0.0454662242822383,0.13785018616359143
A,pair_cam28_1_camdeep_jsd_mean,fold,0,all,2748,0.057882713717032644,0.034899759971674556
A,pair_cam28_1_camdeep_jsd_mean,fold,1,all,2744,0.08860817140953162,0.07292335058434311
A,pair_cam28_1_camdeep_jsd_mean,fold,2,all,2692,0.022069232231461594,0.30970420569687324
A,pair_cam28_1_camdeep_jsd_mean,fold,3,all,2724,0.14701795984911736,-0.03583075974339297
A,pair_cam28_1_camdeep_jsd_mean,fold,4,all,2764,-0.0155554455703931,0.2763910844133843
A,pair_cam28_1_camdeep_jsd_mean,branch,0,cam56,3418,0.07184088256548492,0.1500834409632331
A,pair_cam28_1_camdeep_jsd_mean,branch,1,cam28_1,3418,0.026039808972478654,0.12840142507485852
A,pair_cam28_1_camdeep_jsd_mean,branch,2,cam28_2,3418,0.03734107471559321,0.13378992592767835
A,pair_cam28_1_camdeep_jsd_mean,branch,3,camdeep,3418,0.04844616741628112,0.13776430993619232
A,pair_cam28_1_camdeep_jsd_std,all,-1,all,13672,0.030264212521245087,0.193112854448371
A,pair_cam28_1_camdeep_jsd_std,fold,0,all,2748,0.03143758490158574,0.08036748198191282
A,pair_cam28_1_camdeep_jsd_std,fold,1,all,2744,0.03920019944346023,0.20518411206737214
A,pair_cam28_1_camdeep_jsd_std,fold,2,all,2692,0.024058844369323585,0.3263302906120533
A,pair_cam28_1_camdeep_jsd_std,fold,3,all,2724,0.11666881338885648,0.026668085886388207
A,pair_cam28_1_camdeep_jsd_std,fold,4,all,2764,-0.012137734970451852,0.2876776254009815
A,pair_cam28_1_camdeep_jsd_std,branch,0,cam56,3418,0.059056556121736235,0.20515344665411603
A,pair_cam28_1_camdeep_jsd_std,branch,1,cam28_1,3418,0.002396960974024701,0.1830888658552006
A,pair_cam28_1_camdeep_jsd_std,branch,2,cam28_2,3418,0.032725135556232,0.1904635268159407
A,pair_cam28_1_camdeep_jsd_std,branch,3,camdeep,3418,0.030066683082215648,0.19306044419476084
A,pair_cam28_1_camdeep_jsd_p90,all,-1,all,13672,0.04357838063732521,0.1587992424440257
A,pair_cam28_1_camdeep_jsd_p90,fold,0,all,2748,0.05228729116757706,0.04708890323714296
A,pair_cam28_1_camdeep_jsd_p90,fold,1,all,2744,0.06077671895412869,0.10703707038107199
A,pair_cam28_1_camdeep_jsd_p90,fold,2,all,2692,0.03156376432256403,0.3294118813564418
A,pair_cam28_1_camdeep_jsd_p90,fold,3,all,2724,0.14138044148115766,-0.011842739245973162
A,pair_cam28_1_camdeep_jsd_p90,fold,4,all,2764,-0.014762947634036612,0.27744850194135295
A,pair_cam28_1_camdeep_jsd_p90,branch,0,cam56,3418,0.06268298793732632,0.16785479852967203
A,pair_cam28_1_camdeep_jsd_p90,branch,1,cam28_1,3418,0.012748150597905262,0.1476924672297219
A,pair_cam28_1_camdeep_jsd_p90,branch,2,cam28_2,3418,0.04845851551010554,0.15700565799159683
A,pair_cam28_1_camdeep_jsd_p90,branch,3,camdeep,3418,0.05218035703144437,0.16128305547188082
A,pair_cam28_1_camdeep_argmax_agreement,all,-1,all,13672,0.06313048938473867,0.3690040186081348
A,pair_cam28_1_camdeep_argmax_agreement,fold,0,all,2748,0.12718019697235758,0.3040543646042138
A,pair_cam28_1_camdeep_argmax_agreement,fold,1,all,2744,0.01380603125643522,0.1251409903232095
A,pair_cam28_1_camdeep_argmax_agreement,fold,2,all,2692,0.014470874755055404,0.6295651782118404
A,pair_cam28_1_camdeep_argmax_agreement,fold,3,all,2724,0.1332334992031811,0.34232421816069164
A,pair_cam28_1_camdeep_argmax_agreement,fold,4,all,2764,-0.015259731601801026,0.31419171261869744
A,pair_cam28_1_camdeep_argmax_agreement,branch,0,cam56,3418,0.06717926452120712,0.3713615898952854
A,pair_cam28_1_camdeep_argmax_agreement,branch,1,cam28_1,3418,0.03729718969664021,0.35773690614585973
A,pair_cam28_1_camdeep_argmax_agreement,branch,2,cam28_2,3418,0.04314427249257967,0.3628006931132352
A,pair_cam28_1_camdeep_argmax_agreement,branch,3,camdeep,3418,0.11140428896034721,0.3850373226177166
A,pair_cam28_1_camdeep_cam_cosine_mean,all,-1,all,13672,-0.02763111086604361,-0.41703459256955655
