method,mIoU,mDice,delta_mIoU,delta_mDice,class0_iou,class0_dice,class1_iou,class1_dice,class2_iou,class2_dice,class3_iou,class3_dice,enumerated_combinations,mean_local_q,median_local_q,official_mean_local_q,official_median_local_q,aggregate_gain_beyond_safe_image,mean_local_q_gain,class_conditional_flag
exact_local_imageclass_oracle,71.66332042800667,83.32514796118706,4.33540373259439,3.0571949545279087,80.44575231881764,89.16336492829532,75.27764349716776,85.89531670464766,64.15987152271137,78.16754597524756,66.77001437332991,80.0743642365577,625,0.6287881135940552,0.5771279335021973,0.5935243964195251,0.49866968393325806,2.241776727101475,0.035263705998659134,CLASS_CONDITIONAL_SIGNAL
