signal_set,signal,scope,scope_id,branch,samples,positive_fraction,auroc_relative_gain_positive
A,pair_cam28_1_cam28_2_jsd_std,branch,3,camdeep,3418,0.21181977764774723,0.40863162255390534
A,pair_cam28_1_cam28_2_jsd_p90,all,-1,all,13672,0.24049151550614395,0.40741921410067516
A,pair_cam28_1_cam28_2_jsd_p90,fold,0,all,2748,0.23071324599708878,0.38723815094801367
A,pair_cam28_1_cam28_2_jsd_p90,fold,1,all,2744,0.20298833819241982,0.3933226286552084
A,pair_cam28_1_cam28_2_jsd_p90,fold,2,all,2692,0.23068350668647847,0.36023073017383683
A,pair_cam28_1_cam28_2_jsd_p90,fold,3,all,2724,0.19823788546255505,0.4154558404558405
A,pair_cam28_1_cam28_2_jsd_p90,fold,4,all,2764,0.3386396526772793,0.4429903308459107
A,pair_cam28_1_cam28_2_jsd_p90,branch,0,cam56,3418,0.22440023405500292,0.40750458487289487
A,pair_cam28_1_cam28_2_jsd_p90,branch,1,cam28_1,3418,0.2864248098303101,0.402529796493062
A,pair_cam28_1_cam28_2_jsd_p90,branch,2,cam28_2,3418,0.2393212404915155,0.4084921008087268
A,pair_cam28_1_cam28_2_jsd_p90,branch,3,camdeep,3418,0.21181977764774723,0.4103758300623033
A,pair_cam28_1_cam28_2_argmax_agreement,all,-1,all,13672,0.24049151550614395,0.4383370190523321
A,pair_cam28_1_cam28_2_argmax_agreement,fold,0,all,2748,0.23071324599708878,0.46027833073187907
A,pair_cam28_1_cam28_2_argmax_agreement,fold,1,all,2744,0.20298833819241982,0.5022263103585001
A,pair_cam28_1_cam28_2_argmax_agreement,fold,2,all,2692,0.23068350668647847,0.3480060897712525
A,pair_cam28_1_cam28_2_argmax_agreement,fold,3,all,2724,0.19823788546255505,0.49554504137837474
A,pair_cam28_1_cam28_2_argmax_agreement,fold,4,all,2764,0.3386396526772793,0.4592135162430568
A,pair_cam28_1_cam28_2_argmax_agreement,branch,0,cam56,3418,0.22440023405500292,0.44255716152474006
A,pair_cam28_1_cam28_2_argmax_agreement,branch,1,cam28_1,3418,0.2864248098303101,0.4341024155900394
A,pair_cam28_1_cam28_2_argmax_agreement,branch,2,cam28_2,3418,0.2393212404915155,0.4436764152717698
A,pair_cam28_1_cam28_2_argmax_agreement,branch,3,camdeep,3418,0.21181977764774723,0.4321204887472468
A,pair_cam28_1_cam28_2_cam_cosine_mean,all,-1,all,13672,0.24049151550614395,0.625516773887583
A,pair_cam28_1_cam28_2_cam_cosine_mean,fold,0,all,2748,0.23071324599708878,0.5919094276104325
A,pair_cam28_1_cam28_2_cam_cosine_mean,fold,1,all,2744,0.20298833819241982,0.5877570169411382
A,pair_cam28_1_cam28_2_cam_cosine_mean,fold,2,all,2692,0.23068350668647847,0.6843353230836697
A,pair_cam28_1_cam28_2_cam_cosine_mean,fold,3,all,2724,0.19823788546255505,0.6210181793515126
A,pair_cam28_1_cam28_2_cam_cosine_mean,fold,4,all,2764,0.3386396526772793,0.5962380070695169
A,pair_cam28_1_cam28_2_cam_cosine_mean,branch,0,cam56,3418,0.22440023405500292,0.6015181105553143
A,pair_cam28_1_cam28_2_cam_cosine_mean,branch,1,cam28_1,3418,0.2864248098303101,0.6263292152839812
A,pair_cam28_1_cam28_2_cam_cosine_mean,branch,2,cam28_2,3418,0.2393212404915155,0.6387530562347189
A,pair_cam28_1_cam28_2_cam_cosine_mean,branch,3,camdeep,3418,0.21181977764774723,0.6375073316188623
A,pair_cam28_1_cam28_2_cam_cosine_min,all,-1,all,13672,0.24049151550614395,0.544464931074946
A,pair_cam28_1_cam28_2_cam_cosine_min,fold,0,all,2748,0.23071324599708878,0.5179470497121488
A,pair_cam28_1_cam28_2_cam_cosine_min,fold,1,all,2744,0.20298833819241982,0.5019767534451578
A,pair_cam28_1_cam28_2_cam_cosine_min,fold,2,all,2692,0.23068350668647847,0.5990629745484572
A,pair_cam28_1_cam28_2_cam_cosine_min,fold,3,all,2724,0.19823788546255505,0.549304707638041
A,pair_cam28_1_cam28_2_cam_cosine_min,fold,4,all,2764,0.3386396526772793,0.5359250219753502
A,pair_cam28_1_cam28_2_cam_cosine_min,branch,0,cam56,3418,0.22440023405500292,0.5252289731507678
A,pair_cam28_1_cam28_2_cam_cosine_min,branch,1,cam28_1,3418,0.2864248098303101,0.5417065049097887
A,pair_cam28_1_cam28_2_cam_cosine_min,branch,2,cam28_2,3418,0.2393212404915155,0.5583080214406622
A,pair_cam28_1_cam28_2_cam_cosine_min,branch,3,camdeep,3418,0.21181977764774723,0.5536505309527618
A,pair_cam28_1_cam28_2_probability_l1,all,-1,all,13672,0.24049151550614395,0.4140383952102992
A,pair_cam28_1_cam28_2_probability_l1,fold,0,all,2748,0.23071324599708878,0.4041093028600079
A,pair_cam28_1_cam28_2_probability_l1,fold,1,all,2744,0.20298833819241982,0.4100757782851007
A,pair_cam28_1_cam28_2_probability_l1,fold,2,all,2692,0.23068350668647847,0.36986923942396
A,pair_cam28_1_cam28_2_probability_l1,fold,3,all,2724,0.19823788546255505,0.4249457332790666
A,pair_cam28_1_cam28_2_probability_l1,fold,4,all,2764,0.3386396526772793,0.43000850960369563
A,pair_cam28_1_cam28_2_probability_l1,branch,0,cam56,3418,0.22440023405500292,0.41974222415884976
A,pair_cam28_1_cam28_2_probability_l1,branch,1,cam28_1,3418,0.2864248098303101,0.4145778025706712
A,pair_cam28_1_cam28_2_probability_l1,branch,2,cam28_2,3418,0.2393212404915155,0.4044418845213466
A,pair_cam28_1_cam28_2_probability_l1,branch,3,camdeep,3418,0.21181977764774723,0.4162524045659066
A,pair_cam28_1_camdeep_jsd_mean,all,-1,all,13672,0.24049151550614395,0.4143533097897195
A,pair_cam28_1_camdeep_jsd_mean,fold,0,all,2748,0.23071324599708878,0.4255407095255007
A,pair_cam28_1_camdeep_jsd_mean,fold,1,all,2744,0.20298833819241982,0.42741341647518927
A,pair_cam28_1_camdeep_jsd_mean,fold,2,all,2692,0.23068350668647847,0.3630392406136113
A,pair_cam28_1_camdeep_jsd_mean,fold,3,all,2724,0.19823788546255505,0.4791276624609958
A,pair_cam28_1_camdeep_jsd_mean,fold,4,all,2764,0.3386396526772793,0.40762170603527276
A,pair_cam28_1_camdeep_jsd_mean,branch,0,cam56,3418,0.22440023405500292,0.42229027741370384
A,pair_cam28_1_camdeep_jsd_mean,branch,1,cam28_1,3418,0.2864248098303101,0.42650561337074044
A,pair_cam28_1_camdeep_jsd_mean,branch,2,cam28_2,3418,0.2393212404915155,0.40354946398344926
A,pair_cam28_1_camdeep_jsd_mean,branch,3,camdeep,3418,0.21181977764774723,0.4013451213459827
A,pair_cam28_1_camdeep_jsd_std,all,-1,all,13672,0.24049151550614395,0.41844169300327283
A,pair_cam28_1_camdeep_jsd_std,fold,0,all,2748,0.23071324599708878,0.4315126138198401
A,pair_cam28_1_camdeep_jsd_std,fold,1,all,2744,0.20298833819241982,0.4296791305568485
A,pair_cam28_1_camdeep_jsd_std,fold,2,all,2692,0.23068350668647847,0.3578638681088663
A,pair_cam28_1_camdeep_jsd_std,fold,3,all,2724,0.19823788546255505,0.49488196988196986
A,pair_cam28_1_camdeep_jsd_std,fold,4,all,2764,0.3386396526772793,0.4150582580560699
A,pair_cam28_1_camdeep_jsd_std,branch,0,cam56,3418,0.22440023405500292,0.4240947181378998
A,pair_cam28_1_camdeep_jsd_std,branch,1,cam28_1,3418,0.2864248098303101,0.4249694590919351
A,pair_cam28_1_camdeep_jsd_std,branch,2,cam28_2,3418,0.2393212404915155,0.4147451570434455
A,pair_cam28_1_camdeep_jsd_std,branch,3,camdeep,3418,0.21181977764774723,0.4070284077159393
A,pair_cam28_1_camdeep_jsd_p90,all,-1,all,13672,0.24049151550614395,0.41620237854232034
A,pair_cam28_1_camdeep_jsd_p90,fold,0,all,2748,0.23071324599708878,0.423466509883039
A,pair_cam28_1_camdeep_jsd_p90,fold,1,all,2744,0.20298833819241982,0.4252199425526553
A,pair_cam28_1_camdeep_jsd_p90,fold,2,all,2692,0.23068350668647847,0.36129130831333084
A,pair_cam28_1_camdeep_jsd_p90,fold,3,all,2724,0.19823788546255505,0.48439153439153443
A,pair_cam28_1_camdeep_jsd_p90,fold,4,all,2764,0.3386396526772793,0.42025753240195257
A,pair_cam28_1_camdeep_jsd_p90,branch,0,cam56,3418,0.22440023405500292,0.42090780729222255
A,pair_cam28_1_camdeep_jsd_p90,branch,1,cam28_1,3418,0.2864248098303101,0.4234492191704349
A,pair_cam28_1_camdeep_jsd_p90,branch,2,cam28_2,3418,0.2393212404915155,0.41138376904269325
A,pair_cam28_1_camdeep_jsd_p90,branch,3,camdeep,3418,0.21181977764774723,0.40607734806629836
A,pair_cam28_1_camdeep_argmax_agreement,all,-1,all,13672,0.24049151550614395,0.4529627393257079
A,pair_cam28_1_camdeep_argmax_agreement,fold,0,all,2748,0.23071324599708878,0.4714252885226625
A,pair_cam28_1_camdeep_argmax_agreement,fold,1,all,2744,0.20298833819241982,0.5622348970865051
A,pair_cam28_1_camdeep_argmax_agreement,fold,2,all,2692,0.23068350668647847,0.3499810666585801
A,pair_cam28_1_camdeep_argmax_agreement,fold,3,all,2724,0.19823788546255505,0.4522011938678605
A,pair_cam28_1_camdeep_argmax_agreement,fold,4,all,2764,0.3386396526772793,0.48024673175110816
A,pair_cam28_1_camdeep_argmax_agreement,branch,0,cam56,3418,0.22440023405500292,0.45886844009074823
A,pair_cam28_1_camdeep_argmax_agreement,branch,1,cam28_1,3418,0.2864248098303101,0.4609442825786787
A,pair_cam28_1_camdeep_argmax_agreement,branch,2,cam28_2,3418,0.2393212404915155,0.43902811735941316
A,pair_cam28_1_camdeep_argmax_agreement,branch,3,camdeep,3418,0.21181977764774723,0.4513300992178239
A,pair_cam28_1_camdeep_cam_cosine_mean,all,-1,all,13672,0.24049151550614395,0.6037784126055807
A,pair_cam28_1_camdeep_cam_cosine_mean,fold,0,all,2748,0.23071324599708878,0.5693648173958199
A,pair_cam28_1_camdeep_cam_cosine_mean,fold,1,all,2744,0.20298833819241982,0.5962255337767894
A,pair_cam28_1_camdeep_cam_cosine_mean,fold,2,all,2692,0.23068350668647847,0.6625172713283897
A,pair_cam28_1_camdeep_cam_cosine_mean,fold,3,all,2724,0.19823788546255505,0.5734500067833401
A,pair_cam28_1_camdeep_cam_cosine_mean,fold,4,all,2764,0.3386396526772793,0.583751800108474
A,pair_cam28_1_camdeep_cam_cosine_mean,branch,0,cam56,3418,0.22440023405500292,0.5845040394586776
A,pair_cam28_1_camdeep_cam_cosine_mean,branch,1,cam28_1,3418,0.2864248098303101,0.6051304537560186
A,pair_cam28_1_camdeep_cam_cosine_mean,branch,2,cam28_2,3418,0.2393212404915155,0.6129560842580402
A,pair_cam28_1_camdeep_cam_cosine_mean,branch,3,camdeep,3418,0.21181977764774723,0.6141932963368566
A,pair_cam28_1_camdeep_cam_cosine_min,all,-1,all,13672,0.24049151550614395,0.5410374232864336
A,pair_cam28_1_camdeep_cam_cosine_min,fold,0,all,2748,0.23071324599708878,0.5077894403839209
A,pair_cam28_1_camdeep_cam_cosine_min,fold,1,all,2744,0.20298833819241982,0.5158271621356489
A,pair_cam28_1_camdeep_cam_cosine_min,fold,2,all,2692,0.23068350668647847,0.5906918717260288
A,pair_cam28_1_camdeep_cam_cosine_min,fold,3,all,2724,0.19823788546255505,0.5443562610229278
A,pair_cam28_1_camdeep_cam_cosine_min,fold,4,all,2764,0.3386396526772793,0.534163487254297
A,pair_cam28_1_camdeep_cam_cosine_min,branch,0,cam56,3418,0.22440023405500292,0.5252397929098118
A,pair_cam28_1_camdeep_cam_cosine_min,branch,1,cam28_1,3418,0.2864248098303101,0.5389158385965882
A,pair_cam28_1_camdeep_cam_cosine_min,branch,2,cam28_2,3418,0.2393212404915155,0.5555994921948467
A,pair_cam28_1_camdeep_cam_cosine_min,branch,3,camdeep,3418,0.21181977764774723,0.545009474707453
A,pair_cam28_1_camdeep_probability_l1,all,-1,all,13672,0.24049151550614395,0.42099890951454416
A,pair_cam28_1_camdeep_probability_l1,fold,0,all,2748,0.23071324599708878,0.43145292462149587
A,pair_cam28_1_camdeep_probability_l1,fold,1,all,2744,0.20298833819241982,0.44037395775099963
A,pair_cam28_1_camdeep_probability_l1,fold,2,all,2692,0.23068350668647847,0.3737600994019863
A,pair_cam28_1_camdeep_probability_l1,fold,3,all,2724,0.19823788546255505,0.47083502916836245
A,pair_cam28_1_camdeep_probability_l1,fold,4,all,2764,0.3386396526772793,0.4128864388711216
A,pair_cam28_1_camdeep_probability_l1,branch,0,cam56,3418,0.22440023405500292,0.4313523174202547
A,pair_cam28_1_camdeep_probability_l1,branch,1,cam28_1,3418,0.2864248098303101,0.43593026328628964
A,pair_cam28_1_camdeep_probability_l1,branch,2,cam28_2,3418,0.2393212404915155,0.40626457588865905
A,pair_cam28_1_camdeep_probability_l1,branch,3,camdeep,3418,0.21181977764774723,0.4064823815559029
A,pair_cam28_2_camdeep_jsd_mean,all,-1,all,13672,0.24049151550614395,0.5751125749327994
A,pair_cam28_2_camdeep_jsd_mean,fold,0,all,2748,0.23071324599708878,0.5654283147650185
A,pair_cam28_2_camdeep_jsd_mean,fold,1,all,2744,0.20298833819241982,0.5153132719127798
A,pair_cam28_2_camdeep_jsd_mean,fold,2,all,2692,0.23068350668647847,0.6325131736401235
A,pair_cam28_2_camdeep_jsd_mean,fold,3,all,2724,0.19823788546255505,0.6384106634106634
A,pair_cam28_2_camdeep_jsd_mean,fold,4,all,2764,0.3386396526772793,0.5559880491499748
A,pair_cam28_2_camdeep_jsd_mean,branch,0,cam56,3418,0.22440023405500292,0.5834082929518615
A,pair_cam28_2_camdeep_jsd_mean,branch,1,cam28_1,3418,0.2864248098303101,0.5801109900782359
A,pair_cam28_2_camdeep_jsd_mean,branch,2,cam28_2,3418,0.2393212404915155,0.5779582001128456
A,pair_cam28_2_camdeep_jsd_mean,branch,3,camdeep,3418,0.21181977764774723,0.5586785859306747
A,pair_cam28_2_camdeep_jsd_std,all,-1,all,13672,0.24049151550614395,0.5171134634417914
A,pair_cam28_2_camdeep_jsd_std,fold,0,all,2748,0.23071324599708878,0.5321127887091913
A,pair_cam28_2_camdeep_jsd_std,fold,1,all,2744,0.20298833819241982,0.4701073505182821
A,pair_cam28_2_camdeep_jsd_std,fold,2,all,2692,0.23068350668647847,0.5419379344074409
A,pair_cam28_2_camdeep_jsd_std,fold,3,all,2724,0.19823788546255505,0.5858872608872608
A,pair_cam28_2_camdeep_jsd_std,fold,4,all,2764,0.3386396526772793,0.49644653911612335
A,pair_cam28_2_camdeep_jsd_std,branch,0,cam56,3418,0.22440023405500292,0.528795313273828
A,pair_cam28_2_camdeep_jsd_std,branch,1,cam28_1,3418,0.2864248098303101,0.525012134697445
A,pair_cam28_2_camdeep_jsd_std,branch,2,cam28_2,3418,0.2393212404915155,0.5133830167387625
A,pair_cam28_2_camdeep_jsd_std,branch,3,camdeep,3418,0.21181977764774723,0.4996605921897239
A,pair_cam28_2_camdeep_jsd_p90,all,-1,all,13672,0.24049151550614395,0.561099754816506
A,pair_cam28_2_camdeep_jsd_p90,fold,0,all,2748,0.23071324599708878,0.5487750284269807
A,pair_cam28_2_camdeep_jsd_p90,fold,1,all,2744,0.20298833819241982,0.4973747269445122
A,pair_cam28_2_camdeep_jsd_p90,fold,2,all,2692,0.23068350668647847,0.618022752666802
A,pair_cam28_2_camdeep_jsd_p90,fold,3,all,2724,0.19823788546255505,0.6364570614570614
A,pair_cam28_2_camdeep_jsd_p90,fold,4,all,2764,0.3386396526772793,0.5465924180366194
A,pair_cam28_2_camdeep_jsd_p90,branch,0,cam56,3418,0.22440023405500292,0.5657720857101967
A,pair_cam28_2_camdeep_jsd_p90,branch,1,cam28_1,3418,0.2864248098303101,0.5674398112724743
A,pair_cam28_2_camdeep_jsd_p90,branch,2,cam28_2,3418,0.2393212404915155,0.5674645006582659
A,pair_cam28_2_camdeep_jsd_p90,branch,3,camdeep,3418,0.21181977764774723,0.5426954004602
A,pair_cam28_2_camdeep_argmax_agreement,all,-1,all,13672,0.24049151550614395,0.43836982265435503
A,pair_cam28_2_camdeep_argmax_agreement,fold,0,all,2748,0.23071324599708878,0.4310470380727552
A,pair_cam28_2_camdeep_argmax_agreement,fold,1,all,2744,0.20298833819241982,0.5486750908543138
A,pair_cam28_2_camdeep_argmax_agreement,fold,2,all,2692,0.23068350668647847,0.33524338479936483
A,pair_cam28_2_camdeep_argmax_agreement,fold,3,all,2724,0.19823788546255505,0.43654185320851985
A,pair_cam28_2_camdeep_argmax_agreement,fold,4,all,2764,0.3386396526772793,0.4763028577306476
A,pair_cam28_2_camdeep_argmax_agreement,branch,0,cam56,3418,0.22440023405500292,0.4285603277796822
A,pair_cam28_2_camdeep_argmax_agreement,branch,1,cam28_1,3418,0.2864248098303101,0.4507115602310262
A,pair_cam28_2_camdeep_argmax_agreement,branch,2,cam28_2,3418,0.2393212404915155,0.4280842110212526
A,pair_cam28_2_camdeep_argmax_agreement,branch,3,camdeep,3418,0.21181977764774723,0.443524232282092
A,pair_cam28_2_camdeep_cam_cosine_mean,all,-1,all,13672,0.24049151550614395,0.586189648401621
A,pair_cam28_2_camdeep_cam_cosine_mean,fold,0,all,2748,0.23071324599708878,0.5590833529810277
A,pair_cam28_2_camdeep_cam_cosine_mean,fold,1,all,2744,0.20298833819241982,0.538160864057976
A,pair_cam28_2_camdeep_cam_cosine_mean,fold,2,all,2692,0.23068350668647847,0.6492864812832063
A,pair_cam28_2_camdeep_cam_cosine_mean,fold,3,all,2724,0.19823788546255505,0.5647605480938814
A,pair_cam28_2_camdeep_cam_cosine_mean,fold,4,all,2764,0.3386396526772793,0.5696338065047036
A,pair_cam28_2_camdeep_cam_cosine_mean,branch,0,cam56,3418,0.22440023405500292,0.5616396754662456
A,pair_cam28_2_camdeep_cam_cosine_mean,branch,1,cam28_1,3418,0.2864248098303101,0.5887439007178632
A,pair_cam28_2_camdeep_cam_cosine_mean,branch,2,cam28_2,3418,0.2393212404915155,0.6029076546924957
A,pair_cam28_2_camdeep_cam_cosine_mean,branch,3,camdeep,3418,0.21181977764774723,0.592074109849184
A,pair_cam28_2_camdeep_cam_cosine_min,all,-1,all,13672,0.24049151550614395,0.5586233171752162
A,pair_cam28_2_camdeep_cam_cosine_min,fold,0,all,2748,0.23071324599708878,0.5377310345033411
A,pair_cam28_2_camdeep_cam_cosine_min,fold,1,all,2744,0.20298833819241982,0.5100791440197873
A,pair_cam28_2_camdeep_cam_cosine_min,fold,2,all,2692,0.23068350668647847,0.609561454049519
A,pair_cam28_2_camdeep_cam_cosine_min,fold,3,all,2724,0.19823788546255505,0.5540835707502374
A,pair_cam28_2_camdeep_cam_cosine_min,fold,4,all,2764,0.3386396526772793,0.5561259795395462
A,pair_cam28_2_camdeep_cam_cosine_min,branch,0,cam56,3418,0.22440023405500292,0.5407877866559911
A,pair_cam28_2_camdeep_cam_cosine_min,branch,1,cam28_1,3418,0.2864248098303101,0.5577630444333044
A,pair_cam28_2_camdeep_cam_cosine_min,branch,2,cam28_2,3418,0.2393212404915155,0.5718939251457589
A,pair_cam28_2_camdeep_cam_cosine_min,branch,3,camdeep,3418,0.21181977764774723,0.5649202032755417
A,pair_cam28_2_camdeep_probability_l1,all,-1,all,13672,0.24049151550614395,0.5854706637387109
A,pair_cam28_2_camdeep_probability_l1,fold,0,all,2748,0.23071324599708878,0.574150398873068
A,pair_cam28_2_camdeep_probability_l1,fold,1,all,2744,0.20298833819241982,0.5409224083227231
A,pair_cam28_2_camdeep_probability_l1,fold,2,all,2692,0.23068350668647847,0.6407614235695607
A,pair_cam28_2_camdeep_probability_l1,fold,3,all,2724,0.19823788546255505,0.6303893637226969
A,pair_cam28_2_camdeep_probability_l1,fold,4,all,2764,0.3386396526772793,0.5634783706446727
A,pair_cam28_2_camdeep_probability_l1,branch,0,cam56,3418,0.22440023405500292,0.593403783079569
A,pair_cam28_2_camdeep_probability_l1,branch,1,cam28_1,3418,0.2864248098303101,0.5916834500316402
A,pair_cam28_2_camdeep_probability_l1,branch,2,cam28_2,3418,0.2393212404915155,0.5864886214030468
A,pair_cam28_2_camdeep_probability_l1,branch,3,camdeep,3418,0.21181977764774723,0.5701189875598321
B,entropy_mean,all,-1,all,13672,0.24049151550614395,0.47488931127431677
B,entropy_mean,fold,0,all,2748,0.23071324599708878,0.5033522946020074
B,entropy_mean,fold,1,all,2744,0.20298833819241982,0.41679985946005405
B,entropy_mean,fold,2,all,2692,0.23068350668647847,0.5208892683332672
B,entropy_mean,fold,3,all,2724,0.19823788546255505,0.46884496676163345
B,entropy_mean,fold,4,all,2764,0.3386396526772793,0.44740731779161763
B,entropy_mean,branch,0,cam56,3418,0.22440023405500292,0.5943384627187989
B,entropy_mean,branch,1,cam28_1,3418,0.2864248098303101,0.5122243204045932
B,entropy_mean,branch,2,cam28_2,3418,0.2393212404915155,0.4060151401166071
B,entropy_mean,branch,3,camdeep,3418,0.21181977764774723,0.4165710480010828
B,entropy_std,all,-1,all,13672,0.24049151550614395,0.5313084314161034
B,entropy_std,fold,0,all,2748,0.23071324599708878,0.49715095995153236
B,entropy_std,fold,1,all,2744,0.20298833819241982,0.5570159560451469
B,entropy_std,fold,2,all,2692,0.23068350668647847,0.5300472517108044
B,entropy_std,fold,3,all,2724,0.19823788546255505,0.5600957298873965
B,entropy_std,fold,4,all,2764,0.3386396526772793,0.5291933176232957
B,entropy_std,branch,0,cam56,3418,0.22440023405500292,0.4492963959874432
B,entropy_std,branch,1,cam28_1,3418,0.2864248098303101,0.4981011658941922
B,entropy_std,branch,2,cam28_2,3418,0.2393212404915155,0.5870465017867218
B,entropy_std,branch,3,camdeep,3418,0.21181977764774723,0.608120613846198
B,entropy_p90,all,-1,all,13672,0.24049151550614395,0.46992773717941505
B,entropy_p90,fold,0,all,2748,0.23071324599708878,0.48652031372642646
B,entropy_p90,fold,1,all,2744,0.20298833819241982,0.4069698618981594
B,entropy_p90,fold,2,all,2692,0.23068350668647847,0.5272605126697878
B,entropy_p90,fold,3,all,2724,0.19823788546255505,0.4921173348256681
B,entropy_p90,fold,4,all,2764,0.3386396526772793,0.43689012558678864
B,entropy_p90,branch,0,cam56,3418,0.22440023405500292,0.5787447309002974
B,entropy_p90,branch,1,cam28_1,3418,0.2864248098303101,0.4957378838344053
B,entropy_p90,branch,2,cam28_2,3418,0.2393212404915155,0.42445622531502725
B,entropy_p90,branch,3,camdeep,3418,0.21181977764774723,0.4491908558819066
B,top1_mean,all,-1,all,13672,0.24049151550614395,0.5127668690180289
B,top1_mean,fold,0,all,2748,0.23071324599708878,0.4849792132366767
B,top1_mean,fold,1,all,2744,0.20298833819241982,0.57552995955372
B,top1_mean,fold,2,all,2692,0.23068350668647847,0.4596525440268224
B,top1_mean,fold,3,all,2724,0.19823788546255505,0.5193198005698005
B,top1_mean,fold,4,all,2764,0.3386396526772793,0.546549460902579
B,top1_mean,branch,0,cam56,3418,0.22440023405500292,0.39918222293916783
B,top1_mean,branch,1,cam28_1,3418,0.2864248098303101,0.4646125419374725
B,top1_mean,branch,2,cam28_2,3418,0.2393212404915155,0.5682245627233402
B,top1_mean,branch,3,camdeep,3418,0.21181977764774723,0.5606796564495687
B,top1_std,all,-1,all,13672,0.24049151550614395,0.522721942141944
B,top1_std,fold,0,all,2748,0.23071324599708878,0.4962731556783826
B,top1_std,fold,1,all,2744,0.20298833819241982,0.5038898862956314
B,top1_std,fold,2,all,2692,0.23068350668647847,0.570435917831631
B,top1_std,fold,3,all,2724,0.19823788546255505,0.5622757258173925
B,top1_std,fold,4,all,2764,0.3386396526772793,0.49748160148871307
B,top1_std,branch,0,cam56,3418,0.22440023405500292,0.5004546757834613
B,top1_std,branch,1,cam28_1,3418,0.2864248098303101,0.526214087472846
B,top1_std,branch,2,cam28_2,3418,0.2393212404915155,0.527629772428061
B,top1_std,branch,3,camdeep,3418,0.21181977764774723,0.5782542646437552
B,margin_mean,all,-1,all,13672,0.24049151550614395,0.48592876311206834
B,margin_mean,fold,0,all,2748,0.23071324599708878,0.45563078052580214
B,margin_mean,fold,1,all,2744,0.20298833819241982,0.552440198693274
B,margin_mean,fold,2,all,2692,0.23068350668647847,0.42723726392611405
B,margin_mean,fold,3,all,2724,0.19823788546255505,0.5037265974765974
B,margin_mean,fold,4,all,2764,0.3386396526772793,0.5270296807495932
B,margin_mean,branch,0,cam56,3418,0.22440023405500292,0.39472103956244897
B,margin_mean,branch,1,cam28_1,3418,0.2864248098303101,0.4236674133850633
B,margin_mean,branch,2,cam28_2,3418,0.2393212404915155,0.5101130806845966
B,margin_mean,branch,3,camdeep,3418,0.21181977764774723,0.520722077298847
B,margin_std,all,-1,all,13672,0.24049151550614395,0.5537932503777101
B,margin_std,fold,0,all,2748,0.23071324599708878,0.5083094825244949
B,margin_std,fold,1,all,2744,0.20298833819241982,0.5644222141772954
B,margin_std,fold,2,all,2692,0.23068350668647847,0.5844322058081427
B,margin_std,fold,3,all,2724,0.19823788546255505,0.5781898656898656
B,margin_std,fold,4,all,2764,0.3386396526772793,0.5427213081411659
B,margin_std,branch,0,cam56,3418,0.22440023405500292,0.4845693022780019
B,margin_std,branch,1,cam28_1,3418,0.2864248098303101,0.5672683131325695
B,margin_std,branch,2,cam28_2,3418,0.2393212404915155,0.5743095260485236
B,margin_std,branch,3,camdeep,3418,0.21181977764774723,0.585532049941142
B,margin_p10,all,-1,all,13672,0.24049151550614395,0.4610084524338398
B,margin_p10,fold,0,all,2748,0.23071324599708878,0.4526440822636532
B,margin_p10,fold,1,all,2744,0.20298833819241982,0.5336951087665895
B,margin_p10,fold,2,all,2692,0.23068350668647847,0.3754998674277326
B,margin_p10,fold,3,all,2724,0.19823788546255505,0.46077830348663684
B,margin_p10,fold,4,all,2764,0.3386396526772793,0.5208415156445791
B,margin_p10,branch,0,cam56,3418,0.22440023405500292,0.3949472708879137
B,margin_p10,branch,1,cam28_1,3418,0.2864248098303101,0.3800323396492392
B,margin_p10,branch,2,cam28_2,3418,0.2393212404915155,0.4650752303930788
B,margin_p10,branch,3,camdeep,3418,0.21181977764774723,0.47831865984159605
B,margin_p50,all,-1,all,13672,0.24049151550614395,0.4824276375970518
B,margin_p50,fold,0,all,2748,0.23071324599708878,0.4544179706269455
B,margin_p50,fold,1,all,2744,0.20298833819241982,0.5473045801081796
B,margin_p50,fold,2,all,2692,0.23068350668647847,0.4208761277390169
B,margin_p50,fold,3,all,2724,0.19823788546255505,0.4993911952245285
B,margin_p50,fold,4,all,2764,0.3386396526772793,0.5267029727505658
B,margin_p50,branch,0,cam56,3418,0.22440023405500292,0.39559153835825894
B,margin_p50,branch,1,cam28_1,3418,0.2864248098303101,0.42526848148971785
B,margin_p50,branch,2,cam28_2,3418,0.2393212404915155,0.4967345307504232
B,margin_p50,branch,3,camdeep,3418,0.21181977764774723,0.4918747205781623
B,cam_class0_mean,all,-1,all,13672,0.24049151550614395,0.399232943415661
B,cam_class0_mean,fold,0,all,2748,0.23071324599708878,0.3300238159901393
B,cam_class0_mean,fold,1,all,2744,0.20298833819241982,0.5228451294124987
B,cam_class0_mean,fold,2,all,2692,0.23068350668647847,0.33275017086660275
B,cam_class0_mean,fold,3,all,2724,0.19823788546255505,0.32936762311762313
B,cam_class0_mean,fold,4,all,2764,0.3386396526772793,0.47363483981372384
B,cam_class0_mean,branch,0,cam56,3418,0.22440023405500292,0.3850653882301678
B,cam_class0_mean,branch,1,cam28_1,3418,0.2864248098303101,0.4034471754319177
B,cam_class0_mean,branch,2,cam28_2,3418,0.2393212404915155,0.3590626763212338
B,cam_class0_mean,branch,3,camdeep,3418,0.21181977764774723,0.37804262182792125
B,cam_class0_std,all,-1,all,13672,0.24049151550614395,0.4999572088727182
