replicate,sampling_unit,sampled_slides,delta_mIoU
1451,source_slide,22,-0.7752340832865912
1452,source_slide,22,-0.46280297661180914
1453,source_slide,22,-1.1346239313412942
1454,source_slide,22,-0.8520753852419571
1455,source_slide,22,-0.5100001806413679
1456,source_slide,22,-0.9471188345529513
1457,source_slide,22,-0.8208729707468554
1458,source_slide,22,-0.6909606041595295
1459,source_slide,22,-0.7491008805132315
1460,source_slide,22,-0.6521215331622199
1461,source_slide,22,-0.4305257723663636
1462,source_slide,22,-0.791141367735082
1463,source_slide,22,-0.7603274117600756
1464,source_slide,22,-0.5669071050659391
1465,source_slide,22,-0.7524799132397564
1466,source_slide,22,-0.6823286880965229
1467,source_slide,22,-0.6282545964402697
1468,source_slide,22,-0.5659454546178777
1469,source_slide,22,-0.41170479967178597
1470,source_slide,22,-0.6847518345113768
1471,source_slide,22,-0.7394068326458281
1472,source_slide,22,-0.4311834279861926
1473,source_slide,22,-0.70636526966813
1474,source_slide,22,-0.5869862055532749
1475,source_slide,22,-0.6113493682456617
1476,source_slide,22,-0.7824322484785928
1477,source_slide,22,-0.7185025696233693
1478,source_slide,22,-0.9076015233266621
1479,source_slide,22,-0.6671864463359212
1480,source_slide,22,-0.7252072926590802
1481,source_slide,22,-0.846563323076821
1482,source_slide,22,-0.46779254010044236
1483,source_slide,22,-0.8801359249356322
1484,source_slide,22,-0.39017449668858895
1485,source_slide,22,-0.8389842201133035
1486,source_slide,22,-0.5184280848714362
1487,source_slide,22,-0.7298387412527418
1488,source_slide,22,-0.7468578755614685
1489,source_slide,22,-0.9087676029573721
1490,source_slide,22,-0.8429156152264916
1491,source_slide,22,-0.5142936375316931
1492,source_slide,22,-0.7985520698540305
1493,source_slide,22,-0.7045479591729409
1494,source_slide,22,-0.8351724146149597
1495,source_slide,22,-0.9287392598676392
1496,source_slide,22,-0.664503357022106
1497,source_slide,22,-0.40354773743248584
1498,source_slide,22,-0.936091177402576
1499,source_slide,22,-0.7956826836825637
1500,source_slide,22,-0.7559069939982566
1501,source_slide,22,-0.7759615632572436
1502,source_slide,22,-0.7765915031015314
1503,source_slide,22,-0.6057644334624301
1504,source_slide,22,-0.7819970703547674
1505,source_slide,22,-0.8973481794542049
1506,source_slide,22,-0.6715604676071463
1507,source_slide,22,-0.4752409725475304
1508,source_slide,22,-0.6857446845875526
1509,source_slide,22,-0.7982940179685039
1510,source_slide,22,-0.6638191909851043
1511,source_slide,22,-0.5898436339830893
1512,source_slide,22,-0.7950040309887774
1513,source_slide,22,-0.45940238416249946
1514,source_slide,22,-0.7701570669378044
1515,source_slide,22,-0.8797632931164756
1516,source_slide,22,-0.6897492994157428
1517,source_slide,22,-0.8536614226410166
1518,source_slide,22,-0.7552003770671445
1519,source_slide,22,-0.534328077830104
1520,source_slide,22,-0.7248070507683946
1521,source_slide,22,-0.733885629585862
1522,source_slide,22,-0.780483986199032
1523,source_slide,22,-0.6300494939325385
1524,source_slide,22,-0.6660913173510474
1525,source_slide,22,-0.633739218890339
1526,source_slide,22,-0.7013215558797969
1527,source_slide,22,-0.5803068820104951
1528,source_slide,22,-0.3616071050701608
1529,source_slide,22,-0.9092348085978696
1530,source_slide,22,-0.7991283581491038
1531,source_slide,22,-0.820940960128469
1532,source_slide,22,-0.5104396907619768
1533,source_slide,22,-0.7233712509836177
1534,source_slide,22,-0.5183942651994622
1535,source_slide,22,-0.751620344552717
1536,source_slide,22,-0.7346893323072479
1537,source_slide,22,-0.8799354687670569
1538,source_slide,22,-0.5749016614622793
1539,source_slide,22,-0.823331125623028
1540,source_slide,22,-0.5176044872553298
1541,source_slide,22,-0.5854221517282432
1542,source_slide,22,-0.2957084348949923
1543,source_slide,22,-0.8129042186989732
1544,source_slide,22,-0.6706603184213678
1545,source_slide,22,-0.7568020557223609
1546,source_slide,22,-0.5932265433914008
1547,source_slide,22,-0.36750048935607627
1548,source_slide,22,-0.9677953318399268
1549,source_slide,22,-0.8113023077316317
1550,source_slide,22,-0.5906597047495188
1551,source_slide,22,-0.7057416685751883
1552,source_slide,22,-0.5799445564458106
1553,source_slide,22,-0.4990381757762119
1554,source_slide,22,-0.5635049313186702
1555,source_slide,22,-0.7015906658294213
1556,source_slide,22,-0.8163531439287275
1557,source_slide,22,-0.8914193820524496
1558,source_slide,22,-0.6876820804978756
1559,source_slide,22,-0.9061709056081835
1560,source_slide,22,-0.7805818771162265
1561,source_slide,22,-0.8063955029162351
1562,source_slide,22,-0.6720487839409373
1563,source_slide,22,-0.994103918201783
1564,source_slide,22,-0.6134809181391532
1565,source_slide,22,-0.6425685700929717
1566,source_slide,22,-0.7845605827157653
1567,source_slide,22,-0.590688506794268
1568,source_slide,22,-0.7520655457068925
1569,source_slide,22,-0.6071431883438838
1570,source_slide,22,-0.8231532525932561
1571,source_slide,22,-0.7332291530426138
1572,source_slide,22,-0.5122830085529162
1573,source_slide,22,-0.8576138181967563
1574,source_slide,22,-0.8059969160940872
1575,source_slide,22,-0.5821875382172936
1576,source_slide,22,-0.7872418489185407
1577,source_slide,22,-0.5966601316984232
1578,source_slide,22,-0.7259965160777981
1579,source_slide,22,-0.7721690686477545
1580,source_slide,22,-1.0282260268769994
1581,source_slide,22,-0.4824127262913147
1582,source_slide,22,-0.5301500143083171
1583,source_slide,22,-0.8481357278527502
1584,source_slide,22,-0.7394004151026867
1585,source_slide,22,-0.8633986291328388
1586,source_slide,22,-0.627719661624826
1587,source_slide,22,-0.659236818081399
1588,source_slide,22,-0.5742033870844931
1589,source_slide,22,-0.697272701440943
1590,source_slide,22,-0.6500901068203335
1591,source_slide,22,-1.0506275912225527
1592,source_slide,22,-0.4847246403520078
1593,source_slide,22,-0.7069390448332658
1594,source_slide,22,-0.9768974968932476
1595,source_slide,22,-0.5922619632297899
1596,source_slide,22,-0.5742425070868418
1597,source_slide,22,-0.8402765152904168
1598,source_slide,22,-0.6953417181161603
1599,source_slide,22,-0.6889669854508673
1600,source_slide,22,-0.8792547086705182
1601,source_slide,22,-0.662024687010665
1602,source_slide,22,-0.8102304081602729
1603,source_slide,22,-0.7728908388408784
1604,source_slide,22,-0.4825486141744828
1605,source_slide,22,-0.7375132608115731
1606,source_slide,22,-0.5230902217461697
1607,source_slide,22,-1.0121797880474848
1608,source_slide,22,-0.883907345230639
1609,source_slide,22,-0.8873454625486832
1610,source_slide,22,-0.5279016553813465
1611,source_slide,22,-0.7723674184528573
1612,source_slide,22,-0.7067425595467358
1613,source_slide,22,-0.7825578412732237
1614,source_slide,22,-0.6901901191392779
1615,source_slide,22,-0.5407884804271679
1616,source_slide,22,-0.6753886140695942
1617,source_slide,22,-0.593042920042619
1618,source_slide,22,-0.5539060663488415
1619,source_slide,22,-0.5449274046113839
1620,source_slide,22,-0.6806651367290195
1621,source_slide,22,-0.7505906396327644
1622,source_slide,22,-0.7898221331058219
1623,source_slide,22,-0.6958365951639678
1624,source_slide,22,-0.8344321404398891
1625,source_slide,22,-0.904481427789039
1626,source_slide,22,-0.6989302529306629
1627,source_slide,22,-0.7475213203783193
1628,source_slide,22,-0.7246377000762694
1629,source_slide,22,-0.7913796462112321
1630,source_slide,22,-0.9045574639204079
1631,source_slide,22,-0.790516132110719
1632,source_slide,22,-0.6573811168287924
1633,source_slide,22,-0.8484744968468516
1634,source_slide,22,-0.5089541908849804
1635,source_slide,22,-0.8631324767707338
1636,source_slide,22,-0.713426962003938
1637,source_slide,22,-0.7427389251917327
1638,source_slide,22,-0.7860018167866523
1639,source_slide,22,-0.7206078166532515
1640,source_slide,22,-0.8845352293160746
1641,source_slide,22,-0.60351943610224
1642,source_slide,22,-0.8198702389777934
1643,source_slide,22,-0.8561442228406047
1644,source_slide,22,-0.8468737051594233
1645,source_slide,22,-0.7221203427125844
1646,source_slide,22,-0.6938620411748531
1647,source_slide,22,-0.6153013166366184
1648,source_slide,22,-0.828624940208178
1649,source_slide,22,-0.6265670110516597
1650,source_slide,22,-0.5663010972042248
1651,source_slide,22,-0.6372054009492034
1652,source_slide,22,-0.5934852802047308
1653,source_slide,22,-0.5877623506061358
1654,source_slide,22,-0.7801646192777567
1655,source_slide,22,-0.7696940848114564
1656,source_slide,22,-0.542095261037634
1657,source_slide,22,-0.887389611187972
1658,source_slide,22,-0.7676332111191675
1659,source_slide,22,-0.4122417401691614
1660,source_slide,22,-0.9500588728280968
1661,source_slide,22,-0.7626733473056979
1662,source_slide,22,-0.8620864448115717
1663,source_slide,22,-0.9443872673135956
1664,source_slide,22,-0.5591410669373964
1665,source_slide,22,-0.7176954447310147
1666,source_slide,22,-0.8340469418239738
1667,source_slide,22,-0.7235582678939423
1668,source_slide,22,-0.6130623891711262
1669,source_slide,22,-0.957531953752111
1670,source_slide,22,-0.779751496966874
1671,source_slide,22,-1.094345606074365
1672,source_slide,22,-0.670250249400095
1673,source_slide,22,-0.8503060037905574
1674,source_slide,22,-0.6871612632478263
1675,source_slide,22,-0.4874102619949805
1676,source_slide,22,-0.8890164941053325
1677,source_slide,22,-0.5309149441411143
1678,source_slide,22,-0.6224819402438464
1679,source_slide,22,-0.6015241159034623
1680,source_slide,22,-0.7281865116946507
1681,source_slide,22,-0.8204115300209258
1682,source_slide,22,-0.595707320678518
1683,source_slide,22,-0.8422575369711915
1684,source_slide,22,-0.7430190404980275
1685,source_slide,22,-0.5573847786145558
1686,source_slide,22,-0.497030656743469
1687,source_slide,22,-0.5920420848107177
1688,source_slide,22,-0.6356258098172307
1689,source_slide,22,-0.5774400766343502
1690,source_slide,22,-0.7244550837269381
1691,source_slide,22,-0.7058059754596391
1692,source_slide,22,-0.765743565126209
1693,source_slide,22,-0.6894842310474658
1694,source_slide,22,-0.6921779512420012
1695,source_slide,22,-0.8533904238969714
1696,source_slide,22,-0.6412046095524815
1697,source_slide,22,-0.7677726950589325
1698,source_slide,22,-0.727287843275215
1699,source_slide,22,-0.8889699801173601
1700,source_slide,22,-0.6178978950806768
1701,source_slide,22,-0.8299367111335609
1702,source_slide,22,-0.7141867805310342
1703,source_slide,22,-0.6560778398697953
1704,source_slide,22,-0.6429611300687865
1705,source_slide,22,-0.614780458247588
1706,source_slide,22,-0.9230985047797069
1707,source_slide,22,-0.7263656769334714
1708,source_slide,22,-0.6778485276122237
1709,source_slide,22,-0.798993703755968
1710,source_slide,22,-0.9279588841479613
1711,source_slide,22,-0.7131345429539526
1712,source_slide,22,-0.43824577537112663
1713,source_slide,22,-0.591748245745638
1714,source_slide,22,-0.49845393198739707
1715,source_slide,22,-0.8854486144612372
1716,source_slide,22,-0.5633288949929316
1717,source_slide,22,-0.5676567443351987
1718,source_slide,22,-0.9985337446721254
1719,source_slide,22,-0.6486448761900077
1720,source_slide,22,-0.8879722929571843
1721,source_slide,22,-0.7949499588289832
1722,source_slide,22,-0.6025860913300152
1723,source_slide,22,-0.36564588527876474
1724,source_slide,22,-0.7712321501005204
1725,source_slide,22,-0.6789700220052652
1726,source_slide,22,-0.6557611558325238
1727,source_slide,22,-0.6629131504655938
1728,source_slide,22,-0.7037421711522218
1729,source_slide,22,-0.7678680102993107
1730,source_slide,22,-0.5725458183513332
1731,source_slide,22,-0.7142054243364448
1732,source_slide,22,-0.6598786117757438
1733,source_slide,22,-1.182302103152988
1734,source_slide,22,-0.50514202865799
1735,source_slide,22,-0.43591191663350237
1736,source_slide,22,-0.9109192975569225
1737,source_slide,22,-0.8769382281777816
1738,source_slide,22,-0.5586023598801448
1739,source_slide,22,-0.8275791550037548
1740,source_slide,22,-0.8028047043442843
1741,source_slide,22,-0.8662100715118637
1742,source_slide,22,-0.8293417863622365
1743,source_slide,22,-0.6237579992098174
1744,source_slide,22,-0.9142335722726269
1745,source_slide,22,-0.5843053183654412
1746,source_slide,22,-0.7579032460647395
1747,source_slide,22,-1.0119130011229105
1748,source_slide,22,-0.5697388893026956
1749,source_slide,22,-0.807137062598684
1750,source_slide,22,-0.6834266504937458
1751,source_slide,22,-0.6560708395972115
1752,source_slide,22,-0.7849359206837936
1753,source_slide,22,-0.318948707296407
1754,source_slide,22,-0.6255769723805038
1755,source_slide,22,-0.7664248428750464
1756,source_slide,22,-0.7877400085658071
1757,source_slide,22,-0.675373592540518
1758,source_slide,22,-0.8972205686784473
1759,source_slide,22,-0.5469882063025011
1760,source_slide,22,-0.9410097152962926
1761,source_slide,22,-0.6618042483794939
1762,source_slide,22,-0.4701781985284148
1763,source_slide,22,-0.6092667736517177
1764,source_slide,22,-0.689420900764881
1765,source_slide,22,-0.7595723516706898
1766,source_slide,22,-0.567952941482186
1767,source_slide,22,-0.789465885046714
1768,source_slide,22,-0.7764557691308127
1769,source_slide,22,-0.6416177239743082
1770,source_slide,22,-0.7058310464334028
1771,source_slide,22,-0.6418746382228169
1772,source_slide,22,-0.7017863146133729
1773,source_slide,22,-0.4831408903820944
1774,source_slide,22,-0.5820490076066887
1775,source_slide,22,-0.8837490464763231
1776,source_slide,22,-0.6470410643325875
1777,source_slide,22,-0.5729953906094987
1778,source_slide,22,-0.5655501567771837
1779,source_slide,22,-0.9923697742413529
1780,source_slide,22,-0.5570399889553657
1781,source_slide,22,-0.7199366642175353
1782,source_slide,22,-0.8039257606942796
1783,source_slide,22,-0.8064860549503949
1784,source_slide,22,-0.6773177077993631
1785,source_slide,22,-0.8011354415454308
1786,source_slide,22,-0.44380842718243496
1787,source_slide,22,-0.6359845499080086
1788,source_slide,22,-0.5584837156602074
1789,source_slide,22,-0.7110347080669266
1790,source_slide,22,-0.6937008243868115
1791,source_slide,22,-0.7942836680728704
1792,source_slide,22,-0.44913508796540214
1793,source_slide,22,-0.8241436883594355
1794,source_slide,22,-0.8087594859578107
1795,source_slide,22,-0.7145642836759447
1796,source_slide,22,-0.792406810444557
1797,source_slide,22,-0.5709261800702525
1798,source_slide,22,-0.6620386400112754
1799,source_slide,22,-0.7513380602442221
1800,source_slide,22,-0.5665380527717145
1801,source_slide,22,-0.5468320533342674
1802,source_slide,22,-0.4534483290274838
1803,source_slide,22,-0.6123580914381921
1804,source_slide,22,-0.6431972439143507
1805,source_slide,22,-0.7152127861997815
1806,source_slide,22,-0.7272049646644518
1807,source_slide,22,-0.7749266407046429
1808,source_slide,22,-0.7883488832331698
1809,source_slide,22,-0.8865096379684134
1810,source_slide,22,-0.7272606590152386
1811,source_slide,22,-0.6941296776571404
1812,source_slide,22,-0.5867852337375856
1813,source_slide,22,-0.9424610743315576
1814,source_slide,22,-0.6301900739407729
1815,source_slide,22,-0.7408181962645366
1816,source_slide,22,-0.4415398853639507
1817,source_slide,22,-0.5515876166567124
1818,source_slide,22,-0.8562132817736878
1819,source_slide,22,-0.78647010951024
1820,source_slide,22,-0.8130779481917205
1821,source_slide,22,-0.9024199159543222
1822,source_slide,22,-0.8286183455893825
1823,source_slide,22,-0.7943344800932173
1824,source_slide,22,-0.9263979308302805
1825,source_slide,22,-0.5935865827743858
1826,source_slide,22,-0.7316448337307602
1827,source_slide,22,-0.7473066510265802
1828,source_slide,22,-0.6271158620532402
1829,source_slide,22,-0.7213132160986624
1830,source_slide,22,-0.5104599621900685
1831,source_slide,22,-0.7444525779565336
1832,source_slide,22,-0.8202467358803589
1833,source_slide,22,-0.42128852395597605
1834,source_slide,22,-0.8838719953082608
1835,source_slide,22,-0.5247244313086652
1836,source_slide,22,-0.4762930407267829
1837,source_slide,22,-0.7376498025633005
1838,source_slide,22,-0.7441565544600959
1839,source_slide,22,-0.8303586376721461
1840,source_slide,22,-0.6387571404932735
1841,source_slide,22,-0.8727135667138342
1842,source_slide,22,-0.4617949683292877
1843,source_slide,22,-0.9331336176715221
1844,source_slide,22,-0.8013740457753049
1845,source_slide,22,-0.5210801824776956
1846,source_slide,22,-0.9087790322309885
1847,source_slide,22,-0.9504572157128188
1848,source_slide,22,-0.6478723766573213
1849,source_slide,22,-0.9335857708333228
1850,source_slide,22,-0.6644668469003023
1851,source_slide,22,-0.7061761424766666
1852,source_slide,22,-0.5425631320094104
1853,source_slide,22,-0.566059343299885
1854,source_slide,22,-0.8621536502565808
1855,source_slide,22,-0.5586943099093133
1856,source_slide,22,-0.8845182689840247
1857,source_slide,22,-0.7941215473494134
1858,source_slide,22,-0.5833616461291102
1859,source_slide,22,-0.7465511960801696
1860,source_slide,22,-0.5878090113390133
1861,source_slide,22,-0.8187809208762609
1862,source_slide,22,-0.7467617099494284
1863,source_slide,22,-0.7476725914366877
1864,source_slide,22,-0.804345213153701
1865,source_slide,22,-0.658051803363624
1866,source_slide,22,-1.0221006630670937
1867,source_slide,22,-0.5119881199925125
1868,source_slide,22,-0.7842497170419849
1869,source_slide,22,-0.907966951779926
1870,source_slide,22,-0.5791250430729811
1871,source_slide,22,-0.8935587266134082
1872,source_slide,22,-0.6941912488683699
1873,source_slide,22,-0.7407799305401142
1874,source_slide,22,-0.8522864031831112
1875,source_slide,22,-0.3738750522092049
1876,source_slide,22,-0.46978541482164404
1877,source_slide,22,-0.5222882023154574
1878,source_slide,22,-0.580078523233174
1879,source_slide,22,-0.5907007193029834
1880,source_slide,22,-1.058886604534648
1881,source_slide,22,-0.5908713855564351
1882,source_slide,22,-0.6820940509583151
1883,source_slide,22,-0.7357895129612047
1884,source_slide,22,-0.8088665807394424
1885,source_slide,22,-0.7743709195059845
1886,source_slide,22,-0.6941584872565576
1887,source_slide,22,-0.7391025446324084
1888,source_slide,22,-1.0331511087578904
1889,source_slide,22,-0.5994987885341141
1890,source_slide,22,-0.8044943185171238
1891,source_slide,22,-0.8559341854363356
1892,source_slide,22,-0.7984459595434923
1893,source_slide,22,-0.8329776119969656
1894,source_slide,22,-0.7648127210878597
1895,source_slide,22,-0.6895900702206692
1896,source_slide,22,-0.7646020814715437
1897,source_slide,22,-0.8439700764155234
1898,source_slide,22,-0.6210698970951278
1899,source_slide,22,-0.7038230569285542
1900,source_slide,22,-0.8115281394955431
1901,source_slide,22,-0.7407843869795538
1902,source_slide,22,-0.8313122999040523
1903,source_slide,22,-0.5078563057801855
1904,source_slide,22,-1.015994041581214
1905,source_slide,22,-0.8654375305011563
1906,source_slide,22,-0.7289784219812634
1907,source_slide,22,-0.78785453404846
1908,source_slide,22,-0.9004062921350031
1909,source_slide,22,-0.7553823923147518
1910,source_slide,22,-0.7489346274520914
1911,source_slide,22,-0.7940675039350253
1912,source_slide,22,-0.40183798097067625
1913,source_slide,22,-0.7936531643318312
1914,source_slide,22,-0.6705626789470953
1915,source_slide,22,-0.8523894970858925
1916,source_slide,22,-0.7692250032069081
1917,source_slide,22,-0.7110523516973277
1918,source_slide,22,-0.4507696859413879
1919,source_slide,22,-0.7842339689260736
1920,source_slide,22,-1.0475152030483437
1921,source_slide,22,-0.7383254064386668
1922,source_slide,22,-0.6408897765724619
1923,source_slide,22,-0.8619511478315189
1924,source_slide,22,-0.6431563409282748
1925,source_slide,22,-0.5745564184575502
1926,source_slide,22,-0.634622530443274
1927,source_slide,22,-0.7972133492175959
1928,source_slide,22,-0.551664958365683
1929,source_slide,22,-0.5525293075237636
1930,source_slide,22,-1.1734233244376835
1931,source_slide,22,-0.5020558887446125
1932,source_slide,22,-0.6271719041160861
1933,source_slide,22,-0.6445206985244756
1934,source_slide,22,-0.7826544708467775
1935,source_slide,22,-0.714957036060726
1936,source_slide,22,-0.6873443315883021
1937,source_slide,22,-0.6008454347738224
1938,source_slide,22,-0.9777697276835307
1939,source_slide,22,-0.44431333230021686
1940,source_slide,22,-0.6491466360132869
1941,source_slide,22,-0.5899087253858681
1942,source_slide,22,-0.7499894874279156
1943,source_slide,22,-0.9274560543620858
1944,source_slide,22,-0.47480423445022124
1945,source_slide,22,-0.7485090781133463
1946,source_slide,22,-0.44811538491295044
1947,source_slide,22,-0.969798068554617
1948,source_slide,22,-0.8046626379665911
1949,source_slide,22,-0.83710200559306
1950,source_slide,22,-0.6424978715887653
1951,source_slide,22,-0.6858155144266354
1952,source_slide,22,-0.67648894951019
1953,source_slide,22,-0.9081546036174837
1954,source_slide,22,-0.6175131786852139
1955,source_slide,22,-0.719760188721863
1956,source_slide,22,-0.6951069287061129
1957,source_slide,22,-0.6340341627359747
1958,source_slide,22,-0.7492542019426285
1959,source_slide,22,-0.6200835637661051
1960,source_slide,22,-0.6529344960271022
1961,source_slide,22,-0.6475945419624485
1962,source_slide,22,-0.892405658174289
1963,source_slide,22,-0.8383440639799011
1964,source_slide,22,-0.906139981531473
1965,source_slide,22,-0.4752557507203159
1966,source_slide,22,-0.738635714879532
1967,source_slide,22,-0.5209745967182489
1968,source_slide,22,-0.8337429083168035
1969,source_slide,22,-0.6994320586507841
1970,source_slide,22,-0.4200402151145699
1971,source_slide,22,-0.6493822111159675
1972,source_slide,22,-0.6743036037594741
1973,source_slide,22,-0.6404710268861691
1974,source_slide,22,-0.6445187338500191
1975,source_slide,22,-0.7396227493278396
1976,source_slide,22,-0.5763138919634869
1977,source_slide,22,-0.7973678027752062
1978,source_slide,22,-0.4209477626894831
1979,source_slide,22,-0.6722640197961316
1980,source_slide,22,-0.8187722108235707
1981,source_slide,22,-0.5664532292656621
1982,source_slide,22,-0.6453468512681138
1983,source_slide,22,-0.5291335711915091
1984,source_slide,22,-0.50226897145772
1985,source_slide,22,-0.738161137991078
1986,source_slide,22,-0.9129301455554795
1987,source_slide,22,-0.6026880455303418
1988,source_slide,22,-0.6247186362790869
1989,source_slide,22,-0.738107481846928
1990,source_slide,22,-0.5595828037205819
1991,source_slide,22,-0.567190852747379
1992,source_slide,22,-0.6725485548176757
1993,source_slide,22,-0.6589500446485763
1994,source_slide,22,-0.9685072364149727
1995,source_slide,22,-0.8275145445576282
1996,source_slide,22,-0.6309075397818442
1997,source_slide,22,-0.8693669079825384
1998,source_slide,22,-0.7880026111968363
1999,source_slide,22,-0.7125855912901047
