method,mIoU,mDice,delta_mIoU,delta_mDice,class0_iou,class0_dice,class1_iou,class1_dice,class2_iou,class2_dice,class3_iou,class3_dice,override_rate,oracle_override_opportunity,override_precision,harmful_override_rate,mean_positive_override_gain,mean_harmful_override_loss,best_branch_top1_accuracy,best_branch_top2_accuracy,pairwise_ranking_accuracy,relative_utility_mae,predicted_true_spearman
Linear-C,67.06613768255737,80.08411945226024,-0.26177901285491245,-0.18383355439891558,76.0603592480591,86.40259462482904,70.22534378643745,82.50868199102159,57.58328708023511,73.08298760250635,64.39556061549781,78.34221359068397,0.6772966647162083,0.47747220596840256,0.22289416846652269,0.26887068461088354,0.01647012637760443,0.013240502924294545,0.32182562902282036,0.5839672322995904,0.39433391847084065,0.029089541025004252,0.20764753895456187
