method,mIoU,mDice,delta_mIoU,delta_mDice,class0_iou,class0_dice,class1_iou,class1_dice,class2_iou,class2_dice,class3_iou,class3_dice,override_rate,oracle_override_opportunity,override_precision,harmful_override_rate,mean_positive_override_gain,mean_harmful_override_loss,best_branch_top1_accuracy,best_branch_top2_accuracy,pairwise_ranking_accuracy,relative_utility_mae,predicted_true_spearman
Linear-B,67.00550105523983,80.03877027677633,-0.3224156401724465,-0.2291827298828153,75.94146594806614,86.32583062651338,70.27196378519346,82.54085079308186,57.42023746123968,72.95153201046061,64.3883370264601,78.3368676770495,0.6933879461673493,0.47747220596840256,0.2160337552742616,0.2791105909888824,0.016075536717309546,0.012273072727821159,0.31187829139847867,0.5781158572264482,0.39131070801638385,0.027478939056432245,0.21008953169712868
