method,mIoU,mDice,delta_mIoU,delta_mDice,class0_iou,class0_dice,class1_iou,class1_dice,class2_iou,class2_dice,class3_iou,class3_dice,override_rate,oracle_override_opportunity,override_precision,harmful_override_rate,mean_positive_override_gain,mean_harmful_override_loss,best_branch_top1_accuracy,best_branch_top2_accuracy,pairwise_ranking_accuracy,relative_utility_mae,predicted_true_spearman
MLP-A,66.6262493732863,79.7716411753665,-0.7016673221259762,-0.49631183129266176,75.5252165147747,86.05625791484772,69.68761082467068,82.13635690430604,57.24739482684289,72.81188332548513,64.04477532685698,78.0820665568271,0.7056758338209479,0.47747220596840256,0.24958540630182421,0.318314803978935,0.027585759818994058,0.024837799010342946,0.2776477472205968,0.5383265067290813,0.37648722449775696,0.03738039336066508,0.12358105587237632
