method,mIoU,mDice,delta_mIoU,delta_mDice,class0_iou,class0_dice,class1_iou,class1_dice,class2_iou,class2_dice,class3_iou,class3_dice,override_rate,oracle_override_opportunity,override_precision,harmful_override_rate,mean_positive_override_gain,mean_harmful_override_loss,best_branch_top1_accuracy,best_branch_top2_accuracy,pairwise_ranking_accuracy,relative_utility_mae,predicted_true_spearman
MLP-B,66.25492187277075,79.49612582063403,-1.0729948226415265,-0.7718271860251202,75.3909173376416,85.96900966371939,69.67807563591222,82.12973346706782,57.1919707385654,72.76703825246203,62.7587237789638,77.11872189928688,0.751316559391457,0.47747220596840256,0.23792834890965733,0.34610883557636046,0.02675193988743588,0.025996018670907124,0.24897600936220013,0.5181392627267408,0.3788765359859567,0.037463088710133645,0.11740571652201107
