method,mIoU,mDice,delta_mIoU,delta_mDice,class0_iou,class0_dice,class1_iou,class1_dice,class2_iou,class2_dice,class3_iou,class3_dice,choice_official_fusion,choice_cam56,choice_cam28_1,choice_cam28_2,choice_camdeep
safe_image_candidate_oracle,69.4215437009052,81.75155193111765,2.093627005492915,1.4835989244584957,78.64927596749442,88.04880461066611,72.9646705797664,84.36944994049195,60.32958743347906,75.2569608632092,65.74264082288089,79.33099231010331,1786,528,398,356,350
