method,mIoU,mDice,delta_mIoU,delta_mDice,class0_iou,class0_dice,class1_iou,class1_dice,class2_iou,class2_dice,class3_iou,class3_dice,override_rate,oracle_override_opportunity,override_precision,harmful_override_rate,mean_positive_override_gain,mean_harmful_override_loss,best_branch_top1_accuracy,best_branch_top2_accuracy,pairwise_ranking_accuracy,relative_utility_mae,predicted_true_spearman
MLP-C,66.61214907867883,79.76473273965622,-0.7157676167334537,-0.503220267002924,75.36415024559872,85.95160429318159,69.82359501273116,82.23073478982317,57.33926492081935,72.88614822202865,63.92158613556608,77.99044365359153,0.7802808660035109,0.47747220596840256,0.23959505061867267,0.3487419543592744,0.030890160770765826,0.027596913798065267,0.26857811585722646,0.529256875365711,0.3807782328847279,0.04827918415962869,0.08627053879463786
