method,mIoU,mDice,delta_mIoU,delta_mDice,class0_iou,class0_dice,class1_iou,class1_dice,class2_iou,class2_dice,class3_iou,class3_dice,override_rate,oracle_override_opportunity,override_precision,harmful_override_rate,mean_positive_override_gain,mean_harmful_override_loss,best_branch_top1_accuracy,best_branch_top2_accuracy,pairwise_ranking_accuracy,relative_utility_mae,predicted_true_spearman
Linear-A,67.02057380623437,80.04912414222858,-0.3073428891779195,-0.2188288644305758,75.97823723672764,86.34958325502599,70.26842851075918,82.53841199493887,57.42145230758437,72.95251246366232,64.41417716986626,78.35598885528718,0.6863662960795787,0.47747220596840256,0.21611253196930946,0.2755997659449971,0.01622651673844385,0.012038793072753018,0.30836746635459333,0.5754827384435343,0.39033547883752684,0.027422236186373225,0.20984118088284526
