method,mIoU,mDice,delta_mIoU,delta_mDice,class0_iou,class0_dice,class1_iou,class1_dice,class2_iou,class2_dice,class3_iou,class3_dice,grid_candidates,mean_local_q,median_local_q,soft_gain_beyond_safe_hard,mixture_flag
image_fusion_oracle,69.95783225908366,82.12571777188951,2.62991556367137,1.857764765230363,79.1918769899674,88.38779784019025,73.4381456227458,84.68511394544643,60.78894342276703,75.61333774416677,66.41236300085441,79.81662155775462,286,0.6180830597877502,0.5426479578018188,0.5362885581784549,SOFT_MIXTURE_FAVORED
