probe,fold,feature,coefficient
Linear-C,4,fdeep_feature_std,-0.008785758167505264
Linear-C,4,fdeep_feature_rms,0.015200899913907051
Linear-C,4,h56_pca_00,0.0035747503861784935
Linear-C,4,h56_pca_01,0.004756212700158358
Linear-C,4,h56_pca_02,0.0026894467882812023
Linear-C,4,h56_pca_03,-8.944502951635513e-06
Linear-C,4,h56_pca_04,-0.0021313922479748726
Linear-C,4,h56_pca_05,-0.0011011685710400343
Linear-C,4,h56_pca_06,0.0007067008409649134
Linear-C,4,h56_pca_07,-0.0022806779015809298
Linear-C,4,h56_pca_08,0.0002413829497527331
Linear-C,4,h56_pca_09,-0.00030794835765846074
Linear-C,4,h56_pca_10,0.0025662933476269245
Linear-C,4,h56_pca_11,0.0018954912666231394
Linear-C,4,h56_pca_12,-0.001994305057451129
Linear-C,4,h56_pca_13,0.00029612492653541267
Linear-C,4,h56_pca_14,0.00032469938741996884
Linear-C,4,h56_pca_15,0.00017559273692313582
Linear-C,4,h28_1_pca_00,-0.014198399148881435
Linear-C,4,h28_1_pca_01,-0.01069226861000061
Linear-C,4,h28_1_pca_02,-0.004628011956810951
Linear-C,4,h28_1_pca_03,0.00028280954575166106
Linear-C,4,h28_1_pca_04,-0.0027031090576201677
Linear-C,4,h28_1_pca_05,-0.00233991420827806
Linear-C,4,h28_1_pca_06,-0.0013113714521750808
Linear-C,4,h28_1_pca_07,0.003463374450802803
Linear-C,4,h28_1_pca_08,-0.003753438126295805
Linear-C,4,h28_1_pca_09,-0.0028836282435804605
Linear-C,4,h28_1_pca_10,0.0019215104402974248
Linear-C,4,h28_1_pca_11,-0.001307929283939302
Linear-C,4,h28_1_pca_12,-0.0021360365208238363
Linear-C,4,h28_1_pca_13,0.0010774903930723667
Linear-C,4,h28_1_pca_14,0.000936229364015162
Linear-C,4,h28_1_pca_15,-0.0005798899219371378
Linear-C,4,h28_2_pca_00,0.01947978511452675
Linear-C,4,h28_2_pca_01,0.0019764339085668325
Linear-C,4,h28_2_pca_02,-0.002646148670464754
Linear-C,4,h28_2_pca_03,0.0016564484685659409
Linear-C,4,h28_2_pca_04,-0.004630119539797306
Linear-C,4,h28_2_pca_05,-0.0011185456532984972
Linear-C,4,h28_2_pca_06,-0.002181857358664274
Linear-C,4,h28_2_pca_07,0.0055195423774421215
Linear-C,4,h28_2_pca_08,0.000529449200257659
Linear-C,4,h28_2_pca_09,0.007264032959938049
Linear-C,4,h28_2_pca_10,-0.0017776370514184237
Linear-C,4,h28_2_pca_11,0.0015015926910564303
Linear-C,4,h28_2_pca_12,0.0003452748351264745
Linear-C,4,h28_2_pca_13,0.0023734515998512506
Linear-C,4,h28_2_pca_14,0.000621508457697928
Linear-C,4,h28_2_pca_15,0.0015565879875794053
Linear-C,4,fdeep_pca_00,0.016550419852137566
Linear-C,4,fdeep_pca_01,0.010028921999037266
Linear-C,4,fdeep_pca_02,-0.002390469890087843
Linear-C,4,fdeep_pca_03,-0.006507150828838348
Linear-C,4,fdeep_pca_04,-0.01045189518481493
Linear-C,4,fdeep_pca_05,-0.006340368185192347
Linear-C,4,fdeep_pca_06,-0.0020634832326322794
Linear-C,4,fdeep_pca_07,-0.0034560870844870806
Linear-C,4,fdeep_pca_08,-0.0021101778838783503
Linear-C,4,fdeep_pca_09,0.0025455006398260593
Linear-C,4,fdeep_pca_10,-0.0028369950596243143
Linear-C,4,fdeep_pca_11,-0.00010339955770177767
Linear-C,4,fdeep_pca_12,-0.0033289091661572456
Linear-C,4,fdeep_pca_13,-0.0018372749909758568
Linear-C,4,fdeep_pca_14,-0.004048169124871492
Linear-C,4,fdeep_pca_15,-0.004831078462302685
