image_id,class1,class2,distance,contact_pixels,noncontact_boundary_pixels,gcqm_contact_accuracy,gcqm_noncontact_boundary_accuracy,gcqm_1_to_2,gcqm_2_to_1,gcqm_other_intrusion,gcqm_background_intrusion,sshr_contact_accuracy,sshr_noncontact_boundary_accuracy,sshr_1_to_2,sshr_2_to_1,sshr_other_intrusion,sshr_background_intrusion,pixel_contact_accuracy,pixel_noncontact_boundary_accuracy,pixel_1_to_2,pixel_2_to_1,pixel_other_intrusion,pixel_background_intrusion,gcqm_0_to_1,gcqm_1_to_0,sshr_0_to_1,sshr_1_to_0,pixel_0_to_1,pixel_1_to_0,gcqm_0_to_2,gcqm_2_to_0,sshr_0_to_2,sshr_2_to_0,pixel_0_to_2,pixel_2_to_0,gcqm_1_to_3,gcqm_3_to_1,sshr_1_to_3,sshr_3_to_1,pixel_1_to_3,pixel_3_to_1,gcqm_0_to_3,gcqm_3_to_0,sshr_0_to_3,sshr_3_to_0,pixel_0_to_3,pixel_3_to_0,gcqm_2_to_3,gcqm_3_to_2,sshr_2_to_3,sshr_3_to_2,pixel_2_to_3,pixel_3_to_2
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+452,1,2,1,571,1674,0.500875656742557,0.6935483870967742,46,239,0,0,0.51138353765324,0.910394265232975,33,246,0,0,0.500875656742557,0.6397849462365591,51,234,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+452,1,2,3,1708,4757,0.5046838407494145,0.702123186882489,138,708,0,0,0.5357142857142857,0.9209585873449653,83,710,0,0,0.5070257611241218,0.6567164179104478,147,695,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+452,1,2,5,2869,7481,0.512373649355176,0.7126052666755781,231,1168,0,0,0.5597769257581039,0.9330303435369603,102,1161,0,0,0.514813523875915,0.6721026600721829,249,1143,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+453,1,2,1,855,1271,0.5052631578947369,0.6459480723839497,126,297,0,0,0.4982456140350877,0.6058221872541306,70,359,0,0,0.5134502923976608,0.6097560975609756,144,272,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+453,1,2,3,2497,3462,0.5178213856627953,0.6837088388214905,359,845,0,0,0.4929915899078895,0.6282495667244368,208,1058,0,0,0.5202242691229475,0.6507798960138648,413,785,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+453,1,2,5,4057,5253,0.5235395612521567,0.7087378640776699,558,1375,0,0,0.4808972146906581,0.641728536074624,341,1765,0,0,0.5218141483855065,0.6794212830763373,656,1284,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+454,1,2,1,205,1242,0.5024390243902439,0.9082125603864735,0,102,0,0,0.5024390243902439,0.9082125603864735,0,102,0,0,0.5024390243902439,0.9082125603864735,0,102,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+454,1,2,3,607,3601,0.5107084019769358,0.9089141905026381,0,297,0,0,0.5107084019769358,0.9089141905026381,0,297,0,0,0.5107084019769358,0.9089141905026381,0,297,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+454,1,2,5,1006,5822,0.5178926441351889,0.9111989007214015,0,485,0,0,0.5178926441351889,0.9111989007214015,0,485,0,0,0.5178926441351889,0.9111989007214015,0,485,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+459,1,2,1,879,962,0.5062571103526735,0.6673596673596673,360,74,0,0,0.5017064846416383,0.7027027027027027,413,25,0,0,0.5073947667804323,0.66008316008316,337,96,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
