image_id,class,gt_area,gcqm_tp,gcqm_fp,gcqm_fn,gcqm_tn,gcqm_precision,gcqm_recall,gcqm_iou,gcqm_dice,gcqm_fp_rate,gcqm_fn_rate,sshr_tp,sshr_fp,sshr_fn,sshr_tn,sshr_precision,sshr_recall,sshr_iou,sshr_dice,sshr_fp_rate,sshr_fn_rate,delta_fp,delta_fn,normalized_delta_fp,normalized_delta_fn,delta_iou
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+109,1,12869,8752,10894,4117,24023,0.4454850860226,0.680083922604709,0.36830366536211756,0.5383361525449792,0.3119970215081479,0.319916077395291,8531,7853,4338,27064,0.52069091796875,0.6629108710855545,0.41168806099797317,0.5832564181451475,0.22490477417876678,0.3370891289144456,3041,-221,0.2363042971480019,-0.01717305151914121,-0.04338439563585561
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+11,1,29625,28826,1916,799,17764,0.9376748422353783,0.9730295358649789,0.9139215624108303,0.9550250964931171,0.09735772357723577,0.026970464135021098,29415,3560,210,16120,0.8920394238059136,0.9929113924050633,0.8863944553262016,0.939776357827476,0.18089430894308944,0.007088607594936709,-1644,589,-0.055493670886057216,0.019881856540077677,0.027527107084628688
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+11,2,19680,17764,799,1916,28826,0.9569573883531757,0.9026422764227642,0.8674251672444944,0.9290066155897811,0.026970464135021098,0.09735772357723577,16120,210,3560,29415,0.9871402327005512,0.8191056910569106,0.8104575163398693,0.8953068592057761,0.007088607594936709,0.18089430894308944,589,-1644,0.029928861788602677,-0.08353658536581121,0.05696765090462508
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+110,0,42953,19454,2307,23499,4916,0.8939846514406508,0.45291364980327337,0.4298276623950508,0.6012300275056403,0.31939637269832477,0.5470863501967267,17388,2688,25565,4535,0.8661087866108786,0.40481456475682726,0.38097324773777963,0.5517460216725634,0.3721445382804929,0.5951854352431728,-381,-2066,-0.008870160407885627,-0.04809908504643492,0.048854414657271195
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+110,1,7223,4916,23499,2307,19454,0.17300721449938414,0.6806036273016752,0.16001562398281363,0.2758852909815366,0.5470863501967267,0.31939637269832477,4535,25565,2688,17388,0.15066445182724253,0.6278554617195071,0.1383127973648896,0.24301369128955336,0.5951854352431728,0.3721445382804929,-2066,-381,-0.2860307351512031,-0.052748165582095045,0.021702826617924026
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+111,1,6431,4682,9931,1749,33814,0.32039964415246697,0.7280360752604572,0.2861508373059528,0.44497243869986697,0.22702023088352954,0.27196392473954284,4574,15988,1857,27757,0.222449178095516,0.7112424195303996,0.20402337303180337,0.3389026784721965,0.365481769345068,0.2887575804696004,-6057,-108,-0.9418441921925955,-0.016793655730031422,0.08212746427414944
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+111,2,43745,33814,1749,9931,4682,0.9508196721311475,0.7729797691164705,0.7432628478480678,0.8527260805971655,0.27196392473954284,0.22702023088352954,27757,1857,15988,4574,0.9372931721483082,0.634518230654932,0.6086794438840402,0.756744230428441,0.2887575804696004,0.365481769345068,-108,-6057,-0.0024688535832660947,-0.13846153846150683,0.13458340396402768
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+112,1,5253,4494,12228,759,32695,0.2687477574452817,0.8555111364934324,0.25707911446713577,0.4090102389078498,0.27219909623132915,0.14448886350656767,4277,7925,976,36998,0.35051630880183576,0.8142014087188273,0.32455607831233874,0.4900601546834718,0.1764129733098858,0.18579859128117265,4303,-217,0.8191509613538566,-0.04130972777452635,-0.06747696384520296
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+112,2,44923,32695,759,12228,4494,0.9773121300890776,0.7278009037686708,0.7157085941946499,0.8343008790844253,0.14448886350656767,0.27219909623132915,36998,976,7925,4277,0.9742982040343393,0.8235870266901142,0.8060742064097257,0.8926257886292628,0.18579859128117265,0.1764129733098858,-217,4303,-0.0048304877234368075,0.09578612292142204,-0.09036561221507577
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+113,1,1458,0,0,1458,48718,nan,0.0,0.0,0.0,0.0,1.0,0,0,1458,48718,nan,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0
