image_id,class,model,components,largest_component_fraction,small_component_fraction,hole_count,hole_area_fraction,perimeter_area_ratio,boundary_length,fragmentation_index,compactness,area_ratio_gt
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+104,2,pixel,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,0,gcqm,1,1.0,1.0,0,0.0,1.0,1,999.9900000999991,0.07957747148262193,0.001182033096926714
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,0,sshr,1,1.0,0.0,0,0.0,0.625,20,31.24999023437805,0.9947183942996093,0.037825059101654845
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,0,pixel,1,1.0,1.0,0,0.0,1.0,1,999.9900000999991,0.07957747148262193,0.001182033096926714
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,1,gcqm,1,1.0,0.0,1,1.993024414549078e-05,0.01785749875435974,896,0.019930244141518637,1.2732649207101248,1.0894582564325264
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,1,sshr,1,1.0,0.0,0,0.0,0.017908423739629867,898,0.019942565407637492,1.2797461583546859,1.0887851481923787
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,1,pixel,1,1.0,0.0,1,1.993024414549078e-05,0.01785749875435974,896,0.019930244141518637,1.2732649207101248,1.0894582564325264
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,2,gcqm,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,2,sshr,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,2,pixel,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,0,gcqm,3,0.7744181946403385,0.0,1,0.0755024682651622,0.05112834978843441,1160,0.13222849077387672,4.719651168557097,2.2485629335976216
