image_id,mIoU,mDice
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+80,0.38522401147959184,0.21758560911362768
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+81,0.6996427153433791,0.4091235535464186
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+82,1.0,0.25
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+83,0.2641049283728886,0.22103114689928982
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+84,0.3699577487244898,0.2126297221140409
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+85,0.5395300285952055,0.3260177041389406
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+86,0.47007533482142855,0.24228805637448766
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+87,0.40642400676850376,0.2884938265650442
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+88,0.40158120984675916,0.281676705118577
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+89,0.1420711768403359,0.14942135991561808
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+9,0.8001922157315013,0.44330645135326985
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+90,0.4902812412154348,0.27330846982797274
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+91,0.7102087446290235,0.41509293396835945
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+92,0.4138233418367347,0.22642414725639012
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+93,0.4457908163265306,0.2356709372892785
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+94,0.4614855707908163,0.23998569755511104
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+95,0.48508250956632654,0.24621415204086794
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+96,0.7162792023811387,0.4144073037383552
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+97,0.31748910501700683,0.2439137668806843
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+98,0.58040883290925,0.3593441629145606
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+99,0.6834013009328586,0.3997348389927705
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+0,1.0,0.25
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+1,1.0,0.25
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+10,1.0,0.25
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+100,0.5820872484289079,0.36461250148196905
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+101,0.2448580994897959,0.21174483535170163
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+102,1.0,0.25
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+103,1.0,0.25
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+104,1.0,0.25
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+105,1.0,0.25
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+106,1.0,0.25
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+107,1.0,0.25
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+108,0.43023534627924326,0.2372629920265935
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+109,0.41428172831632654,0.22656130790190734
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+11,0.4999900350765306,0.24999750874430748
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+110,0.480429368447552,0.3195252227439275
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+111,0.7567097436801431,0.4300964572111395
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+112,0.43826729910714285,0.2335514088171883
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+113,1.0,0.25
