replicate,SRSC_image_balanced_pair_AUROC,SRSC_minus_U_purity,SRSC_Corrected_minus_Harmed_purity,Harmed_SRSC_minus_U_purity,SRSC_mean_N_eff,target_AUROC_purity,target_AUROC_purity_gain,target_AUROC_negative_wrong_mass,SRSC_minus_U_neighbor_accuracy,SRSC_minus_U_neighbor_mIoU,Top20_SRSC_minus_U_NetRepair
24,0.6213296410439133,0.011872266251574327,0.25935427036303516,0.0059626414882394015,143.11571782812314,0.7620571508778569,0.5361487939714751,0.7358418328727016,0.01700176803593645,0.07675083764499396,0.055705185493513526
25,0.6242220303219436,0.011990126415128989,0.26152745577808123,0.005178874338218948,142.8583680468008,0.7687152508849894,0.5381162155090367,0.7427153483680434,0.02027380721628247,0.08565703112371209,0.06364513214965203
26,0.6266419646145056,0.012157788394149192,0.25768044916787936,0.006109025070510396,143.06134843284892,0.7660929505375781,0.5366852692892268,0.7385598224350115,0.015240933744031904,0.07465861761420034,0.04378566060550082
27,0.6193995164152492,0.011097921381628257,0.26275910818880105,0.0070821741417899115,143.26611342282223,0.7641782260146859,0.5289882398744273,0.7376341463833964,0.01941772223319327,0.07953714760435693,0.058866660539403426
28,0.6239316061950843,0.01206901071310711,0.26473681622889783,0.004646308983130931,143.21174705234552,0.7700430931206639,0.5362126405067876,0.7433704252196899,0.017160271586116327,0.07931993408291071,0.05427452028145435
29,0.623174350980343,0.011345557670433265,0.2603329553479411,0.0057062668781728675,143.08216356090682,0.7646049073896954,0.5339913579835184,0.7404996169571266,0.01813603317078527,0.07744194953335015,0.05630861247907423
30,0.6305167001915225,0.011563313606470763,0.2628680182572895,0.005400947136348847,143.34678433688137,0.7636669048207252,0.5333145960507583,0.7374107469641183,0.015573177484348388,0.07000610213807046,0.044904179895745716
31,0.6208514245958298,0.011725899366311245,0.2608506744712623,0.006637995412532684,143.09020247994533,0.7661834605181749,0.5259101886475538,0.7410723852666398,0.01699442229788406,0.0773889615562573,0.05280481957849534
32,0.6262199218322554,0.011689290944280523,0.26094755123976693,0.0057667575844488625,143.27466053081122,0.7646725216298417,0.539075385953951,0.7393195053328205,0.019068793761922276,0.0789246243346573,0.056397645648398
33,0.6215537368614473,0.011606813047324674,0.2571715380188342,0.006481485392876158,142.99453694880592,0.7603277186966358,0.5354650201009749,0.7369065163604847,0.021366338785540395,0.08303360562113621,0.06548946067976405
34,0.6232888122960496,0.011338968434300802,0.2630195781255918,0.005398157670865,143.35397077403601,0.7670153514043137,0.5371139046814226,0.7445350761689835,0.018886944974124242,0.07987650129969548,0.05699360821314095
35,0.6240853558132359,0.011672599448623798,0.2647331558491273,0.006905447855194578,143.67427702633094,0.7716667588045755,0.5340197848494145,0.7450158673214872,0.013761069472313259,0.07104687444084606,0.04175251958503187
36,0.6230735617716819,0.012303299863674219,0.2623773850917118,0.009500364875083938,143.12754469917877,0.775358088290343,0.525617965678751,0.7460572729597926,0.01871932713418567,0.07389921015002648,0.0538274762519694
37,0.6236050339972391,0.011379924253507858,0.2690186539920223,0.008069054078741526,143.12441172947558,0.7730227357567337,0.5308510238635605,0.7469778044786288,0.020009848120986606,0.08058569828678558,0.06223212790459673
38,0.6265515753446076,0.011529747639356469,0.2597012518718147,0.005460087715886055,143.30940868505465,0.7617798886257294,0.5358194196523552,0.7336712289091475,0.01622846546789014,0.07856426055537025,0.04974268837830301
39,0.6191866306989177,0.011562995403946895,0.2584860445073656,0.005482613132920739,143.19439040012293,0.7653509190623582,0.5385598030105058,0.7391601554563195,0.019675986002286372,0.08512507869829256,0.06086093066311071
40,0.6229635370123091,0.012030877964010367,0.26279091330065024,0.006302953085142519,143.12892917572967,0.7683668433600452,0.5355079985465548,0.7438615230098243,0.01593945617419812,0.07640560050927431,0.047756989031567665
41,0.6194452969300918,0.01148664664217867,0.243830896615742,0.0075150821528299876,142.92802792228804,0.7567683787110091,0.5298125439537413,0.7293321868795901,0.01635075874433667,0.0774267810725911,0.051941188371449676
42,0.6286685299197964,0.011828343903341636,0.25138714693490966,0.005264413496720541,143.18698321575332,0.7620110329441524,0.5334593919276074,0.7358026468667943,0.01692016291486287,0.07961021023212161,0.05275137010449721
43,0.6208157572349039,0.011376109488717069,0.2592971046837399,0.006899772151966145,143.00526053788647,0.7630359341831005,0.5375371473684759,0.7392238377853904,0.017948917410070986,0.07893157094496572,0.05464795568929029
44,0.6240364980082714,0.011910033037825238,0.2573889274029017,0.004241663755064958,143.23199463199975,0.7614306857407813,0.5485403745392022,0.7356906067989327,0.015843326165893235,0.07101722534822674,0.04839190211197619
45,0.6212737777364795,0.01110562947117454,0.2652298525874008,0.006034730944958282,143.21416778016692,0.7669682166348718,0.5325210506780075,0.739229653003385,0.01758310976226929,0.07739678314888143,0.05594216297480875
46,0.625437026822905,0.012009988049674706,0.25455161313505453,0.007768631485770209,143.2277869763311,0.7638098648731595,0.5296285614976078,0.734199275095723,0.018895445900873664,0.08007707864320562,0.057741876853680096
47,0.6199441160203059,0.011333051381305987,0.2593873884476421,0.006001154571857432,142.9639307036383,0.7631018006897619,0.5379614318944156,0.7348990446592455,0.018414835943094676,0.07943908398455596,0.057421326981070775
48,0.6230134651131831,0.0118754092666492,0.25855599107416755,0.0059809412809885875,142.99133216420864,0.7650048816946105,0.5331793743152193,0.7401765943027243,0.01936792751277172,0.08012962566428145,0.05686205974875094
49,0.6258456511807804,0.012248901004219045,0.27035830876366446,0.007253687851605019,142.89053074859365,0.772827888256958,0.5335935433342892,0.7472356734355465,0.019401463090223947,0.08078483219286803,0.05726158168705944
50,0.620149545097091,0.011554179706142715,0.257031562585475,0.003395094573545864,143.0425007919275,0.7625686330461645,0.5477081356919792,0.7355785512734374,0.017570892894254397,0.07990049358449536,0.05189280712389474
