replicate,SRSC_image_balanced_pair_AUROC,SRSC_minus_U_purity,SRSC_Corrected_minus_Harmed_purity,Harmed_SRSC_minus_U_purity,SRSC_mean_N_eff,target_AUROC_purity,target_AUROC_purity_gain,target_AUROC_negative_wrong_mass,SRSC_minus_U_neighbor_accuracy,SRSC_minus_U_neighbor_mIoU,Top20_SRSC_minus_U_NetRepair
269,0.6189956327296611,0.011852036945606721,0.25189107131113436,0.006490318441072443,143.36764823416854,0.7645958559387324,0.536803177281526,0.7391211343598256,0.020997614738473058,0.08495937885448979,0.05924354895722869
270,0.6214045558460428,0.011395403569066027,0.26203532135919383,0.008354172380894117,143.4962762367681,0.7661188434476995,0.5241631507503159,0.7387484562452399,0.01753877170033913,0.0750939517904115,0.05594598598509215
271,0.6182855936098824,0.012125868060850944,0.25335704803895875,0.007491340561820721,143.0316514971635,0.7633499362663705,0.5301179759208355,0.7381849452770537,0.018322616889416943,0.08117418650903852,0.05194158817224509
272,0.6157905484654003,0.01119146507542648,0.2604817673043422,0.006391043966277677,143.23144474913147,0.7660403097546863,0.5379948890811956,0.742825618160089,0.016389633543650528,0.07611572634588781,0.04984244490744283
273,0.6248984222997439,0.011707572809274426,0.2512444147254714,0.0068092211343695344,143.28036389543578,0.7608880015158271,0.5297109983576473,0.7329169756294934,0.01701314591372327,0.07875329849737916,0.051956445351716785
274,0.6235834776651746,0.011995360204713151,0.2597155689080215,0.006216488163942121,143.0706548799125,0.762392289997284,0.539410968207453,0.736635481924435,0.017539275419859557,0.07819279554548475,0.05407721195984963
275,0.6212878851413126,0.011454721173841166,0.26620086710507285,0.006075729515053906,143.34041072452277,0.7692314424010738,0.5331166272117123,0.7424168747817926,0.017128844146580224,0.07463571424215532,0.05152302116573468
276,0.6215140719119817,0.01154334361397905,0.2562331310921973,0.005559193194760343,142.97784163466196,0.7646370064772825,0.5382785152434448,0.7369197768218407,0.018452302390601805,0.08333460493175587,0.05830152632886745
277,0.6212701581622043,0.011641195312535985,0.266172567658205,0.0026993054177657317,143.39224419437355,0.768546250794109,0.552413994466598,0.7426881971098649,0.018035867511222214,0.07833250477967463,0.05278280721089504
278,0.6235719583938054,0.011314318635397821,0.2584089760523867,0.005189014837150604,143.55504836538637,0.7632098477734419,0.5316852533652229,0.7349999094458944,0.016163160058448534,0.0807077941041488,0.05242658697122915
279,0.6262276149925982,0.012075442929616605,0.27429596706310083,0.00579683426601499,142.93844995577481,0.7748244633107477,0.5375043279946538,0.7482511647397685,0.018263057191136522,0.07816671638289013,0.05672368138552922
280,0.6223744116302375,0.011351562448609031,0.25975925085105683,0.006472746904433854,143.44163702416833,0.765146246684781,0.5386025628571884,0.7399101273271077,0.01723851501342677,0.07588887090673357,0.05073553086809665
281,0.6253685614511698,0.012191427709554862,0.2548589544951676,0.00756929996801648,143.33978941715486,0.7617865389435398,0.5322901521855085,0.738072306284744,0.015992211034983272,0.07903808499870157,0.04580694155838738
282,0.6300010613899483,0.012130543994269168,0.27043067486100597,0.006269267386215095,143.06746613942906,0.7699087283058975,0.5432176287751306,0.7461183475631065,0.021575994015821554,0.08443480701476924,0.06302102673124715
283,0.6220907774693504,0.012623665900032518,0.25505510471979564,0.007833035956504222,142.6402187415347,0.764503563097033,0.5336189694007435,0.7375633508972598,0.017577024918588924,0.07837012581421055,0.04747142704330584
284,0.6250132839024614,0.011555886464171833,0.25703809854481957,0.006243313934277917,143.37267466377295,0.7602380985954975,0.5391763114063741,0.7355842384648303,0.01986327438104918,0.08501976326400451,0.06406637233501289
285,0.6209458580271382,0.011422567073302258,0.250822222641092,0.0062528199749705025,143.36610495897625,0.7554774143669788,0.5321683271308046,0.7291906395510731,0.01574095473902748,0.07160323715984063,0.04979624046707479
286,0.6234544435171894,0.011329239570221396,0.2613939443356753,0.0035283379516750195,142.96903985930032,0.768896033722846,0.5427328608716467,0.7406864373166697,0.01930481436100928,0.08135687961401417,0.06008326833190028
287,0.6185105159778433,0.011836628599721993,0.25599081942181345,0.005319565030157293,142.91620959631214,0.7600458882503733,0.5382284872425305,0.7357476694057911,0.020404933486747767,0.08544082834264777,0.06209076448174805
