group,estimator,accuracy,miou,dice,iou_class0,iou_class1,iou_class2,iou_class3,nll,brier,targets,coverage
Corrected_by_CH,raw,0.14201914069920543,0.0768438050878706,0.14230073158108975,0.057348091065310434,0.08691791449348513,0.09772578801241222,0.0653834267802746,1.604614499207652,0.9420526773999607,305318,1.0
Corrected_by_CH,deep,0.7237666957074264,0.5774616598137197,0.7218420611201161,0.39126722297690664,0.5080719857839741,0.6422661930584476,0.7682412374355503,1.5291162623449013,0.4593241100540809,305318,1.0
Corrected_by_CH,oracle,0.7265762667452753,0.5279225465542002,0.6448688305501555,0.6311009487990427,0.6494881892396049,0.739435921584178,0.09166512659397523,0.8054154198664574,0.43138207283328817,305310,0.9999737978108071
Still_Wrong,U,0.2018432814111549,0.07849746906222277,0.13850657030120955,0.15746856132626172,0.12957928473686695,0.02659679188502536,0.00034523830073708377,1.430088511779595,0.8307451574283533,378130,1.0
Still_Wrong,SR,0.20326342792161425,0.08320974215165901,0.14778326448590898,0.1553742507300579,0.12787232345498184,0.04392657535236066,0.005665819069235627,1.4550408119946143,0.8492698713697084,378130,1.0
Still_Wrong,SC,0.1440668553143099,0.06095345421553713,0.11303584238021575,0.07634473373045088,0.1019735279950611,0.053914846377379436,0.011580708759257112,1.5422648088866795,0.9115648453784433,378130,1.0
Still_Wrong,SRSC,0.14942215640123768,0.06700920411684523,0.12427569662366621,0.07739485058011138,0.10219270193823769,0.06425099425541317,0.02419826969361868,1.5814370332073109,0.9378011519538747,378130,1.0
Still_Wrong,raw,0.055904054161267286,0.0237367058428822,0.04614473303726413,0.02806709834496622,0.03610994587978022,0.024717218265605363,0.00605256088117701,2.446391928733255,1.2540719951969022,378130,1.0
Still_Wrong,deep,0.20463332716261604,0.1220852912509072,0.2140526320259659,0.05228617950579796,0.13128967776896547,0.11230795607868863,0.19245735165017677,7.64875168807593,1.4588123582582684,378130,1.0
Still_Wrong,oracle,0.29422640491342783,0.12890136500872526,0.21672163081591633,0.23161954749691838,0.19320380743468213,0.08928096630835264,0.0015011387949478915,1.333798076389661,0.7636925707702436,378066,0.9998307460397218
Harmed_by_CH,U,0.2691440309119899,0.08493666007780426,0.1449913807319816,0.1513128896165229,0.18843375069469417,0.0,0.0,1.1100996697116132,0.7000698656658695,69617,1.0
Harmed_by_CH,SR,0.22945544910007612,0.07232574174319267,0.1262933839339059,0.1325605368901605,0.15659002590673576,0.00015240417587441895,0.0,1.160060269262618,0.7414939810862408,69617,1.0
