image_id,all_targets,all_U_purity,all_SRSC_purity,all_SRSC_N_eff,Corrected_by_CH_targets,Corrected_by_CH_U_purity,Corrected_by_CH_SRSC_purity,Corrected_by_CH_SRSC_N_eff,Still_Wrong_targets,Still_Wrong_U_purity,Still_Wrong_SRSC_purity,Still_Wrong_SRSC_N_eff,Harmed_by_CH_targets,Harmed_by_CH_U_purity,Harmed_by_CH_SRSC_purity,Harmed_by_CH_SRSC_N_eff,Stable_Correct_targets,Stable_Correct_U_purity,Stable_Correct_SRSC_purity,Stable_Correct_SRSC_N_eff,Top20_targets,Top20_U_purity,Top20_SRSC_purity,Top20_SRSC_N_eff,Bottom80_targets,Bottom80_U_purity,Bottom80_SRSC_purity,Bottom80_SRSC_N_eff,Q1_targets,Q1_U_purity,Q1_SRSC_purity,Q1_SRSC_N_eff,Q2_targets,Q2_U_purity,Q2_SRSC_purity,Q2_SRSC_N_eff,Q3_targets,Q3_U_purity,Q3_SRSC_purity,Q3_SRSC_N_eff,Q4_targets,Q4_U_purity,Q4_SRSC_purity,Q4_SRSC_N_eff,Q5_targets,Q5_U_purity,Q5_SRSC_purity,Q5_SRSC_N_eff,boundary_targets,boundary_U_purity,boundary_SRSC_purity,boundary_SRSC_N_eff,interior_targets,interior_U_purity,interior_SRSC_purity,interior_SRSC_N_eff,class0_targets,class0_U_purity,class0_SRSC_purity,class0_SRSC_N_eff,class1_targets,class1_U_purity,class1_SRSC_purity,class1_SRSC_N_eff,class2_targets,class2_U_purity,class2_SRSC_purity,class2_SRSC_N_eff,class3_targets,class3_U_purity,class3_SRSC_purity,class3_SRSC_N_eff,Deep_Correct_targets,Deep_Correct_U_purity,Deep_Correct_SRSC_purity,Deep_Correct_SRSC_N_eff,Deep_Wrong_targets,Deep_Wrong_U_purity,Deep_Wrong_SRSC_purity,Deep_Wrong_SRSC_N_eff,Top20_Deep_Correct_targets,Top20_Deep_Correct_U_purity,Top20_Deep_Correct_SRSC_purity,Top20_Deep_Correct_SRSC_N_eff,Top20_Deep_Wrong_targets,Top20_Deep_Wrong_U_purity,Top20_Deep_Wrong_SRSC_purity,Top20_Deep_Wrong_SRSC_N_eff,U_pair_auroc,U_pair_auprc,U_pair_positive,U_pair_negative,SR_pair_auroc,SR_pair_auprc,SR_pair_positive,SR_pair_negative,SC_pair_auroc,SC_pair_auprc,SC_pair_positive,SC_pair_negative,SRSC_pair_auroc,SRSC_pair_auprc,SRSC_pair_positive,SRSC_pair_negative,U_confusion,U_top20_repair,U_top20_harm,SR_confusion,SR_top20_repair,SR_top20_harm,SC_confusion,SC_top20_repair,SC_top20_harm,SRSC_confusion,SRSC_top20_repair,SRSC_top20_harm,raw_confusion,raw_top20_repair,raw_top20_harm,deep_confusion,deep_top20_repair,deep_top20_harm,oracle_confusion,oracle_top20_repair,oracle_top20_harm,SRSC_image_balanced_pair_AUROC,SRSC_minus_U_purity,SRSC_Corrected_minus_Harmed_purity,Harmed_SRSC_minus_U_purity,SRSC_mean_N_eff,target_AUROC_purity,target_AUROC_purity_gain,target_AUROC_negative_wrong_mass
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+328,670,0.900803919336689,0.9060907521354619,134.2222854557322,42,0.9455017078490484,0.9464358027492251,134.850317182995,58,0.6122514543862179,0.617077634766184,142.74762712675948,25,0.3858024120330811,0.505633864402771,126.16339431762695,545,0.9516915771939339,0.9521085335574019,133.6362765180955,183,0.9089220414559046,0.9156488382914028,105.12146884105245,487,0.8977533724212549,0.9024991099043793,145.15749991258312,128,0.9821371342986822,0.9838636247441173,116.34736967086792,122,0.9220603916977272,0.9251592857915847,149.8419087206731,120,0.8595794411997001,0.8608739557365577,157.62211294174193,121,0.8132816698432954,0.8247308627633024,160.90786944933174,179,0.9149558099621501,0.9227906034312434,102.63267774954855,48,0.5335221011191607,0.5253687851751844,163.58288351694742,622,0.9291472107746976,0.935471225470017,131.95651583042942,0,nan,nan,nan,611,0.950887842186149,0.9517627509155367,132.6870136479504,59,0.38213820982787566,0.4331146291757034,150.12145621089613,0,nan,nan,nan,481,0.9130024188769335,0.9259361157546172,146.80969432584956,189,0.869759060718395,0.8555848267343309,102.18766288151816,53,0.8354444419437984,0.86975944267129,145.6208520565393,130,0.9388782935646864,0.9343575918903717,88.6101818378155,0.5,0.9017526400176923,97860,10662,0.5703672217991754,0.935879858926016,97860,10662,0.6383866214192498,0.9461051468399838,97860,10662,0.5988095103916363,0.9419649278243306,97860,10662,"[[0,0,0,0],[0,611,0,0],[0,59,0,0],[0,0,0,0]]",37,4,"[[0,0,0,0],[0,611,0,0],[0,59,0,0],[0,0,0,0]]",37,4,"[[0,0,0,0],[0,611,0,0],[0,59,0,0],[0,0,0,0]]",37,4,"[[0,0,0,0],[0,602,0,9],[0,59,0,0],[0,0,0,0]]",37,12,"[[0,0,0,0],[5,536,56,14],[9,27,23,0],[0,0,0,0]]",0,0,"[[0,0,0,0],[0,447,18,146],[0,25,34,0],[0,0,0,0]]",36,120,"[[0,0,0,0],[0,611,0,0],[0,59,0,0],[0,0,0,0]]",37,4,0.5988095103916363,0.005286832798772845,0.4408019383464541,0.11983145236968995,134.2222854557322,0.9533333333333334,0.09523809523809523,0.9047619047619048
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+329,784,0.9822885302294578,0.9720612525635836,150.51903783545202,32,0.99915293417871,0.998307952657342,141.99475407600403,20,0.5500794261693954,0.5302176475524902,40.80990924835205,12,0.8552722446620464,0.7023508052031199,49.25560728708903,720,0.9956617477039497,0.9876633401546213,155.63309452798632,105,0.9562526698623385,0.8766503453254699,104.89818485804966,679,0.9863146942037546,0.9868155165694775,157.57380891443177,218,0.9953106672870456,0.9952667959786337,151.65773892183915,227,0.9899045192525775,0.9895663573878453,165.18026222531492,148,0.9856611376477254,0.9878868092153523,158.97734085289207,89,0.96422335304571,0.9618982250770826,150.92255283741468,102,0.9483767604711009,0.8694128192522946,102.83201376597087,10,0.5007449708878994,0.4906624108552933,38.21665878295899,774,0.9885100232442066,0.9782808758414685,151.9699729653292,774,0.9934991441801845,0.9806056925184659,152.0307318714546,10,0.1145870104432106,0.3107216000556946,33.51391944885254,0,nan,nan,nan,0,nan,nan,nan,682,0.9991623082818174,0.9996410651116078,159.52155782190584,102,0.8694658181538769,0.7876550549385595,90.32571792602539,30,0.9961619714895884,0.9967666367689768,137.20234705607098,75,0.9402889492114385,0.8286038287480673,91.97651997884114,0.5,0.9892948250728864,130302,1410,0.7611845248533929,0.9962630867976643,130302,1410,0.7827432447981454,0.9964161704061922,130302,1410,0.781601001971307,0.9965074770918823,130302,1410,"[[774,0,0,0],[10,0,0,0],[0,0,0,0],[0,0,0,0]]",33,1,"[[774,0,0,0],[8,0,0,2],[0,0,0,0],[0,0,0,0]]",33,1,"[[745,0,0,29],[0,0,0,10],[0,0,0,0],[0,0,0,0]]",28,18,"[[727,0,0,47],[0,0,0,10],[0,0,0,0],[0,0,0,0]]",27,34,"[[731,31,0,12],[0,2,0,8],[0,0,0,0],[0,0,0,0]]",0,0,"[[682,5,0,87],[0,0,0,10],[0,0,0,0],[0,0,0,0]]",18,60,"[[774,0,0,0],[0,0,0,10],[0,0,0,0],[0,0,0,0]]",33,1,0.781601001971307,-0.01022727766587428,0.2959571474542221,-0.15292143945892656,150.51903783545202,1.0,0.9166666666666666,1.0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+33,784,0.9614732149247156,0.9639355232654025,152.34079748270463,186,0.9927243510241149,0.9940788582448037,173.28584859704458,101,0.9105031442376647,0.9054439860847917,114.31608751504729,11,0.2339362624016675,0.2421693910251964,106.83969116210938,486,0.9765723348890313,0.9808911043430062,153.25690523783365,133,0.9802889515806857,0.9825443731887,148.75042208334557,651,0.957629139693926,0.9601337152165568,153.0743150374124,40,0.9454117149114609,0.9570315435528756,125.83867034912109,114,0.9501355249238642,0.9519193010372028,156.10378285458214,227,0.9744585866707537,0.9769140040165527,158.8564083922802,273,0.960831805899903,0.9627753852051256,154.10318744924916,130,0.9550299990635652,0.9563709931304821,142.11717144892765,29,0.5448250644679727,0.5436151215228541,105.93343484812769,755,0.9774769187170939,0.9800802804184275,154.1233319415162,0,nan,nan,nan,763,0.9833039109391278,0.9863849860343833,153.79306659223525,21,0.1682912597344035,0.1482717093257677,99.57501983642578,0,nan,nan,nan,642,0.9750410636823126,0.9791025881919534,156.3642757392004,142,0.9001312508234676,0.8953633001467711,134.15014226671676,107,0.9836671040436932,0.9868388811004496,158.3278570442556,26,0.9663865549060014,0.9648708213980381,109.3355935903696,0.5,0.9706632653061225,127848,3864,0.5093955609391484,0.9691863698589778,127848,3864,0.5448894671587236,0.9707515644969646,127848,3864,0.534407555157697,0.9666285123390809,127848,3864,"[[0,0,0,0],[145,618,0,0],[0,21,0,0],[0,0,0,0]]",55,14,"[[0,0,0,0],[112,651,0,0],[0,21,0,0],[0,0,0,0]]",59,13,"[[0,0,0,0],[61,702,0,0],[0,21,0,0],[0,0,0,0]]",73,1,"[[0,0,0,0],[37,726,0,0],[0,21,0,0],[0,0,0,0]]",81,1,"[[0,0,0,0],[258,467,36,2],[2,12,7,0],[0,0,0,0]]",0,0,"[[0,0,0,0],[63,638,57,5],[0,17,4,0],[0,0,0,0]]",72,15,"[[0,0,0,0],[145,618,0,0],[0,20,1,0],[0,0,0,0]]",55,14,0.534407555157697,0.0024623083406869473,0.7519094672196073,0.008233128623528901,152.34079748270463,0.9503910068426198,0.5940860215053764,0.9503910068426198
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+330,784,0.7171274267602712,0.7365217612954141,136.14130017222192,124,0.658093576830241,0.6415046550063116,104.27583122253418,97,0.47194608880840627,0.44201024240554915,107.36380496467511,160,0.454159645549953,0.4750071791931987,140.0490157365799,403,0.8987096405724437,0.940472311291742,151.32120264020216,339,0.5071167193880651,0.49725533525423754,111.66388647253886,445,0.8771131117022439,0.9187943869762206,154.7881389232164,110,0.9460553927855058,0.9693639007481661,124.12039181102406,140,0.9145246431231498,0.9459097256617887,168.7935126713344,97,0.8662849037917619,0.9180184131123356,168.42577350262513,98,0.7311288755463095,0.7966591534870011,155.20795273294254,339,0.5145961470945922,0.5051778379558506,111.80756656117848,138,0.4322163136810928,0.43899749917909503,124.09817828302798,646,0.7779907914737799,0.8000795758032346,138.71397946124475,465,0.8729108150928251,0.9175450767240216,155.368589872955,166,0.4173134621008333,0.4092449736164277,125.30368235025061,0,nan,nan,nan,153,0.5689564630924876,0.5414374807752134,89.46388087553136,521,0.8226395083838026,0.8451765699047531,134.093476747597,263,0.5081091966239218,0.5212778248487769,140.19801501720124,147,0.5870082819593602,0.5674555859256054,94.25411611025025,192,0.4459497417944173,0.4435082683339715,124.99324190616608,0.5,0.7084396258503401,93310,38402,0.7552433317563285,0.8796596423246217,93310,38402,0.7809130145296448,0.9035956621247482,93310,38402,0.8058783553258094,0.9246898864815154,93310,38402,"[[463,2,0,0],[40,126,0,0],[0,0,0,0],[5,148,0,0]]",54,36,"[[465,0,0,0],[112,54,0,0],[0,0,0,0],[8,145,0,0]]",37,87,"[[443,22,0,0],[18,148,0,0],[0,0,0,0],[3,150,0,0]]",46,25,"[[462,1,0,2],[76,79,0,11],[0,0,0,0],[8,143,0,2]]",36,61,"[[421,36,0,8],[28,118,0,20],[0,0,0,0],[26,112,0,15]]",0,0,"[[374,25,0,66],[6,1,0,159],[0,0,0,0],[0,7,0,146]]",128,131,"[[465,0,0,0],[0,166,0,0],[0,0,0,0],[0,153,0,0]]",62,9,0.8058783553258094,0.019394334535142943,0.16649747581311292,0.020847533643245708,136.14130017222192,0.7297379032258065,0.35561995967741933,0.8923135080645161
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+331,643,0.8333441755020322,0.8496759047161087,113.37030365085157,360,0.958117019964589,0.9650748026039865,122.5542239189148,64,0.5094949739868753,0.4844757433165796,82.3475552201271,42,0.28185298577660606,0.2733105625070277,94.30209096272786,177,0.827529231202131,0.8837807152399235,110.4330693907657,506,0.8808503298699973,0.8846467726978036,120.52038329957502,137,0.6578834885663359,0.7205134288129145,86.9619802767343,29,0.49424397637104167,0.7225756378009401,66.9117168558055,18,0.5244289951192008,0.6009381785988808,79.03421296013727,36,0.6265620088411702,0.639122580902444,94.91929552290175,80,0.7923822117503733,0.7966086047235876,106.31534428596497,480,0.8877514549220602,0.8913185931897412,120.02443217436472,121,0.5087069713256576,0.5443900887015437,100.27301756803655,522,0.9085953281942569,0.9204413908037761,116.40626460108264,62,0.54143543829841,0.643679145843752,68.79797843194777,73,0.28391041530117594,0.27128321172235764,91.97457713296969,0,nan,nan,nan,508,0.9479248963707075,0.957932726839396,121.8848158543504,542,0.9166249616339638,0.9406218965884944,118.6749503427766,101,0.3864314420019636,0.36162909684647426,84.90378377933314,449,0.9529994605378743,0.9597023511782521,124.11356734379893,57,0.3125177040826856,0.29341949659742805,92.21617916174102,0.5,0.8839503484320559,81182,10658,0.3581604297212384,0.816197367344364,81182,10658,0.4888925570649739,0.8538614580257956,81182,10658,0.45696214278471686,0.850293614119085,81182,10658,"[[23,31,0,8],[15,48,0,10],[0,0,0,0],[168,304,0,36]]",33,106,"[[30,9,0,23],[27,22,0,24],[0,0,0,0],[128,213,0,167]]",113,90,"[[31,5,0,26],[19,25,0,29],[0,0,0,0],[124,162,0,222]]",139,80,"[[31,2,0,29],[19,9,0,45],[0,0,0,0],[59,40,0,409]]",275,49,"[[40,4,0,18],[9,40,0,24],[0,0,0,0],[148,212,0,148]]",0,0,"[[31,0,0,31],[20,3,0,50],[0,0,0,0],[0,0,0,508]]",359,41,"[[38,0,0,24],[2,38,0,33],[0,0,0,0],[175,252,0,81]]",52,94,0.45696214278471686,0.01633172921407644,0.6917642400969588,-0.00854242326957838,113.37030365085157,1.0,0.6133597883597883,0.9919973544973545
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+332,698,0.8756415909289631,0.8916575525084078,113.0878622661689,298,0.9232240254246948,0.9499152432752136,121.89619805508812,212,0.9278315610059027,0.9212610682226577,94.39765899586227,33,0.20825660093264145,0.15699911851323012,106.24289680249763,155,0.8548665298569587,0.8955736243917096,123.1738163855768,524,0.8675729428197592,0.8820483853813005,113.56784990907626,174,0.8999402783382898,0.9205955040865931,111.64238223810305,20,0.866254734992981,0.8990310430526733,96.65933780670166,14,0.9529616726296288,0.9670494794845581,98.25455910818917,38,0.8904580160191184,0.9058077860819665,114.68966223064221,117,0.8882018000396907,0.9066346820093628,114.35533686580821,509,0.8698904855370756,0.8847950970743049,113.73044341861147,105,0.511909023920695,0.5408994765153953,97.32963115147182,593,0.9400461769928217,0.9537648003655179,115.87810554954696,0,nan,nan,nan,69,0.28781983256340027,0.2764370353433533,86.30986537104067,0,nan,nan,nan,629,0.9401244229277291,0.9591459717204727,116.02535318153272,538,0.9123616672249089,0.9377293171825019,119.16623603367007,160,0.7521703343838453,0.7367412437917664,92.64933047294616,448,0.9263559029703694,0.9481381202515747,118.40946746723992,76,0.5210628619319514,0.49246679035652624,85.02778851358514,0.5,0.902057358874632,99266,10778,0.5810589824879656,0.9229174344684423,99266,10778,0.5708043130472641,0.924960910155844,99266,10778,0.5822261910121161,0.9251718756693929,99266,10778,"[[0,0,0,0],[0,69,0,0],[0,0,0,0],[23,589,0,17]]",25,85,"[[0,0,0,0],[0,62,0,7],[0,0,0,0],[29,504,0,96]]",59,66,"[[0,0,0,0],[0,50,0,19],[0,0,0,0],[4,415,0,210]]",121,52,"[[0,0,0,0],[0,26,0,43],[0,0,0,0],[13,302,0,314]]",195,47,"[[0,0,0,0],[13,47,0,9],[0,0,0,0],[157,323,2,147]]",0,0,"[[0,0,0,0],[0,13,1,55],[0,0,0,0],[8,96,0,525]]",361,36,"[[0,0,0,0],[5,63,0,1],[0,0,0,0],[33,504,0,92]]",66,72,0.5822261910121161,0.016015961579444737,0.7929161247619835,-0.05125748241941133,113.0878622661689,0.9998983119788489,0.8365365059995933,0.9997966239576977
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+333,687,0.7301322126969847,0.753798599055327,125.34413618395942,236,0.8800436740078158,0.8828965761398865,146.9726598222377,174,0.6777239058209562,0.706040301199617,101.30573801062573,91,0.4703508052197132,0.49563473626807497,132.508605663593,186,0.7160464525222778,0.7609799579186465,116.88382962954941,346,0.7269249922795102,0.739395950850896,121.39957601073161,341,0.7333864598067974,0.7684124297847497,129.3465344828944,31,0.8344769170207362,0.8871042978379035,84.63551502843058,67,0.7036306631209245,0.7562595512439956,126.70621126089523,109,0.7141272764687144,0.7429373548665178,139.78304514753708,161,0.7440496103733963,0.770280367561749,132.9570680227339,319,0.7240029180591757,0.7357200737517082,120.23813343347054,143,0.430869742811143,0.4524321866097984,129.38488524110167,544,0.808798634008888,0.833018078797442,124.28195398695328,230,0.714362050268961,0.7629150231247362,105.55298324253248,116,0.3109342446871873,0.3249960294442958,141.5428299739443,0,nan,nan,nan,341,0.8833700474406267,0.8935180141254604,133.18260157073348,392,0.8217788158478786,0.8536619326593925,126.59709819482298,295,0.6083509637642714,0.6210988472831451,123.67918327460855,211,0.8689012271815567,0.8837940102504893,127.63140485862985,135,0.5050213955066822,0.5137071320856059,111.6594583299425,0.5,0.7461235540241201,72756,24756,0.4950738477428092,0.747262821994851,72756,24756,0.5505961145206264,0.7819713183421081,72756,24756,0.5394650854964721,0.7829041492776422,72756,24756,"[[192,38,0,0],[50,66,0,0],[0,0,0,0],[139,202,0,0]]",29,37,"[[206,24,0,0],[70,46,0,0],[0,0,0,0],[181,160,0,0]]",33,43,"[[202,28,0,0],[63,53,0,0],[0,0,0,0],[131,210,0,0]]",29,36,"[[205,25,0,0],[65,51,0,0],[0,0,0,0],[128,203,0,10]]",42,37,"[[168,35,2,25],[45,65,0,6],[0,0,0,0],[162,142,1,36]]",0,0,"[[146,5,0,79],[45,13,0,58],[0,0,0,0],[35,73,0,233]]",173,56,"[[211,19,0,0],[42,74,0,0],[0,0,0,0],[219,122,0,0]]",39,30,0.5394650854964721,0.023666386358342284,0.3872618398718115,0.025283931048361796,125.34413618395942,0.9115291488172844,0.27779847271372693,0.8651517973551872
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+334,784,1.0,1.0,159.65185416961202,40,1.0,1.0,120.23499450683593,8,1.0,1.0,97.82343673706055,0,nan,nan,nan,736,1.0,1.0,162.46612281902978,52,1.0,1.0,116.39781482403095,732,1.0,1.0,162.72454548924347,191,1.0,1.0,167.84550260374058,260,1.0,1.0,162.63484570429875,195,1.0,1.0,163.98681128086187,81,1.0,1.0,144.96392167644737,57,1.0,1.0,124.63152514005962,0,nan,nan,nan,784,1.0,1.0,159.65185416961202,784,1.0,1.0,159.65185416961202,0,nan,nan,nan,0,nan,nan,nan,0,nan,nan,nan,735,1.0,1.0,162.64695108115268,49,1.0,1.0,114.72540049650232,32,1.0,1.0,120.59805345535278,20,1.0,1.0,109.67743301391602,nan,1.0,131712,0,nan,1.0,131712,0,nan,1.0,131712,0,nan,1.0,131712,0,"[[784,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]]",27,0,"[[784,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]]",27,0,"[[784,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]]",27,0,"[[784,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]]",27,0,"[[730,52,2,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]]",0,0,"[[735,48,0,1],[0,0,0,0],[0,0,0,0],[0,0,0,0]]",21,14,"[[784,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]]",27,0,nan,0.0,nan,nan,159.65185416961202,nan,nan,nan
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+335,784,0.8592335021085277,0.9105155539641879,149.80642672460905,14,0.8742696004254478,0.7343076754893575,162.07937485831124,24,0.3715289520720641,0.705367885529995,83.66379721959431,43,0.44070071882979817,0.7530067854149397,86.63070173041766,703,0.9011841614334546,0.9306625402923329,155.68431862930146,63,0.593080868323644,0.6530318917736174,110.1188461061508,721,0.8824895574877893,0.9330141263886067,153.2742735747656,213,0.8852795650701568,0.9514465824539113,138.8393841595717,215,0.8951565795166548,0.9486836380736773,159.37984890605128,165,0.9274631796461164,0.9558265119791031,165.80201744310784,131,0.7507895308596487,0.8483986304006503,144.78267725005404,60,0.6871833418806393,0.63945825000604,121.4153102238973,57,0.5093859664180822,0.5521952766075469,93.01421282584207,727,0.8866630888132806,0.9386094409096192,154.25918627375586,667,0.9321778606975275,0.9395674013349785,162.4578751388161,117,0.443388312545597,0.7448951933119032,77.68235755985619,0,nan,nan,nan,0,nan,nan,nan,742,0.8693645278800208,0.9393179171650878,152.25752481938693,42,0.6802520468121483,0.4016738040816216,106.50369371686664,44,0.5587090517986905,0.797385421666232,119.10338861292058,19,0.6726787592235365,0.31873950675914164,89.31253714310496,0.5,0.8761692176870748,115402,16310,0.5998869720264824,0.890662930592726,115402,16310,0.9037415392790404,0.978289556518746,115402,16310,0.916934218146571,0.9820899541957764,115402,16310,"[[667,0,0,0],[109,8,0,0],[0,0,0,0],[0,0,0,0]]",13,18,"[[667,0,0,0],[109,8,0,0],[0,0,0,0],[0,0,0,0]]",13,18,"[[639,28,0,0],[0,117,0,0],[0,0,0,0],[0,0,0,0]]",22,13,"[[639,28,0,0],[1,116,0,0],[0,0,0,0],[0,0,0,0]]",22,13,"[[643,24,0,0],[16,101,0,0],[0,0,0,0],[0,0,0,0]]",0,0,"[[625,42,0,0],[0,117,0,0],[0,0,0,0],[0,0,0,0]]",22,15,"[[667,0,0,0],[0,117,0,0],[0,0,0,0],[0,0,0,0]]",26,0,0.916934218146571,0.05128205185566026,-0.018699109925582214,0.31230606658514154,149.80642672460905,0.6428571428571429,0.0,0.6428571428571429
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+336,784,0.8278086755652817,0.8227225811961962,149.69891550103011,107,0.8679922657592274,0.8709327149613996,138.09618819762613,180,0.7918078843090269,0.7583853965004285,168.74929580688476,15,0.7435966630776724,0.6897999366124471,141.36570790608724,482,0.83495323669119,0.8401832629412537,145.41970695400633,134,0.8519054170864732,0.8428034795753991,132.60181768616633,650,0.822841039620913,0.8185828267610991,153.2235479736328,92,0.8029432876602464,0.8068109303712845,128.1346194225809,168,0.7502141147851944,0.7424066519098622,168.94293907710485,181,0.830204643761914,0.8261880828530749,157.2790706276235,206,0.8752469683735116,0.871447140586029,149.71500681904914,137,0.8651630064866839,0.8540542086545568,130.5426847638875,78,0.5433630798107538,0.543991221067233,184.65458190135467,706,0.8592346762293797,0.8535172640433055,145.83695802337388,300,0.7854989131291708,0.7972594348589579,165.37967966715496,484,0.8540337349265075,0.8385055231407654,139.97943357987836,0,nan,nan,nan,0,nan,nan,nan,481,0.8312380694302105,0.8405689877804501,149.05327629993462,303,0.8223646542813519,0.7943921469815887,150.72384109748864,82,0.8507806120849237,0.864944866517695,145.53762556866903,52,0.853679148050455,0.8078882155510095,112.20304371760442,0.5,0.8063046647230321,106200,25512,0.40725867159592266,0.7723374161636272,106200,25512,0.3996924659065207,0.7628381612284305,106200,25512,0.38950931735385114,0.7632634036747447,106200,25512,"[[300,0,0,0],[242,242,0,0],[0,0,0,0],[0,0,0,0]]",33,18,"[[300,0,0,0],[234,250,0,0],[0,0,0,0],[0,0,0,0]]",32,16,"[[274,26,0,0],[168,316,0,0],[0,0,0,0],[0,0,0,0]]",50,14,"[[274,26,0,0],[172,312,0,0],[0,0,0,0],[0,0,0,0]]",51,16,"[[244,55,0,1],[251,230,3,0],[0,0,0,0],[0,0,0,0]]",0,0,"[[184,112,0,4],[167,297,0,20],[0,0,0,0],[0,0,0,0]]",48,40,"[[300,0,0,0],[213,271,0,0],[0,0,0,0],[0,0,0,0]]",36,14,0.38950931735385114,-0.00508609436908547,0.18113277834895247,-0.053796726465225264,149.69891550103011,0.8130841121495327,0.8186915887850468,0.8404984423676013
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+337,784,0.8954738802371585,0.9014166420211598,142.59516791664825,120,0.907394690066576,0.9197122675677141,154.74901809692383,104,0.8314573996915267,0.7928407077605908,122.72122599528386,37,0.8749954048040751,0.8478320176536972,106.28059412982013,523,0.9069173226620909,0.9226003001456506,146.32760992104875,237,0.9480712106962245,0.945990506606766,116.78324601217665,547,0.8726849089048027,0.8821040169630452,153.77876113668438,68,0.8757016220513512,0.8832084177171483,129.95041011361513,153,0.8397303983276966,0.8540401595090729,164.14576264923693,141,0.8602916403865137,0.8683293315958469,160.7022587661202,176,0.9010063897479664,0.9071094950830395,144.9737113389102,246,0.9518163210250498,0.9508074131922993,120.60687151187804,45,0.5419955929120381,0.5536324580510458,160.9749037000868,739,0.916998268504588,0.9225942986905171,141.4759688499977,152,0.7123331582467807,0.7524411543027351,130.90181782371118,632,0.9395203829943379,0.9372461897002745,145.40749262254448,0,nan,nan,nan,0,nan,nan,nan,472,0.874225620496071,0.8967115092959445,155.11708476179737,312,0.9276186834352139,0.9085346633234085,123.65175525347392,39,0.815620998541514,0.8516672284175189,145.45929659329929,198,0.9741598888479098,0.9645693341288903,111.13493301892521,0.5,0.8880284256559767,116964,14748,0.3852430770484952,0.8609947848634838,116964,14748,0.5213724127810887,0.897016415890321,116964,14748,0.4751371048386673,0.8899930988427879,116964,14748,"[[148,4,0,0],[74,558,0,0],[0,0,0,0],[0,0,0,0]]",91,14,"[[150,2,0,0],[120,512,0,0],[0,0,0,0],[0,0,0,0]]",76,44,"[[148,4,0,0],[92,540,0,0],[0,0,0,0],[0,0,0,0]]",89,30,"[[149,3,0,0],[128,504,0,0],[0,0,0,0],[0,0,0,0]]",76,55,"[[117,35,0,0],[173,439,13,7],[0,0,0,0],[0,0,0,0]]",0,0,"[[145,7,0,0],[78,327,36,191],[0,0,0,0],[0,0,0,0]]",29,120,"[[152,0,0,0],[54,578,0,0],[0,0,0,0],[0,0,0,0]]",95,11,0.4751371048386673,0.005942761784001327,0.07188024991401687,-0.027163387150377916,142.59516791664825,0.4858108108108108,0.6695945945945946,0.47072072072072074
