group,variant,targets,purity_pixel_mean,purity_image_mean,purity_eligible_images,purity_p05,purity_p25,purity_p50,purity_p75,purity_p95,mass_pixel_mean,mass_image_mean,mass_eligible_images,mass_p05,mass_p25,mass_p50,mass_p75,mass_p95,neff_pixel_mean,neff_image_mean,neff_eligible_images,neff_p05,neff_p25,neff_p50,neff_p75,neff_p95,same_mass_pixel_mean,same_mass_image_mean,same_mass_eligible_images,same_mass_p05,same_mass_p25,same_mass_p50,same_mass_p75,same_mass_p95,wrong_mass_pixel_mean,wrong_mass_image_mean,wrong_mass_eligible_images,wrong_mass_p05,wrong_mass_p25,wrong_mass_p50,wrong_mass_p75,wrong_mass_p95,fg_mass_pixel_mean,fg_mass_image_mean,fg_mass_eligible_images,fg_mass_p05,fg_mass_p25,fg_mass_p50,fg_mass_p75,fg_mass_p95,purity_gain_image_mean,purity_gain_pixel_mean
class3,SC,145803,0.914413333624959,0.7341672847602013,384,0.5076904296875,0.9241943359375,0.9998779296875,0.9998779296875,0.9998779296875,86.17485500110833,82.68560587204907,384,34.53515625,56.51953125,78.61328125,106.94140625,169.12109375,143.73794456708978,132.63109159849128,384,72.65234375,108.03515625,141.23046875,183.06640625,215.05859375,76.418487767802,58.288303645296594,384,26.87890625,49.30078125,70.13671875,95.94921875,152.22265625,8.11847493319819,21.35599524362624,384,0.02734375,0.02734375,0.02734375,5.33203125,50.01171875,84.53696270090127,79.64429888509339,384,33.22265625,55.15234375,77.13671875,105.13671875,166.27734375,0.02998591001582433,0.013434219186989838
class3,SRSC,145803,0.9084901749753427,0.722899242965172,384,0.4659423828125,0.9197998046875,0.9998779296875,0.9998779296875,0.9998779296875,54.77615602986472,56.58105943256305,384,17.47265625,30.70703125,45.74609375,71.44921875,121.32421875,120.81474647626104,114.98336228722964,384,56.84765625,87.19921875,116.56640625,153.48046875,194.98828125,47.29130158578615,37.278546798350284,384,14.30078125,26.93359375,40.11328125,60.94921875,105.46484375,6.3813508765256035,17.197414273799826,384,0.02734375,0.02734375,0.02734375,3.41796875,40.22265625,53.67265246207635,54.475961071244825,384,16.92578125,29.94140625,44.70703125,70.02734375,119.57421875,0.01871786822079513,0.007511060537373493
Deep_Correct,U,1902567,0.9158907150469121,0.9012707279882746,3412,0.5211181640625,0.9195556640625,0.9998779296875,0.9998779296875,0.9998779296875,167.65752638409054,166.59347546190324,3412,89.00390625,134.01171875,163.98046875,208.98828125,223.97265625,167.65752638409054,166.59347546190324,3412,89.00390625,134.01171875,163.98046875,208.98828125,223.97265625,149.5352063816938,143.2325892688172,3412,64.01171875,116.01953125,148.99609375,194.00390625,223.97265625,13.74216781853149,15.755551325290089,3412,0.02734375,0.02734375,0.02734375,12.98828125,78.99609375,163.27737420022527,158.9881405941073,3412,86.98046875,124.98828125,163.98046875,208.98828125,223.97265625,0.0,0.0
Deep_Correct,SR,1902567,0.917953022189116,0.9036732182809419,3412,0.5272216796875,0.9251708984375,0.9998779296875,0.9998779296875,0.9998779296875,137.83760325700553,135.41432404235073,3412,70.79296875,105.84765625,137.07421875,173.16796875,200.78515625,160.21128379072047,158.63021689035463,3412,86.70703125,124.05859375,160.48046875,204.01171875,220.80078125,123.8787575323995,117.47244495162195,3412,49.02734375,90.48046875,121.48828125,160.09765625,199.30859375,10.570007293795104,12.06646247700946,3412,0.02734375,0.02734375,0.02734375,9.32421875,61.16796875,134.4487648261596,129.5389074285575,3412,65.59765625,102.51171875,133.08203125,170.10546875,200.45703125,0.0024024902926674243,0.0020623071422039008
Deep_Correct,SC,1902567,0.9338521747488563,0.9209751814835312,3412,0.6107177734375,0.9461669921875,0.9998779296875,0.9998779296875,0.9998779296875,130.50677061228927,126.84740755910674,3412,59.96484375,97.42578125,127.99609375,166.11328125,202.15234375,156.02672420781505,153.7999208437786,3412,82.16796875,118.31640625,155.23046875,197.94140625,221.56640625,120.15751766865728,113.12071150503473,3412,43.61328125,84.90234375,117.00390625,156.59765625,200.45703125,7.376443735023076,8.586343444015297,3412,0.02734375,0.02734375,0.02734375,5.93359375,42.95703125,127.53396140347816,121.70705494876307,3412,55.75390625,94.03515625,124.76953125,163.26953125,201.66015625,0.01970445349525678,0.017961459701944182
Deep_Correct,SRSC,1902567,0.9371427294567978,0.9247130255015662,3412,0.6282958984375,0.9512939453125,0.9998779296875,0.9998779296875,0.9998779296875,111.87331334264591,107.53281612130849,3412,42.24609375,81.12890625,110.16796875,143.36328125,183.06640625,146.1906460967658,143.5463058904317,3412,73.69140625,111.09765625,144.45703125,185.74609375,215.44140625,103.85426082681224,96.88299969844944,3412,30.59765625,70.30078125,101.80078125,136.91015625,181.86328125,5.646126019215591,6.566221552526928,3412,0.02734375,0.02734375,0.02734375,4.45703125,32.89453125,109.50038684619048,103.44922125122218,3412,39.01953125,78.06640625,107.54296875,141.28515625,182.73828125,0.0234422975132918,0.021252014409885667
Deep_Wrong,U,576576,0.8060502278596545,0.8233821438489557,3318,0.3028564453125,0.6444091796875,0.9351806640625,0.9998779296875,0.9998779296875,169.08460289710288,164.1772165200753,3318,89.00390625,134.01171875,166.98828125,223.97265625,223.97265625,169.08460289710288,164.1772165200753,3318,89.00390625,134.01171875,166.98828125,223.97265625,223.97265625,132.11496663059162,128.18027142988893,3318,39.01953125,91.02734375,128.98046875,177.98046875,223.97265625,31.571520493395493,27.299098123077567,3318,0.02734375,0.02734375,9.98046875,56.02734375,113.99609375,163.68648712398712,155.47936955296652,3318,81.01953125,124.98828125,163.98046875,208.98828125,223.97265625,0.0,0.0
Deep_Wrong,SR,576576,0.8011209630831827,0.8192855416927837,3318,0.2855224609375,0.6348876953125,0.9356689453125,0.9998779296875,0.9998779296875,128.92736325961712,128.54849581447922,3318,64.01171875,97.42578125,128.59765625,164.03515625,187.55078125,157.72290849598997,154.13437137345082,3318,82.66015625,120.12109375,158.12890625,202.37109375,217.51953125,100.01172298437041,100.23495333952714,3318,27.31640625,66.19921875,96.82421875,132.91796875,179.23828125,24.899820126758723,21.773232871317774,3318,0.02734375,0.02734375,7.13671875,43.88671875,92.12109375,124.91154310938454,122.00818620754472,3318,58.32421875,93.54296875,124.00390625,160.48046875,186.62109375,-0.004096602156171888,-0.00492926477647182
Deep_Wrong,SC,576576,0.7915090284266499,0.8075588265470821,3318,0.2655029296875,0.6065673828125,0.9356689453125,0.9998779296875,0.9998779296875,103.88000629212034,97.90220817780991,3318,32.40234375,68.76953125,100.43359375,138.33203125,183.06640625,147.12514284618496,141.63728589312825,3318,68.44140625,108.47265625,145.71484375,191.26953125,219.54296875,78.5130202141748,73.19066103373707,3318,16.76171875,43.50390625,71.77734375,106.99609375,165.34765625,22.143018541323762,19.67475694998897,3318,0.02734375,0.02734375,5.05859375,37.70703125,86.26953125,100.65603875614737,92.86541798461901,3318,29.33984375,65.37890625,97.20703125,134.61328125,180.82421875,-0.01582331730187358,-0.014541199433004581
Deep_Wrong,SRSC,576576,0.7861348506346272,0.8027059808797867,3318,0.2496337890625,0.5946044921875,0.9359130859375,0.9998779296875,0.9998779296875,80.41333049572533,76.98994531206098,3318,21.24609375,51.05078125,77.24609375,108.14453125,147.95703125,136.71936550961377,133.73489598382275,3318,60.34765625,98.24609375,134.28515625,179.12890625,211.23046875,59.931177382954395,56.897201257100036,3318,11.34765625,31.69140625,54.00390625,82.16796875,130.73046875,18.03131944959415,16.24131164525265,3318,0.02734375,0.02734375,3.74609375,29.77734375,72.70703125,77.96249683140528,73.13851290089187,3318,19.22265625,48.48046875,74.78515625,105.24609375,146.09765625,-0.02067616296916887,-0.019915377225027342
Top20_Deep_Correct,U,288998,0.8966130964257131,0.8839009926412539,3392,0.4813232421875,0.8570556640625,0.9998779296875,0.9998779296875,0.9998779296875,167.70641665340244,163.53518637381774,3392,95.01953125,134.01171875,163.98046875,208.98828125,223.97265625,167.70641665340244,163.53518637381774,3392,95.01953125,134.01171875,163.98046875,208.98828125,223.97265625,146.36514093523138,137.8688799478786,3392,63.02734375,110.98828125,147.02734375,187.98828125,223.97265625,16.84092969501519,18.27036468751002,3392,0.02734375,0.02734375,0.02734375,22.01171875,85.99609375,163.2060706302466,156.13924463538865,3392,86.98046875,128.98046875,163.98046875,208.98828125,223.97265625,0.0,0.0
Top20_Deep_Correct,SR,288998,0.8929964280853623,0.8818783148252165,3392,0.4588623046875,0.8526611328125,0.9998779296875,0.9998779296875,0.9998779296875,116.57662169987223,127.72665612177272,3392,54.00390625,86.92578125,113.72265625,148.17578125,180.87890625,152.96464911486555,153.6863859428357,3392,82.38671875,117.93359375,154.02734375,190.50390625,214.94921875,100.68062903237684,108.0503511440515,3392,37.87109375,69.97265625,97.26171875,129.19921875,173.87890625,12.634720604766482,14.0907992202089,3392,0.02734375,0.02734375,0.02734375,15.88671875,65.59765625,113.31534963631628,122.14115036215824,3392,50.94140625,83.69921875,110.16796875,144.12890625,179.45703125,-0.0020226778160373393,-0.0036166683403507927
Top20_Deep_Correct,SC,288998,0.9182231283909957,0.9080062658701065,3392,0.5697021484375,0.9014892578125,0.9998779296875,0.9998779296875,0.9998779296875,101.83770668923816,114.62848078015188,3392,40.71484375,69.69921875,97.58984375,131.87890625,175.08203125,145.7346820423031,146.7451080468334,3392,74.94921875,111.48046875,144.89453125,183.33984375,212.92578125,91.61832469224906,101.3734508010899,3392,30.81640625,59.19921875,86.59765625,119.73828125,169.94140625,7.575979138169698,8.516045438919395,3392,0.02734375,0.02734375,0.02734375,8.44921875,40.60546875,99.19430382990397,109.88949623921837,3392,38.52734375,67.18359375,94.80078125,128.54296875,173.16796875,0.024105273228852576,0.02161003196528266
Top20_Deep_Correct,SRSC,288998,0.9183751966661489,0.9090974690467586,3392,0.5667724609375,0.9029541015625,0.9998779296875,0.9998779296875,0.9998779296875,77.40198248857818,94.15488015844419,3392,21.68359375,44.37890625,73.91015625,105.68359375,147.46484375,128.32167856477403,134.75140749477504,3392,61.82421875,95.45703125,126.35546875,161.73828125,197.72265625,69.75868243226245,83.99189285196556,3392,17.58203125,37.26953125,63.73828125,96.49609375,143.63671875,5.632449588116105,6.4789086652821455,3392,0.02734375,0.02734375,0.02734375,6.09765625,30.37890625,75.3911320203078,90.47080151693972,3392,20.80859375,42.68359375,71.33984375,103.05859375,145.87890625,0.025196476405504663,0.02176210024043579
Top20_Deep_Wrong,U,196453,0.8067872395560879,0.8142313134791448,3164,0.2967529296875,0.6463623046875,0.9395751953125,0.9998779296875,0.9998779296875,165.72712557201976,159.4764212656372,3164,89.00390625,131.00390625,163.98046875,208.98828125,223.97265625,165.72712557201976,159.4764212656372,3164,89.00390625,131.00390625,163.98046875,208.98828125,223.97265625,129.2814769944974,122.76901686062058,3164,36.99609375,89.00390625,127.01171875,168.02734375,223.97265625,30.6566761515477,28.105272840634107,3164,0.02734375,0.02734375,8.99609375,54.98828125,112.02734375,159.93815314604512,150.8742897012547,3164,79.98046875,119.02734375,163.98046875,208.98828125,223.97265625,0.0,0.0
Top20_Deep_Wrong,SR,196453,0.7997976641629396,0.8086264220562999,3164,0.2706298828125,0.6339111328125,0.9388427734375,0.9998779296875,0.9998779296875,120.44685079206587,121.56761063804225,3164,58.59765625,91.30078125,119.41015625,151.89453125,180.05859375,151.39248995077946,148.064470819192,3164,78.88671875,115.74609375,151.18359375,191.16015625,214.67578125,93.13400855553655,93.36114653939144,3164,23.10546875,60.94921875,90.97265625,123.62109375,170.48828125,23.20764410811905,21.905970930108207,3164,0.02734375,0.02734375,6.31640625,40.93359375,86.87109375,116.34165266315013,115.26711747000257,3164,52.08984375,86.92578125,115.19921875,148.23046875,179.01953125,-0.005604891422844948,-0.006989575393148262
Top20_Deep_Wrong,SC,196453,0.7891897772190721,0.7937341184928902,3164,0.2518310546875,0.6002197265625,0.9422607421875,0.9998779296875,0.9998779296875,82.6436197483292,81.08267316925118,3164,22.77734375,49.46484375,79.70703125,112.08203125,154.46484375,136.53420722789267,131.05374149467693,3164,63.41015625,100.59765625,133.57421875,175.13671875,210.57421875,60.920282252365716,58.31250172105043,3164,12.27734375,31.63671875,54.49609375,84.46484375,131.00390625,18.81096866186012,18.418794879392518,3164,0.02734375,0.02734375,3.36328125,31.14453125,76.91796875,79.73125091671497,76.73129660340793,3164,20.42578125,46.29296875,76.48046875,108.96484375,152.27734375,-0.020497194986254543,-0.017597462337015757
Top20_Deep_Wrong,SRSC,196453,0.7818477870480932,0.7871546480638199,3164,0.2318115234375,0.5838623046875,0.9410400390625,0.9998779296875,0.9998779296875,61.33556716578446,62.07784638366863,3164,13.86328125,33.38671875,58.54296875,84.90234375,121.05078125,125.12287862965704,122.69731654327362,3164,54.93359375,89.87890625,121.87109375,161.84765625,199.30859375,44.28448791425791,43.80588448958022,3164,7.57421875,21.13671875,38.85546875,62.48046875,99.28515625,14.91957601749071,15.014462952567937,3164,0.02734375,0.02734375,2.32421875,23.54296875,63.62890625,59.204063931499974,58.82034743841822,3164,12.55078125,31.08984375,56.13671875,82.66015625,119.30078125,-0.02707666541532495,-0.024939452507994675
