step,loss_total,loss_sshr,loss_sem_pres,loss_struct,loss_orth,loss_rec,structural_scheduled,finite
18,0.30521059036254883,0.2999671399593353,0.09099936485290527,,0.010725820437073708,0.0015716552734375,False,True
19,0.3340837061405182,0.33092832565307617,0.05015897750854492,,0.00987466424703598,0.0015368461608886719,False,True
20,0.20127414166927338,0.19650599360466003,0.08194613456726074,0.00022669478494208306,0.00965421088039875,0.0017678141593933105,True,True
21,0.24714992940425873,0.24402958154678345,0.04874110221862793,,0.009350410662591457,0.002157747745513916,False,True
22,0.3445354104042053,0.34027808904647827,0.07110822200775146,,0.010438613593578339,0.00179976224899292,False,True
23,0.274376779794693,0.2684660255908966,0.10466784238815308,,0.009355118498206139,0.0020961761474609375,False,True
24,0.25692829489707947,0.2533244490623474,0.059779465198516846,0.00029170443303883076,0.009019309654831886,0.0014934539794921875,True,True
25,0.20745399594306946,0.20578375458717346,0.017623305320739746,,0.012337608262896538,0.0017219185829162598,False,True
26,0.2563265264034271,0.25335073471069336,0.043945491313934326,,0.011809938587248325,0.0018802285194396973,False,True
27,0.1618545800447464,0.1586938053369522,0.047980427742004395,,0.010744140483438969,0.002245485782623291,False,True
28,0.1596304178237915,0.1549052596092224,0.07903212308883667,0.0002718159230425954,0.011057877913117409,0.002070605754852295,True,True
29,0.2326676845550537,0.22995835542678833,0.038342297077178955,,0.010806597769260406,0.0025188326835632324,False,True
30,0.18171687424182892,0.17915412783622742,0.035570502281188965,,0.011378766968846321,0.0021528005599975586,False,True
31,0.1713816225528717,0.16804996132850647,0.051818668842315674,,0.011390316300094128,0.001712024211883545,False,True
32,0.2991131842136383,0.29546892642974854,0.05822765827178955,0.000311878917273134,0.010465594008564949,0.0019401311874389648,True,True
33,0.37796148657798767,0.369428426027298,0.15507441759109497,,0.01043211854994297,0.002577364444732666,False,True
34,0.27744683623313904,0.2748727798461914,0.03464168310165405,,0.011806268244981766,0.0025165677070617676,False,True
35,0.15802517533302307,0.15600180625915527,0.024534225463867188,,0.010518468916416168,0.002707362174987793,False,True
36,0.18732619285583496,0.18347743153572083,0.06090974807739258,0.00020165163732599467,0.010869216173887253,0.002497255802154541,True,True
37,0.250779390335083,0.2471936047077179,0.05537676811218262,,0.01143372431397438,0.0024524331092834473,False,True
38,0.21803779900074005,0.2152622640132904,0.03991055488586426,,0.011194002814590931,0.0022029876708984375,False,True
39,0.1884360909461975,0.18593180179595947,0.03384566307067871,,0.012267384678125381,0.0019863247871398926,False,True
40,0.17862313985824585,0.17394933104515076,0.0787585973739624,0.0002550555800553411,0.009851448237895966,0.0023055672645568848,True,True
41,0.21844390034675598,0.21489879488945007,0.05612915754318237,,0.010184058919548988,0.0022945404052734375,False,True
42,0.1634523719549179,0.16047018766403198,0.04222738742828369,,0.012885860167443752,0.00226515531539917,False,True
43,0.11218266934156418,0.10940089076757431,0.03701239824295044,,0.013420255854725838,0.002601444721221924,False,True
44,0.27867668867111206,0.2717234790325165,0.1216057538986206,0.0001780015736585483,0.012218078598380089,0.0025308728218078613,True,True
45,0.14512047171592712,0.14010226726531982,0.0840080976486206,,0.012315326370298862,0.002020418643951416,False,True
46,0.22813986241817474,0.22439269721508026,0.06007510423660278,,0.01122535765171051,0.0018213391304016113,False,True
47,0.28877878189086914,0.2867684066295624,0.023065567016601562,,0.01264628954231739,0.002247631549835205,False,True
48,0.3447680175304413,0.34120744466781616,0.055610835552215576,0.0002528624318074435,0.01119648851454258,0.002075493335723877,True,True
49,0.1469419300556183,0.14379876852035522,0.04772108793258667,,0.011286504566669464,0.0019278526306152344,False,True
50,0.29425013065338135,0.29129689931869507,0.04277598857879639,,0.011853044852614403,0.0022177696228027344,False,True
51,0.2570953071117401,0.25454431772232056,0.03774237632751465,,0.010498540475964546,0.0013895034790039062,False,True
52,0.20597060024738312,0.20330092310905457,0.03738093376159668,0.00027725083054974675,0.011300770565867424,0.0022172927856445312,True,True
53,0.11430595815181732,0.11186245083808899,0.0329321026802063,,0.01160557009279728,0.002166152000427246,False,True
54,0.1466992199420929,0.1444966048002243,0.029854536056518555,,0.010090645402669907,0.002053558826446533,False,True
55,0.15050426125526428,0.1482422947883606,0.030356764793395996,,0.011605286970734596,0.0016387104988098145,False,True
56,0.12452951073646545,0.12146167457103729,0.044887661933898926,0.00027179665630683303,0.012323770672082901,0.001936793327331543,True,True
57,0.14039619266986847,0.1379009634256363,0.03446251153945923,,0.012133087031543255,0.0016544461250305176,False,True
58,0.173841655254364,0.17192506790161133,0.02232760190963745,,0.01260302122682333,0.00170058012008667,False,True
59,0.2755977511405945,0.27229171991348267,0.0489845871925354,,0.013370254077017307,0.0018828511238098145,False,True
60,0.23029622435569763,0.22775773704051971,0.03526335954666138,0.00021680515783373266,0.011048361659049988,0.002120673656463623,True,True
61,0.21691863238811493,0.21449464559555054,0.03432619571685791,,0.011305749416351318,0.0014238357543945312,False,True
62,0.21453255414962769,0.21151381731033325,0.04549616575241089,,0.011130694299936295,0.0018739700317382812,False,True
63,0.15059395134449005,0.14727449417114258,0.05171000957489014,,0.011783704161643982,0.0014476776123046875,False,True
64,0.18073493242263794,0.17840036749839783,0.03176236152648926,0.0002672095724847168,0.011542340740561485,0.0015595555305480957,True,True
65,0.22116392850875854,0.21947389841079712,0.017188549041748047,,0.01326784212142229,0.0016721487045288086,False,True
66,0.3178640902042389,0.31403928995132446,0.06279498338699341,,0.010982119478285313,0.0013595223426818848,False,True
67,0.2516064941883087,0.24940355122089386,0.030742883682250977,,0.0098493043333292,0.0017336606979370117,False,True
68,0.1920398771762848,0.1886313408613205,0.053944408893585205,0.00025224234559573233,0.010821238160133362,0.0015766024589538574,True,True
69,0.17780373990535736,0.1755238175392151,0.03221893310546875,,0.009797204285860062,0.0017911791801452637,False,True
70,0.23150412738323212,0.22878700494766235,0.03786414861679077,,0.011933024041354656,0.0022726058959960938,False,True
71,0.2908534109592438,0.2879539132118225,0.04494434595108032,,0.009971149265766144,0.0015371441841125488,False,True
72,0.15117081999778748,0.14967888593673706,0.014051318168640137,0.0002671139081940055,0.013030190952122211,0.0012450814247131348,True,True
73,0.2313096821308136,0.22787505388259888,0.052492737770080566,,0.011998537927865982,0.0021007657051086426,False,True
74,0.17186440527439117,0.1697143316268921,0.02644670009613037,,0.012800214812159538,0.0018773674964904785,False,True
75,0.10949436575174332,0.1082821637392044,0.008669555187225342,,0.012419999577105045,0.0015772581100463867,False,True
76,0.16885454952716827,0.16707748174667358,0.018400192260742188,0.0002206274657510221,0.013116002082824707,0.0019022822380065918,True,True
77,0.2738197445869446,0.27110710740089417,0.03943610191345215,,0.011597661301493645,0.0016093254089355469,False,True
78,0.16500043869018555,0.16213437914848328,0.04062908887863159,,0.012141356244683266,0.0022752881050109863,False,True
79,0.2561766803264618,0.25222963094711304,0.06357079744338989,,0.01146012730896473,0.001955091953277588,False,True
80,0.16415707767009735,0.160797119140625,0.04868578910827637,0.0002953133953269571,0.013068762607872486,0.0025748014450073242,True,True
81,0.3029654920101166,0.3010217547416687,0.02318704128265381,,0.012075191363692284,0.0018062591552734375,False,True
82,0.1447533667087555,0.1433718204498291,0.013247668743133545,,0.011241521686315536,0.00157088041305542,False,True
83,0.13794589042663574,0.13557453453540802,0.03146928548812866,,0.012889484874904156,0.00153428316116333,False,True
84,0.21082867681980133,0.20930424332618713,0.016404271125793457,0.00021768697479274124,0.01057104580104351,0.0016478300094604492,True,True
85,0.1453281044960022,0.14410516619682312,0.008098185062408447,,0.013551036827266216,0.0014047622680664062,False,True
86,0.5083986520767212,0.5039775967597961,0.07344228029251099,,0.011265859007835388,0.0018566250801086426,False,True
87,0.25379812717437744,0.25077271461486816,0.04589080810546875,,0.009681612253189087,0.002467811107635498,False,True
88,0.2351522147655487,0.23352006077766418,0.018332183361053467,0.00024294534523505718,0.009767756797373295,0.002150118350982666,True,True
89,0.19849777221679688,0.1974169909954071,0.009029388427734375,,0.00938710942864418,0.0015994906425476074,False,True
90,0.18044286966323853,0.17781656980514526,0.0378953218460083,,0.010400249622762203,0.0021152496337890625,False,True
91,0.33820176124572754,0.3339027166366577,0.06991219520568848,,0.011216457933187485,0.0024261474609375,False,True
92,0.1727023869752884,0.1700628697872162,0.038097918033599854,0.00027751585002988577,0.010256575420498848,0.002079308032989502,True,True
93,0.25847166776657104,0.25572532415390015,0.03994143009185791,,0.010398901998996735,0.002293407917022705,False,True
94,0.2825321853160858,0.28075486421585083,0.02182471752166748,,0.010649795643985271,0.001535952091217041,False,True
95,0.24655260145664215,0.24455198645591736,0.026156842708587646,,0.009775378741323948,0.0020399093627929688,False,True
96,0.2552286684513092,0.25344908237457275,0.022308647632598877,0.0003094841376878321,0.009756282903254032,0.0016088485717773438,True,True
97,0.2618592381477356,0.25861454010009766,0.050646841526031494,,0.009764214977622032,0.00224149227142334,False,True
98,0.2310829609632492,0.22783485054969788,0.048865675926208496,,0.010636858642101288,0.002729952335357666,False,True
99,0.2576013207435608,0.25492212176322937,0.040063321590423584,,0.008920078165829182,0.002300441265106201,False,True
100,0.20177017152309418,0.19895467162132263,0.04062575101852417,0.0002341718936804682,0.010365478694438934,0.0025423169136047363,True,True
101,0.1458624303340912,0.144168883562088,0.019277453422546387,,0.010945433750748634,0.0018240809440612793,False,True
102,0.18971212208271027,0.18826895952224731,0.015716373920440674,,0.009703538380563259,0.0017217397689819336,False,True
103,0.19174893200397491,0.186128631234169,0.0958358645439148,,0.01140977256000042,0.0025801658630371094,False,True
104,0.20625987648963928,0.20287010073661804,0.05047750473022461,0.00022877637820784003,0.011386251077055931,0.0028514862060546875,True,True
105,0.24511364102363586,0.24157153069972992,0.05313849449157715,,0.01184443011879921,0.0029296875,False,True
106,0.23753313720226288,0.23469577729701996,0.03962111473083496,,0.012248590588569641,0.002438843250274658,False,True
107,0.17680320143699646,0.17435061931610107,0.03257781267166138,,0.012098127976059914,0.0021877288818359375,False,True
108,0.20268592238426208,0.20021559298038483,0.033162474632263184,0.00017288968956563622,0.011919013224542141,0.00207597017288208,True,True
109,0.2539191246032715,0.25174272060394287,0.027118206024169922,,0.012071266770362854,0.002169191837310791,False,True
110,0.3085053265094757,0.30438369512557983,0.0655638575553894,,0.010621510446071625,0.0031235814094543457,False,True
111,0.29410693049430847,0.2924047112464905,0.01929032802581787,,0.010189058259129524,0.0022826194763183594,False,True
112,0.26591262221336365,0.26444339752197266,0.012539267539978027,0.00022414395061787218,0.012738784775137901,0.0019412040710449219,True,True
113,0.2634395956993103,0.25984498858451843,0.057659685611724854,,0.009989973157644272,0.0021213293075561523,False,True
114,0.2976360619068146,0.29525065422058105,0.033453166484832764,,0.010037584230303764,0.002108931541442871,False,True
115,0.201388418674469,0.19769281148910522,0.059097886085510254,,0.010436248034238815,0.0021889805793762207,False,True
116,0.13643455505371094,0.13363462686538696,0.04030287265777588,0.00014600173744838685,0.011601381003856659,0.001974165439605713,True,True
117,0.2049083560705185,0.20349931716918945,0.014526665210723877,,0.01007347833365202,0.0017903447151184082,False,True
118,0.14923343062400818,0.14759105443954468,0.0186232328414917,,0.011181449517607689,0.001521468162536621,False,True
119,0.12580204010009766,0.1240905225276947,0.01855570077896118,,0.011751600541174412,0.0019614100456237793,False,True
120,0.19503895938396454,0.19109337031841278,0.060133934020996094,0.00019611707830335945,0.012897763401269913,0.0028420090675354004,True,True
121,0.17628216743469238,0.17376872897148132,0.031614482402801514,,0.013988632708787918,0.002332746982574463,False,True
122,0.1729326844215393,0.1712779700756073,0.01661580801010132,,0.012522553093731403,0.0019779205322265625,False,True
123,0.1748523861169815,0.1731308400630951,0.019772708415985107,,0.011640725657343864,0.0015087127685546875,False,True
124,0.17141245305538177,0.1680922955274582,0.05085635185241699,0.00019126140978187323,0.010182831436395645,0.002586185932159424,True,True
125,0.3290380537509918,0.3267786502838135,0.02923637628555298,,0.01112410333007574,0.002413928508758545,False,True
126,0.30362531542778015,0.3003506064414978,0.04890686273574829,,0.011126315221190453,0.0027303695678710938,False,True
127,0.326949805021286,0.32382166385650635,0.04689913988113403,,0.01113212015479803,0.0022655129432678223,False,True
128,0.2256409227848053,0.22421640157699585,0.011051416397094727,0.00019361070008017123,0.012801418080925941,0.002222120761871338,True,True
