C0_hist_0_0,C0_hist_0_1,C0_hist_0_2,C0_hist_0_3,C0_hist_0_4,C0_hist_1_0,C0_hist_1_1,C0_hist_1_2,C0_hist_1_3,C0_hist_1_4,C0_hist_2_0,C0_hist_2_1,C0_hist_2_2,C0_hist_2_3,C0_hist_2_4,C0_hist_3_0,C0_hist_3_1,C0_hist_3_2,C0_hist_3_3,C0_hist_3_4,C0_hist_4_0,C0_hist_4_1,C0_hist_4_2,C0_hist_4_3,C0_hist_4_4,DD_hist_0_0,DD_hist_0_1,DD_hist_0_2,DD_hist_0_3,DD_hist_0_4,DD_hist_1_0,DD_hist_1_1,DD_hist_1_2,DD_hist_1_3,DD_hist_1_4,DD_hist_2_0,DD_hist_2_1,DD_hist_2_2,DD_hist_2_3,DD_hist_2_4,DD_hist_3_0,DD_hist_3_1,DD_hist_3_2,DD_hist_3_3,DD_hist_3_4,DD_hist_4_0,DD_hist_4_1,DD_hist_4_2,DD_hist_4_3,DD_hist_4_4,UC_hist_0_0,UC_hist_0_1,UC_hist_0_2,UC_hist_0_3,UC_hist_0_4,UC_hist_1_0,UC_hist_1_1,UC_hist_1_2,UC_hist_1_3,UC_hist_1_4,UC_hist_2_0,UC_hist_2_1,UC_hist_2_2,UC_hist_2_3,UC_hist_2_4,UC_hist_3_0,UC_hist_3_1,UC_hist_3_2,UC_hist_3_3,UC_hist_3_4,UC_hist_4_0,UC_hist_4_1,UC_hist_4_2,UC_hist_4_3,UC_hist_4_4,image_id
50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+61
50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+62
21957,0,0,0,0,28219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21957,0,0,0,0,28219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21957,0,0,0,0,28219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+63
32977,0,0,0,0,17199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32977,0,0,0,0,17199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32977,0,0,0,0,17199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+64
0,0,0,0,0,0,28848,0,0,0,0,21328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28848,0,0,0,0,21328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28848,0,0,0,0,21328,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+65
0,0,0,0,0,1,38477,0,0,0,0,11698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38477,0,0,0,0,11698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38474,0,0,0,0,11698,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+66
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+67
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+68
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+7
0,0,0,0,0,4365,41924,0,0,0,0,3887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300,41989,0,0,0,0,3887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4189,42100,0,0,0,0,3887,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+70
0,0,0,0,0,0,45075,5101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,50112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+71
37947,0,0,0,0,12229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37947,0,0,0,0,12229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37947,0,0,0,0,12229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+72
50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+73
50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+74
50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+75
50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+76
50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+77
50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+78
49397,0,0,0,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49397,0,0,0,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49397,0,0,0,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+79
2432,0,0,6,0,4324,0,0,2107,0,0,0,0,0,0,1348,0,0,39959,0,0,0,0,0,0,2257,0,0,181,0,3503,0,0,2928,0,0,0,0,0,0,161,0,0,41146,0,0,0,0,0,0,2438,0,0,0,0,4445,0,0,1986,0,0,0,0,0,0,1557,0,0,39750,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+8
24174,3527,0,0,0,6116,16359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23753,3948,0,0,0,6624,15851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23916,3785,0,0,0,6037,16438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+80
49899,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49899,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49899,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+81
50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+82
49878,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49878,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49878,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+83
45119,0,0,0,0,5057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45119,0,0,0,0,5057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45119,0,0,0,0,5057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+84
35729,3458,0,0,0,1664,9258,0,0,0,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36023,3164,0,0,0,2542,8380,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35599,3588,0,0,0,1259,9663,0,0,0,57,10,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+85
40716,0,0,0,0,9460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40716,0,0,0,0,9460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40716,0,0,0,0,9460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+86
25865,7623,0,0,0,2847,13841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25988,7500,0,0,0,2726,13962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26406,7082,0,0,0,2598,14090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+87
8314,7001,0,0,0,2733,32128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8202,7113,0,0,0,2726,32135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8449,6866,0,0,0,2830,32031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+88
0,37,0,0,0,0,50139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,50139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,50139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+89
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+9
0,0,0,0,0,0,43253,0,0,0,0,6923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43253,0,0,0,0,6923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43253,0,0,0,0,6923,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+90
0,544,0,0,0,0,49632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,0,0,0,49632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,0,0,0,49632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+91
47287,0,0,0,0,2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47287,0,0,0,0,2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47287,0,0,0,0,2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+92
50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+93
50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+94
49535,0,0,0,0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49535,0,0,0,0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30870,0,0,18665,0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+95
11352,16820,0,12684,0,291,384,0,91,0,0,0,0,0,0,0,3711,0,4843,0,0,0,0,0,0,11131,18209,0,11516,0,309,395,0,62,0,0,0,0,0,0,0,3891,0,4663,0,0,0,0,0,0,11433,16400,0,13023,0,285,395,0,86,0,0,0,0,0,0,0,3749,0,4805,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+96
11898,0,0,12674,0,178,0,0,587,0,0,0,0,0,0,913,0,0,23926,0,0,0,0,0,0,11021,0,0,13551,0,228,0,0,537,0,0,0,0,0,0,480,0,0,24359,0,0,0,0,0,0,12100,0,0,12472,0,217,0,0,548,0,0,0,0,0,0,820,0,0,24019,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+97
25249,0,0,13630,0,639,0,0,955,0,0,0,0,0,0,0,0,0,9703,0,0,0,0,0,0,24611,0,0,14268,0,604,0,0,990,0,0,0,0,0,0,0,0,0,9703,0,0,0,0,0,0,25690,0,0,13189,0,735,0,0,859,0,0,0,0,0,0,0,0,0,9703,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+98
49954,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49954,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49954,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+99
0,7972,0,0,0,0,42065,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,48,0,7972,0,0,0,0,42065,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,48,0,7972,0,0,0,0,42065,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,48,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+0
0,2225,0,0,0,0,12907,3210,0,0,0,1439,2479,0,0,0,0,0,0,0,0,0,0,0,27916,0,2225,0,0,0,0,12584,3533,0,0,0,1460,2458,0,0,0,0,0,0,0,0,0,0,0,27916,0,2225,0,0,0,0,12420,3697,0,0,0,1436,2482,0,0,0,0,0,0,0,0,0,0,0,27916,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+1
0,0,0,0,0,0,42419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7757,0,0,0,0,0,0,42419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7757,0,0,0,0,0,0,42419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7757,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+10
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+100
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+101
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+102
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+103
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+104
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+105
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+106
0,0,0,0,0,0,42220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7956,0,0,0,0,0,0,42220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7956,0,0,0,0,0,0,42220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7956,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+107
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+108
3903,3926,0,0,0,986,41361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3927,3902,0,0,0,1134,41213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3926,3903,0,0,0,1144,41203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+109
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+11
1502,249,0,0,0,2038,46387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502,249,0,0,0,2057,46368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502,249,0,0,0,1997,46428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+110
17138,3412,0,0,0,40,29586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17587,2963,0,0,0,47,29579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17257,3293,0,0,0,39,29587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+111
14675,5807,0,0,0,4018,25676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15435,5047,0,0,0,4304,25390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15214,5268,0,0,0,5179,24515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+112
0,383,0,0,0,0,45822,0,0,0,0,3971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,45822,0,0,0,0,3971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,45822,0,0,0,0,3971,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+113
0,0,0,0,0,0,48607,0,0,0,0,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48607,0,0,0,0,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48607,0,0,0,0,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+114
0,5231,0,0,0,0,44945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5231,0,0,0,0,44945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5231,0,0,0,0,44945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+115
0,6686,0,0,0,0,43490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6686,0,0,0,0,43490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6686,0,0,0,0,43490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+116
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+117
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+118
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+119
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+12
