analysis,group,harm,harm_rate,net_repair,pixels,repair,repair_rate,variant
fixed_phase0_strata,Top20,347892,0.01096509351306036,-0.0006342186991071958,31727226,327770,0.010330874813953164,UC
fixed_phase0_strata,Bottom80,630010,0.004964143731616364,-5.978152488337225e-05,126912119,622423,0.004904362206732992,UC
fixed_phase0_strata,Top20,336015,0.010590746256858383,0.0005864679124484441,31727226,354622,0.011177214169306829,DD
fixed_phase0_strata,Bottom80,529643,0.0041733051514174155,-0.00034735847409497593,126912119,485559,0.0038259466773224392,DD
