images,differing_pixels,a0_mIoU,v11_mIoU,mIoU_absolute_difference,a0_mDice,v11_mDice,mDice_absolute_difference
3418,0,0.6732758490812688,0.6732758490812688,0.0,0.8026772813287731,0.8026772813287731,0.0
