population,targets,accuracy,miou,dice,nll,brier,different_from_both,correct_third_class,wrong_third_class,rescue_rate,rescue_precision,intrusion_rate,third_harm_rate,iou_class0,iou_class1,iou_class2,iou_class3
Rejected_Deep_Win,113204,0.6487579944171584,0.4738091166580469,0.6234781779013817,0.8682721895290447,0.5087187479887827,9966,0,9966,0.0,0.0,0.08803575845376488,0.08803575845376488,0.26134512450546893,0.38644601749758034,0.49965879623311044,0.747786528396028
Rejected_Shallow_Win,144662,0.7318300590341624,0.3618910274388491,0.4735402621910577,0.705379766676385,0.3994381547627104,8529,0,8529,0.0,0.0,0.058958123073094525,0.058958123073094525,0.6386235157619294,0.5856761655989281,0.20524149010944873,0.018022938285090113
