utility,source,count,fraction_of_utility,mean_q,mean_S_D,mean_Delta,mean_deep_confidence
beneficial,Rejected_Deep_Win,113204,0.6364602366963709,0.4858417809009552,0.5979260802268982,-0.13144755363464355,0.930108368396759
beneficial,Rejected_Both_Wrong,64661,0.36353976330362914,0.4452386796474457,0.5109612345695496,-0.1939726024866104,0.845452606678009
