population,targets,accuracy,miou,dice,nll,brier,different_from_both,correct_third_class,wrong_third_class,rescue_rate,rescue_precision,intrusion_rate,third_harm_rate,iou_class0,iou_class1,iou_class2,iou_class3
Rejected_Both_Wrong,321981,0.3371037421462757,0.17894763670340058,0.30039657699193817,1.2792803761165021,0.7504108892319125,127706,108541,19165,0.3371037421462757,0.8499287425806149,0.39662588786294845,0.05952214571667272,0.24401488146545733,0.20726030110935023,0.15403702996755106,0.11047833427124366
