RawWrong,ADT_beneficial,ADT_benefit_rate,target_beneficial,required_additional,required_additional_rate,residual_beneficial,residual_harmful,residual_zero,coverage_headroom,count_equivalent_ci_low,count_equivalent_ci_high,headroom_over_gap,rejected_Deep_Win,required_fraction_of_rejected_Deep_Win
708407,252097,0.3558646371365613,283363,31266,0.044135645187018194,177865,257316,4,0.2510774173603592,173091.47886343807,182623.72590575492,146599,113204,0.2761916540051588
