group,denominator,population_count,candidate,activation_rate,hard_harm_count,hard_harm_rate,third_intrusion_rate,rescue_count,rescue_rate,candidate_precision,unconditional_ctx_accuracy,count,beneficial,harmful,zero,benefit_rate,harm_rate,zero_rate,mean_dm,median_dm
BothWrong,full_residual_group,321981,127706,0.39662588786294845,0,0.0,0.39662588786294845,108541,0.3371037421462757,0.8499287425806149,0.3371037421462757,321981,126882,824,194275,0.3940667306455971,0.0025591572173513343,0.6033741121370516,0.26560082766433435,0.0
BothWrong,active_only,127706,127706,1.0,0,0.0,1.0,108541,0.8499287425806149,0.8499287425806149,0.8499287425806149,127706,126882,824,0,0.9935476798271029,0.006452320172897123,0.0,0.6696507610620488,0.6404438032022636
