group,universe,candidate,candidate_rate,rescue,failure,precision,image_auroc,pooled_auroc,auprc,eligible_images,power,gradient_image_auroc,gradient_power,rawcorrect,rawcorrect_hard_harm,rawcorrect_gradient_harm,count,beneficial,harmful,zero,benefit_rate,harm_rate,zero_rate,mean_dm,median_dm
boundary,159063,31846,0.20020997969358054,12330,19516,0.3871757834578911,0.5515386335058032,0.5130498929736277,0.39806564665327593,1553,POWERED,0.5541595684340999,POWERED,82611,0.171502584401593,0.1656801152388907,31846,17908,13938,0,0.562331218991396,0.4376687810086039,0.0,0.049109142186301906,0.18901947814352493
interior,1623042,170832,0.1052542078393535,96211,74621,0.5631907370984359,0.6479535950824086,0.6598006241845452,0.7219092114289025,2051,POWERED,0.6471911959639346,POWERED,1264309,0.040210106864698426,0.03894222061220794,170832,120726,50106,0,0.7066942961506041,0.2933057038493959,0.0,0.2762756035570404,0.4337913523141192
