group,universe,candidate,candidate_rate,rescue,failure,precision,image_auroc,pooled_auroc,auprc,eligible_images,power,gradient_image_auroc,gradient_power,rawcorrect,rawcorrect_hard_harm,rawcorrect_gradient_harm,count,beneficial,harmful,zero,benefit_rate,harm_rate,zero_rate,mean_dm,median_dm
class0,714244,66220,0.09271341446340467,43879,22341,0.662624584717608,0.6193541446052793,0.6934197562611447,0.8247684300822526,800,POWERED,0.6663002559867981,POWERED,603575,0.03191152715072692,0.03154371867622085,66220,47029,19191,0,0.710193295077016,0.289806704922984,0.0,0.27367009578497875,0.4500787256573481
class1,748575,77382,0.10337240757439134,46035,31347,0.5949057920446615,0.6273763929977657,0.6703466277537778,0.7470974846458694,1068,POWERED,0.6273377582216533,POWERED,601726,0.043779062230982206,0.04182800809670847,77382,51986,25396,0,0.6718099816494792,0.3281900183505208,0.0,0.2702368790781594,0.4088128739507424
class2,218686,41358,0.1891204741044237,13719,27639,0.33171333236616857,0.5334247479180966,0.5107654452183235,0.33284211938811614,438,POWERED,0.5296847118278396,POWERED,118867,0.14765241824896733,0.1437320702970547,41358,23911,17447,0,0.5781469123265148,0.42185308767348517,0.0,0.05517902023384547,0.2497021246262181
class3,100600,17718,0.17612326043737575,4908,12810,0.2770064341347782,0.5453799134915732,0.46387056579549263,0.24317766358617612,134,POWERED,0.540692246114872,POWERED,22752,0.08135548523206751,0.07159810126582279,17718,15708,2010,0,0.8865560447003048,0.11344395529969523,0.0,0.4201741624552709,0.4390860381790318
