group,denominator,population_count,candidate,activation_rate,hard_harm_count,hard_harm_rate,third_intrusion_rate,rescue_count,rescue_rate,candidate_precision,unconditional_ctx_accuracy,count,beneficial,harmful,zero,benefit_rate,harm_rate,zero_rate,mean_dm,median_dm
StableCorrect,full_residual_group,1202258,56477,0.0469757739187429,56477,0.0469757739187429,0.0469757739187429,0,0.0,0.0,0.9530242260812571,1202258,1615,54862,1145781,0.0013433056798124862,0.04563246823893041,0.9530242260812571,-0.030985156593277566,0.0
StableCorrect,active_only,56477,56477,1.0,56477,1.0,1.0,0,0.0,0.0,0.0,56477,1615,54862,0,0.028595711528586858,0.9714042884714131,0.0,-0.6595986400750877,-0.660845534056743
