analysis,group,harm,harm_rate,net_repair,pixels,repair,repair_rate,variant
fixed_phase0_strata,Top20,252318,0.007952745841850616,-0.0012807640647262573,31727155,211683,0.006671981777124359,GS
fixed_phase0_strata,Bottom80,381360,0.003004912294083019,-0.0001165845455822644,126912190,366564,0.002888327748500755,GS
fixed_phase0_strata,Top20,394363,0.012429825491759347,-0.0026135655718264057,31727155,311442,0.009816259919932941,RCS
fixed_phase0_strata,Bottom80,480244,0.0037840651871187472,-0.00044035171089554123,126912190,424358,0.003343713476223206,RCS
