image_id,class,entropy,normalized_entropy,effective_query_count,dominant_share,top1_mass,top3_mass,top5_mass,top10_mass,top20_mass,gini,diffuseness_bin,weighted_target_purity,weighted_rival_mass,weighted_bg_mass,contribution_target_fraction,contribution_rival_fraction,contribution_bg_fraction,contribution_entropy,effective_contribution_count,pure_basis_fraction,best_basis_purity
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+140,1,3.784822433197693,0.7170784792593863,44.02785197972194,0.06774901058786591,0.06774901058786591,0.1817959453081383,0.27324836783527817,0.44848653914613457,0.6745754461114634,0.8325378811332871,moderate,0.026816871017217636,0.9731830358505249,0.0,0.0319218635559082,0.9680779576301575,0.0,3.679276943206787,39.61773783930258,0.0,0.10741741210222244
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+140,2,3.899964480941832,0.738893474798139,49.40069440822953,0.08711637639169022,0.08711637639169022,0.2450124658598704,0.3655452524812904,0.5351414441191937,0.6824291975057892,0.7944211184578891,moderate,0.4462232291698456,0.5537768602371216,0.0,0.4169158637523651,0.5830841064453125,0.0,3.9384751319885254,51.34025446967821,0.0,0.5938243865966797
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+141,0,5.261587552288141,0.9968687480266324,192.78730841528233,0.0065895962824969794,0.0065895962824969794,0.019695015991013795,0.03255279003740828,0.06420634061482439,0.12710716765573563,0.10154780248278583,very_diffuse,1.0,0.0,0.0,1.0,0.0,0.0,5.246110916137695,189.8265795476856,1.0,1.0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+142,0,5.261644139961247,0.9968794692172013,192.79821810914402,0.006575428531442901,0.006575428531442901,0.019667443701700708,0.03249993651872388,0.06407923318213359,0.126722339920443,0.10118998490117881,very_diffuse,1.0,0.0,0.0,1.0,0.0,0.0,5.2554826736450195,191.6139505413926,1.0,1.0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+143,0,5.2616343367531675,0.9968776118858031,192.79632807735882,0.006569619890797546,0.006569619890797546,0.01967520167385641,0.032538881726428305,0.06413911507563715,0.12702701780441628,0.10138915048299202,very_diffuse,1.0,0.0,0.0,1.0,0.0,0.0,5.252596855163574,191.0617845702005,1.0,1.0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+144,0,5.2615748239328255,0.9968663364921855,192.78485456553727,0.0066197568858596435,0.0066197568858596435,0.01972241561204812,0.03259255151851143,0.06422060358317028,0.1269125097557573,0.10155863118753161,very_diffuse,1.0000001192092896,0.0,0.0,1.0,0.0,0.0,5.239427089691162,188.5620423163535,1.0,1.0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+145,0,5.261836830144289,0.9969159766058207,192.835372012563,0.006587521792098922,0.006587521792098922,0.01964552234032942,0.03247702802710766,0.06411073273305624,0.12648068430090056,0.10069955487663274,very_diffuse,0.9966971278190613,0.0033028111793100834,0.0,0.9989412426948547,0.0010587404249235988,0.0,5.231383323669434,187.051377230891,1.0,0.9999998807907104
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+145,1,3.483797954642082,0.660045902668961,32.583237031632656,0.18044257598970967,0.18044257598970967,0.3128854037248595,0.4086382524826628,0.5949121577649287,0.8080876282565063,0.864258899871311,moderate,0.03521342575550079,0.9647865295410156,0.0,0.021059468388557434,0.9789405465126038,0.0,4.0295796394348145,56.237266348717746,0.0,0.0755670964717865
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+146,0,5.177522331839745,0.9809416176257457,177.24311688292465,0.008582639656385687,0.008582639656385687,0.025037100971626848,0.041296655095081576,0.08065672637691779,0.15580366681639363,0.2244964550423496,very_diffuse,0.9023612141609192,0.09763876348733902,0.0,0.9746955037117004,0.025304432958364487,0.0,5.004209041595459,149.039152755037,0.7346938775510204,0.9999790787696838
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+146,1,4.294590555674851,0.8136599587059651,73.302195132007,0.026350716149186843,0.026350716149186843,0.07653914788166488,0.12436514968364797,0.23690659013983328,0.4305878297182265,0.7130889001987415,moderate,0.6270151138305664,0.372984915971756,0.0,0.48341381549835205,0.5165861248970032,0.0,4.564026832580566,95.9691545033248,0.21428571428571427,0.7836315631866455
