image_id,class,k,mode,mean_selected_purity,soft_iou,hard_iou
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+102,2,3,purity_weighted,0.9750392436981201,0.16607716058185026,0.15800100959031801
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+102,2,5,equal,0.9739812016487122,0.17884260527945786,0.16490166414440294
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+102,2,5,purity_weighted,0.9739812016487122,0.17882912230791823,0.16490166414440294
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+102,2,10,equal,0.9714757800102234,0.18547731855491278,0.17842741935393938
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+102,2,10,purity_weighted,0.9714757800102234,0.1854505658181882,0.17842741935393938
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+103,1,1,equal,0.8855683207511902,0.38847458195582724,0.3802966101674773
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+103,1,1,purity_weighted,0.8855683207511902,0.38847458789168954,0.3802966101674773
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+103,1,3,equal,0.8853774070739746,0.38140369227897286,0.3757286698443258
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+103,1,3,purity_weighted,0.8853774070739746,0.38140630045744517,0.3757286698443258
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+103,1,5,equal,0.885088324546814,0.3789187155275132,0.3724137931014726
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+103,1,5,purity_weighted,0.885088324546814,0.37892122969196484,0.3724137931014726
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+103,1,10,equal,0.8846062421798706,0.38461520809917943,0.37764830508274555
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+103,1,10,purity_weighted,0.8846062421798706,0.3846133693107423,0.37764830508274555
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+103,2,1,equal,0.85859215259552,0.2972770605855063,0.29154727793487434
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+103,2,1,purity_weighted,0.85859215259552,0.29727706967235906,0.29154727793487434
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+103,2,3,equal,0.8581755757331848,0.2905235111867537,0.28869690424558175
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+103,2,3,purity_weighted,0.8581755757331848,0.2905250508993814,0.28869690424558175
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+103,2,5,equal,0.8576361536979675,0.28243128239675525,0.2849927849907288
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+103,2,5,purity_weighted,0.8576361536979675,0.28243982371745185,0.2849927849907288
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+103,2,10,equal,0.8544272184371948,0.27812373109289773,0.2832369942176067
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+103,2,10,purity_weighted,0.8544272184371948,0.2781415212050031,0.2832369942176067
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+104,1,1,equal,0.9635348916053772,0.06816528194222518,0.06015523932690715
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+104,1,1,purity_weighted,0.9635348916053772,0.06816527737024516,0.06015523932690715
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+104,1,3,equal,0.9565920233726501,0.07145810519203381,0.060802069857304
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+104,1,3,purity_weighted,0.9565920233726501,0.0714606492062376,0.060802069857304
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+104,1,5,equal,0.9516968727111816,0.06672178122098453,0.05562742561412919
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+104,1,5,purity_weighted,0.9516968727111816,0.0667598060820036,0.05562742561412919
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+104,1,10,equal,0.9406000375747681,0.07729344261628464,0.034282018111033104
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+104,1,10,purity_weighted,0.9406000375747681,0.0772080380573596,0.03622250970222366
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+104,2,1,equal,0.725741982460022,0.10133688959874386,0.09706959706900446
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+104,2,1,purity_weighted,0.725741982460022,0.10133688119027465,0.09706959706900446
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+104,2,3,equal,0.7250975966453552,0.10120090463378127,0.09640024405066261
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+104,2,3,purity_weighted,0.7250975966453552,0.10120177750961226,0.09640024405066261
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+104,2,5,equal,0.7233367562294006,0.10281466936235993,0.09750152346070994
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+104,2,5,purity_weighted,0.7233367562294006,0.1028004115696451,0.09750152346070994
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+104,2,10,equal,0.7140191793441772,0.10386171932374308,0.09981740718137665
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+104,2,10,purity_weighted,0.7140191793441772,0.103842277341356,0.10042604990809237
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,0,1,equal,0.0012270754668861628,0.0011157982180462383,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,0,1,purity_weighted,0.0012270754668861628,0.0011157981351674305,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,0,3,equal,0.0012113390257582068,0.0011009614270590933,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,0,3,purity_weighted,0.0012113390257582068,0.0011010598975965328,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,0,5,equal,0.0012039685389027,0.0010937918773158833,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,0,5,purity_weighted,0.0012039685389027,0.001093926284128986,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,0,10,equal,0.0011887580621987581,0.0010808370427893665,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,0,10,purity_weighted,0.0011887580621987581,0.0010811008590895304,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,1,1,equal,0.9996711611747742,0.20115633432457927,0.20027816411613256
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,1,1,purity_weighted,0.9996711611747742,0.20115635718175282,0.20027816411613256
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,1,3,equal,0.999626636505127,0.20467502203237317,0.20479833101458694
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,1,3,purity_weighted,0.999626636505127,0.20467494369569442,0.20479833101458694
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,1,5,equal,0.9996132850646973,0.2066232355961881,0.20688456189079665
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,1,5,purity_weighted,0.9996132850646973,0.2066231682369544,0.20688456189079665
