image_id,class,group,target_purity,rival_mass,bg_mass
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+117,2,top10pct,0.8738033175468445,0.1261967271566391,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+117,2,middle40pct,0.8645568490028381,0.13544312119483948,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+117,2,bottom50pct,0.522315502166748,0.47768452763557434,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+118,1,top10pct,0.7674870491027832,0.2325129508972168,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+118,1,middle40pct,0.7133970260620117,0.28660300374031067,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+118,1,bottom50pct,0.3162805140018463,0.6837194561958313,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+118,2,top10pct,0.8413570523262024,0.1586429625749588,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+118,2,middle40pct,0.6684625744819641,0.3315374255180359,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+118,2,bottom50pct,0.2555364966392517,0.7444634437561035,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+119,1,top10pct,0.5552302002906799,0.44476979970932007,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+119,1,middle40pct,0.5716408491134644,0.42835909128189087,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+119,1,bottom50pct,0.19017021358013153,0.8098298907279968,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+119,2,top10pct,0.9753937721252441,0.024606166407465935,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+119,2,middle40pct,0.8133260607719421,0.18667392432689667,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+119,2,bottom50pct,0.39513689279556274,0.6048631072044373,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+12,1,top10pct,0.8011907339096069,0.19880923628807068,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+12,1,middle40pct,0.7255381941795349,0.2744617760181427,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+12,1,bottom50pct,0.17166170477867126,0.8283382058143616,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+12,2,top10pct,0.8565351366996765,0.1434648036956787,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+12,2,middle40pct,0.8104097247123718,0.189590185880661,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+12,2,bottom50pct,0.2675376534461975,0.7324623465538025,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+120,0,top10pct,0.013255296275019646,0.98674476146698,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+120,0,middle40pct,0.027215948328375816,0.9727839827537537,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+120,0,bottom50pct,0.018051091581583023,0.9819489121437073,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+120,1,top10pct,0.6621683239936829,0.33783167600631714,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+120,1,middle40pct,0.5695794224739075,0.4304206669330597,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+120,1,bottom50pct,0.17756380140781403,0.8224362134933472,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+120,2,top10pct,0.7357655763626099,0.26423442363739014,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+120,2,middle40pct,0.7996903657913208,0.200309619307518,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+120,2,bottom50pct,0.4048987030982971,0.5951012969017029,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+121,0,top10pct,0.2662062644958496,0.7337937951087952,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+121,0,middle40pct,0.2806364595890045,0.7193635106086731,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+121,0,bottom50pct,0.05833354592323303,0.9416664838790894,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+121,1,top10pct,0.9493170976638794,0.05068289116024971,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+121,1,middle40pct,0.7722914814949036,0.22770850360393524,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+121,1,bottom50pct,0.42320072650909424,0.576799213886261,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+121,2,top10pct,0.6265871524810791,0.3734127879142761,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+121,2,middle40pct,0.26775118708610535,0.7322489023208618,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+121,2,bottom50pct,0.09137201309204102,0.908627986907959,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+122,0,top10pct,0.4622613787651062,0.5377386212348938,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+122,0,middle40pct,0.43007156252861023,0.5699284076690674,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+122,0,bottom50pct,0.23539631068706512,0.7646037340164185,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+122,1,top10pct,0.5443251132965088,0.4556748867034912,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+122,1,middle40pct,0.483420193195343,0.516579806804657,0.0
