step,module,grad_rms_mean,grad_rms_p50,grad_rms_p90,zero_fraction,nonfinite_fraction
700,backbone,0.00047585225776336824,0.0002971782232634723,0.0009205653797835114,0.07316264946545874,0.0
700,deep,0.0035733322147279978,0.0035733322147279978,0.0035733322147279978,0.0,0.0
700,query,0.0005627390966083112,0.00024464436137350276,0.0007117183587979526,0.00016180674251131677,0.0
700,ccra,0.00024607808303311884,0.00016797509306343272,0.000573721993714571,2.658367156982422e-05,0.0
700,pixel,0.001492903985938308,0.0002695292641874403,0.00037448694347403945,0.0,0.0
700,mask_heads,0.00043669341984140273,0.00018163876666221768,0.0011306467815302315,3.136528862847222e-05,0.0
700,pca,0.0011612827197780007,0.001172769465483725,0.0023337585385888814,0.0,0.0
800,backbone,0.0002469250499936087,0.00015251616423483938,0.000454565731342882,0.06058159627885159,0.0
800,deep,0.0019498317269608378,0.0019498317269608378,0.0019498317269608378,0.0,0.0
800,query,0.00025782020337317135,0.00015448152407770976,0.000409821965149604,7.696946477153688e-05,0.0
800,ccra,0.0001250321990260289,9.245131514035165e-05,0.00028966847457922995,4.7206878662109375e-05,0.0
800,pixel,0.0011958604904625995,0.00027856332599185407,0.0005127973214257509,0.0,0.0
800,mask_heads,0.0003562433056585077,0.00012905745097668841,0.0010007765784393998,3.136528862847222e-05,0.0
800,pca,0.0005274542301686816,0.00042819824011530727,0.0011256979545578361,0.0,0.0
900,backbone,0.0002081681473230544,0.0001479546190239489,0.0003346495388541371,0.06456595089486135,0.0
900,deep,0.0017219894798472524,0.0017219894798472524,0.0017219894798472524,0.0,0.0
900,query,0.00031922295586639393,0.00019563016394386068,0.0004967964778188618,4.0928522821559454e-05,0.0
900,ccra,0.00013428135207747133,9.148673052550294e-05,0.00034342059225309643,3.337860107421875e-05,0.0
900,pixel,0.000841433327877894,0.00023800991766620427,0.00043565124506130817,0.0,0.0
900,mask_heads,0.0003182436287008588,0.00014700739120598882,0.000730850809486583,2.9669867621527777e-05,0.0
900,pca,0.0006960984163922509,0.0006887424679007381,0.0014491481008008123,0.0,0.0
1000,backbone,0.0003888000935798378,0.0002203260810347274,0.0007579223136417571,0.06989618204534054,0.0
1000,deep,0.002470858860760927,0.002470858860760927,0.002470858860760927,0.0,0.0
1000,query,0.00033760235606905553,0.00018963392358273268,0.0005382655013818296,0.00013383229588725953,0.0
1000,ccra,0.00017231851852150815,0.00012120411338401027,0.0004043401509989053,2.86102294921875e-05,0.0
1000,pixel,0.00162804318209125,0.00035813896101899445,0.0005288094864226878,0.0,0.0
1000,mask_heads,0.0005091372889485987,0.0002114910603268072,0.0012391346041113142,2.4583604600694445e-05,0.0
1000,pca,0.000728795956357923,0.0007115707267075777,0.0015405065962113443,0.0,0.0
1100,backbone,0.00029781920145199235,0.00020927892182953656,0.0005604566889815033,0.06840179210661777,0.0
1100,deep,0.0020568743348121643,0.0020568743348121643,0.0020568743348121643,0.0,0.0
1100,query,0.00036137256802248885,0.00022689260367769748,0.00048667501541785904,0.00013232231151505403,0.0
1100,ccra,0.00018294564279155295,0.0001166534930234775,0.00042353805620223286,2.9206275939941406e-05,0.0
1100,pixel,0.00019539422562677198,0.0001026290628942661,0.00019590869487728926,0.0,0.0
1100,mask_heads,0.00012849185592737436,6.428608685382642e-05,0.0002924868313129992,4.4080946180555555e-05,0.0
1100,pca,0.0007795355083525616,0.0005186791822779924,0.0017978320829570293,0.0,0.0
1171,backbone,0.00031569290315798884,0.00020857500203419477,0.0005218350677751006,0.07841056816812073,0.0
1171,deep,0.00264793261885643,0.00264793261885643,0.00264793261885643,0.0,0.0
1171,query,0.0003595697589844349,0.00023444610997103155,0.0006480813724920154,0.00022482872017803857,0.0
1171,ccra,0.0002322764538271807,0.00015895911201369017,0.0005279761739075184,2.4080276489257812e-05,0.0
1171,pixel,0.0006618321953842846,0.00024279278295580298,0.00038103383267298343,0.0,0.0
1171,mask_heads,0.0002560126296076406,9.573308125254698e-05,0.0007575727533549072,5.001491970486111e-05,0.0
1171,pca,0.0010587852595141574,0.0007635589863639325,0.0022860517259687186,0.0,0.0
1200,backbone,0.0002831351221954849,0.00018460168212186545,0.00044453666196204723,0.0765100693030815,0.0
1200,deep,0.0030197331216186285,0.0030197331216186285,0.0030197331216186285,0.0,0.0
1200,query,0.00023106372717052182,0.00015129211533349007,0.00043550430564209824,0.00019860267661897524,0.0
1200,ccra,0.00016293573658853616,0.00011035128409275785,0.00040165498212445526,3.170967102050781e-05,0.0
1200,pixel,0.0014569710687143155,0.00025034326245076954,0.000530253554461524,0.0,0.0
1200,mask_heads,0.00025101361138189933,0.00010835439752554521,0.0006901765882503242,3.475613064236111e-05,0.0
1200,pca,0.0008816450145125998,0.0008389055728912354,0.0018751640454865992,0.0,0.0
1300,backbone,0.0005969579129928856,0.00031412404496222734,0.0013184039620682598,0.07084955453340497,0.0
1300,deep,0.0027312699239701033,0.0027312699239701033,0.0027312699239701033,0.0,0.0
1300,query,0.00040763842017099705,0.0002278938700328581,0.0006134525872766974,0.00010077158617605164,0.0
1300,ccra,0.00016732189337737013,0.00010692026262404397,0.0003744792513316497,2.6226043701171875e-05,0.0
1300,pixel,0.0009007381489097427,0.00011207083298359066,0.0002874627767596394,0.0,0.0
1300,mask_heads,0.000161246750697804,8.358574996236712e-05,0.0003730757336597891,4.3233235677083336e-05,0.0
1300,pca,0.0008325495395832642,0.0008138948178384453,0.0017731394967995585,0.0,0.0
1400,backbone,0.0005492389640754222,0.00030702052754350007,0.0011646370170637968,0.06866549905389548,0.0
1400,deep,0.0033935478422790766,0.0033935478422790766,0.0033935478422790766,0.0,0.0
1400,query,0.0004719338761560721,0.0002644350897753611,0.0006908254174049947,0.0001594225565781926,0.0
1400,ccra,0.00021270446888203842,0.0001370041209156625,0.00047138062654994434,1.9669532775878906e-05,0.0
1400,pixel,0.0010870512129398636,0.00018709494906943291,0.00044195950031280525,0.0,0.0
1400,mask_heads,0.00021852973865558548,0.00012020722715533338,0.0006250526465009899,2.4583604600694445e-05,0.0
1400,pca,0.0009832647556346312,0.0009391045605298132,0.002037628728430718,0.0,0.0
1500,backbone,0.0003639401277593736,0.00022797807469032705,0.0007458012201823295,0.0664545329021556,0.0
1500,deep,0.0019814164843410254,0.0019814164843410254,0.0019814164843410254,0.0,0.0
1500,query,0.0003515134727365421,0.0002661974431248382,0.0006840998772531749,7.402896881103516e-05,0.0
1500,ccra,0.0002317674839855191,0.0001561616300023161,0.0005047549842856824,2.396106719970703e-05,0.0
1500,pixel,0.0007134672948898067,0.00010389029193902388,0.0002936623146524653,0.0,0.0
1500,mask_heads,0.00015811887775877645,6.448202475439757e-05,0.0005030692380387336,2.8822157118055555e-05,0.0
1500,pca,0.0010807625382298625,0.0009526386274956167,0.00215112071018666,0.0,0.0
1600,backbone,0.00020691190802608618,0.00013876974117010832,0.00033375117345713084,0.07490388421740915,0.0
1600,deep,0.0016169369919225574,0.0016169369919225574,0.0016169369919225574,0.0,0.0
1600,query,0.00028931248763797157,0.0001717196064419113,0.0004642563260858879,0.00013236204785016525,0.0
1600,ccra,0.00015695730359896465,0.00011192975944140926,0.0003671065118396655,2.2411346435546875e-05,0.0
1600,pixel,0.00019236510986677156,0.00011022081889677793,0.0003011853725183755,0.0,0.0
1600,mask_heads,0.00018646882078125296,0.00010323252354282886,0.00041003642254509046,3.2212999131944445e-05,0.0
1600,pca,0.0006866628845495862,0.0005863933474756777,0.0014944676076993348,0.0,0.0
1700,backbone,0.0002843924126604439,0.00017071989714168012,0.0005185969872400166,0.06942370440810919,0.0
1700,deep,0.0019171842141076922,0.0019171842141076922,0.0019171842141076922,0.0,0.0
1700,query,0.00021287709711259595,0.00014352272410178557,0.0003563508274964989,7.577737176234223e-05,0.0
1700,ccra,0.00012119387434552514,7.598623051308095e-05,0.00029594815568998454,3.612041473388672e-05,0.0
1700,pixel,0.0009060994959257257,0.00017548025061842054,0.0004251081263646484,0.0,0.0
1700,mask_heads,0.00018230756338905648,9.462192610953934e-05,0.00041024310339707906,3.390842013888889e-05,0.0
1700,pca,0.0005549913464619749,0.000504160561831668,0.00117588653229177,0.0,0.0
1800,backbone,0.00027198170126731773,0.00014776375610381365,0.0005116394488140941,0.06761901151788022,0.0
1800,deep,0.0016415653517469764,0.0016415653517469764,0.0016415653517469764,0.0,0.0
1800,query,0.00024099406107325194,0.00017302238120464608,0.0004326912632677704,0.00013303756713867188,0.0
1800,ccra,0.00016826794878608414,0.00010868026947719045,0.00037560000200755896,2.586841583251953e-05,0.0
1800,pixel,0.0012488672269123176,0.0001460867642890662,0.00041408179095014935,0.0,0.0
1800,mask_heads,0.00016103759905187567,7.539540820289403e-05,0.00038982102123554814,3.475613064236111e-05,0.0
1800,pca,0.0007959184900604063,0.0007361171883530915,0.0014929345808923245,0.0,0.0
1900,backbone,0.0004100504663905927,0.0002928265603259206,0.000687444058712572,0.06900530790444463,0.0
1900,deep,0.0027553229592740536,0.0027553229592740536,0.0027553229592740536,0.0,0.0
1900,query,0.000444689091040118,0.00025910933618433774,0.0006012812780681999,9.902318319632286e-05,0.0
1900,ccra,0.00019824939084984658,0.00011893116607097909,0.0004884415218839423,2.7418136596679688e-05,0.0
1900,pixel,0.0006756280675360288,9.546680666971952e-05,0.00036846104194410145,0.0,0.0
1900,mask_heads,0.00019665979723665968,0.00011435352644184604,0.0005332987755537034,3.814697265625e-05,0.0
1900,pca,0.0008797268021195256,0.0007266068132594228,0.0021189038758166138,0.0,0.0
2000,backbone,0.0005132182243479682,0.0003492977120913565,0.0008722144411876798,0.06769053180302892,0.0
2000,deep,0.0038376213051378727,0.0038376213051378727,0.0038376213051378727,0.0,0.0
2000,query,0.0006536787991819892,0.00037373647501226515,0.0009163887996692211,3.774960845248643e-05,0.0
2000,ccra,0.000325244631680717,0.00022000590251991525,0.0007657009642571211,2.3484230041503906e-05,0.0
2000,pixel,0.00043720716348616406,0.00014471368922386318,0.00047406579251401136,0.0,0.0
2000,mask_heads,0.00033335476958503324,0.00015940317825879902,0.0007903357385657732,2.5431315104166668e-05,0.0
2000,pca,0.0014291481649001032,0.0011701605981215835,0.0027090771356597545,0.0,0.0
2100,backbone,0.0002487926337510414,0.0001845641090767458,0.00036486360477283597,0.06544285545657788,0.0
2100,deep,0.0024068502243608236,0.0024068502243608236,0.0024068502243608236,0.0,0.0
2100,query,0.0003054677835052644,0.00017445490811951458,0.00042758996132761254,0.00019276142131730012,0.0
2100,ccra,0.0001398130836508943,9.223871893482283e-05,0.0003204071806976572,3.1948089599609375e-05,0.0
2100,pixel,0.000522280252111019,6.979367753956467e-05,0.0002432154346024618,0.0,0.0
2100,mask_heads,0.00014064059986493603,6.743587437085807e-05,0.0003140071188681761,2.5431315104166668e-05,0.0
2100,pca,0.0006670235294947702,0.0006064782210160047,0.0014928471297025682,0.0,0.0
2200,backbone,0.00046776847843180543,0.00034911654074676335,0.0007355189649388195,0.07246992546798928,0.0
2200,deep,0.003922417294234037,0.003922417294234037,0.003922417294234037,0.0,0.0
2200,query,0.0004459495624473675,0.0002088871697196737,0.0006218675465788695,0.00013069311785329774,0.0
2200,ccra,0.00018927680580488673,0.00012677567792707123,0.0004540115100098774,3.2782554626464844e-05,0.0
2200,pixel,0.00161369142230027,0.000381835998268798,0.0009841042570769788,0.0,0.0
2200,mask_heads,0.0003619968427099391,0.00016973521996987984,0.0010134312440641224,2.3735894097222223e-05,0.0
2200,pca,0.0009279281118992344,0.0008664160850457847,0.0018846313585527243,0.0,0.0
2300,backbone,0.0005031176799093374,0.00026855210307985544,0.0010160609614104034,0.07570559816834117,0.0
2300,deep,0.0018823235295712948,0.0018823235295712948,0.0018823235295712948,0.0,0.0
2300,query,0.00041776322430564505,0.0002011441974900663,0.000502635308657773,0.00019236405705669313,0.0
2300,ccra,0.0001601824798810568,0.00010543827374931425,0.0003660531481727958,2.8371810913085938e-05,0.0
2300,pixel,0.0006070135731044082,0.0001343063631793484,0.0004980892699677498,0.0,0.0
2300,mask_heads,0.00013046563567008384,6.509802187792957e-05,0.000296522374264896,3.729926215277778e-05,0.0
2300,pca,0.0007445055826220681,0.0005853738111909479,0.0016478455974720419,0.0,0.0
2342,backbone,0.0006024937004050506,0.0003683666291180998,0.0012119971681386233,0.06806931921413967,0.0
2342,deep,0.004327431321144104,0.004327431321144104,0.004327431321144104,0.0,0.0
2342,query,0.0005741180329437157,0.0002778559864964336,0.0007602155092172327,0.00015878677373848404,0.0
2342,ccra,0.00025392271595856,0.00016253539797617123,0.0006095618009567261,1.4901161193847656e-05,0.0
2342,pixel,0.00015669093604978675,0.00010776998533401638,0.0002868348674383015,0.0,0.0
2342,mask_heads,0.0001732219467764177,7.817455116310157e-05,0.0005020434386096896,2.1192762586805555e-05,0.0
2342,pca,0.0012991433096291398,0.001121710694860667,0.002820932772010565,0.0,0.0
2400,backbone,0.00022309098442617272,0.00015089254884514958,0.0004009582335129381,0.06925148006661662,0.0
2400,deep,0.0019867299124598503,0.0019867299124598503,0.0019867299124598503,0.0,0.0
2400,query,0.00023355089604137902,0.00014694409037474543,0.0003863175428705292,0.00016578038537318207,0.0
2400,ccra,0.0001094173095718548,6.999290053499863e-05,0.00023693300900049508,3.218650817871094e-05,0.0
2400,pixel,0.00031288316117402597,0.00011903131235158071,0.00045036469819024214,0.0,0.0
2400,mask_heads,0.0001408474505903238,6.912439130246639e-05,0.00033537877025082715,3.0517578125e-05,0.0
2400,pca,0.00046398531767858725,0.0003887539933202788,0.0010029017576016486,0.0,0.0
2500,backbone,0.0003123666714860259,0.0001873098372016102,0.0006168011692352594,0.06449805198769484,0.0
2500,deep,0.0022010996472090483,0.0022010996472090483,0.0022010996472090483,0.0,0.0
2500,query,0.00023972714659237226,0.00011011640162905678,0.00028541102947201593,7.581710826798371e-05,0.0
2500,ccra,8.497204760472138e-05,5.7536242820788175e-05,0.0001905713099404238,3.719329833984375e-05,0.0
2500,pixel,0.00036350071800720447,7.019014446996152e-05,0.00025307522446382796,0.0,0.0
2500,mask_heads,9.705506504865803e-05,4.569740121951327e-05,0.0002341103303479032,6.018744574652778e-05,0.0
2500,pca,0.00043925386607905165,0.0003551227127900347,0.0009407654462847859,0.0,0.0
2600,backbone,0.00017234781147895513,0.00012895837426185608,0.000268361100461334,0.07272332208896322,0.0
2600,deep,0.0014796470059081912,0.0014796470059081912,0.0014796470059081912,0.0,0.0
2600,query,0.00018140537869726359,9.870116991805844e-05,0.00023949768801685424,0.0001954634984713266,0.0
2600,ccra,7.9543430294534e-05,4.970748341293074e-05,0.00018961795140057808,3.600120544433594e-05,0.0
2600,pixel,0.0004068704099783925,0.00013010766997467726,0.00044097772915847606,0.0,0.0
2600,mask_heads,9.500085454621715e-05,5.93137137911981e-05,0.00018068658828269697,4.3233235677083336e-05,0.0
2600,pca,0.00042008612971973963,0.0004839819448534399,0.0008285114890895784,0.0,0.0
2700,backbone,0.0007102303248497524,0.0003665102703962475,0.0015805744798853996,0.06875246124608177,0.0
2700,deep,0.002302017994225025,0.002302017994225025,0.002302017994225025,0.0,0.0
2700,query,0.00032514795501015215,0.0002607418573461473,0.0005688976962119341,0.00016260147094726562,0.0
2700,ccra,0.00022167283703104085,0.00014404879038920626,0.0004934508062433452,2.6226043701171875e-05,0.0
2700,pixel,0.0004905402604960657,7.34699860913679e-05,0.0002804962015943602,0.0,0.0
2700,mask_heads,9.169618766059607e-05,4.667102621169761e-05,0.000262132115312852,3.729926215277778e-05,0.0
2700,pca,0.0011099594735028973,0.0009737910877447575,0.0024706322117708625,0.0,0.0
2800,backbone,0.0003046815355316669,0.00018971419194713235,0.0005425630602985621,0.0654321440329243,0.0
2800,deep,0.001155160483904183,0.001155160483904183,0.001155160483904183,0.0,0.0
2800,query,0.0002206230914509888,0.00017761587514542043,0.0004207457590382549,0.00010347366344376496,0.0
2800,ccra,0.00010527190350649585,6.770206528017297e-05,0.0002552530117100105,3.445148468017578e-05,0.0
2800,pixel,0.0004152322004441745,8.14633458503522e-05,0.0003596733906306327,0.0,0.0
2800,mask_heads,0.00016192031257055028,7.407035081996582e-05,0.0004984653147403151,2.712673611111111e-05,0.0
2800,pca,0.00047084036874286045,0.0004094827309018001,0.000966903247172013,8.138020833333333e-05,0.0
2900,backbone,0.0005034781767920192,0.00030585413333028555,0.0009866367327049375,0.06861352096976979,0.0
2900,deep,0.0023549473844468594,0.0023549473844468594,0.0023549473844468594,0.0,0.0
2900,query,0.00034665860255245207,0.00019187245197826996,0.00043166233808733523,0.0001022418341563025,0.0
2900,ccra,0.0001554885946480622,9.825801316765137e-05,0.00035043352690991016,2.765655517578125e-05,0.0
2900,pixel,0.0007371733792332144,0.00021178324823267758,0.0007335648755542936,0.0,0.0
2900,mask_heads,0.00020729223716544866,7.812673720763996e-05,0.0005890375061426312,2.4583604600694445e-05,0.0
2900,pca,0.0006787399148144857,0.0005891702603548765,0.00134133854880929,0.0,0.0
3000,backbone,0.0002468279468303081,0.0001491858420195058,0.00044532689498737464,0.07025502103247813,0.0
3000,deep,0.0011289287358522415,0.0011289287358522415,0.0011289287358522415,0.0,0.0
3000,query,0.00018575448126512129,0.00011802480730693787,0.0002808622652082705,0.0001352628073618689,0.0
3000,ccra,7.947515474483052e-05,5.323664299794473e-05,0.00018763763509923592,4.3392181396484375e-05,0.0
3000,pixel,0.001406750127408976,0.0003029975632671267,0.001196125475689769,0.0,0.0
3000,mask_heads,0.000222530022155196,0.00010154807750950567,0.0005761293927207591,2.9669867621527777e-05,0.0
3000,pca,0.0003395390082907568,0.0003816904791165143,0.0006839376059360803,0.0,0.0
3100,backbone,0.00023117262130004486,0.000168316371855326,0.0003616778878495097,0.06770797873448048,0.0
3100,deep,0.001779566053301096,0.001779566053301096,0.001779566053301096,0.0,0.0
3100,query,0.00022260180580246924,0.00014453555195359513,0.000323132862104103,0.0001943906149790564,0.0
3100,ccra,0.00011755012021086655,7.309395004995167e-05,0.00028535544115584346,3.3736228942871094e-05,0.0
3100,pixel,0.00021183601263776206,8.192389941541478e-05,0.0003084094467340038,0.0,0.0
3100,mask_heads,0.00010140944141312502,4.8838617658475414e-05,0.0002957756689283997,3.9842393663194445e-05,0.0
3100,pca,0.0006359267682114478,0.0005319317278917879,0.0013239207910373807,0.0,0.0
3200,backbone,0.0003090512414928526,0.00021387977176345885,0.0005216603633016348,0.06708760063296983,0.0
3200,deep,0.002121659694239497,0.002121659694239497,0.002121659694239497,0.0,0.0
3200,query,0.00026635227592919364,0.00014838466449873522,0.00035858603077940646,0.00010112921398786057,0.0
3200,ccra,0.00012799574669494426,8.072466516750865e-05,0.00028099466289859264,2.562999725341797e-05,0.0
3200,pixel,0.0004973692039829285,0.0001240451674675569,0.0003522391372825951,0.0,0.0
3200,mask_heads,0.00011111216048852334,5.48353109479649e-05,0.0003025141719263047,2.8822157118055555e-05,0.0
3200,pca,0.0006144685442528441,0.0005892660992685705,0.0012710511800833046,0.0,0.0
3300,backbone,0.00034096433810191227,0.00023698690347373486,0.0005661204457283021,0.0620959473640791,0.0
3300,deep,0.0027520384173840284,0.0027520384173840284,0.0027520384173840284,0.0,0.0
3300,query,0.0003013685937958144,0.000160335170221515,0.0003621541138272733,0.00022343794509538384,0.0
3300,ccra,0.0001234140743551805,7.49512473703362e-05,0.00029519483505282553,3.0040740966796875e-05,0.0
3300,pixel,9.968897896984484e-05,4.9131551350001246e-05,0.00014208752254489808,0.0,0.0
3300,mask_heads,7.509001261496451e-05,4.251364225638099e-05,0.00016462678177049393,3.475613064236111e-05,0.0
3300,pca,0.0006770225883793538,0.0006505930214188993,0.0013980910764075816,0.0,0.0
3400,backbone,0.00031282157391875184,0.0001945427939062938,0.0006345585454255343,0.07742124877071806,0.0
3400,deep,0.0013377213617786765,0.0013377213617786765,0.0013377213617786765,0.0,0.0
3400,query,0.0002373213380906236,0.00015907282795524225,0.00037978976615704607,0.00016812483477224305,0.0
3400,ccra,0.00012030557947535075,6.819828922743909e-05,0.0002621938881929964,3.814697265625e-05,0.0
3400,pixel,0.0005361715364135586,0.0001256683171959594,0.0003997286839876324,0.0,0.0
3400,mask_heads,0.00010813360364004943,5.736001730838325e-05,0.00024745480332057925,2.5431315104166668e-05,0.0
3400,pca,0.0005531573983669583,0.0005172766395844519,0.0012299336900468917,0.0,0.0
3500,backbone,0.00046059939216190415,0.00030329753644764423,0.0007859192905016244,0.06614705599578363,0.0
3500,deep,0.0038217019755393267,0.0038217019755393267,0.0038217019755393267,0.0,0.0
3500,query,0.0005306524468267071,0.00021411703346529976,0.0005560516437981278,0.00015676021575927734,0.0
3500,ccra,0.00019212444236184692,0.0001169497481896542,0.0004458862240426243,2.3484230041503906e-05,0.0
3500,pixel,0.00013396120168461214,7.23019620636478e-05,0.00026241429150104524,0.0,0.0
3500,mask_heads,0.00010290241071844421,7.321684461203404e-05,0.0002366326923947782,2.8822157118055555e-05,0.0
3500,pca,0.0009873350735981983,0.0010290417412761599,0.002170158491935581,0.0,0.0
3513,backbone,0.0002852410301524547,0.00017404448590241373,0.0005575767718255521,0.07427426729617374,0.0
3513,deep,0.001751964446157217,0.001751964446157217,0.001751964446157217,0.0,0.0
3513,query,0.00037071367582086623,0.00012671686272369698,0.0002724228426814079,0.0001031160355182692,0.0
3513,ccra,9.780879099266851e-05,5.5079410230973735e-05,0.00022184925037436188,2.47955322265625e-05,0.0
3513,pixel,0.00038424481961276167,7.576837379019707e-05,0.00028119643102400007,0.0,0.0
3513,mask_heads,0.00013868857907558171,5.626828897220548e-05,0.000396182033000514,3.475613064236111e-05,0.0
3513,pca,0.0004301523516048178,0.0004264832678018138,0.0009761069086380304,0.0,0.0
3600,backbone,0.0004857551522686013,0.0002685724466573447,0.0009113313746638598,0.07048011585138739,0.0
3600,deep,0.002920019207522273,0.002920019207522273,0.002920019207522273,0.0,0.0
3600,query,0.0003347280964760557,0.00017740777548169717,0.0004001533903647215,0.0001628398895832106,0.0
3600,ccra,0.00013161344762282687,8.39557105791755e-05,0.0003090893675107509,3.2901763916015625e-05,0.0
3600,pixel,0.0009685072979594294,0.00020013368339277804,0.0007818717975169422,1.3041700150587042e-07,0.0
3600,mask_heads,0.000182425526064536,9.829577174969018e-05,0.00043596344185061755,1.864963107638889e-05,0.0
3600,pca,0.0006072946366941778,0.0005291534762363881,0.00143498427933082,0.0,0.0
3700,backbone,0.00021064375084409092,0.00014319097681436688,0.00033844798454083516,0.07357993270270527,0.0
3700,deep,0.0017460067756474018,0.0017460067756474018,0.0017460067756474018,0.0,0.0
3700,query,0.00023673333055285184,0.00013012416457058862,0.0003165571717545391,0.00019458929716620332,0.0
3700,ccra,0.00010650813899383549,6.879874126752838e-05,0.0002519851172110066,2.9206275939941406e-05,0.0
3700,pixel,0.0003689490963901895,6.020767250447534e-05,0.0002321324544027448,0.0,0.0
3700,mask_heads,7.7875986991987e-05,3.770070543396287e-05,0.00021720266959164293,4.492865668402778e-05,0.0
3700,pca,0.0005376443702805508,0.0005406911659520119,0.0011266982299275696,8.138020833333333e-05,0.0
3800,backbone,0.00027463476674581343,0.00016658574168104678,0.000501900736708194,0.06420185840023415,0.0
