snapshot,present_mean,absent_mean,present_absent_gap
step0250,0.7606180706726653,0.19996664798559827,0.560651422687067
step0500,0.8075166781033788,0.1789711176016782,0.6285455605017006
step1000,0.823100603052548,0.13415127600172935,0.6889493270508186
epoch1,0.8464849974427905,0.16587654459160855,0.680608452851182
epoch2,0.835194379224309,0.11035841419263509,0.7248359650316738
epoch3,0.8552526581500258,0.11239870537752318,0.7428539527725027
epoch4,0.8443427433126739,0.0976712591428092,0.7466714841698647
epoch5,0.8608029157455478,0.09884779716857237,0.7619551185769754
