epoch,step,loss,loss_deep,loss_pca,loss_mask,loss_pca_stage1,loss_pca_stage2,loss_pca_stage3,loss_mask_stage1,loss_mask_stage2,loss_mask_stage3,lr
2,1200,0.3702351748943329,0.38615185022354126,0.3612964451313019,0.34734055399894714,0.35663947463035583,0.35886508226394653,0.36461806297302246,0.18143503367900848,0.3999245762825012,0.38215234875679016,0.008136496931864945
2,1300,0.26166534423828125,0.23851518332958221,0.2690209150314331,0.3006100654602051,0.29101383686065674,0.27224835753440857,0.258287250995636,0.18917648494243622,0.34490516781806946,0.3186064660549164,0.007979049041874423
2,1400,0.2620658874511719,0.27347275614738464,0.2299332469701767,0.2713847756385803,0.22488832473754883,0.23257718980312347,0.2303648442029953,0.15112869441509247,0.31752172112464905,0.2918049991130829,0.007821255159534708
2,1500,0.3507874011993408,0.3667769432067871,0.3580479919910431,0.31154775619506836,0.33610478043556213,0.364908903837204,0.36270871758461,0.1431857943534851,0.38040775060653687,0.3375765085220337,0.007663106732729238
2,1600,0.24590754508972168,0.2302100658416748,0.2626342177391052,0.2605758309364319,0.25612640380859375,0.24321050941944122,0.2768915593624115,0.09304182976484299,0.3118869364261627,0.2968027591705322,0.007504594796470967
2,1700,0.28597375750541687,0.29629793763160706,0.29703283309936523,0.25426632165908813,0.27832290530204773,0.2914099395275116,0.30789050459861755,0.11344137042760849,0.30552342534065247,0.2798420488834381,0.0073457099427837345
2,1800,0.28971925377845764,0.2878422737121582,0.30427587032318115,0.278916597366333,0.32261815667152405,0.3055811822414398,0.29615575075149536,0.1410750150680542,0.33206138014793396,0.3021663725376129,0.007186442287607461
2,1900,0.26003527641296387,0.2714671790599823,0.2438543140888214,0.25335240364074707,0.23518018424510956,0.26136818528175354,0.23681561648845673,0.1867862194776535,0.27497419714927673,0.2670058310031891,0.0070267814343522505
2,2000,0.3077447712421417,0.2937495708465576,0.3308038115501404,0.3126761317253113,0.3288334310054779,0.2972610294818878,0.35171762108802795,0.1034635454416275,0.3667174279689789,0.3639363646507263,0.006866716433668599
2,2100,0.2529752850532532,0.24131707847118378,0.23438750207424164,0.2948795258998871,0.23754234611988068,0.2264130562543869,0.2379102259874344,0.10374696552753448,0.36410215497016907,0.32979896664619446,0.006706235738932284
2,2200,0.3463652729988098,0.34734341502189636,0.32636886835098267,0.36440545320510864,0.31589412689208984,0.3333498537540436,0.3263701796531677,0.28753897547721863,0.41739821434020996,0.36335641145706177,0.006545327156860919
2,2300,0.2204304337501526,0.2023303061723709,0.23697836697101593,0.24008271098136902,0.2505369782447815,0.2296200841665268,0.2359698861837387,0.11688375473022461,0.2801283597946167,0.2653349041938782,0.006383977792581647
2,2342,0.3097338378429413,0.32844582200050354,0.32773274183273315,0.2543109655380249,0.34981873631477356,0.32423636317253113,0.32099613547325134,0.13211564719676971,0.30500394105911255,0.27277329564094543,0.006316076361181734
3,2400,0.2323223352432251,0.23710718750953674,0.22589147090911865,0.22918352484703064,0.2140093296766281,0.25696903467178345,0.21199777722358704,0.06616058200597763,0.27644380927085876,0.2660365402698517,0.006222173988352482
3,2500,0.27559083700180054,0.2819056510925293,0.26230311393737793,0.27624887228012085,0.27497512102127075,0.2523841857910156,0.26318562030792236,0.1208285465836525,0.313203364610672,0.3162442743778229,0.006059901254998709
3,2600,0.2075512558221817,0.18379329144954681,0.19682690501213074,0.26579153537750244,0.2157595157623291,0.21291784942150116,0.17959928512573242,0.10148050636053085,0.319538414478302,0.29926782846450806,0.005897144194954705
3,2700,0.393451452255249,0.4479660093784332,0.4620909094810486,0.21578282117843628,0.4661614000797272,0.4469543397426605,0.4695446193218231,0.0713953971862793,0.267431378364563,0.2425486445426941,0.005733886415593198
3,2800,0.21128365397453308,0.20663468539714813,0.19338545203208923,0.23847976326942444,0.18707142770290375,0.20700398087501526,0.18773992359638214,0.0977950394153595,0.2833136320114136,0.267853319644928,0.005570110431268503
3,2900,0.29550623893737793,0.2942080497741699,0.2862829566001892,0.3073258399963379,0.3008621633052826,0.28058940172195435,0.28386741876602173,0.10686983168125153,0.3828578591346741,0.3421890437602997,0.005405797552185397
3,3000,0.23888638615608215,0.21787479519844055,0.256860613822937,0.2629353702068329,0.28340670466423035,0.25554296374320984,0.2470327913761139,0.115680031478405,0.3058079481124878,0.2961139678955078,0.0052409277578144365
3,3100,0.2615692615509033,0.27298107743263245,0.2796865701675415,0.22062832117080688,0.29630452394485474,0.27104511857032776,0.27822428941726685,0.04548631235957146,0.2714739441871643,0.26017773151397705,0.005075479552086333
3,3200,0.20196883380413055,0.19489364326000214,0.18452247977256775,0.2335655689239502,0.18824660778045654,0.19800014793872833,0.17494623363018036,0.09029995650053024,0.28251612186431885,0.2615014612674713,0.004909429796983427
3,3300,0.23105719685554504,0.23249807953834534,0.23740196228027344,0.22183066606521606,0.2357637882232666,0.24922168254852295,0.23096537590026855,0.04258303344249725,0.2893877923488617,0.25299543142318726,0.004742753520367134
3,3400,0.21038442850112915,0.1879635900259018,0.22402909398078918,0.24158143997192383,0.207083061337471,0.24192218482494354,0.22007162868976593,0.09538400918245316,0.2902563214302063,0.27085548639297485,0.004575423692883503
3,3500,0.34143075346946716,0.363190233707428,0.36765944957733154,0.27168306708335876,0.39071595668792725,0.3710256516933441,0.35641714930534363,0.12949228286743164,0.3283490240573883,0.2945597767829895,0.004407410967503369
3,3513,0.16289691627025604,0.14719724655151367,0.1315380334854126,0.22565513849258423,0.1627429723739624,0.12275868654251099,0.12432368099689484,0.07918454706668854,0.2996792495250702,0.2398288995027542,0.004385517519287959
4,3600,0.2682284712791443,0.28341493010520935,0.28204572200775146,0.22403830289840698,0.3004402220249176,0.2736407220363617,0.279730886220932,0.06903409957885742,0.2658916115760803,0.2609280049800873,0.004238683373578543
4,3700,0.20483872294425964,0.19191522896289825,0.19968125224113464,0.23584315180778503,0.19339701533317566,0.20471064746379852,0.1991773098707199,0.057792484760284424,0.30694863200187683,0.2644001245498657,0.004069205955091182
4,3800,0.20543518662452698,0.18575774133205414,0.19712570309638977,0.2530995309352875,0.19869984686374664,0.2096031755208969,0.18900954723358154,0.07902898639440536,0.32275766134262085,0.28093284368515015,0.0038989403398397124
4,3900,0.20962226390838623,0.18983307480812073,0.20499345660209656,0.2538294792175293,0.20046785473823547,0.20951023697853088,0.20409360527992249,0.09423889219760895,0.3108895421028137,0.28342968225479126,0.003727844222352707
4,4000,0.18859951198101044,0.15505579113960266,0.18263687193393707,0.26164960861206055,0.20090198516845703,0.18539614975452423,0.17367525398731232,0.06022260710597038,0.33804556727409363,0.2963828146457672,0.0035558707379277285
4,4100,0.16941505670547485,0.15669074654579163,0.15663689374923706,0.2076418101787567,0.15439389646053314,0.1552553027868271,0.15836305916309357,0.05768871307373047,0.2709799110889435,0.22962017357349396,0.0033829676977221376
4,4200,0.1876445710659027,0.1726611703634262,0.17171548306941986,0.23354046046733856,0.17339029908180237,0.1698218584060669,0.17218172550201416,0.06601574271917343,0.2907336950302124,0.2662343978881836,0.003209076644313072
4,4300,0.31361839175224304,0.35319599509239197,0.32243701815605164,0.22564461827278137,0.31798258423805237,0.32742244005203247,0.3212275505065918,0.07057956606149673,0.276109904050827,0.25739145278930664,0.003034131672096565
4,4400,0.2207285463809967,0.21823512017726898,0.22856950759887695,0.2178744077682495,0.25558462738990784,0.2233998030424118,0.22086529433727264,0.05728866532444954,0.286987841129303,0.24064064025878906,0.002858057934930006
4,4500,0.1433580070734024,0.11821472644805908,0.13327842950820923,0.20372414588928223,0.13917189836502075,0.12324552983045578,0.13694079220294952,0.06722735613584518,0.25572359561920166,0.2271232008934021,0.002680769730654247
4,4600,0.2396915853023529,0.23354482650756836,0.2664085924625397,0.22526815533638,0.300142765045166,0.26085683703422546,0.2562459707260132,0.09388840198516846,0.2752026617527008,0.24785932898521423,0.002502168002044915
4,4684,0.29276537895202637,0.30640164017677307,0.3315684199333191,0.22668978571891785,0.3366154134273529,0.3333723247051239,0.3284672498703003,0.09226863086223602,0.27671316266059875,0.250444233417511,0.0023510433719554327
5,4700,0.25563979148864746,0.2730754613876343,0.2872267961502075,0.18918143212795258,0.32058843970298767,0.2654825448989868,0.286928653717041,0.0787632018327713,0.22704991698265076,0.21062761545181274,0.002322137015042702
5,4800,0.20440509915351868,0.21975627541542053,0.20442256331443787,0.17368528246879578,0.20161636173725128,0.21403737366199493,0.19977617263793945,0.061099350452423096,0.21776419878005981,0.19227230548858643,0.0021405398474953594
5,4900,0.16965645551681519,0.15409612655639648,0.1618058681488037,0.20862770080566406,0.16506004333496094,0.168522909283638,0.15647396445274353,0.09716012328863144,0.26367589831352234,0.2201858013868332,0.0019572121070395103
5,5000,0.1474323570728302,0.15527299046516418,0.16509699821472168,0.11408647894859314,0.18721501529216766,0.14646010100841522,0.16743190586566925,0.050912272185087204,0.13930314779281616,0.1242261454463005,0.001771952920198113
5,5100,0.19428670406341553,0.22117820382118225,0.20587195456027985,0.12891849875450134,0.19701801240444183,0.20869052410125732,0.20772238075733185,0.03980792313814163,0.16256672143936157,0.14437377452850342,0.001584511539920903
5,5200,0.18043309450149536,0.18963341414928436,0.19942086935043335,0.14304471015930176,0.21642838418483734,0.1896996796131134,0.19845055043697357,0.06076664850115776,0.18091236054897308,0.15323534607887268,0.0013945665562338791
5,5300,0.25429826974868774,0.28754597902297974,0.29149773716926575,0.15060341358184814,0.2816014885902405,0.29698118567466736,0.29216617345809937,0.06298039108514786,0.1828736513853073,0.1662904918193817,0.0012016918145952326
5,5400,0.17243245244026184,0.19695556163787842,0.1801082044839859,0.11571049690246582,0.18644440174102783,0.18502956628799438,0.17462089657783508,0.04988335072994232,0.14692574739456177,0.12331220507621765,0.0010052964499894935
5,5500,0.1580207645893097,0.15411962568759918,0.164730966091156,0.1591128557920456,0.17399536073207855,0.15989753603935242,0.16392527520656586,0.11200199276208878,0.18716897070407867,0.16112352907657623,0.0008045087810704393
5,5600,0.1459892839193344,0.15549078583717346,0.14821867644786835,0.12475688010454178,0.1518738865852356,0.14829401671886444,0.14671137928962708,0.056031759828329086,0.15418541431427002,0.1345898061990738,0.000597918181035643
5,5700,0.16839617490768433,0.16898085176944733,0.18447324633598328,0.15114974975585938,0.2019718736410141,0.17588753998279572,0.18262521922588348,0.0656580850481987,0.1859658658504486,0.16445675492286682,0.0003828581787254603
5,5800,0.2513943612575531,0.29594191908836365,0.2679021954536438,0.1457914412021637,0.2741665542125702,0.26640811562538147,0.26629287004470825,0.07004015892744064,0.17052984237670898,0.16124889254570007,0.00015226322175383988
5,5855,0.16646063327789307,0.16967670619487762,0.16086766123771667,0.16562148928642273,0.1589919924736023,0.16759519279003143,0.1575814038515091,0.08863390237092972,0.19857987761497498,0.17664147913455963,4.066546947700707e-06
