snapshot,stage,positive_recall,positive_confidence,positive_F_median,rival_leakage,background_leakage,probability_gap,rival_gap,background_gap,empty_fraction,median_area,fraction_area_lt_001,fraction_area_gt_090,component_p90,permutation
step0500,2,0.4163043349981308,0.509363983444162,0.5089360773563385,0.3999919403861794,0.07747685180770027,0.0499441798104065,0.028985092257830136,0.22856847552876008,0.0,0.3486925959587097,0.03571428571428571,0.017857142857142856,18.5,7
step0500,3,0.4156349301338196,0.5023448918560885,0.5079708397388458,0.3232718167930014,0.059232194100817044,0.05740608015587717,0.03815376207103777,0.22148439464468878,0.0,0.2683354616165161,0.03571428571428571,0.017857142857142856,14.5,0
step0500,3,0.2549603208899498,0.4984933460419391,0.5026816725730896,0.32325386993793975,0.058065527429183326,0.05467243457306281,0.035539636838689326,0.21773213418312853,0.0,0.26546555757522583,0.08928571428571429,0.017857142857142856,14.0,1
step0500,3,0.4069119393825531,0.5013952887768853,0.5052086412906647,0.34508353972600564,0.05784330521192815,0.054889271857221034,0.03529706877790112,0.22186426386656033,0.0,0.27200254797935486,0.07142857142857142,0.017857142857142856,15.0,2
step0500,3,0.3336925357580185,0.4998009858540808,0.5033862888813019,0.32199843782517645,0.06200997187859482,0.055449404299469374,0.03642908537379297,0.21755050072910814,0.0,0.26594386994838715,0.017857142857142856,0.017857142857142856,14.5,3
step0500,3,0.2708333283662796,0.49599279707176425,0.5043818354606628,0.3528276773273117,0.058636956041057904,0.04773272964360076,0.028216398229326645,0.21406110367876552,0.0,0.26753826439380646,0.05357142857142857,0.017857142857142856,13.5,4
step0500,3,0.29347826540470123,0.4992100203902576,0.50156170129776,0.3493455122845868,0.06034330514570077,0.05123911761415162,0.03197216546300308,0.2154421512626789,0.0,0.2602040767669678,0.03571428571428571,0.017857142857142856,15.0,5
step0500,3,0.44484154880046844,0.4984392105217438,0.5104565620422363,0.32724241091766293,0.05595441626177894,0.05183068571981875,0.032221853891629126,0.21894739661592139,0.0,0.2622767835855484,0.017857142857142856,0.017857142857142856,14.0,6
step0500,3,0.4018620550632477,0.49744424288449657,0.5039441883563995,0.3511495993576116,0.05900997188356188,0.04873281862955475,0.02904435067334321,0.21652823022033046,0.0,0.25813136994838715,0.05357142857142857,0.017857142857142856,13.0,7
step1000,2,0.8750000298023224,0.5867874972303495,0.5876587331295013,0.5366194808855653,0.054078135401644606,0.10011984282476166,0.031495756114187756,0.3620351071034522,0.0,0.4838966727256775,0.0,0.017857142857142856,10.0,0
step1000,2,0.9154172241687775,0.5893812343401426,0.5956020355224609,0.5542725381544895,0.053894498008996886,0.10335517615072631,0.034631064870221606,0.3656522008713192,0.0,0.48756374418735504,0.0,0.017857142857142856,10.0,1
step1000,2,0.8953163027763367,0.5901368163428246,0.591558575630188,0.5340020770000087,0.05290032411984941,0.10831195926579312,0.04091964079517052,0.36552597476200277,0.0,0.49872447550296783,0.0,0.017857142857142856,11.0,2
step1000,2,0.8897435963153839,0.5890937248204915,0.5994152426719666,0.5364128250007828,0.05375475059956946,0.10641225571109691,0.038755643808923046,0.3646349911377269,0.0,0.49473851919174194,0.0,0.017857142857142856,11.0,3
step1000,2,0.8470238447189331,0.586828916070153,0.6002525091171265,0.5549974491198858,0.049544194039512185,0.1042989291647825,0.03635572866030967,0.36361547775685377,0.0,0.48118622601032257,0.0,0.017857142857142856,10.0,4
step1000,2,0.8900097906589508,0.5888113666069181,0.6003073453903198,0.5358864899931682,0.05179216811790111,0.1063751127353833,0.038353130967487714,0.365992343149518,0.0,0.483258917927742,0.0,0.017857142857142856,9.5,5
step1000,2,0.7559027969837189,0.5839607496879983,0.5926112234592438,0.5631430296330816,0.05351517167180143,0.09520433436384429,0.025876566761639297,0.35980531404559335,0.0,0.5047831535339355,0.0,0.017857142857142856,10.0,6
step1000,2,0.8925195634365082,0.5887651300506865,0.5987469553947449,0.5218580880823235,0.05233674750049064,0.10418744692024257,0.03598782312855786,0.3644826777251725,0.0,0.4877231866121292,0.0,0.017857142857142856,11.0,7
step1000,3,0.9032157361507416,0.5860755855500496,0.5930376946926117,0.5770812942956884,0.07342538895442131,0.11180344220422345,0.04860815278917141,0.3529987968050051,0.0,0.4698660671710968,0.0,0.03571428571428571,10.5,0
step1000,3,0.9280427694320679,0.5821948311470958,0.5888539552688599,0.5612396421324876,0.07126052924332783,0.10656371312667184,0.04286765941658954,0.3496703181201525,0.0,0.436383917927742,0.0,0.03571428571428571,11.0,1
step1000,3,0.9400502145290375,0.5845810565829302,0.5796366930007935,0.5952061070543196,0.07263321248180371,0.10902243406427281,0.04550987020525232,0.35142871945953424,0.0,0.4848532974720001,0.0,0.03571428571428571,11.0,2
step1000,3,0.9355137646198273,0.5853117970799168,0.5847641825675964,0.5768564994343452,0.07318598675006564,0.11333456370339984,0.050773291389799025,0.35211008636697605,0.0,0.48756375908851624,0.0,0.03571428571428571,11.0,3
step1000,3,0.9398540556430817,0.5819154390975841,0.5959063470363617,0.5915230164511336,0.07107750446278047,0.1063357661859548,0.04263031317383159,0.34947824518222537,0.0,0.48756375908851624,0.0,0.03571428571428571,11.0,4
step1000,3,0.9285300970077515,0.5836947057043838,0.5825370252132416,0.5817499906238582,0.07198118776122624,0.10786421860205747,0.04453101727832376,0.34958593698764096,0.0,0.4955357015132904,0.0,0.03571428571428571,12.0,5
step1000,3,0.9215856492519379,0.5824081648760625,0.5936182141304016,0.6097872401898106,0.072656090836972,0.10861695789059539,0.04494164408042556,0.35164440559941024,0.0,0.4732142686843872,0.0,0.03571428571428571,11.0,6
step1000,3,0.9389908909797668,0.5845058517533716,0.5826686024665833,0.5810630696204802,0.07334282676233574,0.10701152807081599,0.04304785980564896,0.35113952861620357,0.0,0.48867984116077423,0.0,0.03571428571428571,10.5,7
epoch1,2,0.47153428196907043,0.5468898273781302,0.5485606789588928,0.42622272244965037,0.011260465470453103,0.1583202841460717,0.04020766270906406,0.4492560983751068,0.0,0.3475765287876129,0.017857142857142856,0.0,8.5,0
epoch1,2,0.5539592206478119,0.5487569897188066,0.5585674345493317,0.4391568261716101,0.011480924011104636,0.1596626719413104,0.041573745397691986,0.45054012074743455,0.0,0.35347576439380646,0.03571428571428571,0.0,9.5,1
epoch1,2,0.25701121985912323,0.5492557857770528,0.5556908547878265,0.42908065476351315,0.010863640097280343,0.16501843765542618,0.04877799104893976,0.45134269808038874,0.0,0.351721927523613,0.03571428571428571,0.0,9.0,2
epoch1,2,0.48389004170894623,0.5496289525688591,0.5641905069351196,0.4140253777124195,0.011180134014123017,0.1641302295567294,0.0476806644762644,0.45096959203223574,0.0,0.3549107015132904,0.03571428571428571,0.0,8.0,3
epoch1,2,0.22442512214183807,0.5462745010095352,0.5547677576541901,0.45078954007735267,0.011514940009348922,0.16012878310624046,0.04314238657766756,0.44829047246399545,0.0,0.3493303507566452,0.03571428571428571,0.0,9.0,4
epoch1,2,0.46064968407154083,0.5480142492821093,0.5549048483371735,0.4126285716684328,0.011130194531546699,0.16245159770694623,0.04553064473420776,0.4504520860518792,0.017857142857142856,0.3419961631298065,0.017857142857142856,0.0,10.0,5
epoch1,2,0.228515625,0.5428069358577344,0.5435740053653717,0.4747927336436179,0.010827400307688449,0.15084208484117378,0.03138475269430552,0.4450901996568524,0.017857142857142856,0.36591199040412903,0.03571428571428571,0.0,8.0,6
epoch1,2,0.47259004414081573,0.5487956413666585,0.5616247355937958,0.41189924590289595,0.010951823513540957,0.16341661401707425,0.046936115388204525,0.4503321722198672,0.0,0.3443877547979355,0.017857142857142856,0.0,9.0,7
epoch1,3,0.5730392336845398,0.5393003410293721,0.5537788569927216,0.44922082897068727,0.01277929600328207,0.16423004089626064,0.05476867331093083,0.43385602766725123,0.0,0.2673788219690323,0.0,0.0,10.0,0
epoch1,3,0.7032828330993652,0.5366922503732957,0.5507799088954926,0.4166205354034901,0.013159813504252169,0.16177132617117101,0.05272699797019614,0.4303700586879023,0.0,0.2724808603525162,0.0,0.0,11.0,1
epoch1,3,0.45438455045223236,0.5382638976428982,0.5506424307823181,0.44285855301552346,0.013835492864665058,0.161142079047349,0.05115190676586934,0.4320706211504517,0.0,0.2633928507566452,0.017857142857142856,0.0,9.5,2
epoch1,3,0.400814026594162,0.5394969854382485,0.5533508062362671,0.41995251808936396,0.014198373692731062,0.16572675611962356,0.057160063919117265,0.43314897238423244,0.0,0.26084183156490326,0.0,0.0,9.5,3
epoch1,3,0.5004203766584396,0.534810525279701,0.5480124950408936,0.43425828306418324,0.013412283857663472,0.1564220960037569,0.045971610117748474,0.428484485715226,0.0,0.27024872601032257,0.017857142857142856,0.0,10.5,4
epoch1,3,0.6043338179588318,0.5375876703068209,0.5426110923290253,0.4161459971736703,0.013749313685629103,0.1618972289024722,0.05270485654004642,0.43086062480682075,0.0,0.273596927523613,0.03571428571428571,0.0,11.5,5
epoch1,3,0.5398629456758499,0.5357449596768163,0.5518319308757782,0.41494783820170494,0.014029567833575937,0.15992304839961902,0.0500645907526836,0.43052715011708964,0.0,0.2712053507566452,0.0,0.0,11.0,6
epoch1,3,0.40270228683948517,0.5383605168629851,0.5500920116901398,0.4301446562839879,0.014254254382103681,0.1598791973009545,0.04961361070366249,0.43148614182410605,0.0,0.27439412474632263,0.0,0.0,9.5,7
epoch2,2,0.935865730047226,0.5705092076938828,0.5946666598320007,0.47486784586475955,0.002504196797250485,0.2789798249204448,0.04002659926366148,0.5257562187607698,0.0,0.3475765287876129,0.05357142857142857,0.0,6.0,0
epoch2,2,0.9350127577781677,0.5734655701074531,0.5982396304607391,0.499551383819845,0.0026023129989602126,0.2821296061723023,0.043908581916109246,0.5281498268297549,0.017857142857142856,0.34343111515045166,0.05357142857142857,0.0,6.5,1
epoch2,2,0.9367165565490723,0.5738559552471224,0.6023427844047546,0.47984677573872936,0.002441208638554933,0.284187666795813,0.04733276283640031,0.5287970412951317,0.0,0.3453443795442581,0.05357142857142857,0.0,6.5,2
