stratum,loss,targets,benefit_rate,harm_rate,zero_rate,mean_dm,median_dm,active_gradient_fraction,mean_gradient_norm,active_transfer_fraction,mean_dQ,dQ_negative_fraction,dQ_zero_fraction,Deep_Win_targets,Shallow_Win_targets,DBR,DCR,BRR,HHCR
all,PRG_previous,2479143,0.7892796018624177,0.21071757458121618,2.8235563660506876e-06,0.0002836482570285138,3.537180236889981e-05,1.0,0.00042861920926330036,1.0,-8.88723487406106e-05,0.99998668894856,0.0,314730,182899,1.0,0.9622687931590659,0.9999936453468052,0.962257858162155
all,ADT,2479143,0.24517222282054726,0.035988242711291765,0.718839534468161,0.000876434928157829,0.0,0.2811608688970342,0.0009735416891250429,0.2811608688970342,-0.00020403614915400823,0.2811515914975457,0.7188391311029658,314730,182899,0.6403139198678233,0.201608538045588,0.6403107425412258,0.20159760304867713
Top20,PRG_previous,485451,0.7196771661815508,0.2803125341177585,1.0299700690697928e-05,0.0008769221800709902,0.0007884535589255393,1.0,0.001367337631551031,1.0,-0.0002904593008227734,0.9999752807183423,0.0,220561,103341,1.0,0.9783241888505047,0.999990932213764,0.9783048354476926
Top20,ADT,485451,0.3784254229572089,0.0522194825018385,0.5693550945409527,0.0027532873394513916,0.0,0.4306469653991855,0.0031618396651683324,0.4306469653991855,-0.0006677251711180096,0.4306325458182185,0.5693530346008145,220561,103341,0.6257044536432098,0.20209790886482615,0.6256999197500918,0.20207855546201411
Deep-Win,PRG_previous,314730,1.0,0.0,0.0,0.0020043314670874566,0.0014957618259359151,1.0,0.0014627533551350956,1.0,-0.00032198095623625476,0.9999936453468052,0.0,314730,0,1.0,nan,0.9999936453468052,nan
Deep-Win,ADT,314730,0.6403139198678233,0.0,0.3596860801321768,0.005706993122537594,0.0036198804737068713,0.6403139198678233,0.004147346159863176,0.6403139198678233,-0.0009059193786795691,0.6403107425412258,0.3596860801321768,314730,0,0.6403139198678233,nan,0.6403107425412258,nan
Shallow-Win,PRG_previous,182899,0.037720271844023205,0.9622687931590659,1.0934996910863373e-05,-0.0012107107868873615,-0.0008682342304382473,1.0,0.0011413141753218996,1.0,-0.00022689052979244488,0.9999890650030892,0.0,0,182899,nan,0.9622687931590659,nan,0.962257858162155
Shallow-Win,ADT,182899,0.007446732896297957,0.201608538045588,0.7909447290581141,-0.0021348159911360747,0.0,0.2090607384403414,0.0017216708424106582,0.2090607384403414,-0.00033386165129560677,0.20904980344343052,0.7909392615596587,0,182899,nan,0.201608538045588,nan,0.20159760304867713
