stratum,loss,targets,benefit_rate,harm_rate,zero_rate,mean_dm,median_dm,active_gradient_fraction,mean_gradient_norm,active_transfer_fraction,mean_dQ,dQ_negative_fraction,dQ_zero_fraction
Q1,UDT,495830,0.8918802815481113,0.10811971845188875,0.0,2.6264691617873125e-06,7.943904876128727e-07,1.0,2.8242922453096705e-06,1.0,-6.34087748373206e-08,0.9999959663594377,0.0
Q1,RG,495830,0.2703628259685779,0.027196821491236915,0.7024403525401851,2.648630136588927e-06,0.0,0.29755964745981484,2.8635043460332927e-06,0.29755964745981484,-6.445227572426217e-08,0.29755964745981484,0.7024403525401851
Q1,ADT,495830,0.02593227517495916,0.022503680697013088,0.9515640441280278,2.5236813822744417e-07,0.0,0.04843595587197225,1.0004401693240074e-06,0.04843595587197225,-3.319345091254428e-08,0.048431922231409956,0.9515640441280278
Q1,SDT,495830,0.02593227517495916,0.022503680697013088,0.9515640441280278,2.6857396064903368e-08,0.0,0.04843595587197225,1.802233058010318e-07,0.04843595587197225,-6.464277166535614e-09,0.048431922231409956,0.9515640441280278
Q1,PRG_previous,495830,0.8918802815481113,0.10811971845188875,0.0,1.3038903736088585e-06,3.94443958384727e-07,1.0,1.3984102699443478e-06,1.0,-3.1402962191720105e-08,0.9999959663594377,0.0
Q2,UDT,495828,0.8200242826141323,0.17997370055745138,2.0168284163056544e-06,4.497605580369526e-05,3.954943167627789e-05,1.0,5.3758627780379055e-05,1.0,-3.620850084717013e-06,0.9999818485442532,0.0
Q2,RG,495828,0.2431589180118912,0.04293424332631477,0.713906838661794,4.5603730953119935e-05,0.0,0.286093161338206,5.4507419514327714e-05,0.286093161338206,-3.6695599707497574e-06,0.2860891276813734,0.713906838661794
Q2,ADT,495828,0.1395322571536904,0.031063191267939688,0.8294045515783699,2.4779601311985726e-05,0.0,0.17059544842163007,3.400557765812704e-05,0.17059544842163007,-2.5166066786404544e-06,0.17057931379429964,0.8294045515783699
Q2,SDT,495828,0.1395322571536904,0.031063191267939688,0.8294045515783699,5.176016379216643e-06,0.0,0.17059544842163007,9.581966294285136e-06,0.17059544842163007,-7.416798108556461e-07,0.17057931379429964,0.8294045515783699
Q2,PRG_previous,495828,0.8200242826141323,0.17997370055745138,2.0168284163056544e-06,2.237663789653722e-05,1.9344765632922645e-05,1.0,2.6406637213405215e-05,1.0,-1.7777743445315672e-06,0.9999818485442532,0.0
Q3,UDT,495829,0.777574526701746,0.22242547329825405,0.0,0.00021510544019605563,0.00024419047258561477,1.0,0.00028047655539946697,1.0,-3.707554491050306e-05,0.9999878990539077,0.0
