stratum,targets,Deep_Win_count,Shallow_Win_count,dual_label_images,image_auroc,pooled_auroc,DeepCaptureRate,ShallowProtectionRate,BA,DeepSelectionPrecision,zero_ties,power,loss,benefit_rate,harm_rate,zero_rate,mean_dm,median_dm,active_gradient_fraction,mean_gradient_norm,active_transfer_fraction,mean_dQ,dQ_negative_fraction,dQ_zero_fraction,Deep_Win_targets,Shallow_Win_targets,DBR,DCR,BRR,HHCR,UDT_harm,RG_harm,UDT_benefit,RG_benefit
boundary,201144,25404,26392,1838,0.5528591669053194,0.5610801104649024,0.403834041883168,0.6667550772961504,0.5352945595896592,0.5384171302613624,0,POWERED,ADT,0.12328481088175636,0.08592351748001432,0.7907916716382293,0.0001950322217217066,0.0,0.20920832836177067,0.0010497788681689223,0.20920832836177067,-0.0002155044978054832,0.20919838523644751,0.7907916716382293,25404,26392,0.403834041883168,0.32187784177023343,0.403834041883168,0.32187784177023343,0.4334904347134391,0.10046036670246192,0.5665045937238993,0.13565405878375691
interior,2277999,289326,156507,3155,0.8015919659265556,0.8129784207610078,0.6610778153363334,0.8118806187582664,0.7364792170472999,0.8666026306131603,0,POWERED,ADT,0.255934704097763,0.03157903054391156,0.7124862653583255,0.0009366017965293198,0.0,0.28751417362343,0.0009668100570472413,0.28751417362343,-0.0002030235106404916,0.287504955006565,0.71248582637657,289326,156507,0.6610778153363334,0.18132735277016362,0.661074359027533,0.1813145737890318,0.19104705489335158,0.044177367944410864,0.8089503112161155,0.24235919330956687
