Delta_image_AUROC,DeepCapture,ShallowProtection,DeepSelectionPrecision,ADT:all:mean_dm,ADT:Top20:mean_dm,ADT:class0:mean_dm,ADT:class1:mean_dm,ADT:class2:mean_dm,ADT:class3:mean_dm,ADT:Raw_Correct:harm_rate,ADT:Raw_Wrong:benefit_rate,BRR_ADT,HHCR_ADT,ADT-RG:all:mean_dm,ADT-RG:Shallow-Win:harm_rate,ADT-RG:Deep-Win:benefit_rate,ADT:all:benefit_rate,ADT:all:harm_rate,ADT:Top20:benefit_rate,ADT:Top20:harm_rate,ADT:Deep-Win:benefit_rate,ADT:Deep-Win:harm_rate,ADT:Shallow-Win:benefit_rate,ADT:Shallow-Win:harm_rate
0.7860757022482376,0.6404152999119471,0.7851453701441485,0.8338162668816771,0.0008612814797834172,0.0027009899340843593,0.0005319307189732446,0.0009830499616357753,0.0011306592087826591,0.001614176742795126,0.03870739473994575,0.3555178502415806,0.6404152999119471,0.20650975920949047,0.00038262065916003175,-0.009468740668349757,0.34336103934640905,0.24623167520716652,0.03602757132572434,0.3761607032959697,0.05415954754737213,0.6404152999119471,0.0,0.008339441322583272,0.20651518853326817
0.7824477594305389,0.6411097202997846,0.7868144934876193,0.8400155332746705,0.0008792771573362508,0.002756721069099532,0.0005622277034115218,0.0009994881328658609,0.0010758199960812808,0.001629834547907231,0.03878737616602791,0.35738589929514764,0.6411097202997846,0.205412487476191,0.0003831683900612983,-0.015023065828443084,0.3355425162614571,0.24734818973164893,0.036520557298327594,0.38230327661491187,0.0527763094838987,0.6411097202997846,0.0,0.007745494181245665,0.2054234974181686
0.784666253374853,0.6404588659880651,0.7921949549390351,0.8400885587530383,0.0008806257282110673,0.002789597481234445,0.0005777428105382443,0.0009930216742404124,0.0010804256003081212,0.0016218855693561228,0.03718388976793398,0.351363283256428,0.6404556263242126,0.20085262413854038,0.0003964123341797615,-0.018333627849443365,0.34190764366289356,0.24555560848820845,0.03563385820095909,0.3782639584813439,0.05215041554074466,0.6404588659880651,0.0,0.006941376568298286,0.20085814631560348
0.7878809619806164,0.6484550652020299,0.7917031140657803,0.8412433851410476,0.0008777164678796302,0.002782150401917882,0.0005334990418523613,0.001000228669603418,0.0011571177869187457,0.0016557177593419913,0.03833955271084084,0.3589873396060133,0.6484454294340593,0.20045705038488454,0.00039422653883200545,-0.017735304408677398,0.34719277959786726,0.24750677770147306,0.0359332097492442,0.3827496741253441,0.052156603074257776,0.6484550652020299,0.0,0.0078125,0.20048438593421974
0.7809893761535998,0.6324847877261219,0.7893431984825123,0.8399748887690441,0.0008759146526645466,0.002749628587562634,0.0005714097810044055,0.0009724813922468578,0.0010990579914633542,0.0017099122947020454,0.038174268203481,0.3519505306823864,0.6324784426692386,0.203047177450665,0.00038618920970106055,-0.012024537155154245,0.3358914487668382,0.2448564375930617,0.035541829046137556,0.3763827730641177,0.05153953553695794,0.6324847877261219,0.0,0.007587438573916516,0.2030582701971181
0.7841510977414841,0.6390381285243988,0.7876008258774948,0.8393073600286587,0.0008685656576690147,0.0026915322481440985,0.0005286002533636086,0.0009969256272367418,0.0010706816325082016,0.001623311746326177,0.038295413810322664,0.35554238946612293,0.6390317853993949,0.20479559532002753,0.0003870329686616216,-0.01370956641431521,0.3362998014601874,0.24675993640441798,0.035901189357345,0.3778444271649737,0.052679757922843046,0.6390381285243988,0.0,0.007598072952512044,0.20479559532002753
0.7813371733058101,0.6399015340887462,0.7903984391605038,0.8398700974269298,0.0008791773953350993,0.002769221087715144,0.0005489995859816801,0.0010105126074988569,0.0011125828824188595,0.0016454592847760282,0.038626430496371184,0.3544802917660261,0.6398983618622238,0.20212980473156722,0.00039774872783214174,-0.016518521344371113,0.33900633176413864,0.24370900112994986,0.03614874819161795,0.3766597446388552,0.05225034438801735,0.6399015340887462,0.0,0.007449956673624319,0.20215160416587188
0.7845353264033592,0.6496286794066416,0.7926803013993542,0.8428633784373636,0.0008919210349767183,0.0028152944399406216,0.0005619101551706098,0.0010040558400664986,0.0011489336199393698,0.00162675532206988,0.03894919381701312,0.3641817256950266,0.6496255352864608,0.19918191603875135,0.0004003265408430169,-0.018466092572658774,0.3496796141535714,0.24417806976884787,0.03623224038209629,0.3858244758395844,0.05219889448691103,0.6496286794066416,0.0,0.00813778256189451,0.19918191603875135
0.7915649868140135,0.6432750991637647,0.7894141097350215,0.8393822751545575,0.0008796497198662826,0.0027866503975213816,0.0005399000901734164,0.0010076349272891934,0.0011344202016656708,0.0017177691691368897,0.037967177455642306,0.3559492196929893,0.6432718717019374,0.20354040936673495,0.00039326916601934553,-0.01571981513894947,0.34708769982023036,0.24547374737085553,0.03562697969220916,0.38046154810928323,0.053402035995735696,0.6432750991637647,0.0,0.007028916287981271,0.20355145244024317
0.7799390969989262,0.6387687294238527,0.7881936410742054,0.8422246627173399,0.0008814782119616935,0.0027338223669459154,0.0005303854720444412,0.0010080167287905431,0.0011210716814544996,0.0016260759471041439,0.03971805284555648,0.3576725808082326,0.6387596098017698,0.20435407239210326,0.0003921822303969065,-0.013591679266501299,0.3358696015637112,0.24333295852670256,0.03652059184933097,0.3813767327699216,0.05174900685736599,0.6387687294238527,0.0,0.007436144396795248,0.20436483381670065
